equipment_age_years,operating_hours_total,hours_since_last_maintenance,vibration_level_mm_s,temperature_bearing_celsius,oil_pressure_psi,coolant_flow_rate,power_output_mw,load_factor_pct,ambient_temperature,num_previous_failures,manufacturer,equipment_type,last_maintenance_type,humidity_pct,startup_count_last_month,operating_mode,alarm_count_last_week,efficiency_rating,thermal_image_anomaly_score,target
13.0,82576.0,1061.0,4.49,74.5,49.9,139.4,326.9,81.3,16.0,1.0,1.0,1.0,0.0,40.4,5.0,1.0,1.0,60.9,0.511,1
0.5,4354.0,480.0,2.51,63.1,59.2,85.7,312.6,84.9,14.3,1.0,4.0,0.0,2.0,50.0,1.0,0.0,4.0,77.9,0.004,0
1.6,9581.0,723.0,1.94,62.3,41.7,81.3,365.0,78.2,34.0,0.0,2.0,1.0,0.0,63.5,4.0,1.0,3.0,87.3,0.246,0
8.4,66018.0,99.0,3.49,58.0,50.7,108.6,276.3,81.7,18.0,2.0,1.0,0.0,0.0,30.6,6.0,1.0,0.0,77.5,0.259,0
13.2,73616.0,508.0,2.54,85.6,46.2,118.1,434.9,89.8,6.5,1.0,0.0,0.0,0.0,52.7,5.0,2.0,2.0,90.0,0.269,0
15.0,100540.0,1621.0,3.54,56.3,56.1,128.4,398.8,44.0,28.1,2.0,4.0,0.0,2.0,83.9,2.0,0.0,3.0,82.0,0.303,0
2.2,16810.0,434.0,3.22,76.1,45.6,84.6,314.4,81.6,12.0,1.0,0.0,2.0,0.0,81.7,4.0,2.0,3.0,82.9,0.799,0
30.0,185416.0,420.0,3.07,62.6,40.0,120.0,409.0,33.9,18.3,1.0,3.0,1.0,1.0,44.1,6.0,2.0,3.0,92.1,0.379,0
4.8,26533.0,1958.0,1.39,72.9,34.5,113.8,244.5,77.0,20.4,1.0,4.0,0.0,0.0,61.2,1.0,0.0,4.0,79.4,0.744,0
32.4,261076.0,416.0,2.97,72.4,47.6,111.0,367.0,90.7,27.2,0.0,3.0,2.0,2.0,67.8,2.0,1.0,1.0,84.4,0.143,0
3.6,21263.0,2012.0,1.93,56.2,50.6,113.3,363.0,95.6,39.1,0.0,2.0,3.0,0.0,83.9,0.0,2.0,0.0,71.4,0.014,0
7.2,47091.0,212.0,1.31,43.8,38.5,133.6,404.0,77.2,6.7,2.0,4.0,2.0,2.0,56.7,4.0,0.0,0.0,82.4,0.126,0
4.7,34314.0,1182.0,2.03,77.4,43.8,129.8,371.9,71.1,38.8,1.0,2.0,2.0,1.0,86.1,5.0,2.0,0.0,95.1,0.039,0
2.0,15562.0,732.0,5.05,82.8,35.1,127.4,358.7,92.8,1.9,1.0,3.0,1.0,1.0,60.7,2.0,1.0,0.0,96.3,0.288,0
3.3,17339.0,252.0,4.01,77.9,41.8,116.4,342.0,62.2,21.8,0.0,4.0,1.0,0.0,27.1,5.0,2.0,2.0,78.5,0.184,0
7.1,54997.0,1224.0,5.32,90.5,50.0,132.2,195.7,81.8,25.7,1.0,4.0,1.0,0.0,77.7,2.0,2.0,3.0,81.7,0.174,1
3.0,18628.0,553.0,2.84,80.2,43.6,136.6,337.2,93.7,-7.9,0.0,0.0,0.0,2.0,41.8,2.0,1.0,1.0,92.3,0.358,0
2.3,13600.0,116.0,1.8,96.8,33.7,108.0,299.1,67.2,24.1,2.0,3.0,1.0,2.0,55.9,5.0,2.0,0.0,94.3,0.071,0
16.2,81121.0,1092.0,2.47,70.8,35.8,84.5,414.8,76.7,27.1,1.0,2.0,1.0,0.0,40.6,1.0,2.0,0.0,98.1,0.37,0
7.9,61098.0,3724.0,3.51,67.0,33.2,130.1,371.0,63.5,34.8,1.0,4.0,2.0,2.0,46.8,5.0,2.0,3.0,91.2,1.123,1
11.3,92770.0,563.0,3.13,92.9,34.3,117.6,464.8,99.1,48.2,1.0,0.0,3.0,0.0,53.7,2.0,1.0,2.0,87.2,1.828,0
0.5,3657.0,179.0,5.36,84.8,49.3,87.0,351.3,96.9,24.4,0.0,1.0,2.0,0.0,59.6,2.0,1.0,3.0,80.9,0.34,0
22.0,120781.0,667.0,6.18,84.0,44.5,115.9,302.3,35.7,31.3,1.0,0.0,0.0,2.0,56.2,1.0,0.0,3.0,79.0,0.055,0
2.7,19130.0,833.0,4.72,56.3,56.1,106.2,414.3,94.9,21.5,0.0,2.0,3.0,0.0,29.2,2.0,1.0,2.0,78.3,0.024,0
12.5,82259.0,370.0,2.58,89.8,47.1,139.4,358.8,87.9,12.9,0.0,3.0,0.0,1.0,66.1,3.0,2.0,2.0,86.7,0.41,0
28.9,150542.0,2183.0,2.21,50.4,36.5,114.8,441.5,65.4,27.5,2.0,2.0,0.0,2.0,36.6,3.0,1.0,0.0,92.1,0.357,1
0.5,3966.0,59.0,2.98,56.5,45.6,113.8,233.4,96.3,27.0,2.0,2.0,0.0,2.0,66.4,5.0,2.0,0.0,75.5,0.151,0
2.6,15347.0,1112.0,3.01,77.4,43.1,124.1,396.5,72.0,16.7,2.0,0.0,0.0,0.0,38.3,6.0,1.0,1.0,91.2,1.059,0
1.1,6201.0,519.0,5.79,85.7,47.1,134.7,371.8,62.1,20.3,1.0,4.0,1.0,0.0,36.1,5.0,0.0,1.0,96.6,0.432,0
4.1,30161.0,482.0,5.37,89.0,39.4,118.9,356.4,93.2,30.1,0.0,4.0,0.0,1.0,24.5,2.0,0.0,2.0,83.0,0.092,0
6.5,33175.0,87.0,5.64,74.0,49.2,111.5,217.2,82.2,19.1,1.0,3.0,1.0,2.0,26.7,1.0,2.0,2.0,74.7,0.089,0
20.1,118640.0,1011.0,2.63,52.3,53.9,121.8,263.9,85.2,34.2,1.0,2.0,2.0,0.0,21.6,1.0,0.0,2.0,80.3,0.81,0
0.5,4267.0,39.0,1.7,83.4,46.5,88.7,320.9,43.4,33.1,0.0,0.0,0.0,0.0,69.7,2.0,0.0,0.0,79.3,0.086,0
7.3,43764.0,14.0,4.67,58.3,47.7,104.3,330.8,60.2,21.7,2.0,0.0,3.0,0.0,34.1,1.0,1.0,2.0,80.5,0.036,0
3.3,27923.0,1114.0,2.09,71.5,40.3,142.4,229.1,96.7,8.2,0.0,1.0,3.0,2.0,29.6,3.0,0.0,1.0,83.7,0.36,0
1.3,9389.0,308.0,1.35,78.3,54.0,150.1,355.8,91.2,16.7,2.0,1.0,1.0,0.0,47.2,1.0,2.0,1.0,84.7,0.369,0
5.2,28628.0,190.0,2.73,65.8,59.6,130.0,512.7,68.5,30.6,1.0,0.0,0.0,2.0,88.3,2.0,0.0,4.0,78.9,0.044,0
6.8,54348.0,69.0,5.89,57.4,40.6,103.0,225.7,94.8,17.8,1.0,3.0,3.0,2.0,22.8,1.0,0.0,0.0,82.5,0.015,0
6.6,41176.0,573.0,2.92,71.9,49.3,127.7,403.7,78.5,24.0,2.0,2.0,2.0,2.0,77.7,2.0,2.0,2.0,93.6,0.006,0
8.7,73384.0,151.0,3.03,59.8,49.2,137.9,373.6,90.6,17.2,0.0,2.0,2.0,0.0,30.6,5.0,0.0,2.0,92.0,0.053,0
0.9,6932.0,865.0,1.86,56.9,40.3,102.1,388.2,77.2,41.0,2.0,1.0,1.0,1.0,27.6,1.0,2.0,0.0,79.1,0.473,0
32.4,228801.0,1426.0,3.28,50.2,37.9,87.2,424.1,43.7,13.2,1.0,1.0,3.0,2.0,61.1,2.0,1.0,5.0,83.2,0.094,0
13.3,111381.0,98.0,3.13,40.0,46.9,131.3,318.0,78.0,16.7,0.0,2.0,2.0,2.0,32.2,4.0,0.0,0.0,73.6,0.92,0
17.9,110733.0,1415.0,1.29,80.0,57.4,120.2,287.8,96.4,11.8,0.0,4.0,3.0,1.0,31.8,3.0,2.0,0.0,78.6,0.084,0
2.9,20810.0,391.0,3.52,96.8,37.0,94.6,345.5,55.3,24.0,2.0,3.0,3.0,0.0,90.3,2.0,2.0,2.0,86.0,0.52,0
2.7,15754.0,1193.0,3.24,75.1,42.3,118.3,481.5,82.4,34.7,0.0,3.0,3.0,2.0,70.5,2.0,1.0,2.0,78.0,0.0,0
9.8,72973.0,227.0,2.77,99.9,35.1,131.7,318.9,45.0,27.4,1.0,3.0,0.0,1.0,37.4,1.0,2.0,1.0,78.9,0.15,0
8.9,69613.0,1316.0,2.4,72.8,51.5,127.0,292.9,41.7,21.8,0.0,3.0,3.0,0.0,55.4,3.0,0.0,2.0,98.5,0.573,0
0.5,2568.0,397.0,7.63,100.3,54.0,90.4,352.6,89.3,24.3,1.0,4.0,1.0,0.0,27.1,3.0,1.0,1.0,86.1,0.399,0
20.6,149519.0,389.0,4.5,61.6,41.2,111.9,307.7,83.3,38.3,0.0,3.0,2.0,0.0,63.3,4.0,1.0,2.0,88.0,0.134,0
0.5,3433.0,937.0,1.27,64.4,40.7,102.3,445.9,68.9,34.6,0.0,1.0,0.0,2.0,35.8,6.0,1.0,1.0,74.5,0.649,0
2.8,19215.0,245.0,4.06,75.1,44.0,150.4,439.9,66.1,21.1,1.0,1.0,3.0,2.0,35.2,2.0,0.0,1.0,87.8,0.821,0
27.9,182390.0,760.0,6.63,77.0,36.3,113.5,335.0,50.0,33.5,1.0,2.0,3.0,2.0,50.0,0.0,0.0,0.0,100.0,0.227,1
0.8,6421.0,2283.0,3.51,89.4,41.1,126.1,282.4,87.2,33.1,1.0,3.0,1.0,0.0,91.6,3.0,1.0,2.0,86.6,0.323,0
7.7,40274.0,320.0,3.14,91.0,55.2,151.8,352.3,90.6,25.1,1.0,1.0,3.0,2.0,20.5,3.0,2.0,2.0,71.2,0.222,0
3.8,23805.0,1881.0,2.48,76.2,48.7,141.6,345.4,74.5,25.9,1.0,0.0,0.0,2.0,70.8,2.0,0.0,1.0,95.9,0.268,0
16.9,133239.0,22.0,7.81,74.7,40.1,128.2,359.2,75.4,8.2,1.0,1.0,3.0,2.0,27.2,1.0,1.0,1.0,82.8,0.389,0
1.4,10005.0,581.0,3.98,55.8,31.6,137.4,392.9,79.2,42.8,1.0,4.0,3.0,2.0,56.7,6.0,1.0,3.0,84.8,0.079,0
3.3,21721.0,645.0,4.22,90.5,24.3,107.8,239.0,63.1,26.2,1.0,2.0,1.0,2.0,81.1,4.0,2.0,3.0,86.7,0.418,0
7.9,60758.0,1197.0,2.59,77.4,50.3,107.7,263.1,51.1,25.2,2.0,3.0,0.0,2.0,68.0,4.0,1.0,0.0,76.6,0.106,0
30.0,227785.0,2763.0,4.74,77.0,52.4,161.2,352.6,74.1,26.3,2.0,0.0,0.0,2.0,21.5,0.0,1.0,2.0,77.7,0.986,1
8.1,68181.0,290.0,1.92,80.6,47.7,117.8,208.0,68.2,17.9,0.0,1.0,1.0,2.0,65.1,5.0,1.0,1.0,90.0,0.07,0
14.7,95129.0,1875.0,5.59,54.6,49.7,103.2,276.6,78.7,8.6,2.0,4.0,1.0,0.0,58.1,3.0,0.0,2.0,90.0,1.009,0
24.8,143924.0,485.0,1.94,74.8,37.6,101.0,321.3,90.4,22.3,0.0,2.0,0.0,2.0,39.0,0.0,1.0,0.0,72.1,0.039,0
21.5,109637.0,260.0,3.22,97.4,42.5,111.1,421.3,58.5,28.5,2.0,0.0,0.0,0.0,74.3,1.0,0.0,0.0,80.4,0.048,0
21.6,162744.0,455.0,1.31,78.2,45.9,97.0,249.2,59.1,40.0,3.0,1.0,1.0,2.0,69.0,1.0,2.0,0.0,80.3,0.1,0
1.5,12621.0,149.0,2.9,80.3,45.8,90.6,397.1,81.0,30.5,2.0,3.0,0.0,1.0,20.5,2.0,0.0,1.0,80.4,0.041,0
0.5,3462.0,292.0,1.56,70.1,50.0,154.0,437.7,69.4,25.5,1.0,3.0,0.0,1.0,36.6,3.0,0.0,1.0,73.5,0.252,0
3.6,20259.0,1793.0,4.72,57.8,31.7,141.7,295.9,80.9,41.0,1.0,3.0,0.0,2.0,91.2,4.0,0.0,2.0,94.0,0.418,1
6.6,55155.0,313.0,2.55,67.0,41.4,115.7,355.9,69.4,38.8,0.0,4.0,2.0,1.0,23.1,4.0,0.0,2.0,86.1,0.681,0
1.0,6488.0,523.0,5.71,50.5,49.0,156.4,295.8,90.4,36.4,1.0,2.0,0.0,0.0,42.3,1.0,1.0,1.0,85.1,0.196,0
14.5,89730.0,771.0,7.85,95.7,36.6,151.5,323.7,55.9,10.2,0.0,0.0,0.0,0.0,22.8,0.0,1.0,5.0,82.6,0.031,0
5.2,31236.0,750.0,6.14,60.6,35.4,61.5,431.3,35.7,29.2,1.0,4.0,1.0,1.0,29.8,2.0,0.0,3.0,88.0,0.5,1
1.8,12213.0,1414.0,1.03,91.6,41.3,108.4,247.0,75.2,47.8,3.0,4.0,3.0,2.0,44.5,1.0,0.0,0.0,92.7,0.11,0
1.3,8694.0,207.0,4.67,81.6,61.5,134.7,233.4,27.1,20.9,0.0,4.0,2.0,1.0,78.3,2.0,2.0,1.0,88.6,0.211,0
0.5,4137.0,104.0,2.39,62.3,48.7,115.7,328.0,68.6,17.3,2.0,2.0,0.0,2.0,57.5,3.0,2.0,0.0,84.6,0.054,0
5.9,34667.0,1898.0,3.99,58.5,46.5,113.4,429.0,82.2,11.1,1.0,0.0,0.0,0.0,42.0,4.0,2.0,2.0,81.5,0.19,0
17.0,88880.0,116.0,4.05,79.1,48.5,102.0,317.6,81.5,28.2,1.0,4.0,2.0,2.0,70.7,3.0,0.0,1.0,94.4,0.11,0
24.9,138190.0,5.0,1.75,77.5,54.9,132.9,331.1,95.1,4.6,1.0,3.0,3.0,2.0,69.6,3.0,1.0,0.0,87.4,0.049,0
1.8,13077.0,35.0,2.83,80.4,47.2,107.5,335.0,77.1,46.7,1.0,1.0,3.0,1.0,67.9,2.0,0.0,2.0,86.1,0.063,0
20.5,108201.0,5.0,1.69,71.9,32.1,62.0,343.7,68.7,17.2,0.0,1.0,3.0,2.0,28.0,5.0,2.0,1.0,80.4,0.414,0
11.7,81517.0,296.0,2.66,72.3,41.3,127.3,452.1,75.5,42.8,0.0,2.0,2.0,1.0,69.5,1.0,1.0,1.0,86.2,0.534,0
22.1,147825.0,1301.0,3.54,112.3,52.9,111.9,412.9,56.5,24.4,2.0,1.0,2.0,0.0,24.3,2.0,2.0,0.0,92.9,0.018,0
7.8,42114.0,181.0,2.82,93.7,27.0,111.1,290.9,70.2,21.5,3.0,2.0,2.0,2.0,36.7,2.0,0.0,2.0,74.5,0.58,0
9.1,47105.0,176.0,3.68,65.4,47.8,133.2,315.6,60.5,46.5,3.0,0.0,3.0,1.0,53.0,3.0,0.0,2.0,85.0,0.273,0
0.7,5214.0,165.0,3.01,69.9,48.4,103.9,319.5,88.1,18.2,0.0,3.0,3.0,0.0,42.8,2.0,2.0,2.0,79.5,0.774,0
4.0,28785.0,821.0,2.41,79.6,40.4,149.6,439.0,51.0,17.7,2.0,2.0,2.0,0.0,24.7,3.0,1.0,0.0,98.0,0.075,0
1.7,13098.0,1401.0,5.12,54.6,51.5,112.2,467.4,94.2,30.1,4.0,2.0,2.0,2.0,76.0,1.0,2.0,1.0,89.2,0.267,0
11.7,97108.0,95.0,3.67,96.6,44.2,93.1,413.0,60.2,30.1,0.0,1.0,3.0,2.0,44.4,3.0,0.0,1.0,87.8,0.379,0
1.3,6610.0,39.0,2.78,92.4,42.8,124.6,470.9,47.9,39.0,1.0,2.0,1.0,0.0,29.5,5.0,1.0,1.0,95.0,0.104,0
0.5,3327.0,622.0,2.95,64.7,48.8,155.1,336.5,93.8,21.6,0.0,3.0,2.0,1.0,47.6,1.0,2.0,1.0,86.5,0.133,0
3.0,17598.0,214.0,2.22,80.2,62.4,109.1,412.5,74.7,22.7,0.0,2.0,1.0,2.0,34.1,1.0,2.0,1.0,70.8,0.002,0
12.2,63618.0,933.0,3.34,82.8,39.8,136.8,296.0,79.8,25.3,2.0,1.0,1.0,1.0,27.9,2.0,2.0,3.0,86.1,0.247,0
9.3,49563.0,53.0,2.03,74.8,35.2,122.3,259.7,49.1,13.3,0.0,0.0,2.0,1.0,92.8,5.0,2.0,1.0,71.4,0.096,0
3.7,29983.0,293.0,5.93,84.6,23.5,109.9,330.0,54.3,21.3,2.0,2.0,1.0,0.0,84.5,2.0,2.0,5.0,82.8,0.369,0
3.0,22080.0,380.0,5.72,53.5,49.1,109.6,400.6,88.2,39.0,1.0,3.0,3.0,1.0,24.5,3.0,1.0,0.0,76.4,1.685,1
3.6,25565.0,4245.0,5.32,73.6,41.8,119.8,432.0,44.7,13.3,0.0,1.0,0.0,2.0,43.5,3.0,1.0,3.0,80.5,0.14,1
8.2,50019.0,231.0,3.84,65.6,48.3,136.3,463.0,59.4,22.1,3.0,1.0,3.0,1.0,24.0,3.0,1.0,1.0,77.8,0.61,0
9.0,69931.0,19.0,2.52,83.0,45.8,95.4,297.3,81.6,35.5,1.0,0.0,2.0,0.0,70.4,5.0,0.0,3.0,80.8,0.418,0
5.9,47113.0,103.0,1.17,92.2,40.2,124.9,391.7,91.8,31.2,0.0,2.0,0.0,0.0,28.3,4.0,1.0,2.0,65.5,0.12,0
3.8,20557.0,1463.0,1.07,63.7,52.7,87.3,412.2,55.6,20.2,1.0,1.0,0.0,1.0,30.6,8.0,2.0,1.0,72.5,0.599,0
4.1,24951.0,682.0,1.91,92.4,38.1,119.2,353.2,56.4,21.5,3.0,0.0,0.0,0.0,84.3,3.0,0.0,2.0,88.1,0.5,0
4.9,35341.0,441.0,2.14,89.7,45.1,119.5,330.2,47.1,7.3,1.0,1.0,2.0,0.0,69.7,3.0,2.0,1.0,91.1,0.209,0
4.2,23061.0,664.0,3.78,90.1,41.6,116.7,420.9,61.3,21.0,0.0,0.0,1.0,2.0,20.1,3.0,2.0,2.0,87.9,0.129,0
11.8,71210.0,1090.0,1.45,96.8,39.1,124.3,388.0,77.6,36.8,0.0,4.0,3.0,0.0,21.2,2.0,2.0,3.0,90.5,0.331,0
6.3,50763.0,146.0,5.46,79.0,56.4,108.4,345.3,91.6,32.7,2.0,4.0,1.0,0.0,41.9,2.0,1.0,1.0,88.1,0.129,0
40.0,208155.0,1017.0,2.24,90.8,44.3,151.5,393.8,78.3,34.3,1.0,0.0,3.0,0.0,86.8,1.0,2.0,1.0,78.1,0.002,0
4.0,22309.0,5550.0,2.59,97.6,49.9,115.9,381.2,62.6,22.9,0.0,2.0,3.0,1.0,56.7,5.0,1.0,1.0,75.3,0.547,1
0.5,3319.0,52.0,6.12,66.4,39.5,144.1,267.1,77.0,14.5,1.0,3.0,1.0,2.0,72.3,3.0,0.0,1.0,85.5,0.374,0
10.0,60084.0,1698.0,8.25,86.4,53.8,133.1,303.4,86.8,11.9,2.0,2.0,1.0,0.0,64.4,4.0,0.0,1.0,87.9,0.241,0
1.8,12671.0,882.0,3.78,74.5,52.6,139.3,346.3,78.2,28.1,0.0,0.0,0.0,2.0,44.5,4.0,0.0,2.0,80.9,0.365,0
15.4,123419.0,387.0,1.48,102.8,46.6,96.1,347.7,58.7,17.7,2.0,4.0,0.0,0.0,27.1,4.0,2.0,2.0,93.1,0.17,0
11.9,69868.0,833.0,3.02,79.8,45.8,129.7,188.6,86.2,10.0,0.0,3.0,1.0,2.0,89.4,4.0,2.0,1.0,81.6,0.009,0
21.6,171878.0,356.0,2.26,80.9,59.9,136.6,398.9,59.6,35.6,0.0,2.0,1.0,1.0,72.1,2.0,0.0,0.0,98.5,0.001,0
8.7,47531.0,951.0,6.63,94.6,40.5,130.8,373.9,84.8,15.6,0.0,1.0,3.0,2.0,58.8,2.0,2.0,0.0,80.1,0.233,1
9.1,55126.0,867.0,1.76,97.8,51.9,129.3,337.2,79.7,36.6,4.0,0.0,2.0,1.0,87.3,1.0,2.0,0.0,93.6,1.207,0
11.4,84676.0,113.0,1.58,61.9,45.5,121.5,408.2,42.0,30.8,0.0,3.0,1.0,2.0,52.0,4.0,2.0,0.0,91.5,0.104,0
1.3,6719.0,251.0,4.12,54.7,52.2,124.3,471.7,80.3,20.9,1.0,1.0,1.0,0.0,93.7,2.0,0.0,3.0,76.2,0.18,0
12.4,87643.0,2274.0,3.43,80.8,44.7,109.8,449.7,78.1,32.4,0.0,4.0,0.0,1.0,76.1,1.0,0.0,1.0,80.5,0.086,0
40.0,339669.0,1320.0,3.33,63.0,28.7,126.7,358.7,52.4,20.2,1.0,4.0,1.0,0.0,83.4,3.0,0.0,2.0,91.2,0.028,0
1.1,5402.0,929.0,2.3,92.1,57.9,114.4,303.8,90.0,20.2,2.0,1.0,2.0,0.0,23.0,3.0,0.0,3.0,99.2,1.038,0
1.5,11286.0,528.0,2.36,73.9,36.5,86.0,420.3,71.4,23.8,1.0,3.0,3.0,2.0,81.9,1.0,0.0,0.0,93.6,0.333,0
2.7,21993.0,423.0,2.4,59.6,40.5,114.7,350.7,61.1,23.0,1.0,0.0,1.0,1.0,84.0,1.0,2.0,3.0,89.4,0.37,0
4.5,28019.0,808.0,2.43,69.3,47.8,114.8,295.9,57.3,23.8,1.0,0.0,0.0,2.0,24.1,2.0,1.0,1.0,82.4,0.074,0
2.3,15410.0,1469.0,4.88,81.1,53.8,93.8,340.2,72.1,28.2,1.0,4.0,2.0,2.0,35.8,2.0,2.0,1.0,84.3,0.025,0
3.8,27729.0,2543.0,3.9,79.8,41.0,115.3,335.4,83.8,28.5,0.0,0.0,2.0,2.0,50.2,4.0,1.0,4.0,97.4,2.047,1
3.3,25001.0,1209.0,2.43,76.6,53.2,110.6,445.2,90.6,29.2,0.0,3.0,0.0,0.0,61.5,2.0,0.0,2.0,97.5,0.208,0
19.7,140199.0,300.0,1.68,45.9,56.8,130.9,371.0,54.0,11.7,1.0,4.0,1.0,0.0,86.3,2.0,0.0,3.0,92.3,0.198,0
9.8,82229.0,164.0,3.46,72.8,43.9,82.8,434.8,58.8,9.2,2.0,0.0,2.0,1.0,44.1,4.0,2.0,2.0,86.7,0.357,0
15.1,77434.0,303.0,2.48,72.4,43.9,144.7,370.1,44.9,16.8,1.0,0.0,0.0,0.0,35.5,4.0,0.0,1.0,79.3,0.146,0
2.0,16023.0,1604.0,1.31,62.7,41.9,98.3,422.8,93.2,26.6,0.0,4.0,0.0,0.0,90.5,3.0,0.0,2.0,74.0,0.309,0
0.6,3804.0,93.0,1.61,61.8,66.4,127.4,295.3,88.9,41.3,0.0,4.0,3.0,0.0,37.7,3.0,2.0,0.0,89.4,0.055,0
15.0,99997.0,170.0,3.94,72.3,45.0,98.1,473.7,80.2,27.0,3.0,3.0,0.0,1.0,76.2,5.0,1.0,1.0,74.8,0.195,0
8.5,54209.0,1516.0,4.67,64.0,41.0,125.0,287.8,66.5,10.3,1.0,4.0,3.0,2.0,38.9,4.0,2.0,0.0,89.0,0.008,0
0.9,5509.0,235.0,3.56,83.3,46.7,92.5,323.8,77.6,29.0,3.0,1.0,0.0,2.0,89.4,0.0,0.0,0.0,90.8,0.434,0
4.1,30976.0,1030.0,2.45,42.5,48.5,110.5,221.5,69.1,17.6,2.0,0.0,3.0,0.0,31.8,2.0,2.0,2.0,65.1,0.033,0
21.7,134272.0,474.0,1.94,71.7,44.0,135.6,268.0,96.5,30.4,0.0,0.0,1.0,1.0,48.0,2.0,1.0,1.0,81.9,0.154,0
0.7,4313.0,1299.0,4.43,52.8,45.6,152.2,264.6,86.7,16.3,1.0,2.0,3.0,1.0,42.9,2.0,0.0,5.0,78.2,0.549,0
5.5,41169.0,167.0,1.23,80.0,39.5,121.2,300.6,76.9,45.3,0.0,1.0,0.0,2.0,38.4,2.0,1.0,1.0,90.7,0.405,0
22.4,186741.0,391.0,1.72,67.6,44.5,143.9,289.4,85.5,17.1,1.0,0.0,1.0,1.0,32.7,0.0,0.0,2.0,86.4,0.121,0
5.6,33941.0,600.0,2.99,76.4,55.9,163.9,423.1,84.4,27.6,0.0,0.0,1.0,1.0,63.6,3.0,2.0,4.0,83.2,0.358,0
0.7,5509.0,493.0,0.92,82.6,45.7,107.4,414.1,69.3,34.0,1.0,0.0,0.0,0.0,26.9,3.0,0.0,1.0,75.9,0.065,0
2.9,20072.0,1209.0,1.14,97.5,48.7,112.4,420.1,87.3,38.3,3.0,3.0,1.0,1.0,84.1,3.0,1.0,2.0,79.4,0.345,0
24.1,129087.0,719.0,1.74,88.0,39.8,143.6,395.6,78.7,29.3,3.0,2.0,0.0,0.0,64.6,5.0,0.0,3.0,85.0,0.348,0
4.1,27543.0,259.0,2.6,99.4,37.8,89.9,446.5,82.4,37.4,0.0,3.0,2.0,2.0,42.3,2.0,1.0,2.0,74.6,0.077,0
9.8,66190.0,389.0,3.41,90.5,50.7,140.6,297.8,42.8,27.7,1.0,4.0,0.0,0.0,36.0,4.0,1.0,2.0,59.5,0.503,0
4.7,38648.0,188.0,6.08,71.0,48.6,143.5,352.8,19.6,22.2,0.0,0.0,2.0,2.0,61.4,1.0,1.0,2.0,95.3,0.437,0
11.1,87422.0,358.0,2.41,105.1,53.0,116.7,235.4,69.2,30.1,0.0,4.0,3.0,0.0,28.8,2.0,0.0,0.0,89.7,0.031,0
7.4,51980.0,1086.0,2.93,85.8,56.1,153.5,275.2,43.2,24.4,5.0,4.0,2.0,2.0,25.3,3.0,0.0,0.0,90.0,0.111,0
2.5,15690.0,349.0,2.5,65.3,48.5,132.2,249.4,73.1,18.9,0.0,2.0,0.0,2.0,65.7,3.0,2.0,3.0,86.0,0.734,0
25.5,135437.0,1130.0,1.97,77.1,41.5,97.1,431.1,84.7,20.6,1.0,1.0,2.0,2.0,32.5,4.0,2.0,3.0,83.0,0.007,0
10.1,83718.0,388.0,2.09,105.5,49.0,94.4,302.4,91.5,14.0,0.0,4.0,2.0,2.0,67.2,2.0,0.0,1.0,94.4,0.234,0
8.4,70765.0,1722.0,1.5,70.6,53.5,107.7,370.7,75.5,22.3,0.0,2.0,1.0,2.0,58.9,3.0,0.0,0.0,87.1,2.221,0
6.3,37155.0,529.0,4.38,76.4,31.8,144.6,429.2,76.7,31.1,0.0,0.0,3.0,0.0,70.8,2.0,0.0,3.0,70.0,0.337,0
1.4,10730.0,445.0,3.28,49.1,42.7,121.2,374.7,73.0,21.2,1.0,4.0,3.0,1.0,59.4,3.0,1.0,2.0,80.4,0.584,0
0.5,2600.0,559.0,2.07,77.1,36.2,112.6,462.1,94.7,25.5,2.0,3.0,3.0,1.0,39.3,2.0,0.0,2.0,73.6,0.042,0
2.1,11207.0,1616.0,2.93,80.6,53.7,131.2,372.7,72.5,6.2,1.0,3.0,3.0,0.0,51.5,3.0,1.0,0.0,91.1,0.064,0
5.2,26735.0,413.0,4.8,81.0,38.7,121.3,373.8,40.8,21.0,1.0,2.0,1.0,0.0,66.1,4.0,1.0,1.0,82.2,0.183,0
24.1,126541.0,91.0,1.41,110.4,48.7,127.5,285.1,61.7,31.4,1.0,3.0,2.0,0.0,43.2,3.0,1.0,5.0,84.3,0.562,0
11.3,62050.0,215.0,4.24,96.8,28.2,114.4,322.2,77.0,30.9,2.0,3.0,0.0,0.0,78.6,3.0,0.0,3.0,97.1,0.022,0
5.9,48685.0,873.0,3.44,107.8,53.7,125.4,391.8,81.6,35.3,2.0,0.0,0.0,1.0,41.1,3.0,0.0,0.0,88.0,0.436,1
28.1,208958.0,799.0,2.94,85.4,30.3,126.2,410.6,30.8,39.6,0.0,1.0,1.0,2.0,72.6,1.0,0.0,1.0,80.3,0.156,0
1.5,11781.0,996.0,3.02,61.9,50.7,96.7,460.7,84.5,8.1,0.0,0.0,1.0,1.0,40.1,1.0,2.0,3.0,82.3,0.003,0
18.7,127346.0,532.0,1.92,86.4,33.5,101.2,350.2,85.0,29.4,1.0,1.0,1.0,2.0,66.5,1.0,0.0,3.0,85.0,0.59,0
0.5,3669.0,1950.0,3.24,40.0,53.7,129.5,459.6,62.2,10.2,1.0,3.0,3.0,2.0,44.1,1.0,0.0,3.0,76.2,0.281,0
