property_age_years,property_value,square_footage,num_stories,roof_age_years,roof_material,heating_type,has_security_system,has_fire_alarm,distance_to_fire_station_miles,distance_to_coast_miles,flood_zone_risk,wildfire_risk_score,crime_rate_index,num_prior_claims,years_as_customer,credit_score,num_occupants,has_pool,has_trampoline,dog_breed_risk,tree_coverage_pct,target
11.1,196518.0,3123.0,2.0,4.0,1.0,1.0,0.0,0.0,7.1,122.9,2.0,0.64,3.85,1.0,8.4,803.0,1.0,0.0,0.0,1.0,59.7,0
3.6,91464.0,1932.0,3.0,3.6,1.0,2.0,1.0,1.0,2.1,4.5,2.0,3.22,2.72,1.0,40.0,659.0,2.0,0.0,0.0,0.0,31.9,0
8.6,140655.0,1717.0,3.0,5.5,0.0,0.0,1.0,1.0,3.2,30.6,1.0,2.53,4.03,0.0,4.2,716.0,5.0,1.0,0.0,0.0,40.9,0
34.1,211160.0,2233.0,3.0,18.0,2.0,3.0,0.0,1.0,1.7,34.1,0.0,1.42,0.5,0.0,2.1,743.0,1.0,0.0,0.0,1.0,60.2,0
11.0,136557.0,1804.0,2.0,6.7,0.0,1.0,0.0,1.0,8.0,11.6,2.0,1.72,3.98,1.0,0.6,623.0,2.0,0.0,0.0,0.0,32.8,0
88.2,225588.0,2616.0,1.0,16.6,1.0,1.0,1.0,1.0,0.2,24.6,1.0,0.73,2.81,0.0,2.2,783.0,5.0,0.0,0.0,0.0,24.0,0
7.2,61345.0,1380.0,2.0,7.2,3.0,1.0,1.0,1.0,12.4,13.0,0.0,0.48,5.43,0.0,4.2,698.0,1.0,0.0,0.0,0.0,23.0,0
33.2,156424.0,2470.0,1.0,9.3,2.0,0.0,1.0,1.0,7.2,35.3,1.0,1.96,6.39,1.0,17.5,746.0,1.0,0.0,0.0,0.0,73.5,0
11.8,264042.0,1269.0,3.0,11.8,0.0,1.0,1.0,1.0,2.5,32.3,4.0,1.52,1.19,0.0,10.1,771.0,1.0,1.0,0.0,0.0,46.6,0
3.2,245000.0,1681.0,2.0,2.5,3.0,1.0,1.0,1.0,0.5,13.4,0.0,1.26,1.54,0.0,6.3,679.0,1.0,0.0,1.0,0.0,60.9,0
20.4,212235.0,1214.0,1.0,0.4,3.0,3.0,1.0,1.0,0.5,218.8,2.0,1.41,4.35,2.0,8.2,782.0,5.0,0.0,0.0,0.0,79.6,0
67.5,241914.0,2495.0,3.0,11.7,1.0,0.0,1.0,0.0,8.0,100.2,2.0,1.42,2.22,0.0,16.6,758.0,3.0,0.0,0.0,2.0,19.0,0
53.5,126352.0,2095.0,1.0,20.5,1.0,0.0,0.0,1.0,3.1,13.0,1.0,0.82,1.12,0.0,13.4,660.0,2.0,0.0,0.0,2.0,70.2,0
2.4,459740.0,863.0,2.0,2.1,1.0,1.0,1.0,1.0,8.7,48.6,0.0,0.59,1.89,0.0,15.4,732.0,1.0,0.0,0.0,3.0,73.2,0
51.1,86755.0,2483.0,2.0,3.2,0.0,0.0,0.0,0.0,8.8,21.3,1.0,4.01,3.15,1.0,8.5,798.0,1.0,0.0,0.0,3.0,58.2,0
13.4,101672.0,1279.0,1.0,10.8,0.0,3.0,0.0,1.0,1.4,58.6,1.0,2.7,1.74,0.0,5.1,718.0,2.0,0.0,0.0,1.0,68.5,0
50.2,54578.0,1116.0,1.0,6.4,0.0,1.0,0.0,1.0,2.1,1.7,0.0,0.91,7.54,0.0,4.6,800.0,4.0,0.0,0.0,0.0,11.0,0
63.3,116256.0,897.0,3.0,2.1,4.0,2.0,0.0,1.0,2.5,6.9,3.0,2.35,1.16,1.0,7.3,730.0,1.0,0.0,0.0,2.0,50.4,0
22.7,87309.0,1122.0,1.0,7.0,1.0,0.0,0.0,0.0,4.6,3.1,0.0,3.45,2.07,0.0,9.6,741.0,1.0,0.0,0.0,0.0,36.2,0
19.7,283584.0,1662.0,1.0,19.7,3.0,0.0,1.0,0.0,2.4,90.3,1.0,3.04,2.25,0.0,0.9,728.0,1.0,0.0,0.0,0.0,66.6,0
25.7,125336.0,1175.0,3.0,1.1,1.0,1.0,1.0,1.0,6.3,18.3,0.0,0.53,3.34,1.0,5.8,803.0,3.0,0.0,0.0,0.0,68.9,0
28.6,282754.0,1124.0,2.0,24.1,1.0,1.0,0.0,0.0,10.7,9.2,1.0,2.24,2.35,0.0,7.5,785.0,2.0,0.0,0.0,0.0,48.0,0
120.0,339625.0,1078.0,1.0,6.6,0.0,2.0,0.0,1.0,3.5,24.7,3.0,2.83,6.75,0.0,18.4,654.0,3.0,0.0,0.0,2.0,23.6,1
8.1,171118.0,2009.0,2.0,8.1,2.0,2.0,0.0,1.0,2.3,45.1,0.0,1.4,0.39,0.0,6.1,669.0,1.0,1.0,0.0,1.0,67.1,0
59.6,255730.0,1991.0,2.0,18.7,1.0,0.0,0.0,1.0,6.4,29.4,0.0,5.6,2.56,1.0,0.9,674.0,3.0,0.0,0.0,0.0,74.1,0
4.5,92552.0,921.0,2.0,4.5,3.0,1.0,0.0,1.0,1.8,70.3,1.0,0.9,1.84,0.0,8.5,802.0,3.0,0.0,0.0,0.0,4.4,0
6.7,373371.0,1588.0,2.0,6.7,1.0,0.0,1.0,1.0,7.4,86.8,1.0,0.73,3.55,1.0,3.7,751.0,4.0,0.0,0.0,0.0,75.9,0
15.1,341231.0,1822.0,3.0,15.1,1.0,0.0,1.0,0.0,5.7,2.5,1.0,1.8,3.49,0.0,8.7,619.0,1.0,0.0,0.0,0.0,58.3,0
13.5,130891.0,1317.0,2.0,13.5,0.0,1.0,0.0,1.0,4.6,23.2,2.0,2.84,1.04,0.0,10.4,735.0,3.0,1.0,0.0,1.0,66.1,0
2.3,220341.0,2028.0,1.0,2.3,0.0,2.0,1.0,1.0,5.0,86.0,1.0,1.44,3.85,0.0,6.4,778.0,4.0,0.0,0.0,2.0,39.8,0
8.1,202781.0,1816.0,2.0,4.0,1.0,2.0,0.0,0.0,0.9,168.2,4.0,4.41,2.98,1.0,1.3,709.0,1.0,0.0,0.0,0.0,58.8,0
16.5,84893.0,1265.0,1.0,3.4,1.0,1.0,0.0,0.0,0.2,108.0,0.0,3.68,3.69,0.0,11.7,671.0,3.0,0.0,0.0,1.0,50.1,0
11.2,228014.0,1955.0,2.0,11.2,0.0,2.0,0.0,1.0,0.2,3.1,2.0,3.5,5.9,1.0,20.2,724.0,3.0,0.0,0.0,0.0,63.7,0
35.4,231006.0,1102.0,2.0,2.3,0.0,2.0,0.0,0.0,0.2,42.9,0.0,1.84,2.05,0.0,8.2,805.0,5.0,0.0,0.0,2.0,34.8,0
13.5,291040.0,2235.0,1.0,4.6,4.0,2.0,0.0,1.0,0.2,9.0,1.0,1.89,2.56,0.0,11.0,652.0,2.0,0.0,0.0,0.0,76.1,0
48.3,181335.0,1167.0,2.0,3.2,2.0,0.0,1.0,1.0,1.9,10.9,2.0,1.28,2.03,0.0,2.1,738.0,2.0,0.0,0.0,0.0,49.7,0
29.5,195326.0,2293.0,3.0,8.6,0.0,3.0,0.0,1.0,5.9,3.2,0.0,1.13,2.82,1.0,2.4,605.0,3.0,0.0,0.0,3.0,36.3,0
8.7,317283.0,1242.0,2.0,8.7,1.0,1.0,0.0,1.0,0.7,50.7,2.0,1.17,3.9,0.0,2.7,711.0,2.0,1.0,0.0,2.0,58.1,0
35.0,138633.0,2835.0,2.0,21.2,1.0,0.0,1.0,0.0,0.4,89.6,0.0,0.58,3.15,0.0,13.5,709.0,4.0,1.0,1.0,0.0,89.5,0
42.6,307000.0,1289.0,2.0,7.3,0.0,1.0,0.0,1.0,3.9,28.0,1.0,0.88,0.25,1.0,0.9,662.0,2.0,1.0,0.0,1.0,81.5,0
11.3,208840.0,1396.0,2.0,0.6,0.0,2.0,0.0,1.0,13.3,22.8,3.0,4.22,3.97,0.0,2.2,714.0,1.0,0.0,0.0,0.0,26.7,0
2.2,184270.0,610.0,1.0,2.2,0.0,1.0,0.0,0.0,2.0,10.1,2.0,3.68,3.68,0.0,2.7,695.0,2.0,0.0,1.0,3.0,24.4,0
1.6,138857.0,1383.0,3.0,1.6,3.0,1.0,1.0,1.0,0.6,113.2,1.0,0.14,6.01,0.0,9.2,755.0,4.0,0.0,0.0,0.0,69.3,0
17.6,301966.0,1443.0,1.0,17.6,2.0,1.0,1.0,1.0,0.3,12.3,0.0,3.72,2.46,1.0,2.4,682.0,4.0,1.0,0.0,2.0,68.2,0
5.4,205788.0,1978.0,1.0,5.4,0.0,1.0,1.0,1.0,1.6,6.6,0.0,1.88,1.12,1.0,33.6,673.0,3.0,1.0,1.0,2.0,66.9,0
21.2,488469.0,1901.0,1.0,1.4,1.0,0.0,1.0,1.0,2.6,15.9,2.0,0.39,3.51,0.0,3.5,761.0,4.0,0.0,0.0,0.0,19.8,0
11.1,170814.0,2281.0,3.0,11.1,3.0,3.0,0.0,1.0,0.8,105.4,0.0,2.42,1.03,0.0,10.5,662.0,2.0,1.0,0.0,0.0,69.7,0
60.4,85072.0,1000.0,2.0,6.2,3.0,0.0,0.0,1.0,0.3,7.7,0.0,1.88,4.01,0.0,9.1,709.0,4.0,0.0,0.0,0.0,67.7,0
77.4,119045.0,1322.0,2.0,24.4,0.0,0.0,1.0,1.0,0.2,118.0,0.0,4.77,2.07,0.0,2.8,797.0,2.0,0.0,1.0,1.0,39.6,1
85.2,109767.0,2115.0,2.0,6.3,1.0,0.0,1.0,1.0,11.0,27.2,0.0,2.49,1.06,0.0,5.6,756.0,1.0,0.0,0.0,0.0,61.4,0
0.3,183660.0,1323.0,1.0,0.3,1.0,2.0,1.0,1.0,2.5,48.8,1.0,1.14,3.66,0.0,0.9,743.0,2.0,0.0,0.0,2.0,41.1,0
4.3,253607.0,955.0,2.0,4.3,1.0,0.0,0.0,1.0,4.9,32.3,2.0,2.24,1.9,0.0,15.1,688.0,2.0,0.0,0.0,2.0,39.5,0
6.1,97085.0,1108.0,2.0,3.6,2.0,2.0,0.0,1.0,3.7,24.5,0.0,1.48,2.08,1.0,15.0,642.0,3.0,0.0,0.0,0.0,68.8,0
31.4,224239.0,2350.0,1.0,6.8,1.0,1.0,0.0,1.0,23.0,5.7,4.0,3.87,3.59,0.0,13.0,800.0,1.0,0.0,0.0,0.0,74.5,0
2.5,227509.0,1261.0,2.0,2.5,1.0,0.0,0.0,1.0,0.2,23.9,1.0,2.06,3.92,1.0,8.1,705.0,2.0,0.0,0.0,0.0,45.7,0
0.8,107891.0,1559.0,2.0,0.8,1.0,2.0,1.0,0.0,6.5,43.4,0.0,0.88,1.08,1.0,5.6,729.0,1.0,0.0,0.0,0.0,28.9,0
2.8,518970.0,1783.0,1.0,2.8,3.0,1.0,1.0,1.0,1.4,49.7,0.0,2.21,1.86,1.0,1.1,727.0,1.0,0.0,0.0,0.0,18.3,0
56.1,137362.0,1799.0,3.0,12.8,1.0,0.0,1.0,1.0,4.1,13.5,0.0,1.03,4.07,0.0,3.2,738.0,2.0,0.0,0.0,1.0,32.1,0
26.8,97983.0,1095.0,2.0,1.5,1.0,1.0,0.0,1.0,8.9,219.1,1.0,1.67,3.18,0.0,1.8,642.0,5.0,0.0,0.0,2.0,30.9,0
26.0,297212.0,600.0,3.0,2.2,1.0,2.0,1.0,1.0,0.3,129.7,0.0,3.82,0.99,1.0,1.9,702.0,1.0,0.0,0.0,0.0,39.4,0
10.5,106227.0,1844.0,1.0,3.5,2.0,0.0,1.0,1.0,8.8,10.4,1.0,2.16,1.16,2.0,12.9,686.0,1.0,0.0,0.0,0.0,58.7,0
13.3,210981.0,4942.0,1.0,13.3,1.0,1.0,0.0,1.0,0.5,46.0,2.0,3.36,0.69,0.0,0.1,710.0,2.0,0.0,0.0,0.0,19.6,0
34.6,283627.0,1620.0,1.0,0.4,2.0,2.0,1.0,0.0,3.0,19.2,0.0,4.43,5.58,1.0,5.2,714.0,1.0,1.0,0.0,3.0,91.3,0
6.8,111927.0,1761.0,1.0,6.8,0.0,0.0,0.0,1.0,1.2,3.7,2.0,5.7,1.93,1.0,5.3,615.0,3.0,0.0,0.0,1.0,43.3,0
9.5,98366.0,1502.0,2.0,9.5,0.0,2.0,1.0,1.0,5.7,178.3,2.0,0.9,2.75,1.0,6.4,682.0,1.0,0.0,0.0,2.0,74.7,0
40.0,140458.0,1052.0,2.0,3.6,0.0,0.0,1.0,1.0,1.2,27.6,0.0,1.81,3.93,0.0,1.4,753.0,2.0,1.0,1.0,2.0,49.5,0
2.6,179314.0,1181.0,1.0,0.8,1.0,2.0,1.0,1.0,5.0,158.7,0.0,2.61,4.53,2.0,15.7,724.0,1.0,0.0,0.0,0.0,44.8,0
60.5,200103.0,1907.0,2.0,2.9,0.0,0.0,1.0,1.0,2.5,29.8,1.0,1.88,2.25,0.0,0.2,768.0,3.0,0.0,0.0,0.0,74.3,0
32.5,272273.0,1859.0,1.0,32.5,4.0,1.0,0.0,0.0,5.8,22.1,0.0,0.05,3.75,0.0,15.8,729.0,3.0,0.0,0.0,0.0,76.5,0
17.3,324912.0,2057.0,2.0,7.7,0.0,3.0,1.0,1.0,0.5,56.0,2.0,1.51,2.28,1.0,5.3,735.0,1.0,0.0,0.0,1.0,45.6,0
3.7,103031.0,2318.0,2.0,3.7,0.0,1.0,0.0,1.0,7.5,51.1,0.0,4.42,4.02,0.0,10.9,819.0,2.0,0.0,0.0,0.0,67.4,0
7.5,221321.0,1207.0,2.0,7.5,3.0,0.0,1.0,1.0,0.7,51.9,0.0,1.71,0.96,0.0,20.7,798.0,2.0,0.0,0.0,1.0,16.0,1
2.9,263080.0,1395.0,1.0,2.9,1.0,1.0,1.0,1.0,15.9,118.0,1.0,0.94,1.36,1.0,10.7,617.0,3.0,0.0,0.0,3.0,51.3,0
33.2,454485.0,1203.0,1.0,13.2,1.0,0.0,1.0,1.0,10.8,7.2,3.0,2.92,2.67,0.0,24.8,686.0,3.0,0.0,0.0,2.0,20.7,0
12.7,366732.0,2745.0,2.0,12.7,0.0,2.0,1.0,0.0,3.4,116.6,2.0,1.77,7.18,1.0,0.1,740.0,1.0,0.0,0.0,1.0,54.0,0
0.2,182909.0,1933.0,2.0,0.2,2.0,0.0,0.0,1.0,2.7,31.8,1.0,1.68,1.99,1.0,2.5,686.0,3.0,0.0,0.0,1.0,57.9,0
20.8,218128.0,2181.0,2.0,9.2,3.0,1.0,0.0,1.0,0.4,46.2,1.0,0.63,0.84,1.0,8.6,729.0,5.0,0.0,0.0,0.0,65.7,0
9.9,214804.0,2812.0,1.0,3.8,0.0,1.0,0.0,1.0,2.0,44.9,2.0,1.72,0.91,0.0,2.7,664.0,2.0,0.0,0.0,0.0,65.2,0
85.0,128142.0,1366.0,1.0,2.9,0.0,0.0,1.0,1.0,1.8,33.3,4.0,1.04,2.1,1.0,0.2,827.0,4.0,0.0,0.0,3.0,60.2,0
23.5,112187.0,982.0,1.0,1.0,0.0,0.0,1.0,1.0,4.1,11.2,1.0,0.54,2.75,1.0,2.5,662.0,3.0,0.0,0.0,0.0,53.3,0
17.9,288084.0,2939.0,2.0,17.9,1.0,0.0,0.0,1.0,1.4,11.3,0.0,2.35,1.31,3.0,7.8,676.0,3.0,0.0,0.0,1.0,76.2,0
32.1,276781.0,1940.0,2.0,7.5,1.0,1.0,0.0,1.0,0.7,55.8,3.0,0.97,2.43,0.0,3.2,688.0,3.0,0.0,0.0,0.0,47.7,0
11.7,241880.0,1497.0,1.0,4.8,0.0,2.0,1.0,1.0,10.5,56.9,0.0,1.39,1.8,1.0,11.1,642.0,8.0,0.0,0.0,2.0,65.8,0
47.7,85962.0,1293.0,2.0,2.0,3.0,1.0,0.0,1.0,0.4,36.5,3.0,2.05,4.16,0.0,0.1,685.0,1.0,0.0,0.0,2.0,62.2,0
47.3,216035.0,2215.0,3.0,7.0,0.0,1.0,0.0,1.0,2.6,4.1,1.0,0.63,4.95,0.0,1.7,683.0,1.0,0.0,0.0,0.0,34.6,0
25.3,238029.0,881.0,1.0,1.6,0.0,0.0,0.0,0.0,1.0,1.8,1.0,1.88,7.35,1.0,20.4,756.0,3.0,0.0,0.0,0.0,65.0,0
3.9,676368.0,1444.0,2.0,2.1,0.0,1.0,0.0,1.0,3.2,2.9,1.0,0.87,1.57,2.0,8.9,797.0,4.0,0.0,0.0,0.0,60.5,0
28.7,141192.0,1627.0,2.0,27.4,1.0,0.0,1.0,1.0,5.4,17.5,0.0,3.47,4.43,0.0,0.9,602.0,5.0,1.0,0.0,3.0,88.6,0
1.0,225170.0,2516.0,2.0,1.0,1.0,1.0,1.0,0.0,6.7,21.1,0.0,1.25,1.93,1.0,13.3,746.0,2.0,1.0,0.0,0.0,73.7,0
18.8,443117.0,1540.0,2.0,8.4,0.0,0.0,0.0,1.0,4.7,83.4,0.0,3.54,2.02,1.0,6.3,711.0,5.0,1.0,0.0,0.0,42.6,0
18.9,144534.0,1188.0,2.0,8.9,2.0,1.0,0.0,0.0,1.1,75.3,0.0,3.64,1.19,0.0,6.9,692.0,1.0,0.0,0.0,0.0,75.5,0
21.4,374105.0,738.0,2.0,21.4,3.0,0.0,0.0,1.0,3.8,22.0,0.0,3.78,2.09,0.0,0.9,728.0,2.0,0.0,0.0,0.0,26.5,0
27.7,80913.0,1400.0,2.0,18.2,0.0,1.0,0.0,0.0,3.3,8.8,3.0,0.77,6.07,0.0,4.2,655.0,1.0,1.0,0.0,0.0,29.2,1
14.9,260126.0,934.0,1.0,14.9,0.0,0.0,1.0,1.0,12.2,8.8,3.0,1.41,1.35,0.0,0.4,850.0,3.0,0.0,0.0,0.0,52.5,0
12.4,133407.0,1473.0,1.0,5.0,0.0,3.0,0.0,1.0,3.8,121.5,0.0,3.24,1.04,0.0,1.6,767.0,5.0,0.0,0.0,0.0,36.3,0
50.0,170554.0,1144.0,1.0,1.5,2.0,1.0,0.0,1.0,5.5,15.1,2.0,2.46,3.44,0.0,40.0,686.0,5.0,0.0,0.0,0.0,72.9,0
37.0,179523.0,1081.0,1.0,37.0,0.0,0.0,0.0,1.0,0.6,48.3,0.0,5.17,2.75,0.0,3.5,773.0,1.0,0.0,0.0,1.0,69.5,0
47.3,167239.0,1924.0,1.0,21.7,4.0,2.0,0.0,1.0,4.4,81.6,0.0,3.52,0.77,0.0,5.9,636.0,4.0,0.0,0.0,0.0,43.6,0
12.0,299514.0,696.0,2.0,12.0,2.0,1.0,0.0,1.0,8.8,56.3,0.0,3.57,5.12,0.0,6.5,713.0,2.0,0.0,0.0,0.0,39.3,0
37.0,197978.0,1521.0,1.0,37.0,0.0,1.0,1.0,1.0,2.3,55.7,1.0,1.44,1.0,1.0,0.6,600.0,1.0,0.0,0.0,0.0,48.0,0
0.8,400613.0,3003.0,2.0,0.8,0.0,2.0,0.0,0.0,2.8,30.0,0.0,1.3,1.87,1.0,3.5,692.0,1.0,0.0,0.0,0.0,56.6,0
10.9,287476.0,2659.0,1.0,10.9,2.0,2.0,0.0,1.0,0.5,105.2,0.0,3.08,1.39,1.0,15.0,709.0,7.0,1.0,0.0,0.0,32.2,0
3.1,360200.0,1681.0,1.0,3.1,0.0,0.0,0.0,1.0,6.8,43.5,1.0,2.35,2.79,1.0,8.0,700.0,2.0,0.0,0.0,0.0,56.0,0
63.7,79793.0,2413.0,1.0,6.6,2.0,0.0,0.0,1.0,2.4,20.8,3.0,3.45,2.63,0.0,2.0,663.0,3.0,0.0,0.0,0.0,68.3,0
23.8,122112.0,1705.0,3.0,14.0,3.0,1.0,0.0,1.0,2.7,37.8,0.0,2.48,6.24,1.0,1.1,809.0,2.0,0.0,0.0,0.0,56.7,0
8.0,128296.0,1045.0,1.0,8.0,3.0,1.0,1.0,1.0,9.7,15.1,3.0,1.67,2.47,1.0,1.0,751.0,2.0,1.0,1.0,1.0,26.2,0
5.8,87528.0,2051.0,1.0,5.8,1.0,1.0,1.0,0.0,12.0,11.7,0.0,2.18,1.23,1.0,29.5,782.0,1.0,0.0,0.0,0.0,24.2,0
52.8,262165.0,1814.0,2.0,10.0,0.0,2.0,1.0,1.0,6.9,1.2,3.0,3.13,3.57,0.0,9.6,763.0,3.0,1.0,0.0,0.0,56.0,0
68.7,158580.0,1091.0,1.0,0.2,4.0,0.0,0.0,1.0,1.7,28.0,0.0,2.8,2.54,0.0,3.8,765.0,4.0,0.0,0.0,0.0,15.4,0
18.9,254241.0,2038.0,1.0,18.9,2.0,3.0,1.0,1.0,5.2,21.8,1.0,2.66,2.66,1.0,1.8,704.0,4.0,1.0,0.0,0.0,60.3,0
1.2,154867.0,820.0,3.0,1.2,4.0,0.0,1.0,1.0,6.6,61.4,0.0,2.1,3.09,0.0,8.0,721.0,1.0,0.0,0.0,0.0,65.3,0
2.9,681037.0,1327.0,1.0,2.9,2.0,2.0,0.0,1.0,6.6,22.9,0.0,1.62,3.88,3.0,18.7,681.0,3.0,0.0,0.0,0.0,38.9,0
0.2,271449.0,1230.0,2.0,0.2,1.0,0.0,1.0,1.0,3.9,1.0,2.0,1.57,4.42,0.0,4.5,696.0,1.0,1.0,0.0,0.0,56.0,0
23.1,206172.0,1414.0,2.0,8.7,2.0,3.0,0.0,1.0,1.0,77.2,1.0,0.86,3.53,0.0,8.9,748.0,5.0,0.0,0.0,0.0,49.2,0
2.4,120910.0,1313.0,2.0,2.4,2.0,1.0,1.0,0.0,0.3,132.4,0.0,1.56,2.69,0.0,5.4,738.0,3.0,0.0,0.0,0.0,72.4,0
53.7,153340.0,1620.0,2.0,6.5,3.0,0.0,1.0,0.0,11.4,3.0,2.0,2.83,2.8,1.0,5.1,790.0,1.0,0.0,0.0,0.0,66.8,1
4.4,233422.0,1615.0,2.0,4.4,1.0,0.0,0.0,1.0,2.5,6.8,2.0,3.0,1.26,0.0,4.6,609.0,4.0,1.0,0.0,1.0,61.7,0
0.2,464021.0,1319.0,1.0,0.2,1.0,1.0,0.0,1.0,2.9,65.7,1.0,1.55,6.63,0.0,18.0,738.0,5.0,0.0,0.0,2.0,55.5,0
32.2,50000.0,1293.0,1.0,10.8,2.0,2.0,0.0,1.0,3.6,8.0,1.0,5.2,2.42,1.0,4.7,719.0,3.0,0.0,0.0,0.0,79.4,0
4.9,191602.0,1305.0,1.0,4.9,1.0,2.0,1.0,1.0,10.5,81.9,2.0,1.27,4.58,1.0,4.3,679.0,3.0,1.0,0.0,3.0,25.8,0
5.7,200760.0,972.0,2.0,4.7,1.0,1.0,0.0,0.0,2.5,16.7,0.0,1.79,1.87,1.0,9.6,737.0,2.0,0.0,0.0,0.0,82.7,0
13.2,217717.0,3230.0,1.0,10.2,2.0,1.0,0.0,1.0,12.2,8.3,2.0,0.37,4.05,0.0,2.0,699.0,1.0,0.0,0.0,1.0,24.6,0
73.2,99951.0,1881.0,1.0,2.4,4.0,0.0,0.0,1.0,11.3,2.7,3.0,0.34,1.13,1.0,11.4,649.0,3.0,1.0,1.0,3.0,56.1,0
14.6,136721.0,934.0,1.0,4.9,1.0,0.0,0.0,1.0,8.1,25.2,1.0,1.62,0.85,1.0,5.2,765.0,4.0,0.0,0.0,0.0,42.3,0
52.8,193904.0,847.0,2.0,13.1,2.0,2.0,0.0,1.0,2.1,18.0,0.0,3.73,4.13,1.0,1.9,701.0,3.0,0.0,0.0,0.0,66.4,1
46.8,300346.0,1775.0,1.0,0.3,4.0,1.0,0.0,1.0,0.2,29.7,1.0,3.13,3.53,0.0,3.2,739.0,1.0,0.0,0.0,0.0,41.3,0
16.1,265439.0,1277.0,2.0,7.6,2.0,2.0,0.0,0.0,9.7,24.7,0.0,1.46,0.75,1.0,19.6,680.0,4.0,0.0,0.0,2.0,30.9,0
40.3,231026.0,1413.0,2.0,2.5,1.0,0.0,0.0,0.0,5.4,39.8,2.0,1.53,5.52,2.0,10.2,733.0,1.0,0.0,0.0,0.0,42.6,0
4.1,289592.0,789.0,2.0,4.1,4.0,0.0,0.0,1.0,0.9,41.0,0.0,0.52,2.39,1.0,16.8,720.0,2.0,0.0,1.0,2.0,79.5,0
28.6,170205.0,600.0,2.0,18.0,1.0,1.0,0.0,1.0,1.8,4.9,2.0,3.91,1.82,0.0,1.9,725.0,2.0,0.0,0.0,0.0,23.5,0
22.5,188059.0,1585.0,1.0,3.8,0.0,1.0,0.0,1.0,3.5,13.0,1.0,1.82,3.88,0.0,8.3,784.0,6.0,0.0,0.0,1.0,54.6,0
62.4,247833.0,939.0,1.0,1.1,2.0,0.0,1.0,0.0,0.3,15.8,1.0,7.16,2.49,1.0,6.4,746.0,1.0,0.0,0.0,1.0,62.0,0
30.8,328622.0,4650.0,3.0,7.8,3.0,3.0,0.0,1.0,4.7,84.1,3.0,1.66,1.24,0.0,1.1,761.0,1.0,0.0,0.0,0.0,47.0,0
28.7,185009.0,2021.0,1.0,1.3,4.0,1.0,0.0,1.0,0.6,97.1,2.0,3.6,3.04,0.0,12.2,742.0,2.0,0.0,0.0,0.0,72.2,0
20.0,138011.0,1754.0,3.0,1.0,0.0,1.0,1.0,1.0,0.4,37.2,1.0,0.9,5.95,0.0,2.0,685.0,3.0,0.0,1.0,0.0,58.5,0
6.8,259482.0,1035.0,2.0,2.0,2.0,3.0,0.0,1.0,2.7,1.4,1.0,2.45,5.54,1.0,3.1,730.0,1.0,0.0,0.0,0.0,18.8,0
31.4,107683.0,1429.0,1.0,6.6,2.0,0.0,0.0,1.0,2.2,73.5,3.0,0.5,1.05,0.0,2.9,738.0,3.0,1.0,0.0,0.0,54.8,0
10.2,157662.0,1842.0,2.0,10.2,0.0,2.0,0.0,1.0,1.3,27.4,0.0,2.77,2.44,0.0,6.0,761.0,2.0,0.0,0.0,0.0,72.6,0
0.5,219033.0,845.0,2.0,0.5,0.0,1.0,1.0,0.0,3.0,4.0,3.0,2.85,4.34,0.0,18.1,722.0,3.0,0.0,1.0,1.0,39.9,0
13.8,239838.0,1447.0,1.0,13.8,4.0,1.0,0.0,1.0,2.8,5.5,4.0,0.41,2.13,1.0,13.8,716.0,2.0,1.0,0.0,2.0,62.5,0
17.7,479307.0,2756.0,1.0,17.7,1.0,0.0,1.0,1.0,2.7,93.8,0.0,1.89,3.05,1.0,1.3,676.0,4.0,1.0,0.0,2.0,24.7,0
17.7,228624.0,2642.0,1.0,17.7,3.0,1.0,0.0,1.0,13.9,24.9,3.0,5.01,1.9,0.0,26.7,669.0,2.0,0.0,1.0,3.0,58.3,0
8.0,171807.0,2017.0,2.0,4.0,1.0,1.0,0.0,1.0,3.0,129.7,0.0,0.82,2.21,0.0,0.4,803.0,1.0,1.0,0.0,1.0,16.1,0
11.0,106242.0,1534.0,1.0,6.5,1.0,1.0,0.0,1.0,0.2,29.3,4.0,1.3,2.91,0.0,1.4,732.0,1.0,0.0,0.0,0.0,15.5,0
48.8,98943.0,2307.0,1.0,1.6,0.0,1.0,0.0,1.0,0.4,93.7,0.0,3.0,1.25,1.0,2.6,755.0,1.0,1.0,0.0,1.0,27.1,0
6.2,173279.0,1172.0,1.0,6.2,4.0,1.0,0.0,1.0,1.1,87.5,0.0,1.05,6.09,0.0,4.7,707.0,5.0,0.0,0.0,0.0,34.4,0
14.6,159707.0,1519.0,1.0,14.6,4.0,1.0,1.0,1.0,4.7,53.6,1.0,1.53,3.76,1.0,22.9,713.0,2.0,1.0,0.0,0.0,85.2,0
29.4,172203.0,1786.0,2.0,1.5,0.0,0.0,0.0,1.0,1.3,72.8,1.0,0.23,2.16,0.0,8.4,711.0,1.0,1.0,0.0,0.0,70.8,0
11.0,246286.0,1701.0,2.0,10.3,1.0,3.0,1.0,1.0,2.2,179.5,1.0,4.18,2.91,1.0,0.2,614.0,2.0,0.0,0.0,0.0,58.4,0
0.1,229084.0,752.0,2.0,0.1,1.0,0.0,0.0,1.0,1.5,53.0,0.0,1.44,1.63,0.0,3.4,664.0,3.0,0.0,0.0,0.0,75.1,0
