packet_size_bytes,connection_duration_sec,num_packets,bytes_sent,bytes_received,protocol_type,service_type,flag_type,src_port_ephemeral,dst_port_wellknown,num_failed_logins,is_guest_login,num_access_files,num_outbound_commands,count_connections_same_host,serror_rate,rerror_rate,same_service_rate,diff_host_rate,dst_host_count,target
100,21.52,54,1248,15302,2,2,3,1,0,0,0,1,0,12,0.0058,0.0232,0.8525,0.1019,32,0
134,5.46,59,12085,255,1,7,1,1,1,1,0,1,2,3,0.0541,0.0121,0.566,0.0976,32,0
100,23.69,49,3594,205,0,4,5,1,1,0,0,0,1,2,0.208,0.009,0.8733,0.1599,33,0
502,7.16,59,4417,802,0,2,2,1,0,0,0,4,1,11,0.0483,0.0362,0.8075,0.32,32,0
1245,54.21,51,14740,175933,2,4,0,0,0,1,0,2,0,5,0.1426,0.0044,0.5996,0.1175,20,0
100,9.74,48,115,34639,0,0,2,0,1,0,0,2,1,12,0.0986,0.0332,0.6471,0.0574,35,0
676,20.25,37,35389,822,3,1,2,1,1,1,0,2,1,7,0.0618,0.021,0.6459,0.0861,36,0
1574,1.64,46,5168,11414,0,2,0,0,1,0,0,2,1,8,0.1317,0.159,0.4733,0.2077,29,0
163,15.82,49,2701,670,0,2,4,0,1,0,0,7,2,11,0.139,0.0683,0.5204,0.1279,35,0
170,2.19,58,526,747,2,8,0,0,0,0,0,2,1,6,0.0091,0.1151,0.8577,0.5652,31,0
188,0.1,55,4258,405,3,1,4,1,1,0,0,2,0,6,0.0989,0.1082,0.7165,0.0187,33,0
4556,12.19,49,1863,1889,0,1,5,1,1,0,0,1,0,11,0.2941,0.0209,0.7094,0.4324,29,1
1252,6.13,44,3650,4832,3,6,4,1,1,0,1,0,0,11,0.0794,0.0431,0.6937,0.1439,23,1
100,31.38,44,187175,2007,2,10,5,1,1,0,0,1,1,13,0.0904,0.0024,0.9437,0.161,35,0
185,29.28,58,315648,2865,2,9,0,1,1,1,0,0,0,14,0.0054,0.0648,0.8073,0.2711,26,0
3783,7.29,40,7469,8973,3,0,2,1,0,1,0,2,0,7,0.0496,0.108,0.6898,0.2575,25,0
215,50.01,49,353,542,0,7,0,1,0,0,0,1,0,8,0.0017,0.0358,0.8456,0.2822,45,0
1271,68.55,62,14849,432,0,11,5,1,0,0,0,0,0,6,0.0923,0.025,0.4282,0.1929,38,0
916,11.47,55,163,127,2,1,2,1,0,0,0,0,1,9,0.0296,0.0349,0.6476,0.2701,36,0
100,14.36,40,2897,7547,3,2,4,1,0,2,1,2,1,14,0.0023,0.0753,0.6985,0.2411,15,1
100,7.34,60,2398,149,0,10,5,1,0,1,0,1,0,16,0.0311,0.0449,0.9712,0.1248,31,0
126,25.5,62,4541,114534,1,3,2,1,1,1,0,2,1,6,0.1658,0.0943,0.4318,0.4022,34,1
2459,42.83,46,914,16440,0,10,4,1,1,0,0,0,1,8,0.0203,0.1149,0.8808,0.1149,32,0
293,29.59,42,88419,6571,1,3,3,1,1,0,0,3,1,10,0.0381,0.1422,0.7012,0.2201,25,0
189,9.57,46,328,4057,3,6,4,0,0,1,0,3,0,4,0.0716,0.0454,0.9216,0.1661,24,0
727,9.57,52,5711,7760,0,2,0,0,1,0,0,3,0,10,0.0135,0.1828,0.6879,0.2676,30,0
345,143.97,63,2418,1829,2,3,4,0,1,0,0,1,1,11,0.0824,0.0972,0.8913,0.083,22,0
137,0.1,60,12519,359,1,3,4,0,0,0,0,7,1,17,0.1693,0.1033,0.7798,0.1356,31,0
348,11.25,49,944,44691,0,10,5,1,1,1,0,2,2,15,0.0335,0.0071,0.8405,0.295,30,0
100,27.52,55,113837,592,1,1,4,1,1,0,0,5,2,6,0.0391,0.0039,0.5783,0.2309,19,0
241,3.8,46,878,32482,3,4,3,1,0,0,1,2,0,6,0.2485,0.1574,0.6498,0.3195,32,1
100,47.5,61,86148,29374,3,11,1,1,1,1,0,2,0,2,0.1374,0.0048,0.7994,0.3787,34,0
284,5.23,45,10480,169755,0,8,0,1,1,0,0,2,0,4,0.0253,0.0205,0.9526,0.2257,30,0
792,42.02,54,7458,500000,1,1,1,1,1,0,0,5,1,12,0.0144,0.0838,0.8873,0.2483,25,0
126,8.28,48,7317,809,3,4,3,0,1,0,1,2,0,10,0.2089,0.0357,0.5367,0.1976,34,0
100,62.35,46,1013,3044,0,6,1,0,1,1,0,1,0,11,0.0586,0.0579,0.9351,0.1099,28,0
1873,12.49,49,6477,8891,1,7,5,0,0,1,0,3,0,14,0.1108,0.0201,0.7513,0.3225,34,0
100,1.7,48,77710,552,0,6,1,1,1,1,0,1,0,12,0.0162,0.0962,0.9503,0.1309,29,0
1729,11.68,48,32281,944,1,3,0,1,1,0,0,1,0,6,0.0914,0.1146,0.6151,0.2688,29,0
403,38.98,55,424,2286,0,11,2,1,1,2,0,0,0,10,0.0119,0.0282,0.7932,0.0196,25,0
242,23.41,48,2193,9502,0,4,1,1,1,1,0,1,0,7,0.0233,0.036,0.8748,0.2262,30,0
250,36.85,47,500000,2828,1,1,2,0,0,0,0,1,0,10,0.066,0.0254,0.6247,0.4068,43,0
253,2.8,43,5480,123,1,3,5,1,0,0,0,1,0,14,0.1165,0.0762,0.9267,0.0797,31,0
862,3.14,38,47247,3521,1,6,2,1,1,0,0,3,1,9,0.0859,0.2109,0.763,0.0691,20,0
231,50.06,57,333,2368,3,3,5,1,1,1,0,1,0,9,0.0147,0.0513,0.4604,0.2348,21,0
485,10.04,45,7766,12211,0,1,5,1,1,1,0,3,0,11,0.0563,0.0223,0.5473,0.2658,35,0
130,23.27,47,526,191,3,11,1,0,1,0,0,3,2,9,0.1016,0.0947,0.6243,0.1215,33,0
247,43.46,61,156160,194,0,2,5,1,0,0,1,0,0,11,0.092,0.1665,0.9391,0.2121,32,0
3734,72.08,52,2563,128205,3,2,1,1,0,0,1,0,0,13,0.2328,0.0909,0.7841,0.1879,16,0
100,49.15,44,283,4358,1,6,4,1,0,0,0,2,0,8,0.0158,0.0024,0.8821,0.3057,28,0
378,4.72,47,1638,449,1,2,4,1,0,1,0,4,0,12,0.1014,0.083,0.89,0.1087,24,0
4740,34.93,38,946,202244,0,9,3,1,1,0,0,1,0,6,0.0826,0.004,0.547,0.0919,31,0
516,29.18,50,672,49258,2,6,4,1,0,1,0,3,1,7,0.0175,0.0118,0.7072,0.0719,29,0
206,18.84,50,96340,33006,2,11,4,1,0,1,0,4,1,6,0.1057,0.0567,0.6467,0.1816,29,0
3773,70.45,49,111,1529,3,1,2,0,1,0,0,3,2,14,0.0244,0.0233,0.9399,0.241,35,0
132,0.64,48,2236,55016,2,10,3,1,1,0,0,1,0,22,0.1127,0.0014,0.669,0.2571,27,0
368,46.5,55,7096,9511,0,4,5,1,0,0,0,1,1,10,0.0275,0.0746,0.2004,0.0287,21,0
100,29.63,50,12737,4363,1,10,3,0,1,0,1,2,1,6,0.1143,0.2575,0.9043,0.1223,39,0
100,5.27,44,7086,1850,1,7,3,1,1,1,0,4,0,13,0.1571,0.1838,0.3983,0.0656,32,0
248,69.38,58,18644,863,0,9,0,1,1,0,0,4,1,9,0.0551,0.0083,0.5368,0.0384,24,0
237,64.01,50,1049,12392,1,9,4,1,1,1,0,0,0,10,0.0215,0.0206,0.9577,0.1186,39,0
100,51.48,56,146,20665,0,1,5,1,1,0,0,0,1,13,0.324,0.1086,0.8799,0.3498,26,1
434,10.42,47,1304,311,0,0,4,1,1,1,0,2,0,12,0.0167,0.0307,0.3235,0.5961,36,1
337,96.89,39,100,32659,3,6,3,1,1,1,0,2,0,10,0.1811,0.1093,0.6391,0.2034,20,0
4548,12.07,54,1161,3789,3,7,1,0,1,0,0,2,0,5,0.1547,0.0278,0.8139,0.469,25,0
470,46.35,49,27897,1941,1,4,0,1,1,1,0,3,0,15,0.1026,0.0608,0.8061,0.072,33,0
1785,8.7,57,12350,10603,2,2,2,1,1,0,0,2,0,9,0.0406,0.0029,0.5721,0.1604,26,0
617,8.18,56,49091,1709,1,11,3,0,1,1,0,3,1,9,0.1385,0.0151,0.7192,0.1658,37,0
5636,49.82,36,1878,100,1,5,1,1,1,0,0,1,2,10,0.0552,0.0937,0.811,0.0478,34,0
370,26.76,45,4793,273,1,7,5,0,0,0,0,5,0,14,0.0035,0.0059,0.8396,0.1508,21,0
646,5.01,44,582,8495,1,9,3,1,0,1,0,2,0,14,0.0046,0.0726,0.7997,0.2386,23,0
21098,59.79,50,674,3823,1,11,4,0,1,1,0,3,1,6,0.3108,0.0479,0.8599,0.1345,23,1
1558,49.1,64,10867,6386,1,2,5,1,1,0,0,4,0,14,0.1033,0.0293,0.8139,0.2325,30,0
345,84.83,66,2721,19421,0,10,4,1,0,0,0,2,0,6,0.0139,0.0831,0.8376,0.1284,37,0
1482,88.01,50,91360,1187,3,2,3,1,1,0,0,2,0,17,0.1047,0.0857,0.7124,0.1616,36,0
397,24.88,50,7718,8190,3,11,3,0,0,1,0,2,2,7,0.0703,0.1522,0.5681,0.4205,28,0
9068,14.77,43,257,177,3,1,0,0,0,0,0,0,0,7,0.1894,0.0578,0.4618,0.1671,32,0
100,81.37,40,972,100,0,0,4,0,1,0,0,1,1,9,0.1004,0.0397,0.7419,0.2792,32,0
100,25.83,60,794,12758,1,6,0,1,1,1,0,3,2,10,0.0908,0.023,0.401,0.1722,47,0
296,6.99,56,2190,13765,0,9,1,1,1,0,0,1,1,10,0.0216,0.0618,0.451,0.1413,29,0
8131,26.24,59,4911,230158,0,1,2,1,0,0,0,0,0,12,0.0832,0.0773,0.6622,0.1521,17,0
298,7.96,51,2402,345,0,2,5,1,0,0,0,3,2,13,0.0326,0.0607,0.7366,0.2974,41,0
138,34.6,54,8292,3094,2,2,1,0,1,1,0,2,0,11,0.0058,0.1345,0.864,0.4446,31,0
806,63.62,49,3763,241745,1,2,5,0,1,0,0,1,0,4,0.0822,0.0832,0.365,0.1837,34,0
207,22.35,50,1767,1362,3,6,2,1,1,1,0,1,0,11,0.068,0.0647,0.4038,0.202,29,0
100,51.14,48,516,7220,2,11,1,0,0,0,0,2,0,16,0.013,0.1245,0.9295,0.2269,30,0
506,12.12,57,561,1399,0,2,5,1,1,0,0,1,2,10,0.0724,0.0536,0.498,0.2697,34,0
623,0.72,37,163,10843,1,3,2,0,1,0,0,2,2,10,0.3193,0.0426,0.7189,0.1439,30,1
871,14.33,51,3690,6481,2,8,1,0,1,1,0,1,0,16,0.0435,0.0091,0.4557,0.5442,29,0
404,173.57,55,5764,4263,0,10,5,0,0,0,0,2,1,12,0.0976,0.2009,0.6986,0.4805,27,0
525,18.54,43,1366,14755,0,6,0,1,0,0,0,2,1,6,0.2727,0.0134,0.8451,0.2783,25,1
187,45.79,39,1156,1660,3,6,1,1,0,1,0,0,0,14,0.2638,0.0242,0.7873,0.1959,26,1
307,29.12,56,569,6801,1,5,4,0,1,0,0,3,0,10,0.0411,0.1759,0.8322,0.0571,25,0
191,2.37,60,8173,100,3,11,2,1,1,0,0,1,3,10,0.0716,0.0402,0.8907,0.2401,33,0
2179,25.57,60,2498,1154,2,10,4,1,1,0,0,0,0,11,0.0829,0.0285,0.6426,0.3122,29,0
100,19.14,44,5651,16442,1,3,3,0,0,0,0,3,0,9,0.2745,0.0058,0.7462,0.1504,31,0
1308,4.44,51,220,63449,3,1,1,1,1,1,0,1,0,10,0.067,0.0283,0.6419,0.2422,26,0
534,45.28,53,2784,1374,1,5,0,1,1,1,0,1,0,13,0.0001,0.0802,0.8276,0.0935,24,0
855,29.39,49,41259,261,2,0,5,0,1,0,0,2,1,5,0.0463,0.0869,0.5222,0.2565,31,0
1288,12.59,52,253843,2399,2,6,3,1,1,1,0,2,0,12,0.0134,0.0766,0.612,0.0791,38,0
868,17.08,65,146,26440,1,6,4,0,0,0,0,3,0,11,0.0712,0.0104,0.6908,0.3892,25,0
387,13.93,47,229849,1407,0,4,4,1,0,0,0,3,2,12,0.0375,0.0364,0.7174,0.0238,20,0
239,21.23,39,254963,381,1,5,5,0,0,1,0,3,0,15,0.0046,0.073,0.6778,0.1079,34,0
1303,18.63,45,100,3974,0,10,5,1,0,1,0,1,0,13,0.071,0.2663,0.7501,0.3526,28,0
183,2.01,54,8441,671,1,11,4,0,1,0,0,0,0,11,0.169,0.125,0.5363,0.0894,33,0
366,9.87,39,2907,4890,0,0,4,1,0,0,0,3,0,7,0.0734,0.0005,0.6545,0.386,30,0
2836,113.16,45,348,10712,1,4,4,0,1,0,0,2,0,10,0.0247,0.0025,0.8077,0.012,28,0
134,12.7,48,27168,20659,1,0,5,1,1,0,1,2,0,12,0.1512,0.0516,0.9336,0.3044,21,1
3079,33.32,59,229998,18438,3,11,4,1,0,0,0,3,1,9,0.118,0.0287,0.6442,0.2553,29,0
100,49.45,51,410,830,0,11,2,0,1,0,0,0,0,4,0.1519,0.0011,0.9327,0.1543,24,0
100,3.16,59,14215,578,3,10,1,1,1,0,0,5,1,8,0.0575,0.3154,0.5936,0.1687,25,0
224,45.07,44,411,325,1,3,3,1,1,0,0,3,0,9,0.1315,0.1253,0.5833,0.1224,32,0
704,81.81,45,1440,2865,1,9,2,1,0,0,0,1,1,14,0.1886,0.0291,0.9379,0.0684,22,0
3841,23.2,46,19685,3642,2,11,2,1,0,1,1,2,1,11,0.0052,0.0025,0.836,0.1577,38,0
100,6.4,51,3253,286,3,2,5,1,1,1,0,2,0,7,0.0115,0.075,0.7864,0.3088,28,0
145,30.49,55,124,100,0,9,5,1,1,1,0,0,0,14,0.0649,0.1821,0.6664,0.1524,32,0
1542,10.07,51,4360,1097,3,2,0,0,1,0,0,1,0,15,0.0816,0.0574,0.5822,0.1575,31,0
188,4.39,69,3551,2152,3,10,3,1,1,1,0,0,1,12,0.0713,0.0052,0.74,0.2333,33,0
100,13.62,60,2423,3637,0,9,0,1,1,0,0,4,0,10,0.0686,0.0332,0.9415,0.304,27,0
586,10.06,37,100,1807,3,7,4,0,1,2,0,2,0,12,0.0094,0.093,0.7074,0.0436,29,0
1447,51.6,46,869,1875,2,11,0,1,0,0,0,2,0,10,0.0117,0.0075,0.8979,0.1255,31,0
1894,8.34,52,2253,3347,0,6,1,1,0,0,0,2,0,12,0.1733,0.0782,0.8977,0.2668,30,0
625,10.53,58,219,401,2,11,5,1,1,0,0,1,1,16,0.1223,0.1596,0.6185,0.228,32,0
100,7.92,48,81179,157,3,7,1,1,1,0,0,4,0,7,0.0497,0.0299,0.6879,0.1918,34,0
100,26.75,51,14976,6973,2,9,2,1,0,1,0,4,0,10,0.0118,0.0037,0.7898,0.2808,31,0
100,8.33,53,231,14827,1,8,2,1,1,0,0,0,0,6,0.0557,0.0887,0.4211,0.0264,35,0
100,6.31,45,26503,86949,0,0,5,1,1,1,0,2,0,6,0.015,0.1315,0.9535,0.0419,30,0
100,1.65,47,4179,7188,1,3,3,1,1,1,0,3,1,7,0.0304,0.0732,0.5955,0.2309,21,0
492,2.07,50,168,2963,0,7,3,1,0,0,0,2,0,8,0.0889,0.0756,0.6963,0.1332,25,0
100,48.57,54,33362,3488,0,11,2,1,1,0,0,4,1,15,0.0776,0.0231,0.9329,0.2475,30,0
107,93.59,42,4224,100,3,1,4,1,1,0,0,2,0,15,0.0005,0.0508,0.9666,0.3908,39,1
584,12.42,52,18849,331,2,3,3,1,0,0,0,4,0,6,0.1367,0.0713,0.6804,0.1833,31,0
100,19.9,41,3840,19733,3,3,5,1,1,0,0,2,0,9,0.0146,0.1444,0.7879,0.1545,24,0
759,18.25,48,3150,100,2,4,5,0,1,0,0,2,0,7,0.125,0.0079,0.6868,0.1293,32,0
1954,13.99,62,5598,781,1,1,3,0,1,0,0,3,1,6,0.0483,0.096,0.903,0.2219,25,0
100,2.29,51,2114,5049,1,4,2,0,0,1,0,1,0,12,0.0325,0.0054,0.6381,0.2853,22,0
525,1.31,57,8067,243,0,0,4,0,1,0,0,1,1,3,0.1156,0.0353,0.5734,0.2807,23,0
1379,31.1,55,102,100,3,4,1,0,0,0,0,2,1,15,0.2175,0.0928,0.8529,0.0395,38,0
340,66.44,49,137705,2442,1,8,1,1,0,0,0,1,0,18,0.0988,0.0769,0.5443,0.1402,29,0
100,48.11,51,250,100,2,8,3,1,0,2,0,4,0,11,0.0854,0.0902,0.6063,0.1144,26,1
100,20.65,37,22297,1558,0,4,1,0,0,0,0,1,0,9,0.0222,0.0568,0.6492,0.1449,33,0
100,2.26,54,512,2363,1,6,3,0,1,0,1,6,1,7,0.0339,0.0615,0.4315,0.2257,24,1
5014,6.18,56,167,156,1,8,4,1,1,0,0,3,0,11,0.0229,0.0262,0.8977,0.0653,42,0
3857,30.62,54,4858,2672,2,10,3,1,0,1,0,0,1,12,0.0058,0.0329,0.8148,0.1759,25,0
100,19.68,49,31210,1293,1,4,1,1,0,1,0,3,0,9,0.2053,0.012,0.7,0.1962,29,1
175,15.16,41,100,2598,3,3,2,0,1,0,0,5,1,10,0.019,0.0209,0.9276,0.2618,28,0
135,62.29,43,271,2816,2,11,1,1,0,1,0,0,0,11,0.0388,0.0095,0.7943,0.3932,32,0
100,16.14,51,269,261,1,2,2,0,1,0,0,2,2,6,0.133,0.04,0.7777,0.1431,43,0
5816,17.76,46,1004,1176,3,4,5,1,1,0,0,3,0,11,0.2626,0.0486,0.6883,0.2044,38,0
2655,50.96,44,19255,158,3,1,4,1,0,0,0,0,0,11,0.1645,0.0595,0.517,0.1101,28,0
117,57.1,62,3236,4368,3,9,0,1,0,0,0,4,0,10,0.0864,0.0933,0.6825,0.1021,35,0
566,84.36,57,5449,3109,3,8,4,1,1,0,0,1,0,11,0.0231,0.1357,0.7754,0.1585,26,0
148,14.63,44,14078,1069,1,0,0,1,0,0,0,0,0,10,0.0624,0.06,0.7231,0.3419,30,0
305,11.37,41,3066,1711,3,11,1,1,1,0,0,3,1,10,0.0827,0.0614,0.755,0.0852,35,0
1767,9.44,54,3042,212,0,9,2,1,0,1,0,2,1,10,0.0982,0.1548,0.8826,0.298,33,0
1605,34.88,52,266,166,3,8,5,1,1,0,1,1,1,17,0.0088,0.1986,0.6948,0.3044,35,1
507,49.75,50,739,473,0,4,0,1,1,1,0,4,0,11,0.0395,0.0986,0.8983,0.3042,29,0
610,18.53,52,56292,2426,2,0,1,0,1,0,0,1,0,14,0.0094,0.0127,0.8801,0.111,25,0
2828,4.18,46,708,18174,0,6,1,1,1,1,0,0,2,14,0.0395,0.0499,0.5901,0.0798,42,0
9332,63.3,50,7920,100,3,0,2,1,1,0,0,1,1,8,0.2323,0.0077,0.6929,0.3509,32,0
208,17.55,58,316,801,1,1,2,1,0,1,0,1,0,12,0.0738,0.2488,0.9165,0.1413,27,0
1210,16.7,58,603,4516,0,10,3,1,0,0,0,0,0,9,0.071,0.0701,0.611,0.305,44,0
159,18.86,58,8642,6590,3,2,3,1,0,1,0,1,0,12,0.1105,0.0004,0.9918,0.3744,27,0
1046,68.8,42,38609,633,2,4,0,0,1,0,0,4,0,7,0.2277,0.019,0.487,0.0877,25,0
2543,23.11,49,157810,10235,3,4,4,1,1,0,0,4,1,8,0.1233,0.0136,0.9052,0.2314,26,0
308,7.65,36,2304,156180,1,4,3,1,0,0,0,3,0,13,0.0846,0.0976,0.7146,0.1859,37,0
1008,117.67,47,658,6413,3,1,3,0,1,0,0,2,1,10,0.0068,0.0911,0.8271,0.4098,36,0
332,32.61,46,407886,5058,0,7,5,1,1,0,0,3,0,8,0.0069,0.0955,0.8894,0.1229,25,0
100,79.94,63,1999,100,2,6,2,0,0,0,0,1,0,9,0.0891,0.0463,0.4758,0.0414,30,0
1886,22.42,48,987,2192,1,11,5,0,1,0,0,0,0,10,0.0268,0.042,0.8872,0.1546,31,0
180,10.0,36,3069,7065,3,5,2,1,0,0,0,1,0,14,0.1325,0.0265,0.643,0.2545,33,0
1563,72.45,44,42617,3977,2,7,1,1,1,1,0,0,0,13,0.1023,0.014,0.7635,0.1766,33,0
275,38.97,48,11321,255,2,11,5,1,0,0,0,0,1,12,0.038,0.0604,0.6963,0.1953,25,0
2115,11.47,49,651,13033,2,5,1,0,1,1,0,3,1,11,0.1102,0.0523,0.2578,0.2916,31,0
290,28.34,36,14337,7157,0,3,1,1,1,0,0,5,2,11,0.1469,0.1289,0.8462,0.149,30,0
8901,21.59,70,614,994,1,4,3,0,1,0,1,2,0,13,0.2061,0.0074,0.7981,0.4088,36,1
944,20.56,47,219861,18034,0,8,3,0,1,1,0,1,0,15,0.0313,0.0059,0.5999,0.037,29,0
201,27.81,44,2307,5225,3,2,2,1,1,0,0,2,1,11,0.0529,0.0458,0.7911,0.1739,40,0
564,28.28,45,7915,2856,1,1,2,1,1,1,0,3,1,11,0.306,0.0217,0.5209,0.0568,30,1
2961,7.78,49,13791,745,2,4,5,0,1,1,0,0,1,12,0.3042,0.0129,0.575,0.0541,27,1
148,29.05,49,375,115,0,1,5,1,1,0,0,0,0,8,0.0357,0.0883,0.7785,0.3029,31,0
100,13.32,51,1838,909,3,5,0,1,1,0,0,1,1,14,0.0178,0.1668,0.7673,0.073,39,0
100,2.82,59,1601,89761,1,3,0,0,0,0,0,1,1,10,0.0497,0.0812,0.6649,0.3571,34,0
100,1.75,38,25042,4154,2,11,2,0,1,0,0,0,0,7,0.0211,0.1713,0.642,0.2012,29,0
929,15.64,47,669,139,2,5,1,0,1,0,0,0,0,5,0.0425,0.0096,0.6328,0.2799,37,0
372,62.97,60,6727,1232,2,3,1,0,1,0,0,0,0,9,0.1122,0.0547,0.5172,0.2245,33,0
100,10.67,37,16002,33346,0,10,4,1,0,0,0,3,0,10,0.2414,0.0539,0.6056,0.3021,37,0
355,1.42,59,100,37627,1,9,5,0,0,1,0,3,0,14,0.1467,0.0142,0.7246,0.3791,33,0
2135,18.28,50,6199,67239,1,8,0,0,1,0,0,3,0,6,0.0534,0.0298,0.4811,0.2473,18,0
390,1.96,42,160,1569,0,3,3,1,0,0,0,3,0,5,0.0623,0.0489,0.6288,0.1817,32,0
100,18.63,40,100,100,2,9,2,1,0,1,0,3,1,13,0.0031,0.1656,0.6769,0.1745,33,0
1325,0.29,46,28845,1380,3,10,1,1,1,0,0,1,0,7,0.0673,0.042,0.9201,0.1044,38,0
2172,3.29,48,5592,853,1,3,0,1,1,0,0,3,0,11,0.0562,0.0082,0.5213,0.1199,33,0
360,1.17,44,16356,15227,2,8,2,1,0,0,0,1,0,12,0.0303,0.001,0.54,0.2617,34,0
359,42.86,43,5612,2196,3,11,1,1,0,0,0,2,0,10,0.034,0.0089,0.7164,0.302,28,0
294,9.51,56,1659,4050,3,0,5,1,1,1,0,2,0,7,0.1467,0.0525,0.6234,0.2723,22,0
218,16.19,56,387,50726,0,0,2,0,1,0,0,4,0,10,0.0651,0.0335,0.7131,0.1605,31,0
1769,10.72,54,159,1619,0,3,0,1,0,1,0,4,0,5,0.0333,0.0989,0.8288,0.1827,32,0
431,34.22,56,686,17878,1,7,4,1,1,0,0,1,2,11,0.0558,0.1918,0.511,0.3245,38,0
717,16.96,46,7653,720,3,3,2,1,1,0,0,2,0,16,0.1691,0.0366,0.8314,0.4631,35,0
1680,11.22,58,974,1088,1,9,3,1,0,0,0,2,0,10,0.1424,0.0664,0.3926,0.1299,33,0
250,24.41,42,49649,312,3,11,4,0,1,0,0,2,0,8,0.0075,0.0212,0.8308,0.2565,38,0
236,44.87,53,100,4030,2,0,0,1,1,0,0,1,0,7,0.1981,0.0263,0.3717,0.1827,23,0
5753,19.73,51,758,2494,0,8,3,1,1,0,0,2,0,9,0.1064,0.0207,0.6688,0.1381,27,0
2205,3.19,38,10074,232844,3,7,1,1,1,0,0,0,1,9,0.1829,0.0127,0.7426,0.0706,27,0
100,1.94,53,105390,16422,1,3,3,0,0,0,0,2,0,20,0.0411,0.0449,0.6393,0.1156,23,1
3127,2.37,59,9581,2501,3,10,1,1,0,0,0,4,0,8,0.0787,0.0276,0.7931,0.2487,29,0
662,7.13,51,670,100,1,9,4,1,0,0,0,2,1,9,0.1901,0.0172,0.7498,0.4342,32,0
162,11.61,43,38358,645,1,2,1,0,0,0,1,4,1,11,0.0488,0.0182,0.4448,0.1031,35,1
100,13.51,51,6761,8033,2,0,2,1,0,0,0,0,1,14,0.0475,0.0069,0.8172,0.4659,29,0
2136,1.05,41,5936,549,3,7,4,1,0,0,0,2,0,12,0.0851,0.0281,0.3957,0.2907,28,0
100,26.9,48,13505,33854,0,9,2,1,1,1,0,2,0,10,0.0484,0.0814,0.6616,0.2051,31,0
517,37.24,53,1215,116,0,7,5,1,0,1,0,2,0,7,0.012,0.0053,0.6519,0.2808,35,0
1961,11.42,70,188,32715,0,8,5,0,0,0,0,1,1,12,0.1007,0.0064,0.751,0.3264,31,0
1171,5.64,48,3440,14022,1,10,5,1,0,0,0,2,0,10,0.1758,0.038,0.8307,0.1468,29,0
656,11.21,55,64404,42776,1,3,0,1,1,1,0,1,0,10,0.0869,0.1094,0.6686,0.3486,29,0
490,27.74,42,192,173,3,6,5,1,1,1,0,1,1,8,0.0937,0.0846,0.7649,0.4,36,0
1361,3.44,62,374,667,3,2,0,1,0,1,0,1,0,8,0.1315,0.0208,0.8223,0.1423,24,0
313,40.88,47,1103,7488,2,7,4,0,1,0,0,2,1,10,0.0675,0.0483,0.9375,0.3672,17,0
5247,0.55,45,24249,2685,3,6,3,1,1,0,0,2,2,11,0.0377,0.0612,0.5514,0.2399,43,0
107,11.34,47,1457,8785,0,11,1,1,1,1,0,2,1,9,0.0057,0.0363,0.9158,0.333,22,0
100,3.41,41,104,9011,3,11,1,1,0,0,1,2,2,4,0.0759,0.0967,0.5871,0.2384,28,0
24719,10.5,46,109,21985,1,1,3,0,0,1,0,3,1,4,0.1489,0.0132,0.6872,0.0308,20,0
100,11.04,60,10632,100,1,7,3,1,0,0,0,2,0,18,0.0378,0.0988,0.7497,0.4681,29,0
259,9.99,61,1451,192398,1,9,5,1,1,1,0,2,0,8,0.1279,0.0402,0.8924,0.2247,26,0
100,11.69,57,4561,20587,0,4,5,0,0,0,0,0,0,6,0.0292,0.0339,0.7084,0.0723,29,0
463,74.14,54,22070,59613,3,9,4,1,0,0,0,3,1,8,0.0957,0.1105,0.3794,0.1575,28,0
231,3.64,41,366,22230,0,3,3,1,0,0,0,1,1,8,0.2269,0.0835,0.6947,0.5168,41,0
702,34.54,56,18049,21911,0,9,1,1,1,0,0,4,0,9,0.0157,0.0099,0.5102,0.1384,32,0
184,20.5,57,3591,1006,1,11,3,1,1,0,0,0,0,11,0.0304,0.076,0.8502,0.1776,23,0
154,18.6,35,19971,7523,1,5,1,1,1,0,0,0,0,14,0.1289,0.1462,0.6367,0.1149,25,1
331,14.11,41,508,2748,2,9,3,1,0,0,0,2,0,7,0.0253,0.0853,0.6531,0.168,31,0
124,31.89,56,520,6488,0,11,2,1,1,0,0,3,1,8,0.0248,0.0023,0.5357,0.1477,40,0
100,14.64,58,905,3388,3,1,1,1,1,0,0,4,0,11,0.0324,0.0926,0.4633,0.2977,32,0
100,58.13,40,3616,100,0,11,3,0,1,2,0,2,0,6,0.0788,0.0294,0.5775,0.3519,35,1
1807,28.67,47,640,19436,0,8,0,1,1,0,1,1,1,11,0.0181,0.1454,0.8206,0.1895,31,0
390,66.71,40,20627,1504,2,4,2,0,1,0,0,2,0,8,0.0214,0.077,0.8461,0.084,26,0
100,1.53,54,34664,8586,1,2,1,0,1,0,0,1,0,8,0.1286,0.1671,0.4892,0.0869,24,0
236,10.18,46,19682,100,1,11,1,0,0,0,0,3,0,10,0.0326,0.0433,0.6746,0.0709,33,0
100,13.7,57,2613,700,2,1,1,1,1,0,0,3,1,3,0.1403,0.0049,0.7693,0.1739,23,0
746,17.86,59,3875,12985,0,1,0,1,1,0,0,1,0,12,0.0771,0.0338,0.7264,0.3043,29,0
100,10.07,47,899,704,1,6,0,1,1,1,0,2,1,10,0.0406,0.0327,0.674,0.1618,27,0
