transaction_amount,merchant_category,time_since_last_transaction,distance_from_home,is_online,transaction_hour,day_of_week,card_age_days,avg_daily_transactions,amount_vs_avg_ratio,num_transactions_last_hour,is_international,merchant_risk_score,customer_age,account_balance,credit_limit_utilization,num_declined_last_month,velocity_score,target
221.88,6,6.72,26.7,0,0,5,3107,13.21,1.82,0,0,0.8344,56,1751.76,0.2854,0,0.2686,0
28.88,0,11.5,1.8,1,9,2,327,13.91,0.58,2,0,0.2749,49,2917.14,0.3757,0,1.374,0
26.19,2,1.77,9.4,0,14,6,274,5.53,0.33,3,0,0.0037,72,3047.05,0.5204,1,3.4574,0
463.75,2,2.24,30.7,0,18,1,53,9.4,8.2,2,0,0.8914,45,2366.29,0.4152,0,2.6081,1
40.38,5,1.89,11.1,1,9,4,3272,13.8,0.23,0,0,0.3443,53,743.62,0.0915,0,1.8393,0
19.74,1,18.25,9.0,0,21,5,1094,1.59,0.33,0,1,0.9604,33,446.46,0.4177,0,0.1658,0
71.31,2,2.08,3.5,0,1,4,3140,7.51,0.37,3,1,0.7956,32,2282.11,0.2803,2,3.027,0
11.02,0,2.15,3.9,1,10,3,2581,11.7,0.06,2,1,0.1197,24,631.15,0.1097,1,2.7445,0
12.3,2,10.12,2.0,0,4,1,1429,4.54,0.17,2,0,0.8473,45,2715.06,0.0321,0,1.1979,0
31.36,5,4.21,16.7,0,16,2,2546,0.9,1.29,3,0,0.268,38,12838.77,0.1618,1,2.2085,0
49.38,3,14.01,2.2,0,0,3,1950,8.72,0.5,3,0,0.7632,47,5551.25,0.3669,0,2.5475,0
39.0,7,0.92,50.5,0,21,6,434,5.99,0.41,3,0,0.1831,44,979.46,0.3079,0,5.2184,0
8.91,3,2.06,2.9,0,2,2,2273,5.48,0.05,2,1,0.3863,56,9604.08,0.0776,0,2.9347,0
37.38,4,5.74,27.0,1,8,2,1876,7.65,0.74,0,0,0.061,55,6142.08,0.1773,0,0.8855,0
29.49,9,1.31,14.3,1,9,2,189,14.51,1.06,1,0,0.5892,59,2583.76,0.4571,0,2.6733,0
44.95,1,6.72,2.8,0,20,5,2047,3.97,0.49,1,0,0.3309,24,2341.03,0.2634,0,0.3776,0
62.65,5,1.92,3.9,1,3,3,3074,7.2,0.35,0,0,0.4273,19,1436.39,0.2706,0,0.8734,0
92.06,8,10.27,29.5,1,6,4,2360,12.31,2.36,1,0,0.1896,26,3162.2,0.1512,0,0.6974,0
13.17,1,6.33,3.7,0,9,1,3474,14.3,0.08,1,0,0.4907,55,832.5,0.3148,0,0.6815,0
94.34,4,3.31,1.1,0,4,1,2404,2.88,1.62,0,0,0.5987,25,461.72,0.1894,0,0.6257,0
139.18,6,14.82,1.4,1,3,1,1399,10.73,3.24,1,0,0.7149,27,9599.58,0.5767,0,0.7805,0
34.12,2,8.08,7.7,0,20,4,2090,4.22,0.3,0,0,0.4014,69,2991.53,0.6277,0,-0.2361,0
31.17,0,12.12,4.2,0,21,6,766,5.25,0.34,4,0,0.2658,59,4139.13,0.3429,1,2.8394,0
239.3,1,3.9,5.5,1,22,3,936,2.31,9.52,1,0,0.2269,51,9301.16,0.1267,2,1.3555,0
112.17,0,1.69,56.0,1,16,3,2202,9.71,0.75,0,0,0.0751,39,3235.78,0.0968,2,1.2855,0
260.65,2,27.96,10.4,0,16,2,3441,4.62,2.18,1,0,0.7954,54,4061.81,0.2897,0,0.8281,0
71.18,4,3.49,19.9,0,8,3,2602,9.58,0.7,1,0,0.3459,18,3867.07,0.0648,0,1.2995,0
19.28,4,11.26,5.7,0,13,6,3060,9.92,0.21,1,0,0.4458,36,4764.91,0.3938,0,0.8737,0
59.69,0,0.34,30.5,0,22,0,2470,4.82,0.48,2,0,0.5911,51,20464.2,0.4397,0,7.6587,0
53.04,3,8.61,7.7,0,10,3,740,7.97,0.28,4,0,0.8407,57,3775.51,0.4577,0,3.1685,0
15.62,5,24.94,20.6,0,2,3,3444,10.18,0.33,0,0,0.9307,48,2186.97,0.386,2,0.6232,0
22.4,9,4.14,12.3,0,23,1,1841,8.02,0.52,0,1,0.6931,23,7861.62,0.5332,1,1.1966,0
8.45,9,3.45,10.3,0,7,2,2406,10.0,0.08,0,0,0.1426,18,6336.09,0.7072,0,1.0004,0
55.2,7,1.31,1.8,0,12,3,3188,6.42,0.5,2,0,0.4028,50,1121.66,0.0292,0,2.959,0
23.82,4,0.6,18.8,0,7,0,3403,6.32,0.23,1,0,0.2996,59,2990.27,0.0268,0,4.6907,0
6.23,9,10.48,10.5,1,13,0,3535,7.97,0.18,2,0,0.1667,51,2587.07,0.5926,0,1.5131,0
88.6,2,9.83,12.8,0,2,1,3032,4.33,0.54,4,0,0.6712,19,3559.99,0.3781,1,2.8034,0
10.23,4,10.51,72.0,0,7,0,288,13.8,0.11,4,0,0.4426,49,1795.01,0.0546,0,2.5211,0
12.87,9,6.34,21.8,1,22,4,3091,5.59,0.16,1,0,0.3493,65,22466.53,0.2195,0,1.3631,0
33.84,4,38.79,3.5,0,23,1,2578,9.14,0.47,2,0,0.1323,33,6618.2,0.2598,1,1.7831,0
29.85,9,4.69,18.5,1,16,0,623,14.99,0.27,1,0,0.3635,30,983.97,0.1561,0,1.2744,0
17.77,9,1.34,24.9,0,4,2,2490,9.17,0.1,3,0,0.12,61,1863.77,0.1643,2,3.723,0
115.54,3,0.95,9.4,1,18,0,1700,11.0,0.73,2,1,0.1114,41,1879.5,0.2824,0,3.8709,0
9.11,0,4.13,12.6,0,11,1,3525,3.93,0.05,2,0,0.7017,33,1229.74,0.2952,0,1.7001,0
74.04,6,7.31,0.9,0,14,1,3068,0.95,0.38,2,0,0.6733,65,10109.32,0.2445,0,1.7535,0
14.04,2,7.13,3.6,0,0,3,2561,12.74,0.2,0,1,0.0215,28,1110.03,0.4759,0,0.7868,0
31.28,9,0.99,16.5,1,5,6,1950,7.09,0.74,3,0,0.8818,35,3312.95,0.3814,0,4.3675,0
181.66,9,49.62,36.8,0,1,0,1193,2.95,0.98,0,0,0.6169,29,7260.99,0.2349,0,0.3052,0
10.46,7,28.9,6.8,0,0,2,3253,11.89,0.09,1,1,0.5782,51,8821.33,0.2438,1,1.2981,0
61.07,4,0.99,24.3,0,0,3,2421,9.09,1.15,2,0,0.0736,32,1391.62,0.1652,0,3.6342,0
38.57,6,20.03,7.9,0,15,6,1796,8.1,0.45,0,0,0.0014,40,379.09,0.4058,0,-0.0072,0
22.14,6,34.29,4.6,0,11,1,1307,13.57,0.17,1,0,0.6854,36,2046.67,0.1057,0,0.222,0
75.24,8,4.04,15.0,1,8,4,703,8.95,0.49,3,0,0.8086,36,5620.37,0.2787,0,2.3157,0
7.82,7,6.58,18.1,0,6,2,281,1.06,0.05,1,0,0.262,40,4928.33,0.3291,3,1.3356,0
51.43,9,6.37,14.8,0,19,4,747,1.48,1.0,4,0,0.9105,53,289.93,0.3321,0,2.5902,0
291.89,8,24.78,0.2,1,9,1,1317,11.08,1.65,1,1,0.0196,20,4491.87,0.4784,0,0.8168,0
18.82,2,1.08,6.0,0,10,4,775,0.97,0.25,3,0,0.4167,34,5779.5,0.2173,0,5.0855,0
22.61,8,2.82,26.1,0,7,0,3642,3.86,0.14,3,0,0.3551,23,1277.32,0.4276,0,2.8305,0
25.24,5,9.17,12.9,0,8,3,1096,7.54,0.41,0,0,0.5941,36,568.07,0.1368,0,-0.0463,0
31.67,4,9.26,2.6,0,14,5,248,12.96,0.38,1,0,0.2208,31,1601.67,0.1833,0,0.7285,0
6.12,7,20.91,0.2,0,23,6,1120,9.99,0.04,3,0,0.4103,64,601.1,0.1926,0,1.9645,0
10.56,2,7.43,38.0,1,11,5,2283,11.56,0.09,0,0,0.2984,27,5771.58,0.4075,0,0.1141,0
10.65,8,2.58,7.1,0,9,1,3425,7.16,0.06,1,0,0.2996,53,6175.78,0.1603,1,1.5716,0
247.94,2,17.39,8.7,1,0,4,2553,11.11,2.19,1,0,0.3867,37,2556.39,0.4274,0,0.5272,0
22.81,5,4.53,10.0,0,0,1,796,8.14,0.2,0,0,0.8556,48,5086.31,0.2676,1,1.4012,0
5.83,3,12.57,1.2,0,4,5,3615,6.85,0.03,0,0,0.3017,39,12789.8,0.343,0,0.6224,0
71.88,1,7.41,15.8,1,14,5,3397,2.47,1.13,2,0,0.2902,36,3128.69,0.3208,0,1.739,0
59.02,5,1.0,5.4,0,0,0,89,13.26,0.36,6,0,0.5287,22,830.14,0.2505,1,6.5854,0
29.61,0,1.26,11.5,0,20,2,467,14.2,0.16,1,0,0.0329,33,13234.48,0.1923,1,2.2814,0
7.66,7,16.76,19.4,1,13,5,3024,1.96,0.08,1,0,0.2355,55,2730.43,0.1122,0,0.565,0
19.05,8,11.89,14.2,0,8,2,1100,4.25,0.11,3,0,0.3887,49,13610.76,0.0969,0,2.1202,0
5.79,7,1.87,1.2,0,21,1,1027,1.03,0.04,1,0,0.8827,43,1236.45,0.1893,0,2.1889,0
10.02,9,6.51,21.4,0,14,6,203,8.27,0.2,1,0,0.3298,70,2660.41,0.5911,0,0.3567,0
57.89,0,23.13,12.1,0,5,4,1445,7.43,0.45,3,0,0.7812,39,1624.33,0.4861,1,1.7966,0
13.9,7,9.07,1.1,1,17,5,2043,11.89,0.07,5,0,0.721,48,3469.07,0.2784,0,2.9808,0
96.26,4,6.04,7.3,0,10,5,3385,2.01,0.76,1,0,0.1365,39,2692.7,0.2975,1,1.2027,0
21.2,5,6.95,19.2,0,17,2,3083,6.33,0.24,0,0,0.4,67,2047.58,0.0537,0,0.6019,0
22.6,7,3.44,5.6,0,12,2,181,12.58,1.0,0,1,0.3089,47,1558.67,0.4258,0,1.0835,0
4.57,3,7.77,1.1,0,17,0,2389,7.03,0.04,1,0,0.1581,27,3966.17,0.2585,0,1.0851,0
222.41,3,4.86,11.3,0,3,1,3297,13.56,6.28,5,0,0.8763,39,3121.8,0.4556,0,3.3558,0
67.15,9,0.85,7.5,0,15,4,848,11.35,0.35,0,0,0.1005,55,3570.46,0.2816,0,2.7924,0
29.38,5,13.47,14.5,0,9,1,3264,3.48,0.16,3,0,0.3309,28,421.34,0.1457,0,1.9673,0
146.42,6,1.49,20.1,0,8,4,1147,3.69,2.8,3,0,0.4867,47,2542.72,0.5487,0,3.8811,0
45.61,6,7.22,50.0,1,10,6,1750,2.06,0.36,2,0,0.6436,41,2986.68,0.4909,1,1.6492,0
30.21,7,18.52,8.3,1,7,1,1629,2.6,0.22,2,0,0.8252,24,3104.52,0.6587,0,1.1627,0
65.34,0,26.23,2.1,1,16,0,2858,8.53,0.54,2,0,0.4515,27,2567.61,0.1455,1,0.8742,0
141.95,3,7.87,15.2,0,3,6,3430,12.46,0.76,3,0,0.5907,18,3114.7,0.3174,0,2.1192,0
70.92,9,3.52,31.1,0,11,0,3310,1.14,1.71,0,0,0.6556,38,5003.16,0.4204,0,1.4974,0
90.48,7,10.21,25.4,1,17,3,392,7.29,1.33,1,0,0.7355,33,4261.95,0.1677,0,1.0432,0
11.84,5,19.41,26.3,1,16,5,695,13.74,0.07,0,0,0.5796,51,1220.54,0.2863,1,-0.2863,0
504.62,6,0.04,7.6,0,14,6,3548,2.96,2.96,1,0,0.6425,33,14686.94,0.4002,0,22.7483,1
181.89,2,0.16,18.7,1,3,4,1852,6.34,2.44,4,0,0.8422,75,6894.49,0.1976,1,13.8792,1
64.07,6,8.55,7.9,0,1,0,543,4.38,0.47,3,0,0.6319,40,3191.76,0.4129,0,1.7382,0
25.15,9,7.75,11.9,0,19,4,2051,3.18,0.71,0,0,0.6244,50,2756.6,0.3435,0,-0.0049,0
14.77,4,0.39,5.7,1,2,3,296,3.62,0.09,2,0,0.972,18,3327.07,0.1753,0,7.6441,0
17.65,1,0.84,3.3,1,2,1,2246,5.56,0.11,2,0,0.2798,41,2192.69,0.1816,0,4.0734,0
20.06,9,9.88,8.4,0,2,6,2659,1.61,0.13,1,0,0.5343,56,3314.67,0.0835,1,0.9439,0
1.97,8,25.86,5.3,0,2,6,3102,9.2,0.05,0,0,0.9445,46,2422.34,0.424,0,-0.0906,0
7.85,0,26.05,4.6,0,1,0,1392,2.85,0.06,1,0,0.3278,18,518.48,0.0158,1,0.7408,0
54.79,6,10.87,6.7,0,13,1,1261,1.84,0.55,3,0,0.8334,45,4288.79,0.2864,1,2.2074,0
12.79,8,1.42,10.4,0,1,4,830,8.1,0.07,1,0,0.1985,41,4537.72,0.207,0,2.953,0
88.53,4,0.67,26.5,0,23,0,3523,9.53,1.85,1,0,0.4096,49,239.12,0.2402,0,4.29,0
63.79,3,9.76,11.0,1,17,0,366,0.66,0.69,1,0,0.5519,67,477.43,0.1719,2,1.3488,0
9.33,7,0.08,2.6,1,5,1,1018,9.28,0.08,1,0,0.641,42,4479.35,0.0786,0,17.6374,1
7.68,4,5.59,5.7,0,15,4,452,14.69,0.1,2,0,0.2367,43,4171.63,0.3253,0,1.8754,0
29.36,4,11.24,34.7,0,1,4,2256,5.37,0.15,0,0,0.1927,25,8110.2,0.2385,0,0.459,0
463.8,3,3.5,34.3,1,20,2,1347,1.84,2.83,1,1,0.177,26,3620.65,0.3229,0,1.3877,0
42.53,2,8.16,41.7,0,0,0,1319,7.75,1.4,0,0,0.1958,47,12595.16,0.3167,0,0.0111,0
38.48,9,16.89,29.5,0,4,0,2880,7.43,0.24,3,0,0.9792,31,3556.45,0.1327,1,2.047,0
43.23,3,2.76,15.3,1,14,1,3054,7.97,0.73,1,0,0.4502,55,17188.86,0.2297,1,1.6723,0
20.51,0,3.18,10.7,1,13,4,1583,14.56,0.19,0,0,0.0952,48,778.85,0.3319,0,0.9334,0
23.08,1,1.94,12.5,0,13,3,1852,9.92,0.26,1,0,0.9684,32,10963.26,0.4211,0,2.1569,0
5.31,3,0.96,0.5,0,4,1,1429,3.53,0.04,3,0,0.6216,25,1444.74,0.328,0,4.603,0
42.62,0,3.15,8.7,0,2,4,2256,11.7,0.22,1,0,0.4506,42,4708.58,0.4515,1,1.6089,0
64.55,2,1.71,5.0,1,8,2,3392,9.95,0.38,0,0,0.2338,57,26139.6,0.0873,1,1.3717,0
155.44,2,2.05,4.0,1,7,1,2000,8.47,2.0,0,0,0.1941,32,3674.93,0.2377,0,1.8438,0
8.77,9,4.43,7.2,1,10,4,1205,7.93,0.08,3,0,0.2741,45,3690.62,0.2375,0,2.5318,0
13.15,2,4.54,1.9,1,5,4,2114,1.15,0.13,1,0,0.1921,59,543.87,0.1553,0,1.6027,0
47.47,7,6.23,16.6,0,9,6,359,5.05,0.31,5,0,0.3363,34,683.53,0.1296,0,3.8567,0
18.51,0,6.56,2.6,1,5,0,2279,10.09,0.31,1,0,0.8888,37,2708.87,0.0803,0,1.269,0
5.8,1,6.11,4.3,0,5,6,1566,12.75,0.05,0,0,0.6159,42,4544.11,0.0228,0,0.261,0
6.04,6,11.64,15.6,0,12,4,1174,5.97,0.03,0,0,0.0894,37,3446.66,0.1498,0,-0.5277,0
39.59,3,0.84,2.7,0,13,3,2202,2.79,0.36,2,0,0.4618,45,6344.0,0.3897,0,4.6118,0
17.59,1,71.56,8.6,0,22,6,718,14.75,0.49,0,0,0.6988,56,13920.0,0.1568,0,0.3067,0
36.97,1,0.16,2.3,1,0,0,3516,2.29,0.19,1,0,0.3757,18,5804.79,0.0475,1,11.7557,1
28.29,7,1.73,83.6,0,4,3,2497,13.28,0.87,1,0,0.9578,38,1054.27,0.2212,0,2.1559,0
47.48,9,7.15,9.1,0,7,4,2431,4.32,0.33,2,0,0.6122,41,2599.87,0.2205,0,1.8541,0
60.92,6,15.59,55.6,0,7,3,857,12.0,0.61,0,0,0.3135,28,589.11,0.4907,0,0.2027,0
16.12,2,10.9,9.0,0,11,5,301,9.12,0.11,2,0,0.4331,46,4288.29,0.347,0,1.1076,0
22.07,7,15.3,0.3,1,6,5,2139,8.41,0.23,2,0,0.2185,34,1226.77,0.0265,0,1.2656,0
97.94,8,10.21,5.4,0,1,6,3237,1.69,1.93,3,0,0.5111,25,1569.88,0.3518,1,1.952,0
54.73,5,0.4,28.2,0,18,2,2838,3.1,0.29,5,0,0.3023,42,7272.84,0.4733,2,8.9638,0
24.0,2,8.72,25.1,0,1,0,483,2.6,0.21,0,0,0.1232,25,3837.32,0.4266,0,0.1489,0
4.6,4,0.4,29.2,0,20,3,3576,3.95,0.03,2,0,0.4883,29,3727.15,0.1981,0,7.2615,0
10.78,0,2.31,33.1,0,8,2,1083,2.49,0.06,3,0,0.8746,44,14854.82,0.0582,1,3.2201,0
15.53,4,1.43,10.0,1,16,5,2872,12.42,0.4,2,0,0.5343,35,4493.11,0.1983,0,3.3715,0
75.06,1,0.35,4.4,0,2,4,278,11.68,1.37,0,0,0.5794,23,8489.69,0.1584,0,6.2026,0
511.37,9,0.01,18.3,0,9,2,1630,13.75,4.24,1,0,0.4098,66,959.45,0.2639,0,28.225,1
21.59,8,12.22,77.9,0,15,1,2043,14.36,0.14,2,0,0.1307,59,5952.73,0.2774,0,1.3018,0
7.74,7,9.54,5.4,1,21,2,2853,6.69,0.07,1,0,0.1127,61,16351.35,0.2472,1,1.2771,0
81.07,9,0.68,1.5,0,16,3,2888,11.87,2.26,1,0,0.9712,68,1908.93,0.1809,0,4.7073,0
5.08,8,1.74,11.0,0,2,1,528,1.71,0.03,0,0,0.7834,41,1371.87,0.0885,0,1.3957,0
109.78,5,7.97,31.6,1,0,2,3169,6.92,1.39,0,0,0.1207,28,3896.74,0.4454,0,0.517,0
32.99,2,0.45,13.0,0,12,2,302,12.41,0.19,1,0,0.9454,33,11306.06,0.3792,0,5.4102,0
64.94,4,4.49,7.7,0,0,1,488,5.57,0.81,0,0,0.9459,41,1641.09,0.0197,0,0.4875,0
20.8,4,46.29,36.7,0,23,5,1356,4.94,0.33,3,0,0.9175,40,12021.51,0.0518,1,0.9889,0
104.81,8,10.16,48.9,1,20,1,1857,9.78,0.91,2,0,0.3742,39,1362.6,0.1198,1,1.0009,0
5.85,7,6.39,43.5,0,4,1,518,10.86,0.25,0,0,0.0759,38,1201.26,0.2791,0,0.6992,0
8.24,5,0.16,5.1,0,18,5,2356,6.09,0.05,2,0,0.7071,18,862.26,0.1664,0,12.3005,0
93.0,6,4.93,6.7,0,12,6,3235,8.35,1.21,1,0,0.4958,49,2527.43,0.4099,0,1.1224,0
286.66,8,10.52,9.5,0,21,0,2895,1.23,2.07,1,0,0.7082,28,3673.31,0.6469,0,1.2842,0
51.29,6,4.19,74.0,0,0,2,197,11.7,0.31,2,1,0.7599,49,504.08,0.2789,0,2.0985,0
101.21,1,15.56,13.3,0,14,1,1097,7.57,0.83,1,0,0.5871,32,423.53,0.622,0,0.4596,0
40.82,5,3.6,31.1,0,20,5,739,10.07,0.63,3,0,0.0481,39,1177.31,0.2579,0,2.0557,0
11.64,8,17.2,47.9,1,6,4,2284,14.95,0.45,0,1,0.8589,27,961.48,0.1883,0,0.3627,0
41.12,7,3.0,13.1,1,6,2,1457,5.81,0.21,0,0,0.028,21,1162.64,0.1193,0,0.8006,0
100.3,5,17.11,3.8,1,17,5,1263,10.04,0.88,0,0,0.6803,50,826.94,0.2465,0,0.2811,0
57.8,5,15.67,8.4,0,15,1,2905,8.12,0.43,1,0,0.7465,22,4104.7,0.0965,1,0.6693,0
22.31,5,17.19,68.7,0,13,1,1727,10.26,1.01,2,0,0.7,30,915.32,0.6156,1,1.0658,0
16.62,0,6.29,19.7,1,22,2,2248,1.45,0.11,4,0,0.1296,28,1415.92,0.2128,1,2.5549,0
2.72,3,0.88,4.0,0,8,4,2889,10.2,0.04,4,0,0.9648,38,2453.4,0.5036,0,5.8204,0
52.52,9,5.42,16.0,1,15,6,450,8.63,0.31,4,0,0.3398,38,2157.14,0.2797,0,2.7995,0
12.25,0,1.27,5.8,0,15,6,911,8.98,0.14,1,0,0.8505,51,6875.48,0.1306,0,2.8762,0
48.36,2,13.33,27.8,0,14,3,1628,7.47,0.26,3,0,0.4651,59,44113.24,0.5939,0,1.8476,0
6.86,0,13.28,24.4,1,2,6,3151,8.55,0.13,1,0,0.2636,41,1153.92,0.4689,0,0.4129,0
23.94,7,5.12,19.2,0,21,5,851,1.66,0.16,1,1,0.2147,57,6472.54,0.1419,0,1.264,0
73.33,4,6.18,7.7,1,2,1,38,12.46,2.9,0,0,0.3374,55,10302.04,0.3067,0,0.5609,0
77.02,3,0.91,10.2,0,8,3,2173,11.26,0.92,1,0,0.0695,63,3516.09,0.0318,0,2.8956,0
11.46,6,17.95,4.4,1,16,3,1060,1.88,0.07,1,0,0.3858,44,1085.58,0.1454,0,0.9381,0
42.11,3,12.9,11.5,0,14,2,1216,14.58,0.64,0,0,0.2662,41,4627.92,0.2026,0,0.4341,0
19.93,1,11.38,5.8,1,20,3,1723,1.22,0.16,1,1,0.9733,39,1164.28,0.3949,0,0.4664,0
11.34,0,3.8,19.0,1,19,4,3434,6.23,0.06,0,0,0.5315,69,4704.22,0.1893,0,0.9217,0
72.81,0,2.77,13.6,1,23,5,2308,4.93,0.5,1,0,0.3508,30,2561.66,0.7276,0,1.9631,0
9.63,2,11.77,17.0,0,10,0,3400,2.33,0.23,1,0,0.6108,18,12720.94,0.3298,0,0.7589,0
11.24,1,1.74,62.4,1,16,1,2403,6.75,0.07,3,0,0.8388,29,32248.81,0.487,0,3.1418,0
10.25,4,17.22,6.6,0,0,3,527,11.54,0.31,3,0,0.0315,41,1450.02,0.3006,1,2.4885,0
55.47,4,0.33,2.4,1,19,5,3610,3.46,0.29,2,0,0.583,22,2837.16,0.4703,1,7.9605,1
8.48,2,3.37,18.7,0,22,5,2952,10.31,0.07,3,0,0.8883,33,4527.99,0.132,0,3.2785,0
28.11,3,2.48,3.4,1,21,3,3577,7.53,0.88,0,0,0.0715,22,1428.73,0.3443,0,1.2524,0
84.11,5,2.36,23.6,1,15,4,880,14.71,0.48,1,0,0.6934,43,226.89,0.1383,0,1.7763,0
79.05,3,0.97,3.1,0,7,5,1106,1.87,0.54,2,0,0.171,65,1843.46,0.2054,1,4.4901,0
85.28,4,5.63,2.9,0,4,6,1667,4.9,1.01,2,0,0.078,18,1039.49,0.19,0,1.3119,0
52.75,6,5.34,6.0,0,18,2,344,9.57,1.88,1,0,0.6098,48,473.38,0.5768,0,1.384,0
19.36,6,2.76,8.7,0,21,2,2892,14.04,0.1,6,0,0.5937,24,5872.78,0.3231,0,4.7012,0
77.3,3,8.04,8.7,1,14,2,1292,8.23,0.86,1,0,0.7131,42,4103.44,0.529,0,1.2949,0
21.69,8,1.23,1.2,0,9,4,3502,7.67,0.27,1,0,0.8564,45,2366.83,0.2344,2,3.1417,0
54.64,2,18.06,1.0,1,10,5,947,6.85,1.63,2,0,0.4621,44,940.59,0.0689,0,1.3602,0
18.07,2,3.93,46.5,0,16,2,2738,14.99,0.16,2,0,0.3728,23,7831.82,0.5133,0,2.0952,0
7.2,7,8.2,2.1,0,8,2,197,1.44,0.07,0,0,0.2607,66,5372.72,0.1665,0,0.1382,0
6.51,8,5.66,31.5,0,3,6,55,14.62,0.08,0,0,0.3897,47,4236.11,0.2275,0,0.7048,0
2.79,3,4.18,32.7,0,14,1,2328,11.29,0.02,3,0,0.2715,25,647.87,0.2924,0,2.7253,0
19.43,3,1.62,13.6,0,19,6,715,7.28,0.28,1,0,0.8141,39,4462.18,0.025,0,2.3322,0
26.5,4,10.17,8.3,0,8,5,1202,9.84,0.57,0,0,0.0422,21,6473.86,0.3866,1,0.4535,0
18.72,1,4.81,2.9,0,12,6,2906,13.55,0.14,0,0,0.1877,38,807.81,0.1925,0,0.7703,0
109.07,2,2.43,8.4,0,4,6,421,6.06,0.69,1,0,0.0085,38,5457.84,0.248,0,1.6745,0
30.57,8,2.79,20.1,0,17,0,1977,12.83,0.18,1,0,0.7738,67,3526.66,0.2822,0,2.4322,0
34.67,0,9.62,2.8,0,13,6,2402,3.69,1.4,1,0,0.8416,46,2844.36,0.0797,1,0.9236,0
41.81,2,8.79,3.2,0,3,3,2074,0.97,0.27,2,0,0.5831,61,2935.8,0.207,0,1.4231,0
8.46,7,12.88,28.8,0,16,1,1159,1.14,0.1,2,0,0.7111,36,4202.52,0.0855,0,1.6783,0
19.74,7,1.34,2.2,1,3,0,1791,11.0,0.13,3,1,0.6197,20,3725.34,0.3293,1,3.8924,0
10.13,7,3.01,9.0,0,19,0,2100,4.95,0.08,2,0,0.8917,33,860.61,0.1627,0,2.3465,0
204.09,4,11.25,16.7,0,10,3,627,7.18,1.38,0,0,0.4039,51,1083.86,0.1601,0,0.4569,0
12.35,5,2.11,3.2,0,11,0,3232,14.08,0.07,2,0,0.4401,58,3487.52,0.0725,0,3.042,0
53.61,8,17.36,25.6,0,5,3,1206,4.33,0.32,2,1,0.9382,78,3964.74,0.068,0,1.6304,0
23.87,1,2.48,23.1,1,18,1,2974,11.67,0.21,0,0,0.4629,54,786.16,0.1492,0,1.59,0
188.63,7,16.96,0.3,0,14,5,3089,9.26,5.31,1,0,0.3436,38,83817.72,0.3031,0,1.0501,0
17.19,5,9.62,0.9,1,8,0,1219,2.31,0.25,3,1,0.4281,42,4025.21,0.1265,1,2.5967,0
28.99,1,1.26,5.6,0,17,1,2269,1.26,0.25,1,0,0.0397,62,8946.86,0.7203,1,2.6689,0
12.52,6,15.62,10.8,0,21,4,3266,11.11,0.54,1,0,0.2783,47,5350.78,0.3565,0,0.7761,0
52.7,5,15.96,5.8,0,6,1,480,4.21,0.63,1,0,0.5071,53,4861.75,0.6327,0,0.9059,0
71.72,1,32.04,11.3,0,15,1,2408,1.39,0.92,2,0,0.8126,25,1836.52,0.3048,1,1.4253,0
20.42,5,24.9,4.0,0,2,3,2452,12.41,0.11,3,0,0.4869,38,3073.8,0.2275,0,1.8059,0
10.99,7,0.75,14.1,0,2,2,1036,1.91,0.16,1,0,0.8048,34,8934.31,0.2664,0,4.5681,0
38.47,8,5.84,2.6,1,8,2,208,10.3,0.64,3,0,0.7962,31,2136.41,0.1984,0,2.7505,0
49.95,6,17.36,4.6,0,12,5,3343,3.21,0.34,2,0,0.3012,57,1359.87,0.3408,0,1.5676,0
31.96,7,4.68,12.8,0,2,5,928,0.63,0.61,3,0,0.6963,23,4677.98,0.3388,0,1.8922,0
2.08,4,27.42,6.1,1,10,3,2962,2.13,0.01,0,1,0.3427,35,1406.61,0.3958,0,0.3968,0
34.61,0,1.63,0.9,0,16,3,705,13.48,0.45,3,0,0.0231,18,1336.21,0.1542,0,3.9498,0
204.05,9,3.91,7.5,1,10,3,1152,7.76,3.89,0,1,0.9315,33,2028.71,0.1742,1,0.9803,0
151.24,3,3.49,11.9,0,13,5,3067,10.13,3.82,3,0,0.9772,26,1167.07,0.1229,0,2.6777,0
10.25,6,8.26,2.1,1,1,0,2595,7.77,0.3,3,0,0.2351,41,2661.91,0.3562,0,2.3725,0
18.36,6,2.83,7.6,1,16,3,901,8.28,0.13,1,0,0.0392,75,3368.98,0.1377,0,1.9429,0
29.19,3,26.72,10.7,0,15,3,2358,4.49,0.24,3,0,0.2957,64,15233.05,0.1864,0,1.7846,0
71.82,8,3.82,4.3,0,16,0,3011,12.9,0.74,1,0,0.7675,49,15866.24,0.2492,0,1.6686,0
17.02,6,6.03,7.2,0,2,3,2403,7.14,0.35,4,0,0.9953,41,7854.37,0.2527,0,3.1795,0
99.8,6,19.42,64.0,0,15,2,122,7.2,1.05,2,0,0.1335,39,1183.24,0.071,0,1.4256,0
258.2,0,4.91,4.1,0,8,3,1555,9.61,1.99,2,0,0.8049,27,4747.2,0.1643,0,1.3474,0
19.35,3,2.3,14.4,1,0,4,2672,7.4,0.12,1,0,0.4691,50,2157.13,0.1472,0,1.7585,0
14.56,2,2.65,27.4,0,2,0,1196,5.05,0.44,1,0,0.1018,47,2407.05,0.397,1,1.2867,0
