recency_days_since_last_purchase,frequency_purchases_last_year,monetary_total_spend,avg_order_value,num_catalog_requests,email_open_rate,website_visits_last_month,loyalty_program_member,years_as_customer,age,household_income_bracket,home_ownership,num_children,distance_to_store_miles,previous_campaign_responses,category_preference,seasonality_score,credit_card_on_file,returned_items_last_year,target
10.3,4.0,63.9,15.97,2.0,0.2147,8.0,1.0,0.6,56.0,2.0,1.0,0.0,1.9,1.0,2.0,0.7507,1.0,1.0,0
21.5,3.0,335.87,111.96,2.0,0.1546,4.0,0.0,0.7,66.0,1.0,1.0,0.0,12.6,2.0,2.0,0.047,1.0,1.0,0
32.8,3.0,147.54,49.18,3.0,0.1771,7.0,0.0,1.0,50.0,3.0,1.0,2.0,7.5,0.0,5.0,0.9305,1.0,1.0,0
262.9,4.0,383.28,95.82,2.0,0.2043,4.0,1.0,15.1,48.0,3.0,1.0,5.0,12.7,2.0,2.0,0.644,0.0,1.0,0
66.3,6.0,181.12,30.19,2.0,0.2645,6.0,0.0,1.0,27.0,2.0,1.0,0.0,47.2,2.0,5.0,0.5874,0.0,0.0,0
11.8,6.0,400.38,66.73,3.0,0.3167,4.0,0.0,9.7,57.0,1.0,1.0,1.0,2.1,4.0,3.0,0.6952,0.0,0.0,1
98.3,2.0,123.61,61.81,0.0,0.4785,4.0,0.0,3.0,46.0,2.0,1.0,1.0,8.6,1.0,4.0,0.1149,1.0,0.0,0
26.9,4.0,63.12,15.78,5.0,0.1741,5.0,1.0,2.7,55.0,2.0,1.0,0.0,15.0,1.0,5.0,0.0937,0.0,0.0,0
11.3,6.0,274.6,45.77,1.0,0.1765,1.0,1.0,0.6,68.0,2.0,2.0,1.0,11.8,1.0,4.0,0.8065,1.0,1.0,0
13.1,5.0,183.69,36.74,1.0,0.1096,4.0,1.0,7.5,38.0,4.0,0.0,0.0,39.4,3.0,4.0,0.9861,1.0,1.0,0
9.5,5.0,526.85,105.37,4.0,0.0723,5.0,0.0,4.5,52.0,1.0,1.0,3.0,17.3,0.0,0.0,0.3523,0.0,1.0,0
42.4,7.0,393.21,56.17,2.0,0.2233,4.0,0.0,0.9,41.0,2.0,1.0,2.0,11.0,0.0,4.0,0.8744,0.0,1.0,0
21.2,4.0,88.56,22.14,1.0,0.2291,2.0,0.0,3.2,43.0,2.0,2.0,1.0,9.7,2.0,5.0,0.5076,1.0,1.0,0
184.8,6.0,178.25,29.71,3.0,0.3739,7.0,1.0,2.5,50.0,3.0,2.0,2.0,13.3,1.0,2.0,0.2256,1.0,0.0,0
73.0,3.0,445.35,148.45,4.0,0.3929,7.0,0.0,3.9,60.0,3.0,0.0,4.0,21.5,2.0,3.0,0.3029,0.0,0.0,0
181.2,5.0,147.34,29.47,0.0,0.1113,2.0,0.0,2.4,47.0,1.0,0.0,2.0,1.3,1.0,2.0,0.5163,1.0,0.0,0
15.1,7.0,37.82,5.4,3.0,0.1327,8.0,1.0,0.9,45.0,2.0,1.0,0.0,15.7,1.0,2.0,0.1859,1.0,0.0,0
10.5,2.0,321.8,160.9,1.0,0.1645,7.0,0.0,0.3,56.0,0.0,1.0,1.0,20.1,0.0,4.0,0.671,1.0,1.0,0
12.2,6.0,86.26,14.38,3.0,0.6186,5.0,0.0,5.9,32.0,1.0,1.0,0.0,0.5,0.0,1.0,0.9618,0.0,0.0,0
71.2,6.0,50.44,8.41,1.0,0.0898,4.0,0.0,5.0,66.0,2.0,1.0,0.0,24.9,0.0,2.0,0.2238,0.0,0.0,0
26.1,2.0,1701.96,850.98,3.0,0.189,3.0,1.0,0.2,50.0,0.0,0.0,2.0,0.5,2.0,5.0,0.8242,0.0,0.0,0
145.3,1.0,49.98,49.98,3.0,0.132,2.0,1.0,1.4,58.0,2.0,1.0,2.0,18.5,1.0,4.0,0.9342,1.0,4.0,0
45.6,2.0,27.87,13.94,3.0,0.1642,3.0,1.0,2.2,69.0,0.0,1.0,1.0,7.6,0.0,0.0,0.2901,0.0,1.0,0
24.4,5.0,539.35,107.87,1.0,0.6362,4.0,0.0,12.7,39.0,2.0,0.0,1.0,1.1,1.0,1.0,0.1657,1.0,0.0,0
1.0,3.0,251.19,83.73,0.0,0.4087,9.0,0.0,17.1,55.0,0.0,1.0,2.0,41.8,3.0,2.0,0.2012,0.0,0.0,0
41.8,5.0,121.83,24.37,2.0,0.5184,2.0,0.0,12.5,51.0,3.0,1.0,1.0,4.6,2.0,3.0,0.8877,1.0,1.0,0
21.8,1.0,725.11,725.11,3.0,0.5331,7.0,0.0,7.5,40.0,1.0,1.0,0.0,14.6,3.0,3.0,0.5473,1.0,0.0,0
53.1,4.0,1789.2,447.3,3.0,0.617,4.0,0.0,0.0,39.0,3.0,0.0,0.0,4.0,4.0,5.0,0.0526,1.0,0.0,0
83.1,4.0,17.38,4.34,2.0,0.1206,5.0,0.0,9.5,55.0,3.0,0.0,2.0,5.5,1.0,1.0,0.6659,1.0,1.0,0
53.5,4.0,163.92,40.98,1.0,0.2181,8.0,0.0,8.4,18.0,4.0,1.0,1.0,25.7,0.0,5.0,0.0243,1.0,1.0,0
187.0,4.0,1306.13,326.53,2.0,0.3107,8.0,0.0,3.8,50.0,2.0,1.0,0.0,13.9,1.0,1.0,0.7521,1.0,1.0,0
67.3,3.0,581.21,193.74,3.0,0.244,5.0,0.0,3.7,59.0,1.0,1.0,1.0,44.6,4.0,1.0,0.7785,1.0,0.0,0
68.4,4.0,898.99,224.75,4.0,0.2683,6.0,0.0,0.3,46.0,1.0,0.0,1.0,50.1,0.0,0.0,0.1855,1.0,2.0,0
226.1,3.0,139.88,46.63,2.0,0.2006,5.0,0.0,13.9,23.0,1.0,2.0,2.0,64.0,0.0,0.0,0.6689,0.0,0.0,0
69.9,3.0,1012.67,337.56,1.0,0.2659,2.0,0.0,3.2,45.0,3.0,1.0,2.0,7.9,1.0,0.0,0.9441,1.0,1.0,0
26.9,6.0,117.46,19.58,5.0,0.1275,6.0,1.0,3.9,45.0,3.0,1.0,3.0,3.4,1.0,5.0,0.1322,0.0,1.0,0
57.9,2.0,192.32,96.16,2.0,0.4202,6.0,0.0,1.0,19.0,2.0,1.0,1.0,14.5,0.0,2.0,0.9438,1.0,1.0,0
122.5,6.0,129.82,21.64,2.0,0.0467,3.0,0.0,5.3,51.0,1.0,2.0,2.0,14.3,1.0,5.0,0.7757,1.0,0.0,0
29.7,5.0,83.32,16.66,3.0,0.3116,1.0,1.0,0.2,28.0,2.0,1.0,1.0,7.3,0.0,4.0,0.1749,1.0,0.0,0
25.2,1.0,178.85,178.85,6.0,0.2258,3.0,0.0,0.1,54.0,4.0,2.0,0.0,10.6,1.0,1.0,0.1971,1.0,3.0,0
1.5,3.0,618.39,206.13,2.0,0.2735,4.0,0.0,5.1,58.0,4.0,1.0,0.0,71.9,3.0,3.0,0.5535,1.0,0.0,0
32.8,1.0,259.13,259.13,4.0,0.346,5.0,1.0,4.7,37.0,2.0,1.0,0.0,3.1,2.0,3.0,0.0143,0.0,0.0,0
66.2,1.0,468.74,468.74,1.0,0.402,7.0,1.0,1.6,41.0,3.0,1.0,0.0,24.3,1.0,2.0,0.8403,1.0,1.0,0
159.4,6.0,335.52,55.92,2.0,0.4371,5.0,0.0,0.9,55.0,2.0,1.0,1.0,11.0,0.0,4.0,0.1474,1.0,1.0,0
39.6,3.0,95.07,31.69,2.0,0.2714,4.0,1.0,2.3,56.0,0.0,2.0,1.0,4.6,1.0,4.0,0.1694,0.0,0.0,0
19.0,2.0,306.69,153.35,0.0,0.3486,5.0,1.0,10.8,61.0,2.0,1.0,1.0,14.1,4.0,0.0,0.6229,1.0,0.0,0
36.9,7.0,145.86,20.84,3.0,0.0934,5.0,0.0,3.3,59.0,2.0,1.0,2.0,0.2,3.0,4.0,0.6604,0.0,0.0,0
73.3,3.0,24.91,8.3,2.0,0.083,4.0,1.0,1.2,40.0,2.0,1.0,3.0,7.4,2.0,4.0,0.8337,0.0,1.0,0
166.8,4.0,139.15,34.79,0.0,0.4878,2.0,0.0,14.0,43.0,0.0,1.0,0.0,31.7,1.0,3.0,0.7176,0.0,0.0,0
121.2,6.0,868.08,144.68,0.0,0.2216,3.0,0.0,1.5,64.0,2.0,2.0,2.0,18.3,0.0,4.0,0.0582,1.0,0.0,0
6.4,5.0,154.05,30.81,3.0,0.2795,5.0,0.0,1.4,68.0,3.0,0.0,0.0,7.9,1.0,3.0,0.9251,0.0,1.0,0
96.0,5.0,288.1,57.62,2.0,0.5105,4.0,0.0,3.4,50.0,0.0,1.0,2.0,19.9,1.0,5.0,0.4219,1.0,0.0,0
41.5,5.0,202.46,40.49,1.0,0.492,5.0,0.0,2.7,39.0,2.0,0.0,0.0,7.8,3.0,4.0,0.3603,1.0,1.0,0
34.8,4.0,1445.96,361.49,0.0,0.2833,6.0,0.0,3.9,56.0,2.0,1.0,2.0,14.7,1.0,4.0,0.5472,1.0,1.0,0
15.7,2.0,192.66,96.33,2.0,0.3457,4.0,1.0,4.8,57.0,0.0,1.0,1.0,18.2,2.0,4.0,0.7622,1.0,2.0,0
41.1,5.0,605.43,121.09,2.0,0.3412,12.0,0.0,5.6,53.0,3.0,0.0,1.0,6.0,2.0,5.0,0.3024,1.0,0.0,0
1.9,4.0,84.87,21.22,1.0,0.1157,6.0,1.0,2.6,31.0,3.0,1.0,0.0,23.5,0.0,4.0,0.8497,1.0,0.0,0
10.8,3.0,60.2,20.07,1.0,0.183,7.0,0.0,17.6,71.0,1.0,0.0,3.0,15.4,0.0,4.0,0.9631,0.0,0.0,0
2.0,3.0,1943.78,647.93,3.0,0.4587,4.0,1.0,5.1,36.0,1.0,2.0,1.0,1.0,0.0,0.0,0.3764,1.0,0.0,1
96.0,4.0,569.39,142.35,1.0,0.1091,4.0,1.0,0.3,47.0,1.0,0.0,1.0,12.4,1.0,1.0,0.1733,1.0,0.0,0
9.5,4.0,1871.07,467.77,6.0,0.1151,6.0,0.0,4.2,25.0,3.0,1.0,1.0,6.1,1.0,1.0,0.5859,1.0,2.0,0
11.4,5.0,75.63,15.13,3.0,0.5659,6.0,0.0,7.4,51.0,3.0,0.0,0.0,14.5,2.0,4.0,0.1315,1.0,0.0,0
244.3,4.0,337.25,84.31,4.0,0.5734,4.0,0.0,0.8,46.0,2.0,1.0,1.0,0.9,1.0,0.0,0.6664,1.0,1.0,0
92.8,1.0,141.42,141.42,2.0,0.0923,11.0,1.0,1.9,54.0,3.0,1.0,1.0,14.0,2.0,3.0,0.2602,1.0,0.0,0
2.6,4.0,891.29,222.82,1.0,0.1678,7.0,0.0,1.2,24.0,4.0,1.0,2.0,17.7,0.0,4.0,0.4331,1.0,1.0,0
25.4,5.0,63.91,12.78,1.0,0.1913,3.0,0.0,1.5,51.0,0.0,1.0,1.0,5.2,1.0,0.0,0.203,1.0,1.0,0
195.0,5.0,224.05,44.81,1.0,0.1287,3.0,0.0,5.8,51.0,3.0,0.0,3.0,10.2,2.0,1.0,0.9209,1.0,0.0,0
437.4,3.0,238.98,79.66,0.0,0.3067,3.0,1.0,1.7,68.0,3.0,0.0,1.0,2.2,1.0,4.0,0.0791,1.0,0.0,0
31.4,2.0,179.36,89.68,2.0,0.174,6.0,0.0,5.4,22.0,2.0,0.0,0.0,22.3,0.0,0.0,0.6518,1.0,1.0,0
17.9,6.0,275.7,45.95,2.0,0.1875,2.0,0.0,0.6,63.0,3.0,0.0,4.0,24.6,2.0,2.0,0.0144,1.0,0.0,0
9.1,2.0,413.27,206.63,2.0,0.5048,1.0,1.0,3.7,64.0,0.0,0.0,0.0,26.6,2.0,2.0,0.9931,0.0,1.0,0
58.8,5.0,102.54,20.51,0.0,0.1973,5.0,0.0,0.4,47.0,4.0,1.0,1.0,13.2,2.0,1.0,0.219,1.0,0.0,0
85.0,4.0,166.28,41.57,0.0,0.2855,4.0,0.0,1.2,54.0,1.0,2.0,1.0,1.1,0.0,4.0,0.1131,1.0,0.0,0
55.9,4.0,184.57,46.14,1.0,0.6171,5.0,1.0,16.0,48.0,1.0,1.0,0.0,8.0,2.0,4.0,0.6385,0.0,0.0,0
93.5,2.0,58.95,29.47,4.0,0.1587,8.0,1.0,0.1,35.0,3.0,1.0,0.0,19.0,0.0,4.0,0.2115,0.0,0.0,0
45.3,5.0,78.52,15.7,5.0,0.2561,10.0,0.0,0.2,40.0,1.0,1.0,2.0,2.8,1.0,2.0,0.8768,1.0,1.0,1
45.5,2.0,350.01,175.0,1.0,0.2953,1.0,0.0,1.8,72.0,4.0,1.0,1.0,22.5,1.0,2.0,0.2779,1.0,0.0,0
81.9,4.0,175.57,43.89,4.0,0.6539,3.0,0.0,12.2,46.0,2.0,1.0,1.0,4.2,0.0,5.0,0.3912,1.0,0.0,0
82.6,3.0,123.22,41.07,2.0,0.3184,5.0,1.0,2.4,55.0,1.0,1.0,3.0,6.7,2.0,5.0,0.4865,0.0,1.0,0
42.8,4.0,275.85,68.96,2.0,0.108,7.0,0.0,2.3,38.0,1.0,1.0,0.0,9.2,1.0,5.0,0.8038,0.0,1.0,0
14.7,2.0,183.82,91.91,1.0,0.1021,10.0,0.0,1.4,35.0,0.0,2.0,2.0,4.2,0.0,1.0,0.7386,1.0,1.0,0
86.7,4.0,354.98,88.74,2.0,0.1357,3.0,1.0,5.6,41.0,3.0,1.0,2.0,1.3,0.0,4.0,0.0426,1.0,0.0,0
43.2,6.0,372.45,62.08,3.0,0.229,6.0,0.0,1.1,25.0,3.0,1.0,2.0,2.5,0.0,0.0,0.2186,1.0,1.0,0
12.6,8.0,179.9,22.49,1.0,0.5867,8.0,0.0,0.0,47.0,3.0,0.0,1.0,67.1,3.0,1.0,0.9821,1.0,0.0,1
65.6,4.0,324.49,81.12,0.0,0.3227,1.0,0.0,4.1,34.0,3.0,0.0,1.0,3.0,2.0,2.0,0.1981,1.0,1.0,0
60.1,4.0,92.32,23.08,1.0,0.1166,6.0,1.0,0.4,55.0,1.0,1.0,2.0,2.4,2.0,2.0,0.0993,1.0,1.0,0
78.9,4.0,432.99,108.25,1.0,0.1464,5.0,0.0,3.5,63.0,1.0,1.0,0.0,1.5,4.0,5.0,0.1234,1.0,0.0,0
37.8,3.0,1060.26,353.42,3.0,0.0208,5.0,0.0,3.6,63.0,3.0,1.0,0.0,0.1,2.0,2.0,0.5825,1.0,2.0,0
142.3,6.0,100.55,16.76,2.0,0.2426,6.0,1.0,2.7,55.0,1.0,1.0,0.0,13.6,3.0,0.0,0.2118,0.0,0.0,0
7.5,1.0,2725.44,2725.44,0.0,0.2408,7.0,1.0,11.4,73.0,2.0,1.0,0.0,2.9,1.0,2.0,0.4359,0.0,0.0,0
37.5,1.0,220.55,220.55,4.0,0.1281,9.0,0.0,2.3,74.0,2.0,1.0,3.0,14.4,1.0,5.0,0.2442,0.0,1.0,0
99.3,5.0,332.66,66.53,1.0,0.4652,6.0,0.0,7.1,54.0,3.0,1.0,2.0,20.6,1.0,1.0,0.4027,1.0,1.0,0
79.3,6.0,199.07,33.18,3.0,0.1389,7.0,1.0,8.5,34.0,2.0,0.0,1.0,1.7,1.0,3.0,0.5816,0.0,1.0,0
1.3,6.0,416.43,69.4,0.0,0.1406,5.0,0.0,10.7,54.0,1.0,1.0,1.0,13.0,2.0,4.0,0.3305,0.0,1.0,1
15.3,2.0,120.42,60.21,2.0,0.0928,6.0,0.0,1.1,59.0,2.0,1.0,0.0,0.6,3.0,4.0,0.9331,1.0,3.0,0
197.6,5.0,207.32,41.46,2.0,0.2334,4.0,0.0,13.5,64.0,3.0,1.0,1.0,0.6,0.0,0.0,0.5927,1.0,1.0,0
31.7,8.0,68.22,8.53,2.0,0.1999,6.0,0.0,5.0,46.0,2.0,1.0,2.0,31.7,3.0,3.0,0.7434,1.0,0.0,0
25.7,5.0,917.73,183.55,2.0,0.2428,3.0,1.0,0.4,50.0,3.0,1.0,1.0,5.6,4.0,1.0,0.1662,1.0,1.0,1
16.2,0.0,235.34,235.34,1.0,0.2241,4.0,1.0,0.5,59.0,1.0,1.0,0.0,36.9,1.0,4.0,0.6672,0.0,1.0,0
110.8,4.0,122.99,30.75,3.0,0.5794,9.0,0.0,1.8,70.0,1.0,1.0,1.0,33.6,0.0,5.0,0.0068,0.0,0.0,0
98.8,6.0,269.01,44.83,0.0,0.6998,9.0,1.0,1.6,41.0,3.0,1.0,1.0,0.0,3.0,5.0,0.4031,1.0,1.0,1
16.4,4.0,1975.41,493.85,2.0,0.5348,4.0,0.0,1.1,71.0,2.0,1.0,4.0,1.5,2.0,0.0,0.2919,1.0,1.0,0
26.1,1.0,48.93,48.93,0.0,0.223,2.0,1.0,5.4,48.0,0.0,1.0,1.0,2.0,1.0,5.0,0.8749,1.0,0.0,0
62.3,2.0,232.76,116.38,3.0,0.3617,8.0,1.0,9.5,57.0,3.0,0.0,1.0,22.1,0.0,0.0,0.6187,0.0,0.0,0
125.9,4.0,163.12,40.78,3.0,0.0679,5.0,0.0,6.1,44.0,0.0,1.0,0.0,19.1,1.0,5.0,0.7126,1.0,0.0,0
53.6,5.0,105.61,21.12,1.0,0.3126,3.0,0.0,1.9,80.0,3.0,0.0,2.0,16.1,0.0,5.0,0.9686,0.0,1.0,0
126.5,4.0,1056.69,264.17,1.0,0.3731,4.0,0.0,2.7,62.0,3.0,1.0,1.0,31.9,2.0,2.0,0.3921,1.0,2.0,0
9.6,2.0,1736.7,868.35,1.0,0.4809,2.0,1.0,0.1,45.0,2.0,1.0,0.0,25.0,1.0,1.0,0.8346,1.0,0.0,1
51.5,6.0,498.82,83.14,1.0,0.3207,6.0,0.0,2.6,65.0,4.0,2.0,1.0,13.5,3.0,3.0,0.8036,1.0,0.0,0
119.9,4.0,460.15,115.04,3.0,0.51,5.0,0.0,6.4,25.0,3.0,1.0,1.0,4.9,1.0,3.0,0.5158,1.0,0.0,0
98.4,5.0,372.28,74.46,1.0,0.2806,1.0,0.0,6.1,77.0,1.0,1.0,0.0,24.8,1.0,2.0,0.9141,1.0,2.0,0
70.3,2.0,583.17,291.58,4.0,0.141,2.0,0.0,2.1,41.0,3.0,2.0,1.0,16.7,2.0,0.0,0.8396,1.0,1.0,0
16.1,4.0,53.77,13.44,2.0,0.232,4.0,0.0,9.8,61.0,1.0,1.0,1.0,18.0,0.0,0.0,0.9023,1.0,1.0,0
149.5,3.0,268.07,89.36,2.0,0.3256,4.0,1.0,11.9,62.0,2.0,0.0,0.0,10.6,1.0,2.0,0.8696,0.0,0.0,0
69.6,2.0,274.98,137.49,2.0,0.3306,9.0,0.0,4.1,26.0,4.0,1.0,1.0,12.9,1.0,4.0,0.5132,1.0,0.0,0
13.7,5.0,334.93,66.99,2.0,0.0556,6.0,0.0,5.8,63.0,1.0,1.0,0.0,9.6,0.0,5.0,0.5328,1.0,0.0,0
21.7,3.0,257.4,85.8,0.0,0.6224,4.0,0.0,3.0,46.0,3.0,0.0,0.0,17.6,2.0,2.0,0.8592,1.0,1.0,0
82.8,3.0,141.04,47.01,2.0,0.2977,3.0,1.0,4.3,59.0,4.0,2.0,1.0,8.4,1.0,0.0,0.4132,0.0,0.0,0
41.3,5.0,527.94,105.59,0.0,0.5165,8.0,0.0,2.1,72.0,3.0,0.0,2.0,21.5,0.0,3.0,0.9621,1.0,0.0,0
42.6,3.0,93.76,31.25,4.0,0.3156,3.0,0.0,3.1,43.0,3.0,1.0,2.0,19.7,3.0,5.0,0.2805,1.0,0.0,0
9.5,4.0,67.57,16.89,3.0,0.1317,4.0,0.0,4.5,46.0,4.0,1.0,2.0,4.0,3.0,0.0,0.1831,1.0,2.0,0
88.0,2.0,1402.81,701.4,0.0,0.6428,3.0,1.0,1.3,48.0,3.0,2.0,2.0,10.8,2.0,0.0,0.9494,1.0,2.0,1
37.8,4.0,668.17,167.04,2.0,0.1228,3.0,0.0,0.3,18.0,1.0,0.0,1.0,12.5,1.0,0.0,0.6536,0.0,0.0,0
6.8,0.0,934.87,934.87,3.0,0.6279,3.0,0.0,2.1,21.0,2.0,1.0,2.0,34.9,2.0,1.0,0.935,0.0,0.0,0
68.6,3.0,35.91,11.97,1.0,0.5575,5.0,0.0,2.9,18.0,1.0,0.0,0.0,2.8,0.0,3.0,0.1796,1.0,0.0,0
13.9,1.0,641.41,641.41,2.0,0.0893,9.0,1.0,5.3,39.0,2.0,1.0,1.0,16.4,1.0,5.0,0.9098,1.0,0.0,0
57.9,4.0,279.76,69.94,3.0,0.117,2.0,1.0,5.4,44.0,0.0,0.0,1.0,35.5,2.0,3.0,0.6975,0.0,1.0,0
6.2,4.0,595.76,148.94,1.0,0.3474,7.0,0.0,4.5,49.0,2.0,0.0,1.0,16.6,2.0,4.0,0.1791,1.0,0.0,0
11.3,4.0,819.02,204.76,4.0,0.4103,8.0,1.0,1.5,76.0,0.0,0.0,2.0,21.5,1.0,5.0,0.2354,0.0,1.0,0
6.5,5.0,307.56,61.51,3.0,0.2309,2.0,0.0,1.0,61.0,1.0,1.0,2.0,3.8,1.0,1.0,0.4095,1.0,0.0,0
24.6,4.0,71.49,17.87,0.0,0.2098,4.0,1.0,2.9,85.0,1.0,2.0,2.0,10.2,2.0,5.0,0.5591,0.0,0.0,0
45.6,3.0,64.81,21.6,2.0,0.4072,2.0,0.0,7.5,45.0,2.0,1.0,0.0,12.3,1.0,5.0,0.6256,1.0,0.0,0
105.6,2.0,1307.84,653.92,1.0,0.2445,5.0,1.0,2.9,58.0,3.0,1.0,0.0,6.4,3.0,1.0,0.6104,1.0,0.0,0
7.8,3.0,64.09,21.36,1.0,0.3608,6.0,0.0,1.1,43.0,3.0,0.0,2.0,12.0,1.0,1.0,0.7074,0.0,0.0,0
141.6,9.0,155.66,17.3,0.0,0.3735,3.0,0.0,8.8,74.0,2.0,0.0,1.0,5.0,0.0,5.0,0.5988,0.0,1.0,0
43.0,4.0,509.94,127.48,4.0,0.5088,6.0,0.0,10.8,70.0,3.0,1.0,0.0,1.6,2.0,0.0,0.5155,1.0,0.0,1
120.5,5.0,652.8,130.56,1.0,0.4987,1.0,0.0,1.1,53.0,4.0,1.0,2.0,74.4,1.0,2.0,0.5671,1.0,0.0,0
93.4,2.0,759.91,379.95,1.0,0.3169,3.0,0.0,0.6,43.0,2.0,1.0,2.0,22.1,4.0,1.0,0.3343,0.0,0.0,0
15.6,3.0,154.55,51.52,0.0,0.1396,4.0,0.0,1.9,54.0,2.0,1.0,0.0,31.1,0.0,3.0,0.1042,1.0,1.0,0
57.6,0.0,117.71,117.71,6.0,0.1144,4.0,1.0,6.1,41.0,1.0,1.0,0.0,11.6,2.0,4.0,0.5001,1.0,0.0,0
23.7,3.0,685.71,228.57,2.0,0.3753,3.0,1.0,4.8,54.0,2.0,1.0,1.0,21.4,1.0,4.0,0.2368,1.0,0.0,0
7.7,5.0,63.86,12.77,2.0,0.2388,2.0,1.0,13.2,32.0,4.0,2.0,0.0,6.6,2.0,2.0,0.0993,1.0,0.0,0
22.7,4.0,594.06,148.51,1.0,0.3488,9.0,0.0,1.3,48.0,3.0,1.0,1.0,35.6,0.0,0.0,0.9033,0.0,2.0,0
1.2,4.0,95.14,23.78,3.0,0.1242,2.0,0.0,4.0,62.0,0.0,1.0,1.0,10.1,2.0,2.0,0.0209,1.0,2.0,0
39.1,7.0,115.03,16.43,3.0,0.2495,3.0,1.0,5.0,57.0,3.0,2.0,1.0,10.8,1.0,3.0,0.4904,1.0,0.0,0
2.4,2.0,270.26,135.13,3.0,0.1324,8.0,0.0,5.3,75.0,2.0,0.0,2.0,26.9,3.0,5.0,0.3926,1.0,1.0,0
2.8,3.0,143.72,47.91,0.0,0.0505,8.0,1.0,2.6,66.0,0.0,2.0,2.0,8.4,0.0,2.0,0.2018,1.0,1.0,0
0.8,2.0,483.31,241.65,3.0,0.1325,1.0,0.0,5.5,53.0,3.0,0.0,2.0,10.9,0.0,4.0,0.2689,0.0,0.0,0
1.1,1.0,221.2,221.2,1.0,0.3093,8.0,0.0,0.7,43.0,2.0,2.0,2.0,36.6,0.0,3.0,0.019,0.0,0.0,0
28.7,2.0,771.5,385.75,0.0,0.2848,6.0,0.0,0.4,57.0,1.0,1.0,1.0,18.6,2.0,1.0,0.5388,1.0,1.0,0
46.5,2.0,80.25,40.13,0.0,0.2382,7.0,1.0,1.5,24.0,2.0,1.0,2.0,1.5,2.0,4.0,0.5602,0.0,0.0,0
15.9,3.0,381.39,127.13,0.0,0.2604,3.0,1.0,2.6,54.0,2.0,2.0,2.0,15.4,1.0,0.0,0.1314,1.0,0.0,0
5.5,3.0,83.72,27.91,0.0,0.2384,4.0,0.0,4.7,31.0,2.0,1.0,5.0,20.6,0.0,0.0,0.5407,0.0,1.0,0
99.6,4.0,2762.6,690.65,0.0,0.2185,3.0,1.0,1.1,37.0,2.0,1.0,0.0,8.2,2.0,1.0,0.1092,1.0,0.0,0
128.3,2.0,185.01,92.5,2.0,0.1948,4.0,0.0,9.2,46.0,2.0,0.0,0.0,7.6,0.0,5.0,0.4053,1.0,0.0,0
2.2,6.0,812.13,135.36,2.0,0.2671,4.0,1.0,2.9,43.0,0.0,2.0,2.0,29.3,0.0,3.0,0.7288,0.0,0.0,0
23.7,7.0,124.96,17.85,0.0,0.3462,4.0,0.0,0.2,30.0,1.0,1.0,2.0,19.3,1.0,2.0,0.7626,0.0,0.0,0
22.4,5.0,535.01,107.0,3.0,0.0159,5.0,0.0,15.2,54.0,2.0,1.0,3.0,6.6,3.0,5.0,0.8343,0.0,0.0,0
38.4,3.0,61.48,20.49,2.0,0.5866,3.0,0.0,7.2,32.0,3.0,1.0,1.0,1.8,4.0,4.0,0.4875,0.0,0.0,0
20.5,3.0,141.86,47.29,2.0,0.1163,4.0,1.0,2.3,65.0,2.0,1.0,2.0,19.9,4.0,3.0,0.8801,1.0,0.0,0
90.7,4.0,817.58,204.4,2.0,0.3918,1.0,1.0,1.8,49.0,3.0,0.0,1.0,1.6,2.0,0.0,0.4188,1.0,0.0,0
171.6,5.0,1867.71,373.54,0.0,0.2696,4.0,0.0,5.2,48.0,1.0,1.0,1.0,6.7,2.0,4.0,0.0458,1.0,1.0,0
5.5,3.0,350.16,116.72,2.0,0.3101,4.0,0.0,12.0,57.0,2.0,0.0,1.0,11.5,1.0,0.0,0.0144,0.0,0.0,0
115.7,5.0,438.61,87.72,0.0,0.1553,7.0,0.0,8.6,40.0,0.0,1.0,1.0,4.4,0.0,3.0,0.0299,1.0,0.0,0
91.4,2.0,871.53,435.76,0.0,0.2216,5.0,0.0,18.7,44.0,2.0,0.0,2.0,13.1,2.0,1.0,0.6887,0.0,0.0,0
45.6,6.0,38.83,6.47,0.0,0.5015,2.0,0.0,9.6,53.0,2.0,0.0,0.0,2.1,2.0,2.0,0.5173,1.0,1.0,0
110.5,9.0,1609.01,178.78,4.0,0.3162,1.0,0.0,8.0,38.0,2.0,2.0,2.0,3.3,2.0,0.0,0.696,0.0,0.0,1
19.7,4.0,89.6,22.4,1.0,0.5673,8.0,0.0,1.2,71.0,3.0,1.0,2.0,24.4,1.0,0.0,0.6929,0.0,1.0,0
0.8,4.0,314.52,78.63,2.0,0.2928,11.0,0.0,4.9,85.0,0.0,2.0,1.0,7.0,0.0,5.0,0.566,1.0,1.0,0
30.1,2.0,346.14,173.07,3.0,0.3136,3.0,0.0,4.0,51.0,0.0,1.0,1.0,10.1,0.0,3.0,0.9418,1.0,0.0,0
29.8,2.0,981.15,490.58,2.0,0.1168,5.0,0.0,0.1,55.0,2.0,1.0,1.0,3.4,0.0,4.0,0.205,1.0,0.0,0
46.8,3.0,189.11,63.04,2.0,0.4545,3.0,0.0,2.3,50.0,3.0,1.0,0.0,11.2,2.0,1.0,0.2388,0.0,0.0,0
11.9,5.0,78.31,15.66,3.0,0.1357,7.0,1.0,1.1,44.0,1.0,0.0,3.0,77.7,4.0,4.0,0.6905,1.0,0.0,0
