claim_id,policy_age_months,policy_type,premium_amount,claimant_tenure_years,prior_claims_3yr,prior_fraud_flags,claim_amount,days_to_report,police_report_filed,witnesses_present,claim_description_length,incident_hour,weekend_incident,holiday_adjacent,out_of_state,recent_policy_change,coverage_increase_90d,payment_issues,adjuster_experience_years,documentation_complete,repair_shop_preferred,is_fraud
2602,2,auto,500.0,9.0,0,0,2833.91,3,0,1,108,7,1,0,0,0,0,0,5.0,1,0,0
2603,49,auto,1722.59,3.6,3,0,1890.27,11,0,0,175,5,0,0,0,0,0,0,5.0,1,0,0
2604,13,auto,500.0,4.1,2,0,787.44,4,1,0,163,10,0,0,0,0,0,0,3.1,0,0,0
2605,1,home,500.0,10.7,2,0,23090.0,0,1,1,92,11,0,0,0,0,0,0,1.1,1,1,0
2606,25,auto,854.49,0.1,0,0,3764.21,24,1,1,50,12,0,0,0,1,0,0,11.0,1,1,0
2607,1,home,1265.76,0.3,1,0,10870.13,3,0,0,200,8,0,0,1,0,0,1,0.5,1,1,0
2608,11,home,2127.35,0.9,2,0,15001.81,1,0,0,95,6,0,0,0,0,1,0,2.5,1,0,0
2609,44,home,1128.69,0.2,1,0,13881.86,1,0,0,192,17,0,0,0,0,0,0,7.8,1,1,0
2610,2,home,969.44,5.4,0,0,9613.99,0,1,0,149,1,0,0,0,0,0,0,3.5,1,1,0
2611,65,auto,1465.26,5.0,0,0,6151.16,0,0,1,172,19,0,0,0,0,0,1,1.6,1,0,0
2612,1,auto,709.49,1.2,0,0,897.17,2,0,1,132,8,0,0,0,0,0,1,8.2,1,1,0
2613,10,auto,1175.8,0.8,2,0,23774.43,15,1,0,212,1,0,0,1,0,0,0,7.9,1,1,0
2614,48,auto,602.01,0.8,1,0,1569.98,0,0,0,74,11,1,0,0,1,0,0,3.8,1,1,0
2615,13,commercial,1142.87,15.3,1,0,21862.48,11,0,0,109,13,0,0,0,1,0,0,1.8,0,0,0
2616,3,home,1027.7,5.9,2,0,3660.14,7,1,1,72,4,0,0,0,0,0,0,8.9,1,0,0
2617,16,auto,733.53,4.4,2,0,13189.67,8,0,0,97,22,1,0,1,0,0,0,0.9,0,1,0
2618,11,auto,1190.97,1.9,2,0,11529.68,6,1,1,88,7,0,0,0,0,0,0,12.0,1,1,0
2619,66,auto,1187.11,2.8,0,0,7054.41,4,1,1,175,11,1,0,1,0,0,0,5.7,0,0,0
2620,13,home,1973.82,0.5,1,0,7013.54,0,0,1,51,2,0,0,1,0,0,0,0.5,1,1,0
2621,56,home,500.0,30.0,0,0,4110.48,4,1,1,169,20,0,0,0,0,1,0,15.9,1,1,0
2622,80,home,1055.72,7.0,2,0,5145.35,2,1,1,310,17,1,0,0,0,0,0,6.0,1,1,0
2623,20,commercial,749.85,4.9,0,0,5107.8,0,0,0,216,19,0,1,0,0,0,0,6.1,1,1,0
2624,86,auto,1694.06,4.4,1,0,5785.91,8,1,0,80,6,0,0,1,1,0,0,1.1,1,0,0
2625,17,auto,1598.72,3.5,0,0,4303.52,3,0,1,186,14,0,0,0,1,0,0,4.0,1,0,0
2626,119,auto,1413.66,1.5,0,0,1297.96,6,0,1,248,16,0,0,0,0,0,0,9.2,1,0,0
2627,3,auto,771.3,1.3,0,0,3235.13,3,0,1,131,6,0,0,0,0,0,0,6.3,0,0,0
2628,41,commercial,1707.41,4.0,1,0,7531.87,4,0,0,297,1,0,0,1,0,0,0,0.8,1,1,0
2629,24,auto,510.27,0.4,0,0,4302.44,6,1,0,162,20,0,0,0,0,0,0,1.8,1,1,0
2630,17,home,500.0,0.4,2,0,4963.46,1,1,0,209,13,0,0,0,1,0,0,0.5,0,0,1
2631,36,auto,579.44,4.1,0,0,2678.81,9,0,0,109,3,0,0,0,0,0,0,0.7,1,0,0
2632,43,auto,1078.43,12.6,1,0,8718.09,2,0,0,175,10,0,0,0,0,0,0,2.2,1,1,0
2633,1,auto,1536.99,12.3,0,0,9176.98,6,0,1,128,5,1,0,1,1,1,0,2.2,1,1,0
2634,6,auto,500.0,0.1,0,0,500.0,1,0,0,154,12,0,0,0,1,0,0,13.4,1,1,0
2635,44,home,2124.67,0.6,4,0,1033.47,6,0,0,191,10,0,0,0,1,0,1,1.2,1,0,0
2636,39,auto,1170.93,4.4,1,0,4099.62,0,0,1,96,11,1,0,1,0,0,0,10.5,1,0,0
2637,121,home,500.75,9.4,2,0,8121.81,13,1,1,145,0,0,0,0,1,0,0,10.0,1,1,0
2638,51,home,1153.4,15.4,0,0,6631.72,7,1,1,412,0,0,0,1,0,0,0,3.3,1,1,0
2639,108,auto,1893.65,9.9,1,0,4277.06,5,1,0,250,8,0,0,0,0,0,0,8.7,1,0,0
2640,43,home,1479.89,5.7,0,0,11302.9,1,0,0,192,8,0,0,0,0,0,0,5.5,1,1,0
2641,12,auto,1899.86,1.1,0,0,9008.87,9,1,1,160,9,0,0,0,0,0,0,1.0,1,0,0
2642,4,home,553.84,0.4,0,0,4030.34,7,0,1,239,4,0,0,0,0,0,0,1.1,0,0,1
2643,54,home,891.58,0.2,0,0,4272.86,3,1,0,114,3,0,0,0,1,0,0,1.3,1,1,0
2644,37,commercial,690.66,4.7,0,0,1328.29,1,0,0,209,12,0,0,0,0,0,0,7.2,0,1,0
2645,1,auto,2588.39,0.2,1,0,5434.34,0,1,0,87,17,1,0,0,0,0,0,2.8,0,1,0
2646,16,auto,1509.72,6.7,1,0,8620.09,3,1,0,107,15,0,0,0,0,0,0,0.5,1,0,0
2647,113,auto,4552.83,6.2,0,0,2388.74,7,0,0,124,23,0,0,0,0,0,1,9.7,1,1,0
2648,24,auto,868.0,0.4,2,0,5108.16,6,0,0,309,14,1,0,0,0,0,0,2.6,1,0,0
2649,20,home,763.31,11.9,0,0,6881.39,3,0,0,303,13,0,0,0,0,0,0,1.3,1,1,0
2650,22,commercial,1021.05,3.7,0,0,11746.88,1,0,0,175,17,0,0,0,1,0,0,2.4,0,1,1
2651,8,auto,2184.58,11.7,1,1,3612.49,1,0,0,118,4,1,0,0,0,0,0,3.9,1,0,0
2652,16,auto,913.19,11.6,2,0,2077.07,0,1,0,119,7,1,0,0,0,1,0,4.7,1,0,0
2653,16,auto,1167.03,1.1,1,0,3508.81,0,0,0,264,23,1,1,0,0,0,0,3.5,1,1,0
2654,1,auto,1150.95,2.4,0,0,6579.65,0,0,1,146,5,1,0,0,0,0,0,0.5,1,0,0
2655,52,auto,1118.51,0.7,2,0,6223.83,5,1,0,201,10,0,0,0,0,0,1,5.5,1,1,0
2656,19,auto,791.4,7.5,0,0,1055.44,4,1,1,188,17,0,0,0,0,0,0,4.3,1,1,0
2657,62,home,1023.88,3.5,0,0,3504.61,22,0,0,421,10,0,0,1,0,0,0,0.5,0,1,0
2658,68,auto,1002.2,13.2,1,0,1765.8,7,0,0,109,16,1,0,0,0,0,0,4.2,1,1,0
2659,8,auto,1092.49,1.2,3,0,5077.37,1,0,1,169,18,0,0,0,0,0,0,2.5,0,1,0
2660,38,home,1757.69,5.8,0,0,7029.38,6,0,1,90,8,0,0,0,0,0,0,4.1,1,1,0
2661,23,auto,2644.7,22.7,0,0,13629.83,0,1,0,132,8,0,0,1,0,0,0,13.0,1,1,0
2662,76,home,720.38,5.5,2,0,17308.33,21,0,1,171,0,0,1,0,0,0,1,1.2,1,0,0
2663,8,home,901.45,0.4,1,0,8074.5,4,1,0,207,21,0,0,0,0,0,0,1.0,1,1,0
2664,40,home,725.96,4.4,0,0,3250.24,0,0,0,85,14,0,0,0,0,0,0,10.0,0,0,0
2665,33,auto,1204.18,1.0,1,1,2946.94,3,1,0,197,0,1,0,0,0,0,0,11.6,1,0,0
2666,12,auto,837.84,0.2,0,0,7810.34,14,0,0,90,9,1,0,0,0,1,0,11.7,1,1,0
2667,5,home,1236.32,2.0,0,0,10564.94,9,0,0,121,4,0,0,0,0,0,0,8.9,1,1,0
2668,37,home,1904.19,1.5,0,0,1457.96,1,0,0,180,15,1,0,0,0,0,0,4.8,0,1,0
2669,48,auto,500.0,7.8,2,0,53398.19,2,1,0,66,8,1,0,0,0,0,0,6.5,1,1,0
2670,13,auto,1402.33,2.3,1,0,7534.72,9,1,0,122,22,0,1,0,0,0,0,0.5,1,1,0
2671,37,auto,871.23,6.6,2,0,11377.3,11,1,0,177,16,1,0,0,0,0,0,1.1,1,1,0
2672,18,auto,1380.51,0.1,2,0,7810.02,12,0,0,136,8,0,1,0,1,0,0,1.5,1,0,0
2673,44,auto,700.48,0.1,1,0,1723.9,14,1,1,136,14,0,1,0,0,0,0,25.0,1,1,0
2674,7,auto,1994.46,0.1,1,0,3160.26,3,1,1,240,5,1,0,0,0,0,1,13.2,1,1,0
2675,79,auto,1731.32,1.2,1,0,2263.67,9,1,1,89,21,1,0,0,0,0,0,1.4,1,0,0
2676,12,home,1457.06,2.3,2,0,907.86,2,0,1,85,2,0,0,0,0,0,1,0.8,1,0,0
2677,16,auto,1630.45,4.7,1,0,1445.09,9,0,0,88,17,0,0,0,0,0,1,2.9,0,0,0
2678,2,home,755.36,21.3,0,0,28557.09,2,0,0,233,21,0,0,0,0,0,0,10.7,0,1,1
2679,4,home,804.47,2.2,1,0,3959.03,4,1,1,117,14,0,0,0,0,0,0,1.8,1,1,0
2680,26,auto,1597.54,0.3,1,0,11720.86,3,1,0,253,3,1,0,0,1,0,0,8.9,1,1,0
2681,11,home,747.05,1.1,0,0,2791.61,11,0,1,213,23,0,1,0,0,0,0,0.9,1,0,0
2682,64,home,2259.32,11.4,1,0,2401.49,0,0,0,213,4,1,0,0,0,0,0,0.8,1,1,0
2683,1,auto,932.81,6.0,0,0,21808.71,14,1,0,107,15,0,0,0,1,0,1,4.0,1,1,1
2684,17,auto,1409.44,7.8,2,0,4089.77,3,1,1,110,0,0,0,0,0,0,0,0.6,1,0,0
2685,14,auto,3132.62,0.7,0,0,3927.85,3,0,0,543,23,0,1,0,0,0,1,25.0,1,1,0
2686,1,commercial,770.38,0.7,0,0,6393.97,8,0,0,280,15,0,0,0,0,0,0,1.9,1,1,0
2687,4,home,1134.99,0.6,1,0,9255.54,5,1,0,344,20,0,0,0,1,1,0,0.5,1,1,0
2688,19,auto,1857.69,9.7,0,0,2878.82,15,0,0,60,5,0,0,0,0,0,0,2.4,0,1,0
2689,24,home,1764.53,1.2,1,0,552.76,3,1,0,142,22,1,0,0,1,0,0,2.2,1,1,0
2690,18,auto,930.84,5.2,0,0,15622.57,4,0,0,240,22,1,0,0,0,1,1,3.7,1,1,1
2691,27,auto,846.94,3.6,0,0,7554.73,17,0,0,249,14,0,0,0,0,0,1,3.9,1,1,0
2692,32,home,975.97,3.9,1,0,2032.92,13,0,0,250,0,0,0,0,0,0,0,1.3,0,0,0
2693,1,auto,2261.83,1.1,0,0,4180.24,1,1,0,208,21,0,0,0,0,0,0,15.1,1,1,0
2694,22,home,953.79,5.0,2,0,18467.48,1,0,0,183,14,0,0,0,0,0,0,4.0,1,0,0
2695,119,home,1140.31,0.2,1,0,23831.63,4,0,1,193,16,0,0,1,0,0,0,2.3,1,1,0
2696,26,home,885.9,25.2,1,0,3527.12,14,1,1,221,8,1,0,0,1,0,0,6.4,1,1,0
2697,40,auto,1560.52,0.1,0,0,21952.25,4,1,0,128,13,0,0,0,0,0,0,0.5,1,1,0
2698,13,home,1185.31,0.3,1,0,4917.82,6,1,0,282,15,0,0,0,0,0,0,6.1,0,1,0
2699,53,commercial,664.0,2.0,0,0,2357.99,0,0,1,241,12,0,0,0,1,0,0,4.8,1,1,0
2700,53,auto,675.59,8.9,0,0,2897.96,3,0,0,148,16,0,0,0,0,0,0,1.8,0,0,0
2701,26,auto,500.0,1.5,1,0,29020.42,0,0,1,158,19,1,0,0,0,0,0,4.7,1,0,0
2702,134,auto,723.67,3.2,1,0,8773.87,1,0,0,134,5,1,0,0,1,0,0,2.2,0,1,0
2703,4,home,1631.04,0.1,1,0,1903.82,0,0,0,95,4,0,0,0,0,0,0,0.6,1,0,1
2704,1,home,2125.75,0.4,0,0,13776.26,0,1,0,184,9,0,0,0,0,0,0,4.9,1,1,0
2705,52,auto,1545.0,4.7,1,0,14327.2,23,0,0,330,6,0,0,0,0,0,0,0.9,1,1,1
2706,59,home,1447.1,1.1,1,0,3244.66,1,0,1,111,3,0,0,0,1,0,0,5.6,1,1,0
2707,4,auto,1029.41,5.9,0,0,7840.05,4,1,0,237,2,1,0,0,0,0,0,3.1,1,0,0
2708,11,home,1615.59,7.7,1,0,20291.39,0,0,0,258,1,0,0,0,0,0,0,3.5,1,1,1
2709,1,auto,1265.39,9.5,0,0,1539.96,8,1,0,184,4,0,0,1,0,0,0,0.7,1,1,0
2710,12,auto,2703.29,0.7,0,0,803.23,5,1,0,112,7,0,0,0,1,0,1,3.2,1,1,0
2711,53,auto,1043.96,3.0,0,0,2505.18,1,0,0,172,20,0,0,1,0,0,0,5.4,1,1,0
2712,26,auto,2146.31,14.7,0,0,846.88,0,0,1,84,6,0,0,0,0,0,0,17.7,1,0,0
2713,15,home,1697.75,7.4,0,0,1414.68,1,0,1,93,13,0,0,0,1,0,0,0.5,0,1,0
2714,16,auto,1584.02,0.6,0,0,15407.22,4,1,0,214,16,0,0,0,0,0,0,6.0,1,1,0
2715,1,auto,500.0,3.5,1,0,2108.56,0,0,0,184,14,1,0,0,0,0,0,1.2,0,0,0
2716,12,auto,1745.15,12.8,2,0,4592.55,0,0,0,80,6,0,1,0,0,0,0,1.2,1,1,0
2717,37,auto,1028.9,2.9,0,0,10148.08,2,0,1,67,8,0,0,0,0,0,0,6.7,0,1,0
2718,131,home,878.34,9.1,0,0,16078.81,0,0,0,313,4,1,0,0,0,1,0,2.0,1,0,1
2719,67,home,522.46,3.4,1,0,6963.61,4,1,0,164,20,1,0,0,0,0,0,3.1,1,1,0
2720,1,auto,1093.57,0.6,1,0,578.79,0,1,0,121,1,1,0,0,0,0,0,13.0,1,0,0
2721,82,auto,1115.19,0.8,0,0,4665.23,25,1,1,116,15,0,0,0,0,0,0,0.5,1,1,0
2722,55,auto,571.63,0.2,1,0,10590.42,2,0,0,198,4,0,0,0,0,0,1,1.5,1,1,0
2723,54,commercial,524.98,1.1,1,0,5809.85,0,1,0,160,22,0,0,0,0,0,0,1.3,1,0,0
2724,22,commercial,1398.72,11.2,0,0,8499.85,0,1,1,156,3,0,0,0,0,0,0,0.6,0,0,0
2725,18,home,1695.7,5.3,2,0,2507.76,2,1,1,53,19,0,0,0,0,0,0,9.0,1,1,0
2726,12,commercial,1206.09,6.7,0,0,5401.97,8,1,0,332,19,0,0,1,0,0,0,1.6,1,1,0
2727,2,home,1949.67,4.9,2,0,9517.62,2,0,0,293,13,1,0,0,0,0,1,17.6,1,1,0
2728,9,home,1050.28,2.4,0,0,20439.82,0,0,1,166,6,0,0,0,0,0,0,3.6,0,1,0
2729,10,auto,1067.23,1.2,2,0,2596.38,3,0,1,258,10,0,0,0,0,0,0,6.0,1,0,1
2730,23,auto,693.32,13.0,1,0,2539.93,2,0,0,406,1,1,0,0,0,1,0,0.5,1,0,0
2731,49,auto,502.64,3.6,1,1,23929.05,3,1,1,123,4,0,0,0,0,0,0,6.2,1,1,1
2732,23,auto,2772.02,3.3,0,0,3506.93,2,0,0,143,15,1,0,1,0,0,0,1.3,1,0,0
2733,2,home,1930.72,27.7,1,0,6140.8,5,0,0,151,0,1,1,0,0,0,0,7.3,1,0,1
2734,113,auto,546.61,2.4,0,0,6389.77,8,0,1,82,5,0,0,1,0,0,0,14.6,1,0,0
2735,102,auto,1185.45,9.6,3,0,4891.87,10,1,0,86,10,0,0,0,0,0,1,2.4,1,1,0
2736,55,auto,1043.13,9.9,0,0,34283.09,6,0,0,189,9,0,0,0,0,0,1,3.9,1,0,0
2737,170,auto,956.24,1.3,1,0,3908.18,2,0,1,169,15,0,0,0,1,0,1,2.0,1,1,0
2738,28,auto,893.81,0.5,0,0,10837.83,2,0,0,403,0,0,0,0,1,0,0,0.5,1,1,0
2739,118,commercial,1326.94,18.6,1,0,3237.44,5,0,0,174,15,0,0,0,1,0,0,0.5,1,1,0
2740,2,home,1650.92,2.8,1,0,31741.31,1,0,0,411,19,0,0,0,0,0,0,3.0,1,1,1
2741,16,home,1341.03,0.1,1,0,2161.96,6,0,0,60,7,1,0,0,0,0,0,25.0,1,0,0
2742,9,auto,1032.5,3.5,0,0,9121.24,5,0,0,104,10,0,0,0,1,0,0,11.0,0,1,0
2743,7,auto,1013.72,4.8,1,0,500.0,5,0,0,159,21,0,0,0,0,0,0,1.6,0,1,0
2744,5,auto,1751.81,7.5,1,0,3664.33,2,0,0,262,1,0,0,1,0,0,0,15.3,1,0,0
2745,35,home,1382.6,14.3,1,0,8576.15,4,1,0,127,3,0,0,0,0,0,0,1.5,0,1,0
2746,54,auto,1137.22,12.3,2,0,1149.82,1,1,0,223,1,0,1,1,0,0,0,12.0,1,0,0
2747,31,auto,1077.12,14.1,0,0,3384.2,1,0,1,290,5,0,0,0,0,0,0,1.0,1,0,0
2748,5,home,1303.27,0.2,2,0,120787.47,7,0,0,296,21,1,0,0,0,0,0,13.4,1,0,0
2749,59,auto,867.68,6.2,1,0,1687.94,2,1,1,414,21,0,0,0,0,0,0,1.3,1,1,0
2750,36,auto,1653.7,1.3,1,0,6453.46,3,0,0,70,11,1,0,0,0,0,0,0.6,1,0,0
2751,17,auto,640.39,1.0,0,0,1134.36,1,0,1,121,20,1,1,1,0,0,1,4.2,1,1,0
2752,40,auto,892.72,8.1,3,0,1664.78,1,1,1,436,21,0,0,0,0,0,0,1.5,1,1,0
2753,10,auto,1488.54,2.7,0,0,7539.34,7,1,0,100,4,0,0,1,1,0,0,0.7,0,1,0
2754,15,auto,622.38,12.4,1,0,3932.1,7,0,1,109,4,0,0,0,0,0,0,2.7,1,1,0
2755,89,home,500.0,0.2,1,0,2178.51,9,0,1,147,13,1,0,0,0,0,0,14.4,1,1,0
2756,12,home,1131.77,8.1,1,0,3082.1,9,1,1,336,14,0,0,0,0,0,0,12.9,1,0,0
2757,22,auto,500.0,0.7,1,0,14891.79,2,0,1,92,4,0,0,0,0,0,0,0.5,0,0,0
2758,79,home,572.84,1.0,0,0,3905.53,8,1,0,78,20,0,0,0,0,0,0,5.1,1,1,0
2759,44,auto,1600.86,3.2,0,0,8746.36,2,0,0,108,14,0,0,0,1,0,1,4.1,1,1,0
2760,2,auto,989.9,2.5,2,0,856.88,0,1,1,288,2,0,0,1,0,0,0,6.3,1,1,0
2761,5,auto,2085.46,3.3,0,0,2849.93,5,0,0,178,11,1,0,0,0,0,0,2.3,1,1,0
2762,1,home,600.4,14.1,2,0,3207.78,1,0,0,50,0,0,0,1,0,0,0,3.1,0,0,0
2763,35,auto,1046.31,5.4,0,0,2342.98,3,1,0,157,18,1,0,0,1,0,0,1.0,1,0,0
2764,21,home,1339.15,1.7,0,0,4323.44,0,0,0,132,7,1,0,0,1,0,0,6.0,1,0,1
2765,5,home,610.78,0.9,0,0,3617.33,2,0,0,209,6,0,0,1,0,0,1,8.8,1,1,0
2766,114,auto,1836.99,2.7,0,0,10185.93,10,0,0,153,11,1,0,0,0,1,0,0.7,1,1,0
2767,27,home,1415.64,3.0,2,0,14863.07,4,0,0,166,13,0,1,0,0,0,0,1.4,1,1,0
2768,9,commercial,500.0,4.6,1,0,2639.14,0,0,0,145,10,1,0,0,0,0,0,3.8,1,1,0
2769,24,auto,1076.13,1.5,3,0,16331.32,6,0,0,92,14,0,0,0,1,0,0,2.6,1,1,0
2770,40,auto,1330.06,7.3,1,0,2370.17,9,0,1,170,4,0,0,0,0,0,0,1.7,1,1,0
2771,2,home,816.45,0.5,0,0,5546.8,0,1,0,108,21,0,0,0,0,0,1,3.3,1,1,0
2772,11,home,523.25,4.1,2,0,1299.5,6,1,0,155,2,1,0,0,0,0,0,0.5,1,1,0
2773,59,auto,1260.46,4.9,1,0,3695.07,3,0,0,382,4,1,0,0,1,0,0,2.2,0,0,1
2774,22,auto,3313.04,1.2,0,0,22668.71,4,1,0,106,0,0,0,0,0,1,0,2.9,1,0,0
2775,28,auto,903.71,8.7,1,0,5664.92,13,0,0,139,13,0,0,0,0,0,0,0.5,1,1,0
2776,20,auto,2403.35,4.8,1,0,3801.91,0,1,0,139,10,0,0,0,0,0,0,12.0,1,1,0
2777,1,auto,752.84,5.2,2,0,664.9,5,0,0,99,19,1,1,0,0,0,0,0.7,1,1,0
2778,6,commercial,1221.42,3.4,0,0,4606.57,0,1,0,234,10,0,0,0,0,0,0,4.0,1,1,0
2779,21,home,1612.86,12.0,0,0,5410.53,7,1,0,175,15,0,1,0,0,0,0,6.9,1,1,0
2780,8,auto,1092.03,5.9,2,0,3058.69,11,0,0,248,8,0,0,0,0,0,0,0.5,0,1,0
2781,1,home,944.95,2.4,2,0,3519.52,0,0,0,50,18,1,0,0,0,0,0,0.5,1,1,0
2782,66,home,1576.66,1.4,0,0,4424.98,0,0,0,242,4,0,0,0,0,1,0,4.7,1,0,1
2783,143,auto,2823.49,0.4,0,0,5069.13,15,1,1,157,17,0,0,0,1,0,0,1.6,1,0,0
2784,56,auto,1274.48,0.9,0,0,4103.39,13,0,1,184,19,0,0,0,0,0,0,1.3,1,1,0
2785,69,auto,847.23,24.6,1,0,15846.35,12,1,1,136,18,0,0,0,0,0,0,4.5,1,1,0
2786,9,home,997.37,2.6,0,0,1744.66,14,1,0,102,12,0,0,0,1,0,0,20.2,1,1,0
2787,116,auto,3865.53,11.4,0,0,23058.14,3,0,1,177,17,0,1,0,1,0,0,1.8,1,1,0
2788,7,commercial,1173.16,0.9,3,0,3773.01,18,1,0,110,17,1,0,0,1,0,0,8.0,1,1,0
2789,108,auto,814.68,2.8,1,0,8394.84,11,1,0,147,12,0,0,0,0,0,0,6.5,1,1,0
2790,189,auto,618.6,16.2,0,0,14270.73,0,1,0,163,10,0,1,0,0,0,0,1.5,1,1,0
2791,44,auto,500.0,0.5,0,1,5951.16,8,0,0,144,4,1,0,0,0,0,0,0.5,1,1,0
2792,142,auto,1315.26,4.5,0,0,4759.36,6,0,0,114,3,0,0,0,0,0,0,2.8,1,1,0
2793,30,home,1521.3,12.6,1,0,5689.64,0,0,0,237,11,0,0,0,0,0,0,14.5,1,0,0
2794,10,commercial,899.33,14.9,1,0,705.4,6,0,0,92,18,1,0,0,0,0,0,0.5,1,1,0
2795,20,auto,1088.46,9.4,0,0,500.0,3,0,1,82,20,0,0,0,0,0,0,4.5,1,0,0
2796,32,commercial,610.8,9.7,1,0,10463.76,9,1,1,64,4,0,0,0,0,0,0,3.1,1,0,0
2797,2,home,1172.0,5.3,1,0,3537.09,8,0,0,50,0,0,0,0,0,0,0,4.8,0,0,0
2798,35,auto,1395.14,1.2,0,0,2095.15,14,0,0,135,9,0,0,0,0,0,0,4.2,0,0,0
2799,143,home,839.17,6.6,1,0,6127.41,0,1,0,123,0,0,0,0,1,1,0,1.0,1,1,0
2800,7,auto,2553.52,19.2,0,0,4200.35,6,0,1,50,10,1,0,0,0,0,0,5.8,1,0,0
2801,56,auto,721.58,3.7,2,0,1348.28,2,0,0,151,9,1,1,0,0,0,0,2.3,1,1,0
2802,85,auto,1263.62,1.5,0,0,12671.57,7,1,0,216,2,0,0,0,0,0,0,1.0,0,1,0
2803,103,home,1675.99,4.3,2,0,15220.88,4,1,1,110,4,0,0,0,0,0,0,2.0,0,1,0
2804,116,auto,1055.06,5.9,0,0,6065.51,3,0,0,141,10,0,0,0,0,0,0,1.7,1,1,0
2805,26,home,998.01,1.2,0,0,5793.39,0,0,1,185,21,1,0,0,0,0,0,1.3,1,1,0
2806,136,home,536.77,6.4,0,0,4861.63,4,0,0,109,5,1,0,0,0,0,0,0.6,1,0,0
2807,50,auto,2161.74,4.4,0,0,5540.5,2,0,0,140,7,0,0,0,0,0,0,12.1,1,1,0
2808,6,auto,1007.32,4.7,3,0,6968.35,2,1,1,186,0,0,0,1,0,0,0,25.0,1,1,0
2809,23,auto,1434.66,1.8,0,0,3072.44,22,0,0,142,13,0,0,0,0,0,0,5.6,1,1,0
2810,45,auto,1535.11,0.8,0,0,10967.58,6,0,0,166,12,0,0,0,0,0,0,11.5,1,0,0
2811,10,auto,800.99,4.9,1,0,5826.78,3,1,0,158,22,0,0,0,0,1,0,3.2,1,0,0
2812,36,auto,993.5,4.4,0,0,10650.18,10,0,0,192,18,0,0,0,0,1,1,0.6,1,0,0
2813,39,auto,2137.18,2.1,0,0,17350.28,1,0,0,68,21,0,0,0,0,0,0,4.7,1,1,0
2814,6,auto,627.29,1.8,2,0,5096.56,4,0,0,161,2,0,0,0,0,1,0,0.5,1,1,0
2815,29,auto,3177.85,2.1,2,0,6855.8,9,0,1,188,6,1,0,0,0,0,0,0.5,1,0,0
2816,53,auto,755.64,3.4,0,0,9359.94,0,0,0,173,5,1,0,0,1,0,0,16.0,0,1,0
2817,24,home,608.04,18.4,1,0,5273.44,1,0,1,299,9,1,0,0,0,0,0,11.5,1,1,0
2818,1,commercial,1171.63,7.2,1,0,3483.63,0,0,0,90,9,1,0,0,0,0,0,7.7,1,0,0
2819,1,auto,3308.25,9.5,1,0,5902.05,24,0,0,133,7,0,0,0,0,0,0,4.3,1,0,0
2820,15,auto,500.0,3.5,2,0,18046.0,4,0,0,359,5,0,0,0,0,0,0,6.1,1,0,0
2821,93,auto,1021.97,3.7,0,0,500.0,3,1,0,228,6,0,1,0,0,0,0,1.8,1,0,0
2822,9,auto,1391.49,1.1,0,0,10369.84,2,1,0,99,5,0,0,0,0,0,0,3.3,1,1,0
2823,36,auto,1115.24,6.4,2,0,5741.96,2,0,0,124,18,0,0,0,0,0,0,7.4,1,1,0
2824,9,home,1327.38,2.7,2,0,2916.22,7,1,1,102,1,1,1,0,0,0,0,3.5,1,1,0
2825,13,commercial,765.85,6.8,1,0,11693.76,12,1,0,87,18,0,0,0,1,0,0,10.5,1,1,0
2826,67,auto,812.52,2.6,1,0,1473.97,0,1,0,83,16,1,0,0,0,0,0,2.7,1,1,0
2827,46,home,1018.2,0.6,3,0,3291.58,1,1,1,136,13,0,0,1,0,0,1,0.5,1,0,0
2828,3,auto,623.32,1.0,3,0,18246.02,1,1,0,95,21,1,0,0,0,0,0,5.1,1,0,1
2829,20,auto,1072.4,8.3,3,0,739.75,2,1,0,248,6,0,0,0,0,0,0,1.0,1,1,0
2830,1,auto,902.91,1.5,0,0,8111.85,3,0,0,145,3,0,0,0,0,0,0,2.7,1,1,0
2831,23,auto,866.95,1.5,0,0,20713.47,6,1,0,133,19,0,0,0,0,0,0,1.2,1,0,0
2832,39,auto,1287.24,13.3,0,0,14818.84,10,0,1,193,0,0,0,1,0,0,0,7.6,1,0,0
2833,4,auto,500.0,5.4,0,0,7321.04,3,1,1,146,11,1,0,0,0,0,0,6.1,1,0,0
2834,12,auto,977.95,0.6,2,0,1882.58,3,1,0,196,8,0,0,0,1,0,0,6.4,1,0,0
2835,18,auto,3493.56,0.8,4,0,12012.38,4,0,1,138,8,0,0,0,1,0,0,2.8,1,1,0
2836,90,home,637.11,1.6,0,0,2623.15,10,0,0,99,22,1,0,0,0,0,0,5.4,1,1,0
2837,179,commercial,2085.47,4.5,1,1,4207.97,5,0,0,98,20,1,0,0,1,0,0,0.5,1,1,1
2838,1,auto,1127.02,7.0,2,0,4666.82,7,0,0,50,7,0,1,1,0,0,0,1.4,0,1,0
2839,51,auto,811.21,1.6,1,0,1435.32,6,0,1,191,10,0,0,0,0,0,0,0.6,1,0,0
2840,16,auto,566.61,10.2,0,0,17921.58,12,0,0,66,10,0,0,0,0,0,0,7.1,1,1,0
2841,17,home,1175.96,0.6,0,0,4484.21,8,1,0,109,21,0,0,0,0,0,0,4.4,1,1,0
2842,50,auto,2268.1,1.2,1,0,4572.33,2,0,0,181,17,1,0,0,0,0,0,0.6,1,0,0
