customer_tier,account_age_months,num_open_tickets,priority_level,submission_hour,is_weekend,num_users_on_account,monthly_spend,product_module,days_since_last_ticket,escalation_history_count,ticket_description,department
1,54,1,1,10,0,1,262.73,3,2,1,check please yesterday error broken today system details refund,Billing
2,21,2,1,19,0,30,206.75,3,3,1,loading contact request today information,Billing
1,1,0,1,6,0,3,114.12,4,14,1,fix resolved subscription error resolved urgent resolved,Billing
1,10,3,1,8,0,9,873.43,3,11,0,contact page subscription system broken change team contact,Billing
0,38,3,3,20,0,1,156.29,1,14,2,add feature update today yesterday details need page unable,Feature_Request
1,46,2,2,19,0,10,276.88,0,12,0,loading contact time change getting started,Onboarding
1,50,2,1,11,0,8,118.32,4,28,1,SSO change urgent request change user,Account
1,4,1,1,9,1,23,496.77,0,14,0,yesterday system service user unable resolved yesterday today add feature roadmap yesterday,Feature_Request
3,31,1,1,7,0,55,281.07,4,3,1,issue yesterday support time yesterday user page not working,Onboarding
3,34,2,1,9,0,5,168.64,5,18,1,yesterday fix error timeout unable access need information request request,Technical
0,7,6,1,23,0,1,699.86,1,17,1,contact loading would like problem please unable,Feature_Request
2,19,2,1,16,1,10,1238.02,5,18,2,unable crash account fix error resolved,Technical
3,3,2,2,4,0,1,298.98,4,8,1,please time broken would like need team account information,Feature_Request
1,12,2,1,15,0,7,686.78,5,0,1,contact account service service access please,Feature_Request
1,25,3,1,15,0,7,854.92,2,13,0,contact need details team crash yesterday,Technical
1,16,0,2,16,0,3,469.67,2,10,0,login fix broken yesterday contact,Account
3,9,2,1,6,0,16,82.97,4,10,1,contact loading time details setup details need,Onboarding
1,1,2,2,22,0,2,300.74,3,54,0,check urgent access broken contact today password,Account
1,20,2,3,15,0,3,285.07,5,21,0,system would like support support broken details,Feature_Request
2,28,1,2,8,0,2,1285.58,1,32,0,account information password issue information permission,Account
3,8,0,1,10,0,5,512.97,4,27,1,access crash help error issue support need,Technical
2,3,1,1,0,0,94,1140.43,4,43,1,support user details unable need support roadmap problem,Feature_Request
1,26,1,3,0,0,8,424.65,4,25,2,service page unauthorized need issue information account time error,Security
2,68,0,3,20,0,2,137.49,0,28,0,today help service urgent user check broken enhance page,Feature_Request
3,13,0,1,0,0,14,347.39,2,53,0,vulnerability urgent broken service check,Security
2,35,0,2,2,0,7,230.11,1,40,0,problem request support phishing change phishing,Security
0,34,3,1,9,0,7,488.75,4,4,0,subscription change issue problem loading team fix please,Billing
3,16,2,2,12,0,4,344.82,2,33,1,support need page time API,Technical
3,91,3,1,12,1,7,1017.86,0,6,1,timeout service broken check broken,Technical
1,20,1,3,8,0,5,338.31,2,62,1,API not working details support yesterday,Technical
1,5,2,3,16,0,6,150.86,2,12,0,account loading check page urgent overcharge problem request check issue,Billing
2,14,2,2,0,0,15,711.11,5,30,0,phishing urgent problem account today check fix system fix change,Security
3,50,3,3,18,0,7,37.49,3,72,2,change help phishing broken error details contact urgent,Security
0,34,3,1,4,0,2,128.0,4,13,0,help would like need contact today,Feature_Request
2,23,2,1,13,0,10,2488.52,5,93,1,resolved breach check change user problem issue phishing not working service,Security
1,5,1,1,6,0,23,717.35,3,16,0,team getting started today page change urgent unable problem,Onboarding
2,66,3,2,7,0,2,2280.6,4,16,0,support crash team access problem update need broken check help,Technical
2,2,3,2,9,0,6,512.45,4,5,0,help user user system page timeout information service,Technical
1,15,0,2,19,0,1,891.72,2,20,0,details check not working unable service,Account
3,27,4,1,23,0,5,568.35,0,0,0,information loading would like broken broken loading,Feature_Request
2,1,1,1,8,0,16,2251.69,2,2,0,page user resolved unable crash please information check problem,Technical
3,20,0,1,10,1,2,4919.17,4,7,0,permission resolved system broken not working SSO not working,Account
0,5,1,1,18,0,15,1856.46,3,19,0,details bug request fix broken page team,Technical
1,22,1,2,17,0,3,112.79,0,11,0,error issue change details page service system access today,Billing
0,11,1,2,19,1,28,699.74,1,77,0,account loading phishing time error loading time team user,Security
1,39,4,2,3,1,25,916.35,2,5,2,system help service fix login,Account
0,9,0,1,23,1,16,61.14,2,35,0,resolved user check resolved import data issue,Onboarding
2,4,1,3,2,1,7,1447.94,2,58,0,please user contact add feature update,Feature_Request
2,15,3,1,0,0,10,91.37,0,1,0,team fix please fix support overcharge,Billing
3,6,2,1,22,0,1,271.61,4,2,0,access yesterday help urgent details time issue error crash,Technical
3,8,1,2,2,0,10,1462.41,4,19,0,account error fix service access user crash,Technical
2,4,1,1,7,0,2,1352.19,5,51,1,would like please team system check need access,Feature_Request
3,2,2,2,6,0,4,76.51,5,67,3,page fix bug details check fix team loading,Technical
3,20,0,2,0,0,4,2796.43,5,33,1,service resolved user urgent team service team broken SSO,Account
1,11,1,1,18,0,7,75.92,0,59,1,please check urgent service check page refund information team yesterday,Billing
3,4,0,1,12,0,4,831.36,5,33,0,details yesterday change contact account page fix,Technical
0,26,0,1,1,0,8,624.89,3,16,1,time access issue account details timeout broken need urgent timeout contact,Technical
2,9,3,1,11,0,3,27.93,2,157,0,access issue help urgent loading please update update yesterday,Onboarding
0,6,0,1,22,0,8,476.37,2,87,0,crash fix update access urgent need,Technical
0,1,3,3,11,0,7,400.4,1,10,1,unable time contact API issue update team service page check,Technical
1,1,1,2,16,0,16,290.29,5,14,0,fix issue team check check issue problem,Technical
1,25,2,2,21,0,3,118.12,4,78,0,support unable invoice support invoice please loading,Billing
2,35,0,1,11,0,4,268.11,3,2,0,support service team login access check login,Account
0,6,0,3,13,0,12,161.05,0,10,1,issue setup contact unable service system change,Onboarding
0,16,2,1,6,0,8,70.55,3,0,1,problem password broken fix check support login,Account
3,68,3,2,8,0,2,190.29,1,79,0,request system problem team problem subscription urgent,Billing
3,27,2,3,3,1,3,932.56,3,8,0,loading contact page yesterday please issue contact loading contact password,Account
2,19,3,1,4,0,1,876.55,2,9,0,not working SSO team request today information,Account
0,10,4,1,22,0,45,1222.35,5,3,0,check need fix information fix details,Onboarding
0,58,2,3,17,0,7,170.52,2,27,0,resolved page team update crash,Technical
0,5,2,2,11,0,13,612.33,0,29,0,would like issue request today check error change check change,Feature_Request
2,40,2,1,5,1,1,759.7,3,21,0,urgent service information change API change check not working user help,Technical
2,22,2,1,19,0,2,387.25,0,7,0,information access contact issue support crash unable please broken urgent API,Technical
3,14,2,1,17,0,15,639.22,5,6,0,urgent user request loading problem urgent,Technical
1,57,1,1,8,0,1,347.44,1,5,0,today user urgent bug details resolved,Technical
0,17,1,3,22,1,3,646.07,4,79,2,loading details information unable,Security
3,12,1,1,7,0,11,267.95,0,15,1,details change service fix refund service request today,Billing
0,32,1,1,20,0,66,615.02,3,4,0,page refund service update user error account issue team,Billing
1,32,0,2,5,0,11,161.8,2,8,2,resolved help page change overcharge page time details system,Billing
3,3,1,2,15,0,5,54.13,0,12,0,service system fix contact timeout,Technical
3,14,2,1,7,0,4,118.2,3,10,0,system issue account bug yesterday timeout,Technical
1,18,2,2,22,0,2,34.18,2,33,1,error details enhance problem issue broken,Feature_Request
3,14,2,1,9,1,32,548.92,0,51,0,support issue check API not working page,Technical
1,33,2,2,5,1,4,250.25,5,10,0,timeout details not working please details user user,Technical
1,54,1,1,1,0,2,110.53,2,6,0,broken issue unable not working check error fix,Billing
1,11,2,2,23,0,28,1552.16,1,29,0,not working information subscription not working not working need,Billing
3,103,1,1,9,0,2,35.61,5,7,1,account subscription urgent page yesterday fix,Billing
2,21,2,1,18,0,7,188.45,1,36,0,urgent system request yesterday need issue service team fix,Account
3,24,1,2,11,0,17,588.01,0,56,1,request account change broken help problem import data,Onboarding
3,16,1,1,14,0,7,213.84,2,37,0,please unable problem crash check,Technical
1,16,0,2,3,0,16,1181.63,4,2,1,loading issue support please import data loading please contact system,Onboarding
0,65,2,2,2,0,14,1131.45,1,13,1,check service contact today import data loading update error,Onboarding
1,25,6,2,2,1,54,179.26,0,64,0,yesterday change details timeout not working system support time help fix,Technical
0,16,0,2,9,0,4,586.45,3,5,0,service help issue need service SSO today unable,Account
2,41,0,2,16,0,10,539.35,5,16,2,timeout update help system information contact,Technical
0,2,2,1,14,0,12,103.07,0,34,3,support error access resolved account import data account problem,Onboarding
3,42,1,2,21,0,10,53.96,0,20,0,access please permission contact time request,Account
3,18,3,2,12,1,1,169.25,5,89,1,today loading please bug need,Technical
2,33,2,2,11,0,2,175.39,0,4,1,broken fix login service resolved please information service,Account
1,11,1,3,9,0,6,927.56,1,11,0,vulnerability today phishing issue broken request,Security
1,6,1,3,0,1,26,2138.19,0,27,1,access not working request team,Technical
2,11,0,1,0,0,4,930.17,5,23,1,enhance change need problem access account issue time,Feature_Request
1,31,1,1,10,0,21,36.07,0,8,0,fix time yesterday problem team page login,Account
1,78,1,2,11,0,11,558.54,4,29,0,setup issue request request problem contact,Onboarding
3,28,1,1,13,0,4,375.85,4,16,0,today overcharge loading please fix change overcharge team not working,Billing
0,6,2,3,8,0,2,675.59,0,18,0,details breach change issue information phishing,Security
0,56,0,3,16,0,5,267.88,4,2,1,support help broken unable change account help problem time,Security
0,22,0,2,1,0,3,4567.01,2,125,1,access resolved time access subscription error unable need not working,Billing
1,24,0,1,1,0,1,1660.54,4,25,0,system user change account broken setup error loading unable service,Onboarding
2,21,1,1,22,0,3,144.23,0,11,0,update update overcharge page account team,Billing
3,75,2,2,10,0,5,4181.38,0,1,1,subscription loading request broken account details,Billing
1,11,3,2,6,0,6,127.87,2,31,0,access system check service check need details need,Technical
2,37,3,2,4,0,6,3773.63,3,10,1,unable not working error service API check broken,Technical
2,8,0,2,16,0,9,822.45,3,3,2,issue account resolved error access system API account account,Technical
1,1,0,2,7,1,2,1058.01,0,18,1,vulnerability contact problem today vulnerability issue help,Security
2,14,5,3,11,0,1,983.57,5,41,0,support information issue system roadmap would like contact,Feature_Request
2,8,1,1,17,1,2,1475.62,3,1,0,team error roadmap enhance information time request details update,Feature_Request
3,38,2,2,11,0,4,1056.97,3,12,1,subscription refund need please not working broken,Billing
1,14,0,3,7,0,20,334.8,4,42,0,check check problem crash unable,Technical
3,21,1,1,15,0,3,416.19,4,110,0,unable service page access service not working time migration,Onboarding
3,10,0,1,4,0,4,2015.1,0,15,0,time broken import data please yesterday error contact update,Onboarding
0,3,0,3,23,0,5,861.54,1,1,0,user timeout today time broken,Technical
0,106,1,1,7,0,3,277.87,2,35,1,contact system problem resolved crash issue resolved help issue,Technical
3,44,1,2,0,0,8,62.91,5,15,0,need help time permission details today request problem please,Account
0,12,1,1,14,0,7,151.1,3,13,1,system user help timeout problem crash,Technical
3,21,4,2,21,0,14,883.4,0,47,0,refund team please resolved error information issue broken service,Billing
1,20,1,2,9,0,4,520.72,2,3,1,issue unable information update information need,Technical
1,25,1,1,5,0,10,492.95,5,20,0,contact issue permission not working broken information error system issue change,Account
0,46,2,2,2,0,7,335.49,4,59,0,change unable time password access service system problem page,Account
1,48,1,3,19,0,7,681.53,1,34,0,overcharge help information resolved check unable need,Billing
3,29,1,1,3,0,1,181.08,4,36,1,time details update update setup loading issue problem contact,Onboarding
2,18,5,1,10,1,1,58.0,1,8,0,refund account user please need access page request problem,Billing
2,19,1,1,19,0,31,704.7,1,58,1,import data team yesterday page service unable import data resolved access,Onboarding
1,2,4,1,7,0,1,379.41,0,6,1,broken overcharge contact help check user urgent,Billing
0,85,3,1,18,0,2,801.0,3,29,0,help need not working phishing information problem change access need,Security
3,5,2,1,17,0,5,2228.46,0,2,1,resolved change SSO login yesterday urgent error error unable,Account
3,97,2,2,17,0,2,1575.15,1,23,0,need request update yesterday phishing yesterday,Security
3,23,1,2,20,0,4,3647.23,1,0,1,user check update urgent access access timeout,Technical
2,1,0,3,14,0,6,79.13,4,81,0,login system time contact team broken access support not working,Account
1,1,2,1,23,1,4,152.14,3,25,0,support check refund loading account yesterday user details fix,Billing
3,6,0,2,7,0,42,259.87,2,57,0,issue issue user fix crash timeout help,Technical
3,23,1,1,1,0,17,1829.26,5,44,0,help not working access urgent loading invoice,Billing
2,11,3,1,5,0,1,158.67,5,10,1,issue update please please error loading check,Account
2,29,2,2,7,0,4,467.26,3,76,1,loading request problem issue overcharge,Billing
2,41,1,2,11,0,11,654.59,0,35,0,broken resolved contact account loading team loading,Account
3,24,3,1,7,0,3,41.18,3,26,0,time service today loading,Onboarding
2,6,0,1,1,0,17,270.72,0,13,0,not working system change page service support roadmap page information support,Feature_Request
2,1,1,2,21,1,15,521.23,0,34,0,need yesterday team support refund not working details team page,Billing
0,9,0,2,11,0,6,3362.65,3,41,1,error broken help not working check help add feature details support,Feature_Request
3,4,1,3,21,0,8,1277.1,1,59,0,resolved migration problem today user support unable information loading broken,Onboarding
3,5,0,1,21,1,2,301.65,2,54,1,contact check setup fix information service,Onboarding
0,1,0,2,14,0,4,2376.64,4,14,1,yesterday page change time help,Security
2,19,2,2,0,0,1,836.66,4,49,0,service fix overcharge need user yesterday unable,Billing
2,10,1,3,5,0,1,5932.86,4,93,0,not working time page support crash,Technical
1,3,2,3,14,0,7,167.31,4,13,0,resolved resolved request user contact fix not working timeout issue need,Technical
1,45,1,1,2,0,25,161.46,4,52,0,time fix access resolved help support fix crash fix account,Technical
0,18,2,1,7,0,9,1202.56,3,51,1,time details overcharge today team,Billing
1,11,1,2,23,0,1,983.88,1,19,1,help system yesterday today time today unable please timeout,Technical
0,6,1,2,17,0,2,359.31,1,13,1,account password broken account information unable help urgent need,Account
2,1,0,3,2,0,4,831.88,4,9,0,system access system resolved today loading fix,Technical
2,13,1,2,18,0,11,270.48,5,27,0,please system change page subscription yesterday error,Billing
2,12,1,2,1,0,37,1783.83,5,137,0,team error service problem request permission user,Account
2,25,2,2,0,0,55,670.22,5,32,0,please support permission service information,Account
3,21,0,1,5,0,4,221.46,1,1,1,yesterday team urgent page support invoice issue problem,Billing
2,4,2,2,10,1,2,1125.6,3,3,1,unable check yesterday yesterday error check migration error getting started please,Onboarding
3,49,0,3,6,0,2,437.36,0,8,1,fix issue user need contact phishing today support issue,Security
1,1,2,1,12,0,13,496.32,0,5,0,system user page need request team today need,Account
2,87,0,2,8,0,17,5999.29,2,11,1,broken resolved team problem timeout yesterday change,Technical
0,13,2,2,21,1,2,65.7,0,8,0,page account details please not working today time crash issue fix,Technical
3,26,1,2,4,0,11,125.22,5,25,0,urgent help loading need access permission service loading system,Account
2,44,0,3,13,1,2,295.97,1,22,0,update information check refund page,Billing
3,3,0,1,8,1,83,1587.73,4,15,0,team add feature details yesterday user please time team,Feature_Request
1,4,3,2,18,0,6,467.61,0,46,0,service access fix need,Account
2,42,1,2,11,0,2,185.9,5,25,0,page help account team urgent support,Billing
2,10,3,3,17,0,44,210.75,2,35,0,API change loading loading contact time,Technical
0,3,2,1,2,0,4,117.3,1,20,0,details yesterday time details please error system timeout,Technical
3,9,1,2,8,1,56,482.23,4,45,0,API update time details loading loading system,Technical
0,1,2,1,14,0,28,598.73,5,29,0,details update service request overcharge access urgent system resolved team,Billing
1,41,1,3,8,0,13,203.83,5,32,0,urgent check login information error error not working update team,Account
2,63,1,2,2,0,13,54.97,3,10,2,check getting started broken check account error broken urgent not working,Onboarding
1,3,2,1,6,0,8,346.02,4,19,1,team team account subscription details yesterday,Billing
2,54,2,1,1,0,24,229.69,3,9,0,request page change please access error time,Technical
0,44,2,1,12,0,12,528.12,3,16,0,urgent error user not working loading details check issue,Account
2,54,2,1,18,0,9,181.18,4,92,1,information please error account need urgent fix,Technical
1,5,2,1,20,0,13,917.77,4,49,0,problem support add feature page resolved system system would like service,Feature_Request
3,13,4,1,1,1,16,1233.62,4,9,1,getting started account broken unable account help broken contact access account,Onboarding
2,28,1,1,17,0,1,4010.36,1,2,1,login details information need yesterday time urgent access SSO loading,Account
3,5,2,1,18,0,13,1438.64,4,35,0,timeout error support details broken issue,Technical
1,19,2,1,4,0,68,84.45,0,57,0,change yesterday request urgent resolved broken invoice update today information,Billing
0,23,2,3,22,0,28,108.84,0,0,2,issue need subscription access time request,Billing
3,42,0,3,8,0,3,29.78,3,7,1,urgent update roadmap issue support account support loading fix,Feature_Request
1,30,3,1,17,0,8,410.3,2,22,0,today access urgent user error details overcharge account yesterday,Billing
0,46,3,3,8,0,99,620.53,4,5,2,yesterday subscription service check broken today not working,Billing
2,21,0,2,8,0,2,2647.37,1,41,1,contact need problem not working change check today error,Technical
2,29,6,1,3,0,1,453.99,3,35,1,issue overcharge account please user,Billing
0,11,3,1,5,0,5,324.88,2,33,0,request phishing details user urgent,Security
2,4,1,1,3,0,24,216.18,0,35,1,service would like details details urgent fix,Feature_Request
0,92,0,1,10,1,101,834.18,4,69,1,unable unable resolved time resolved unauthorized yesterday fix,Security
2,2,2,1,16,0,28,761.5,0,25,0,problem user error information check help help issue broken overcharge,Billing
3,1,0,1,2,0,45,50.02,5,11,1,permission please information fix today,Account
3,53,2,3,17,1,4,226.42,4,1,0,not working not working not working not working today crash,Technical
2,42,2,1,3,1,3,227.36,3,3,1,access help password page please contact request,Account
3,17,3,1,14,0,14,7216.76,4,8,1,urgent information broken broken support API service,Technical
2,21,0,3,9,0,7,208.51,5,0,0,details team help broken please help user overcharge access user,Billing
1,1,1,1,3,0,1,842.11,4,59,1,need system support contact password resolved help not working,Account
3,82,2,1,3,0,9,246.01,5,2,2,error API broken contact crash resolved not working,Technical
3,6,2,1,13,0,3,684.51,4,3,1,timeout need account team user,Technical
0,57,1,1,14,0,2,199.56,4,21,3,update problem system help time update support service,Feature_Request
1,1,1,2,3,0,3,7615.25,3,30,1,error need getting started loading system user user service page,Onboarding
1,65,0,1,10,0,35,233.56,5,88,0,import data problem resolved account request fix please,Onboarding
3,6,1,1,7,0,5,2106.9,0,59,0,information help time information permission resolved please need contact,Account
0,5,2,1,1,0,11,94.4,0,32,0,information issue support time system change user account,Technical
3,26,1,1,2,0,18,226.2,4,43,0,API check urgent unable check API urgent,Technical
0,43,2,1,6,0,4,690.97,0,3,0,details user help need unauthorized system team,Security
1,11,1,2,7,0,4,1965.93,3,0,1,urgent access invoice please issue not working loading request,Billing
1,9,2,2,15,0,5,480.62,0,20,1,error page user resolved SSO please today today problem,Account
2,53,2,3,12,1,6,264.53,1,97,0,contact system broken broken resolved unable service API help,Technical
2,11,0,1,5,1,16,489.04,1,99,0,team user page invoice today contact urgent team refund page,Billing
1,4,1,1,6,0,7,195.2,1,79,0,fix urgent help resolved details system enhance please time,Feature_Request
1,37,1,2,18,0,3,175.55,3,81,0,problem crash account information today change access loading,Technical
2,18,2,1,22,0,7,69.57,5,0,1,broken broken information unable permission today not working contact information,Account
0,23,1,1,13,0,1,1048.67,1,6,1,information need information unable change request invoice,Billing
1,10,2,2,10,0,36,112.58,2,12,0,team broken getting started details information,Onboarding
0,43,2,2,2,0,2,1062.18,1,45,0,team support support check change password password not working please unable information,Account
1,22,3,1,14,0,9,344.53,1,21,0,service timeout access details check,Technical
0,9,1,2,3,0,7,32.35,1,53,0,information fix import data details error system,Onboarding
0,23,4,3,4,0,3,241.04,5,47,0,team check change change refund information please access issue broken,Billing
2,20,1,3,4,0,2,118.98,1,8,0,fix check request not working urgent time today user account,Feature_Request
2,42,2,1,13,0,5,1138.35,4,1,0,system contact change request account unauthorized time need not working,Security
0,26,2,1,11,1,15,129.34,3,11,1,loading change overcharge help details not working not working resolved,Billing
0,1,1,3,21,0,16,1643.17,1,0,0,fix account need breach information issue,Security
1,41,1,1,13,0,9,961.96,4,23,0,information user details update breach broken team broken change,Security
2,7,1,3,17,0,3,44.91,3,15,1,information subscription today need error team user account details yesterday,Billing
1,21,3,1,3,0,7,32.14,0,6,0,system team please page support timeout,Technical
0,40,3,1,17,0,1,538.98,1,79,0,team help service support import data,Onboarding
3,16,3,3,23,0,4,96.3,1,74,0,contact broken help unable invoice,Billing
1,8,1,1,7,0,6,394.68,5,43,1,loading error information fix unauthorized time today request time,Security
0,5,1,2,20,0,11,396.33,4,36,0,urgent system contact details account,Technical
1,75,0,1,16,1,10,149.44,4,30,0,fix please user resolved support page bug fix broken,Technical
2,12,3,1,17,1,7,26.22,2,32,0,problem page support system please timeout yesterday time support resolved,Technical
0,5,3,1,15,0,13,432.18,3,1,0,access today details issue not working help unable would like error yesterday,Feature_Request
2,7,0,2,10,0,4,202.12,0,24,0,user loading issue unauthorized yesterday issue,Security
2,6,3,2,10,0,9,115.88,3,9,1,check problem permission error error system support,Account
1,8,0,2,15,0,4,3500.35,3,116,1,broken fix yesterday today import data error change today,Onboarding
2,36,5,1,20,0,4,1028.86,2,15,0,issue please change help loading timeout,Technical
1,32,1,2,0,0,8,222.6,2,49,1,yesterday please update today update system change crash,Technical
2,3,0,1,15,0,11,568.37,4,58,1,account support team resolved contact support error overcharge please not working,Billing
0,5,1,2,13,1,3,256.61,2,103,0,details problem would like details error time page issue fix broken,Feature_Request
1,21,1,1,21,0,1,609.01,1,52,0,request time error error bug not working,Technical
0,44,1,1,9,0,8,1964.9,2,67,1,update update loading unauthorized broken,Security
2,18,1,1,3,0,6,110.13,2,2,0,team information password team user request team resolved,Account
0,55,0,1,11,0,2,824.44,0,25,1,urgent yesterday update page bug urgent error urgent user contact,Technical
3,11,1,1,0,0,6,1104.26,1,1,0,urgent bug help error user,Technical
1,38,2,2,9,0,13,37.04,3,5,1,change problem loading subscription overcharge broken fix issue urgent,Billing
3,71,3,3,1,0,7,720.21,1,80,0,broken need refund issue please contact,Billing
3,3,2,1,2,0,5,210.14,5,2,0,system SSO yesterday page problem unable fix please page please login,Account
0,5,3,1,1,0,18,8265.28,1,31,1,details update details update access unable please,Billing
1,9,2,1,22,0,5,37.81,5,34,0,change yesterday problem refund invoice user loading need account,Billing
2,43,1,2,10,0,7,251.92,0,63,0,please user loading getting started access please update,Onboarding
0,30,0,1,11,1,5,272.38,5,7,0,details need details resolved page update broken need system,Technical
0,1,2,2,1,0,5,1347.65,3,84,1,user issue update time account issue request contact import data,Onboarding
2,19,0,1,23,0,12,240.9,0,15,0,update contact invoice need details need yesterday,Billing
3,3,2,2,23,0,30,1258.67,4,1,0,phishing contact problem user unauthorized urgent yesterday resolved access today,Security
2,9,2,2,4,0,5,116.16,5,21,0,help timeout information change change request update,Technical
2,3,0,1,6,0,41,56.26,0,19,0,timeout support team contact error resolved access,Technical
3,8,0,1,17,0,8,397.89,1,21,0,access password information need SSO contact support not working yesterday request system,Account
3,58,2,2,16,0,7,1106.9,5,5,0,issue urgent API change unable urgent request,Technical
2,5,0,1,15,0,20,66.17,1,5,0,resolved invoice not working please user,Billing
0,23,1,2,19,0,29,742.76,2,17,1,loading support issue problem help service request check please getting started,Onboarding
3,1,0,1,12,1,12,1231.03,2,69,1,update bug need information broken time unable team bug fix,Technical
0,5,3,1,4,0,6,1432.79,3,21,0,password information details check request team resolved issue,Account
1,3,3,2,16,0,28,16.48,5,14,2,enhance change broken update details request system help today service,Feature_Request
2,22,3,1,3,1,3,173.35,2,80,0,help broken setup system change,Onboarding
1,21,0,1,2,0,16,1473.02,4,63,1,yesterday contact API user information issue problem,Technical
1,13,1,2,3,0,81,178.77,0,15,0,user resolved account request not working login access not working change permission,Account
1,4,4,1,11,0,4,669.81,2,55,1,change issue issue page migration,Onboarding
1,9,2,1,18,0,10,82.55,2,69,0,fix account need user information check help update error,Billing
2,1,2,2,3,1,2,1302.93,3,8,0,today user problem not working support need check update urgent,Billing
2,32,1,1,19,0,3,626.97,3,57,0,today user account fix add feature access access,Feature_Request
1,17,3,2,8,1,2,1475.74,4,6,2,user not working login team today not working contact support issue support,Account
3,27,0,1,6,0,5,2784.48,4,19,0,team support API access access,Technical
1,4,3,1,21,0,7,274.2,2,18,0,service page service team yesterday password,Account
0,33,3,1,12,0,4,46.72,2,72,0,page request need support,Billing
2,18,3,3,9,0,3,375.87,3,48,2,today today information subscription subscription urgent,Billing
3,30,0,2,15,1,3,2613.09,4,52,0,user refund issue loading service team,Billing
0,68,2,1,13,0,9,1014.56,0,1,2,help system subscription subscription access check,Billing
2,6,0,3,8,1,3,577.22,1,2,1,loading team request refund yesterday refund need,Billing
1,54,5,1,9,1,25,423.28,2,9,1,please check information API contact,Technical
3,34,2,3,10,1,26,289.96,5,16,0,getting started resolved page not working time contact access error,Onboarding
2,16,2,1,22,0,14,2469.07,3,6,1,time user service today help,Onboarding
3,14,0,1,0,0,9,1069.59,4,99,0,update page information user roadmap,Feature_Request
2,50,1,2,7,0,11,1402.55,5,0,1,help problem information please details access resolved bug today access,Technical
0,8,3,1,22,1,2,1797.76,3,2,0,check crash request support need broken information,Technical
1,7,2,3,3,0,7,63.68,5,35,0,breach service not working fix details support,Security
1,25,2,1,7,0,10,90.08,3,49,1,error support urgent invoice today information today,Billing
0,16,0,1,6,0,5,71.73,0,26,1,service resolved not working crash error,Technical
2,16,0,1,11,1,12,286.2,3,11,0,user unable team unable loading contact,Onboarding
2,39,0,1,20,1,1,1933.71,5,3,0,check not working resolved fix request,Security
2,3,1,1,19,0,35,241.77,2,33,0,timeout time time service team loading,Technical
3,4,0,2,8,0,3,2107.63,2,28,1,help fix system loading unable please need system information,Security
1,1,0,1,11,0,78,742.42,0,14,0,fix would like check change would like loading request help,Feature_Request
2,32,0,1,18,0,6,145.49,3,17,1,information today yesterday change getting started,Onboarding
0,35,0,2,7,0,2,321.31,2,2,0,details today timeout change service contact error request error today,Technical
0,20,3,1,19,0,8,175.08,3,16,1,loading unable account details team information fix,Technical
2,1,1,1,14,0,9,2183.97,0,46,2,contact details fix details broken help subscription,Billing
1,21,1,1,13,0,32,325.89,3,50,1,access update import data contact fix account,Onboarding
2,9,1,1,16,0,3,582.96,5,2,1,unable resolved loading error need,Onboarding
2,22,0,3,18,0,5,294.89,4,40,0,access urgent loading please today time service timeout resolved,Technical
0,29,2,2,7,0,9,3421.93,3,16,1,not working please refund access support update account broken time page,Billing
3,25,1,3,8,0,4,549.66,0,21,0,change check yesterday team contact details today help,Security
1,11,0,1,21,0,20,366.66,4,18,0,change resolved account please support service need,Security
2,48,0,2,8,0,3,487.05,4,47,1,unable service API contact fix,Technical
2,43,2,1,3,0,4,139.98,1,1,0,account import data problem team error urgent access,Onboarding
3,5,3,1,16,0,14,2338.97,1,51,0,resolved time fix resolved roadmap resolved access page loading,Feature_Request
2,19,0,1,13,0,5,1415.33,2,17,0,information timeout change broken unable please change details system,Technical
2,31,1,1,10,0,3,161.67,4,23,2,please account change bug need user user loading issue change,Technical
1,3,0,1,1,0,1,57.18,4,4,0,account problem password team help contact,Account
1,6,3,3,18,1,28,192.07,5,17,0,support account problem time not working request refund,Billing
3,1,1,2,15,0,3,2966.88,1,92,0,need contact API request service yesterday error not working service,Technical
1,38,0,1,1,0,5,65.68,5,6,0,user information need help help,Billing
1,42,1,1,0,0,4,682.47,4,0,0,problem please contact yesterday import data,Onboarding
1,34,2,3,6,0,1,214.42,1,53,0,urgent service team update crash loading,Technical
2,11,2,1,9,0,1,706.04,0,25,0,system service resolved please request issue account support system,Onboarding
2,1,3,1,23,0,19,172.68,5,26,0,time time resolved please not working details help,Onboarding
0,13,0,2,4,0,5,65.23,5,15,0,urgent bug need page user resolved,Technical
0,31,2,2,21,0,1,4120.84,0,101,0,information urgent urgent overcharge broken unable please need,Billing
3,3,0,3,9,0,62,49.21,2,14,1,please breach account yesterday loading,Security
1,4,2,2,20,0,7,667.49,4,2,0,time page subscription contact need support,Billing
0,59,1,2,10,1,3,937.27,0,18,0,check time need time,Billing
3,34,2,1,0,0,8,847.96,0,9,0,not working today check API resolved unable need,Technical
1,10,0,1,16,0,1,1723.84,4,19,1,system information time unable problem update problem migration support team,Onboarding
2,11,1,1,6,1,6,699.15,5,115,1,account need service time check request team getting started,Onboarding
1,1,0,2,15,0,17,1425.29,0,22,0,service access subscription issue page system broken,Billing
1,12,0,1,1,0,1,215.62,0,21,0,yesterday need problem import data broken service user system resolved,Onboarding
1,62,3,3,12,0,23,452.98,2,118,0,update check contact user API resolved,Technical
