num_links,num_images,has_attachment,subject_length,body_length,num_exclamation_marks,num_caps_words,sender_domain_age_days,sender_reputation_score,num_recipients,has_unsubscribe_link,is_html_email,num_spelling_errors,time_sent_hour,contains_urgency_words,contains_financial_words,sender_in_contacts,previous_emails_from_sender,header_authenticity_score,reply_to_mismatch,target
1,0,0,34,508,0,1,1124,0.795,1,1,1,3,8,0,0,1,7,0.8952,0,0
0,2,0,12,1298,0,1,3412,0.6553,7,1,1,0,10,0,0,1,43,0.7326,0,0
5,0,1,9,647,1,1,115,0.7272,1,1,0,2,23,1,0,1,3,0.6603,0,1
2,2,0,19,1106,0,3,1126,0.7626,2,1,1,0,17,0,1,1,35,0.8456,0,0
0,0,1,11,297,0,3,77,0.5633,17,0,0,5,16,0,0,0,6,0.9805,0,0
1,0,0,20,532,1,1,607,0.8808,1,0,1,2,12,1,0,0,15,0.9021,0,0
8,4,1,26,1355,0,5,86,0.7328,1,0,0,1,10,0,0,1,9,0.9194,0,0
1,0,0,38,44,0,1,148,0.7292,1,0,0,2,2,1,0,1,10,0.4486,0,1
3,1,1,32,54,3,4,804,0.3696,1,1,1,3,10,0,0,0,5,0.7471,0,1
1,2,1,20,185,1,4,835,0.4412,1,0,0,1,20,0,1,0,13,0.8251,0,1
0,0,1,5,426,1,0,21,0.7063,3,0,0,1,12,0,0,1,4,0.8158,0,0
3,1,0,12,281,0,1,898,0.6687,3,1,1,2,9,0,1,0,10,0.7489,0,0
4,0,0,21,609,0,2,1999,0.4031,1,1,0,2,19,0,0,0,0,0.8822,1,1
8,2,1,19,816,2,4,929,0.7591,3,1,0,3,22,0,0,0,3,0.9328,0,0
1,3,1,14,686,1,2,678,0.673,1,0,0,1,3,1,0,1,8,0.8465,0,0
5,2,0,22,344,1,2,397,0.5492,1,0,1,0,6,0,0,0,13,0.8925,0,1
1,2,0,45,1670,0,2,739,0.5578,1,0,1,2,23,1,0,1,0,0.6076,0,1
2,0,0,32,590,0,3,241,0.6916,3,0,1,0,23,0,0,1,0,0.9468,0,0
3,2,1,15,553,0,1,1779,0.7401,4,0,1,2,17,0,0,0,1,0.8153,0,0
2,0,0,63,359,2,3,2726,0.7337,1,0,0,2,15,1,0,0,18,0.4767,0,1
3,0,0,81,3358,0,4,650,0.5418,7,1,1,2,4,0,0,1,15,0.6922,0,0
3,3,0,15,1476,1,3,2437,0.7366,1,0,0,1,4,0,1,1,16,0.785,0,0
3,3,0,12,1388,2,0,363,0.6352,1,0,1,1,8,0,0,0,3,0.841,0,0
1,3,0,30,305,2,2,1413,0.64,1,0,0,2,23,0,0,1,3,0.8223,1,0
2,4,0,40,45,0,1,460,0.9098,1,0,1,1,11,0,0,1,6,0.6739,0,0
5,2,1,28,177,2,4,6677,0.7513,1,1,0,1,1,0,1,0,1,0.8586,0,1
3,2,0,15,18,1,2,1011,0.6311,1,0,0,0,8,0,0,1,2,0.635,0,0
4,2,0,34,357,0,1,216,0.8781,1,0,0,2,4,1,0,0,14,0.7465,0,1
2,2,0,18,2536,2,0,918,0.6974,1,0,1,0,1,0,0,1,13,0.9302,0,0
1,4,0,27,253,2,0,87,0.7239,1,1,0,0,11,0,0,1,21,0.843,0,0
2,2,0,5,300,2,2,666,0.8131,1,0,0,5,16,0,0,1,8,0.5324,0,0
2,0,0,17,861,3,2,1121,0.7934,1,0,1,2,11,0,1,1,18,0.7846,0,1
1,0,1,18,48,1,3,287,0.4321,1,1,0,1,8,0,0,1,5,0.8694,0,0
1,1,0,5,1968,0,4,432,0.7727,1,0,1,1,18,1,0,0,11,0.8355,0,1
2,1,0,14,1771,1,1,509,0.4332,3,1,1,2,7,0,0,0,5,0.9311,0,0
2,1,0,7,245,3,2,4830,0.9047,1,1,1,0,1,1,0,1,16,0.9208,0,0
5,0,1,8,198,2,0,931,0.7959,4,1,0,2,4,0,0,1,30,0.5514,0,1
2,2,0,17,1595,0,1,39,0.6616,1,0,0,2,14,0,1,0,29,0.8674,0,1
2,2,0,11,108,1,1,252,0.716,4,0,0,0,1,1,0,1,3,0.9283,0,0
1,2,0,8,479,0,4,220,0.7937,2,1,1,1,23,0,0,0,0,0.7052,0,1
1,1,0,14,3513,2,3,2962,0.9686,1,1,1,1,22,1,1,0,21,0.5861,0,1
2,4,0,8,313,2,1,1018,0.6471,1,0,1,2,3,0,0,0,5,0.7696,0,0
1,2,0,13,411,2,2,802,0.8744,1,0,1,0,20,0,0,0,26,0.7446,0,0
2,2,1,27,806,0,2,1296,0.647,15,0,1,1,19,0,0,1,3,0.8631,0,0
2,3,1,10,400,0,1,805,0.6124,3,1,0,0,11,0,0,0,16,0.6384,0,1
2,0,0,22,2007,1,4,1203,0.622,4,0,0,2,9,0,0,1,13,0.8727,0,0
1,1,1,39,2826,0,0,2594,0.9557,1,0,1,1,7,0,0,0,18,0.9074,0,0
2,1,0,9,284,3,2,384,0.7702,5,1,0,2,0,0,0,1,4,0.6782,0,0
2,1,0,16,558,3,2,1078,0.5858,1,1,1,1,21,0,0,1,33,0.787,0,0
5,1,0,39,239,0,1,388,0.9477,3,0,1,3,5,0,0,0,31,0.5417,0,1
2,0,0,18,1614,1,6,825,0.6174,1,0,0,1,19,0,0,1,2,0.8482,0,0
2,1,0,51,77,0,2,142,0.5126,1,1,1,1,13,0,0,1,3,0.5976,0,0
1,1,0,45,269,3,3,2131,0.9493,2,0,0,0,0,0,0,1,10,0.611,0,0
2,1,1,17,397,0,2,81,0.825,1,0,0,1,21,0,0,1,23,0.8189,0,0
1,2,0,45,352,1,1,1267,0.7271,1,1,1,1,3,0,0,0,0,0.6017,0,1
0,2,0,15,143,2,1,2513,0.5784,1,0,0,0,4,0,0,1,11,0.85,0,0
3,2,0,30,2287,3,3,1773,0.8202,21,0,1,0,0,0,0,1,10,0.5879,0,0
3,1,0,25,359,0,4,611,0.842,1,0,1,1,12,1,0,1,12,0.7156,1,1
1,2,0,32,2435,1,2,150,0.8005,1,0,0,2,20,0,0,0,5,0.6819,0,0
5,1,0,21,3502,1,2,524,0.8052,1,0,1,0,3,0,0,1,7,0.6074,0,1
4,0,0,27,223,0,4,2315,0.9379,2,0,0,3,14,0,0,0,0,0.5379,0,0
1,2,0,18,67,0,2,2582,0.6962,1,0,1,1,4,0,1,1,35,0.8187,0,0
2,1,1,72,1384,2,1,1125,0.8749,1,0,1,1,15,0,0,1,0,0.6245,0,0
2,1,0,27,86,1,2,1080,0.6144,1,0,0,0,2,1,0,1,0,0.7278,0,1
3,0,0,21,2290,2,1,1383,0.6855,1,1,0,1,9,0,0,1,10,0.8701,0,0
3,3,0,28,1978,0,0,2149,0.8237,2,0,1,0,13,0,0,0,26,0.7999,0,0
4,3,0,8,1653,2,2,647,0.4105,19,0,1,1,19,0,0,0,12,0.757,0,1
1,2,0,35,656,0,3,6,0.7825,1,0,1,0,6,1,0,1,9,0.794,0,1
1,1,0,11,197,2,2,1815,0.5706,5,1,1,3,11,0,0,0,6,0.8345,0,0
2,0,1,22,496,1,5,460,0.6659,1,0,1,2,8,0,0,0,9,0.7822,0,0
0,2,0,26,143,1,1,95,0.7805,2,0,0,2,4,0,0,1,7,0.8613,0,0
3,5,0,17,228,0,3,281,0.5664,1,0,0,6,5,0,0,0,8,0.9191,0,1
2,2,0,16,338,2,2,175,0.7866,1,0,1,0,17,0,0,0,13,0.7895,0,1
1,1,1,41,614,2,3,796,0.6948,1,0,0,0,19,0,0,1,35,0.7752,1,0
0,2,1,35,13076,1,1,1501,0.8304,4,0,1,2,20,0,0,1,13,0.9351,0,0
2,2,0,24,329,1,3,3001,0.7075,1,0,0,1,1,0,1,1,1,0.7687,0,0
1,2,0,12,139,0,2,176,0.7366,1,0,1,2,21,1,0,1,2,0.9595,0,0
3,1,0,32,855,3,5,80,0.7844,1,0,1,1,11,0,0,1,4,0.934,1,0
0,2,0,16,128,1,2,1699,0.5661,2,0,0,0,10,0,0,1,1,0.8141,0,0
0,1,0,6,376,1,0,1121,0.6933,3,0,1,4,0,0,0,0,18,0.8678,1,1
3,0,0,28,48,0,2,244,0.906,1,0,0,0,6,0,0,1,1,0.7123,1,0
2,2,0,41,99,0,0,641,0.7862,1,0,0,3,10,0,0,1,0,0.6761,0,0
1,0,0,19,1199,0,0,1534,0.531,1,0,1,0,6,0,0,1,13,0.7533,0,0
1,3,1,5,509,1,4,1038,0.8002,1,0,0,0,5,0,0,0,31,0.7767,0,1
3,3,0,20,3051,3,2,76,0.8872,1,1,1,1,12,0,1,0,8,0.8938,0,1
0,3,0,13,306,0,0,527,0.9419,1,1,1,1,2,0,0,0,22,0.7557,0,0
1,2,0,117,770,0,1,379,0.7379,7,1,1,1,13,0,0,1,3,0.7273,0,0
0,1,1,17,5334,1,2,818,0.8446,3,1,0,0,20,0,0,0,5,0.6442,1,1
1,1,0,34,341,2,1,1363,0.653,1,0,1,1,6,0,0,0,1,0.516,0,0
4,2,0,16,605,0,1,148,0.666,1,0,1,0,18,0,1,0,83,0.748,0,1
2,3,1,9,5855,0,1,1919,0.5614,1,0,1,2,8,0,0,0,3,0.5651,0,0
1,1,0,33,158,3,3,2082,0.8491,5,1,1,5,4,1,0,1,45,0.9268,0,0
5,4,0,9,450,2,3,578,0.7779,17,0,1,2,21,0,0,0,14,0.861,0,1
4,0,0,22,298,1,6,581,0.6828,3,1,1,3,4,0,0,1,39,0.7893,0,0
2,1,0,45,360,0,0,3758,0.8266,5,1,0,2,9,0,0,1,11,0.8085,0,0
2,2,0,30,789,1,1,861,0.712,2,0,0,0,16,0,0,0,43,0.8976,1,1
1,2,0,110,164,0,3,360,0.7572,4,0,1,2,5,0,1,1,25,0.5988,0,1
2,2,0,5,203,4,3,2632,0.651,3,0,0,2,16,0,0,1,1,0.8627,0,0
2,1,0,18,2195,0,2,785,0.8189,1,0,0,2,15,0,0,0,2,0.4278,0,0
1,3,0,18,152,1,1,37,0.6342,1,0,1,2,1,0,0,0,7,0.6096,0,1
4,0,0,9,695,0,4,2708,0.2224,2,1,0,2,16,0,0,0,13,0.9737,0,0
1,1,0,4,1516,0,0,2045,0.566,7,0,1,0,13,0,0,1,0,0.5513,0,0
3,1,0,41,355,4,1,84,0.7587,1,0,1,1,11,0,0,1,3,0.668,0,0
0,1,1,19,724,1,1,310,0.752,1,0,1,0,11,0,0,1,6,0.6406,0,0
1,1,1,22,778,1,3,1236,0.906,3,0,1,3,22,0,0,1,1,0.6648,0,0
0,2,1,9,326,2,1,774,0.5304,1,1,0,0,1,0,0,1,8,0.4544,0,1
1,2,0,12,488,3,2,190,0.6401,1,0,0,2,1,0,0,1,0,0.8391,1,1
3,2,0,20,521,1,1,1588,0.8667,4,0,1,2,12,0,0,1,4,0.9639,0,0
2,1,1,10,79,2,2,213,0.6116,1,0,1,0,13,0,0,0,12,0.8744,0,0
1,2,0,19,883,0,2,415,0.8094,4,0,1,2,19,0,0,0,6,0.9482,0,0
3,2,0,41,113,2,2,18,0.6049,1,0,0,0,4,0,0,0,7,0.8561,1,1
1,0,1,12,180,0,2,1520,0.736,2,1,0,1,6,0,0,0,13,0.9354,0,0
0,4,1,16,1015,0,2,1235,0.93,2,0,1,1,3,0,0,0,8,0.6892,1,1
1,1,1,4,227,0,0,578,0.4575,1,1,0,1,18,0,0,0,7,0.6691,0,1
4,1,0,17,844,0,1,494,0.5167,2,1,1,0,15,1,0,1,28,0.7829,0,0
0,1,0,19,170,1,0,310,0.4522,1,0,0,3,9,0,0,1,10,0.9214,0,0
0,1,0,15,1018,2,2,147,0.8116,2,0,1,2,1,0,0,0,21,0.7193,0,1
4,2,1,66,666,0,1,475,0.9081,1,0,0,2,1,1,0,1,21,0.8418,0,0
2,4,0,22,206,2,3,16,0.7059,2,0,0,0,13,0,0,0,2,0.6055,1,1
1,0,1,28,91,0,1,311,0.7986,1,0,0,5,6,1,0,1,8,0.6454,0,0
3,3,0,41,1486,1,0,681,0.4935,1,1,1,3,12,0,1,1,1,0.9866,0,0
1,2,0,24,510,1,1,1687,0.7161,1,0,1,3,6,0,0,1,22,0.7554,0,0
1,3,1,29,505,3,2,3251,0.8074,1,0,1,2,11,1,0,1,9,0.6474,0,0
1,1,0,11,1504,0,0,255,0.7909,1,0,1,1,17,0,0,0,3,0.8861,0,0
2,0,0,81,709,2,0,108,0.9605,1,0,0,1,11,0,1,0,20,0.508,0,1
5,3,1,32,1951,1,3,1732,0.808,1,0,1,2,10,0,0,0,4,0.893,0,0
1,1,1,33,611,0,2,253,0.7954,1,0,1,0,15,0,0,0,4,0.8018,0,0
2,4,0,8,363,2,0,44,0.8955,4,1,1,2,18,0,0,0,12,0.7218,0,1
2,2,1,40,388,2,0,2184,0.8153,5,1,0,1,21,0,0,0,6,0.6683,0,0
1,1,0,36,1608,1,3,344,0.9074,1,0,1,0,16,1,0,0,25,0.5577,0,1
4,1,0,18,944,1,2,660,0.7976,2,0,0,1,20,0,0,0,5,0.6687,1,1
0,2,0,5,2742,1,2,634,0.6103,3,0,1,0,20,0,0,0,3,0.5881,0,0
1,1,1,24,1438,0,2,3505,0.8017,2,0,0,1,20,0,0,1,19,0.8225,0,0
0,1,0,57,2374,0,2,154,0.588,1,0,0,2,0,0,0,0,3,0.4305,0,1
2,3,0,18,2365,0,2,1318,0.402,2,0,1,2,1,0,0,0,5,0.8432,0,1
4,1,0,67,82,2,1,3716,0.6431,2,0,1,1,9,0,0,1,7,0.8208,0,0
2,2,0,10,2972,2,3,2284,0.7167,2,0,0,4,2,1,0,1,4,0.5259,0,0
1,2,0,32,79,1,4,273,0.6738,12,0,1,0,22,0,0,1,6,0.5042,0,1
2,0,0,15,433,2,1,620,0.7595,2,0,0,1,9,1,0,1,1,0.8727,1,0
1,3,0,16,120,1,0,844,0.7205,8,0,1,1,1,0,0,1,10,0.5983,0,0
1,2,0,39,444,0,2,2165,0.9357,1,0,1,1,22,0,0,1,3,0.6943,0,0
3,2,1,27,58,3,4,173,0.58,2,1,1,1,13,1,0,1,16,0.6935,0,0
2,0,0,14,335,0,2,1692,0.6754,2,0,1,3,14,0,0,1,18,0.6773,0,0
3,0,0,12,132,0,6,335,0.9064,1,0,1,0,16,1,0,1,7,0.7221,1,0
1,1,1,32,435,2,3,401,0.9161,1,0,1,0,12,0,0,0,20,0.9586,0,0
3,2,0,6,3175,0,3,573,0.6806,1,0,0,2,6,0,0,1,6,0.9527,0,0
1,1,0,34,1177,0,0,2533,0.753,1,0,1,1,6,0,0,1,4,0.9256,1,0
1,3,0,11,1809,2,3,1104,0.4657,1,0,0,1,1,0,1,0,6,0.9149,0,1
3,1,0,16,182,0,2,1552,0.7105,4,1,1,2,6,1,0,1,6,0.6832,0,0
1,2,0,22,142,2,1,5623,0.9355,1,0,1,1,19,0,0,0,0,0.5645,0,0
2,0,1,22,2352,0,2,1827,0.9592,3,0,1,1,14,0,0,1,17,0.9589,0,0
4,1,0,15,1750,1,2,1241,0.6635,1,1,1,4,8,1,0,0,26,0.7262,0,1
1,1,0,23,1160,1,3,120,0.6185,3,1,0,1,8,1,0,0,0,0.3713,0,1
3,0,0,18,202,1,3,1003,0.686,1,0,0,1,9,0,0,0,4,0.8584,0,1
1,1,0,26,505,3,3,167,0.7941,2,0,1,0,18,0,0,1,3,0.9438,0,0
1,0,0,57,338,0,1,412,0.7288,1,0,1,1,3,0,0,1,8,0.8292,0,1
1,0,0,29,348,1,1,683,0.6673,4,0,0,2,7,1,1,1,8,0.6245,0,1
1,2,1,18,1531,0,3,3774,0.9281,1,0,0,0,8,0,0,0,2,0.8055,0,0
1,2,0,9,2122,2,0,1833,0.6949,1,0,1,0,13,0,0,1,4,0.8146,0,0
2,1,1,42,765,2,2,1677,0.4979,1,0,1,3,20,1,0,0,10,0.9481,0,0
3,3,1,39,96,3,0,1298,0.9089,1,0,0,2,4,1,0,1,2,0.6804,0,1
0,3,0,67,119,2,2,762,0.7254,1,0,0,1,17,0,0,1,6,0.9559,0,0
1,1,0,28,642,2,2,3949,0.8905,1,0,0,2,14,0,0,1,1,0.7735,0,0
0,2,0,31,143,1,1,1672,0.5375,1,0,1,1,17,1,0,0,19,0.7309,0,0
2,0,0,26,170,1,4,2312,0.6745,3,1,0,3,3,0,0,1,2,0.9524,0,0
0,1,0,18,124,2,0,180,0.7249,1,0,1,2,14,0,0,0,8,0.7697,0,1
4,0,1,13,26,2,2,891,0.7944,1,0,1,3,15,0,0,1,50,0.8323,0,0
0,1,0,18,1332,0,1,1133,0.863,1,0,1,2,1,0,0,0,17,0.9055,0,0
2,1,0,52,1400,0,1,2410,0.8994,2,0,0,4,8,0,0,1,16,0.8648,0,0
2,0,0,46,51,1,0,135,0.5856,18,0,1,0,2,0,1,1,0,0.8462,0,1
1,0,0,18,82,0,4,156,0.6573,1,0,0,2,10,0,0,0,14,0.8355,0,1
2,4,1,50,136,2,4,422,0.684,1,1,1,0,16,0,0,1,0,0.6433,0,1
0,1,0,31,219,2,2,88,0.8757,7,1,0,5,6,0,0,0,13,0.8638,0,1
3,1,0,25,113,2,1,37,0.8004,13,0,0,4,23,0,0,0,6,0.7532,0,1
1,3,0,36,1199,1,1,3586,0.5125,1,1,0,3,19,0,0,1,25,0.9324,0,0
0,2,0,42,704,0,1,2244,0.8494,1,0,0,1,23,1,0,1,6,0.5479,0,1
1,1,0,20,70,1,2,214,0.5392,1,0,0,4,3,0,0,1,2,0.9247,0,0
0,2,1,14,1569,2,2,1688,0.9327,1,0,1,0,17,0,0,1,12,0.4563,0,0
4,3,0,7,182,0,2,345,0.7914,1,1,0,1,1,0,0,1,2,0.6782,0,1
3,1,0,100,1898,2,2,777,0.6346,1,0,0,1,0,0,0,0,0,0.615,0,0
0,0,1,18,215,0,2,568,0.768,1,0,0,0,19,0,0,0,6,0.7405,0,0
2,1,0,38,353,0,4,45,0.8789,1,0,1,2,12,1,0,1,2,0.8632,0,0
2,2,0,17,180,2,3,1227,0.8681,2,0,0,1,13,0,0,1,8,0.5633,0,0
3,1,1,38,1246,0,1,1141,0.6402,2,0,1,1,11,1,0,1,13,0.7668,0,1
2,1,0,13,1037,0,2,1324,0.713,31,0,1,4,7,1,0,1,5,0.8315,0,1
2,3,1,27,822,0,0,264,0.572,1,1,0,0,6,0,1,1,1,0.9338,0,0
2,4,1,10,807,2,4,148,0.8124,6,1,1,1,16,0,0,0,3,0.5433,0,1
2,1,1,62,1874,2,1,857,0.7137,5,1,0,1,17,1,0,0,30,0.8873,0,0
2,1,0,48,427,1,0,182,0.485,1,1,1,1,13,0,0,0,2,0.4729,0,1
1,1,0,30,614,0,0,707,0.5397,1,1,1,1,3,0,0,1,1,0.7974,0,0
3,2,1,32,157,0,2,68,0.8482,5,0,0,1,18,0,0,1,2,0.5897,0,0
1,2,0,47,277,0,2,228,0.8128,1,1,1,0,16,0,1,1,0,0.8554,0,0
6,0,0,14,960,1,1,916,0.5129,1,0,1,0,12,0,0,1,4,0.9109,0,1
3,0,0,17,190,0,3,206,0.7065,1,1,1,3,3,0,0,1,5,0.8546,0,0
3,1,1,19,66,2,5,1220,0.8914,1,0,1,3,1,0,0,0,13,0.75,0,0
4,1,0,28,1119,1,2,2657,0.4936,3,1,1,1,20,1,1,1,5,0.7805,0,0
4,4,0,11,321,0,0,693,0.9561,1,0,0,3,5,0,0,0,6,0.8635,0,0
4,3,1,56,1804,2,3,1454,0.5071,1,1,0,3,19,0,0,0,0,0.6568,0,0
1,1,0,18,1908,1,2,425,0.6898,5,0,1,3,0,0,0,0,3,0.5311,0,0
4,4,0,39,1522,0,1,1635,0.6954,7,0,1,1,7,0,0,1,2,0.9566,0,0
4,1,0,17,231,1,3,442,0.8551,1,0,1,0,7,1,0,1,5,0.898,0,1
3,1,0,8,472,0,2,266,0.7401,3,0,0,1,7,0,0,0,18,0.7776,0,1
3,1,1,23,456,2,3,1468,0.3013,2,0,1,1,14,0,1,1,15,0.6647,0,0
0,1,0,13,111,0,1,118,0.5928,1,0,1,0,3,1,0,0,10,0.6351,0,0
1,2,0,14,240,0,1,1098,0.7764,2,1,1,3,23,0,0,1,29,0.6056,0,0
2,2,1,14,48,0,4,868,0.4857,1,0,0,2,14,0,0,1,15,0.914,0,0
4,0,0,9,3585,0,6,15,0.4864,1,0,1,3,1,0,0,0,12,0.6978,0,1
0,0,0,9,354,3,0,1067,0.7741,1,0,0,0,16,0,0,1,4,0.7684,0,0
3,0,1,22,5406,0,4,2739,0.9051,3,0,0,3,20,0,0,0,9,0.683,0,0
0,0,0,12,153,0,6,1095,0.6927,4,1,0,1,20,0,0,1,3,0.8806,0,0
2,1,0,69,1683,0,1,234,0.5473,1,0,0,3,6,0,0,0,0,0.9368,0,0
1,1,0,14,764,0,4,17,0.8082,1,1,1,1,10,0,0,0,11,0.7778,0,1
2,1,0,24,457,0,1,1810,0.4821,1,1,1,1,22,1,0,0,1,0.49,0,1
2,3,0,12,286,0,2,366,0.5317,1,0,1,0,19,0,0,0,9,0.852,0,0
3,4,1,22,280,2,1,456,0.8988,4,0,0,3,18,0,0,0,16,0.9579,0,1
0,1,0,22,110,1,2,338,0.7475,2,0,1,4,10,0,0,0,9,0.7529,0,1
1,1,0,35,811,1,2,1424,0.8377,3,0,1,2,20,0,0,1,15,0.8429,0,0
2,0,1,11,54,3,1,1486,0.7775,1,0,1,1,17,0,0,1,8,0.9384,0,0
1,1,0,23,210,0,4,1162,0.8857,3,0,1,0,23,0,1,0,1,0.88,0,0
3,1,0,59,143,3,0,3757,0.6528,1,1,1,1,8,0,0,0,50,0.8452,0,0
0,1,0,31,560,1,2,2087,0.8934,4,1,1,1,17,0,0,0,0,0.9253,0,0
3,2,0,54,366,0,2,14,0.6994,10,0,1,2,14,0,0,0,4,0.6292,0,1
2,2,0,24,279,0,2,1796,0.8042,1,0,1,0,7,0,0,0,6,0.8659,0,1
3,1,0,27,173,0,3,916,0.3541,1,1,0,2,22,0,0,1,22,0.8367,0,0
2,3,0,8,154,0,2,69,0.4791,3,1,1,1,4,0,0,0,8,0.8174,0,1
2,1,0,36,3474,0,5,1,0.7315,3,1,0,1,20,0,0,1,18,0.6708,0,0
3,0,0,9,1084,1,5,799,0.6359,1,0,0,1,5,0,0,0,2,0.9813,0,1
1,2,0,11,64,1,2,1959,0.698,6,1,1,1,23,0,0,1,2,0.8677,0,0
1,0,0,18,2296,1,2,1041,0.3069,1,0,1,3,8,0,0,0,13,0.6824,0,1
1,2,0,32,246,1,1,793,0.727,8,1,0,1,2,0,0,1,4,0.5507,0,0
5,3,0,33,662,2,2,748,0.7828,4,0,0,2,19,0,0,1,2,0.411,0,0
5,1,0,9,3262,3,1,1617,0.9362,1,1,1,2,4,0,0,1,4,0.6332,0,0
2,0,0,11,900,1,4,984,0.859,1,1,1,1,15,1,0,0,1,0.5355,0,1
2,1,0,18,41,1,3,2852,0.8535,1,0,0,0,20,0,0,1,4,0.6455,0,0
1,0,0,14,7706,0,3,2347,0.6692,2,0,0,1,13,0,1,1,0,0.9585,0,0
2,2,0,10,232,1,3,84,0.6546,3,0,0,2,12,0,0,0,3,0.7467,0,1
0,1,1,6,3370,0,4,816,0.5188,1,0,1,3,19,0,0,1,7,0.8574,0,0
2,4,0,50,191,0,1,768,0.7136,15,0,0,1,0,0,0,1,19,0.7771,0,0
1,1,0,34,152,1,1,1115,0.905,3,1,1,2,1,0,0,0,14,0.8336,0,0
1,2,1,36,1395,1,2,99,0.83,3,1,1,0,18,0,0,0,0,0.721,0,0
1,0,0,12,1942,1,1,95,0.6346,1,0,1,4,8,1,0,1,8,0.5755,0,1
1,2,0,20,1280,0,3,1646,0.9708,2,0,1,1,23,0,1,1,3,0.7991,0,0
0,0,1,20,471,0,2,3887,0.9111,6,0,1,0,19,0,1,0,0,0.682,0,0
2,3,0,28,409,2,7,548,0.513,2,1,1,0,13,0,0,1,3,0.784,0,0
5,2,0,18,1169,0,3,3009,0.8343,1,1,1,1,21,0,0,1,23,0.6126,1,0
3,2,0,45,5531,0,0,1192,0.8339,2,1,1,1,12,0,0,1,9,0.6868,0,0
4,2,1,18,796,2,0,677,0.7841,2,0,1,0,22,0,0,1,4,0.8879,0,0
3,0,0,24,1161,2,2,737,0.6276,1,0,1,2,9,0,0,0,11,0.54,0,1
3,0,0,20,453,0,2,2704,0.6642,2,0,1,2,20,0,0,1,1,0.7821,0,0
0,0,0,47,40,0,1,371,0.644,1,0,1,2,20,1,0,0,5,0.9066,0,1
2,0,0,16,70,0,4,599,0.5734,2,0,1,1,17,1,1,1,21,0.7244,0,1
4,1,1,21,121,1,2,1348,0.4171,2,0,1,4,7,0,0,0,46,0.6967,0,0
1,1,0,4,246,1,1,4110,0.8759,1,1,0,2,5,0,0,1,6,0.8136,0,0
1,0,0,24,719,0,2,246,0.8156,1,1,1,0,1,0,1,1,5,0.9686,0,1
1,1,0,15,1954,1,4,266,0.7233,2,0,1,3,20,0,0,1,2,0.7569,1,0
3,2,0,19,183,0,1,194,0.8751,3,0,1,1,3,0,0,1,7,0.8071,0,0
0,2,0,22,577,0,4,285,0.7164,1,1,0,0,13,1,0,1,7,0.607,0,0
1,3,0,18,298,1,4,709,0.3591,8,1,0,2,15,0,0,1,8,0.8816,0,0
2,2,0,77,566,0,3,249,0.5639,1,0,0,2,20,0,0,1,13,0.6756,0,1
3,4,0,20,757,1,3,466,0.7988,1,0,1,1,16,0,0,1,5,0.74,0,1
3,2,0,13,1349,0,1,811,0.8369,1,0,1,3,17,0,0,0,2,0.683,0,0
2,0,0,13,259,0,1,1670,0.614,1,0,0,1,11,0,0,1,5,0.7044,0,0
2,0,0,31,1898,1,1,273,0.8524,1,0,1,1,6,0,0,1,1,0.6659,0,0
5,1,0,22,297,0,1,592,0.8024,4,0,1,2,18,0,0,1,5,0.8029,0,0
1,0,1,10,8945,0,3,836,0.7925,6,1,0,2,10,0,0,1,6,0.9012,0,0
3,1,0,10,769,0,2,906,0.9246,1,1,1,2,2,0,0,1,26,0.592,0,0
1,0,0,15,990,1,3,392,0.9088,2,1,0,4,19,0,0,1,26,0.7755,0,0
0,1,1,11,1104,1,0,109,0.8766,1,0,1,2,6,0,0,1,3,0.8884,0,0
1,1,0,78,59,1,3,425,0.7318,2,0,0,3,22,0,0,0,3,0.8521,1,1
1,2,0,12,677,0,3,1979,0.9658,2,1,1,3,2,0,0,1,9,0.7495,1,0
0,4,1,21,57,0,7,3028,0.8501,1,0,1,0,15,0,0,0,12,0.6029,1,0
1,2,0,13,937,1,3,177,0.6271,1,0,1,3,19,1,0,1,17,0.7502,0,0
4,3,0,35,1032,0,2,563,0.786,1,0,1,2,3,0,0,1,22,0.6603,0,0
3,1,0,17,130,1,1,183,0.8244,1,0,0,1,16,0,0,1,10,0.7504,0,0
1,1,1,14,195,2,1,2041,0.6137,3,0,1,2,23,0,0,1,8,0.5881,1,0
3,1,0,36,545,1,4,1099,0.9045,1,1,0,2,8,0,0,1,5,0.9676,0,0
2,3,0,51,25,0,4,318,0.6466,7,0,1,3,2,0,0,1,12,0.7839,0,0
1,5,0,42,236,0,10,817,0.5876,1,1,1,2,11,0,0,1,2,0.9594,0,0
5,2,0,42,265,0,0,1652,0.5528,12,0,0,1,7,0,0,1,8,0.915,0,0
2,1,0,52,86,1,2,1954,0.5604,2,1,0,2,12,0,0,1,6,0.9256,0,0
2,1,0,14,140,1,0,1780,0.7595,13,0,1,1,12,0,0,0,21,0.8834,0,1
2,3,0,16,717,0,4,2894,0.7513,1,0,1,0,22,0,0,1,6,0.774,0,0
2,1,0,18,2672,3,3,1123,0.7576,1,0,0,1,0,0,0,1,4,0.9215,0,0
2,2,0,23,267,2,3,1504,0.7462,2,0,0,1,3,0,0,0,8,0.4663,1,0
2,1,0,10,456,0,2,356,0.7725,1,0,1,1,12,0,0,0,4,0.8496,0,0
