years_at_company,monthly_salary,overtime_hours_per_week,num_projects,last_promotion_months_ago,satisfaction_score,manager_rating,department,commute_distance_miles,stock_option_level,training_hours_last_year,work_life_balance,relationship_with_manager,age,education_level,num_companies_worked,years_since_role_change,performance_rating,target
6.5,10539.5,1.5,2,5,8.6,4,5,8.0,0,3.4,4,3,52,3,0,0.9,4,0
14.8,15036.21,9.5,7,6,9.3,4,4,11.1,2,25.8,3,3,21,4,2,5.4,5,0
0.4,10550.17,1.6,4,9,6.7,5,5,4.9,1,31.2,2,3,31,3,7,5.4,4,0
9.2,11700.65,0.0,1,2,8.1,4,2,1.8,2,14.4,3,2,32,1,2,1.7,4,0
2.9,6867.92,0.4,3,25,7.8,2,0,11.0,2,16.0,4,3,45,2,2,2.5,3,0
0.6,5655.5,3.7,6,1,5.7,4,0,2.4,0,17.0,4,2,44,2,4,4.4,4,0
1.6,8397.82,0.8,3,10,10.0,5,3,1.0,3,41.1,1,3,52,3,2,5.7,4,0
5.1,9268.18,2.9,5,20,8.9,4,0,20.7,1,43.0,1,2,35,2,3,0.0,3,1
0.2,6413.96,5.0,1,28,9.0,4,2,2.3,1,21.0,5,1,41,2,2,0.7,2,0
16.1,5839.88,1.7,2,4,4.4,4,6,50.0,0,39.3,4,2,36,1,1,6.2,3,1
4.7,7917.35,2.3,2,2,4.8,5,3,4.1,1,7.1,3,2,34,3,3,2.2,2,1
6.4,6824.49,0.8,1,11,7.7,4,1,6.7,0,19.0,1,4,39,2,4,2.9,4,1
4.5,5899.17,4.8,1,32,6.5,2,4,1.0,0,12.5,4,3,21,2,3,1.9,3,0
4.8,8837.85,1.2,7,5,6.0,4,1,11.7,1,29.2,3,3,37,4,3,4.8,4,1
11.1,6553.61,0.9,1,0,8.1,3,5,36.8,0,8.2,4,3,44,2,3,0.3,3,1
1.5,11624.77,5.2,1,0,5.9,2,6,8.4,0,29.6,5,4,54,4,0,0.3,5,0
5.8,4609.95,1.3,7,10,5.3,2,5,3.0,1,0.0,5,4,23,3,3,1.2,3,0
2.9,9240.6,1.2,1,4,9.2,3,6,1.3,0,4.1,4,3,43,3,1,0.6,5,1
9.8,3341.2,0.8,7,16,5.3,3,0,1.0,0,18.1,3,4,41,1,3,5.1,4,0
2.1,11413.67,7.9,3,1,4.1,3,1,18.9,2,34.3,3,3,23,2,2,0.2,4,1
1.5,8154.95,8.2,3,17,6.5,3,5,37.6,0,1.4,3,4,21,1,3,0.8,3,0
0.6,5448.63,1.6,1,11,7.3,3,1,27.0,0,12.1,5,3,43,2,3,0.9,4,0
1.1,3215.57,2.3,4,0,4.8,5,0,6.6,1,19.8,3,4,43,3,3,1.1,4,0
1.4,22386.73,4.1,4,11,7.1,1,0,1.0,1,24.7,4,4,47,2,2,5.2,4,0
0.5,5542.35,1.0,7,15,7.5,3,1,5.0,2,39.0,4,5,31,4,4,2.5,4,0
1.6,10416.35,3.2,2,19,10.0,3,4,2.1,2,22.7,5,3,28,3,3,1.0,1,0
2.4,7443.25,6.5,4,7,8.6,3,2,5.7,2,0.0,3,4,48,3,3,9.6,4,0
0.1,17735.01,1.0,1,20,2.8,3,6,1.0,3,57.3,4,3,29,2,3,7.2,4,0
3.6,7215.45,3.8,3,52,8.9,3,4,4.6,2,20.2,1,4,39,3,1,10.0,3,0
2.1,11348.57,3.3,2,30,7.3,4,0,7.7,0,28.0,2,2,38,3,3,7.3,3,0
4.7,10377.54,0.4,3,3,6.2,4,0,1.0,3,13.0,4,4,26,3,4,0.6,2,0
3.4,5878.91,4.6,3,7,3.0,2,3,22.7,2,26.9,3,5,30,4,3,3.1,4,1
3.0,12585.37,0.3,3,47,7.1,4,6,1.0,2,23.7,4,3,21,3,3,3.7,5,0
1.2,4560.29,0.5,4,6,8.3,3,5,14.3,1,20.3,3,4,26,2,1,0.6,2,0
1.2,7467.45,5.3,1,8,6.8,5,1,5.8,0,0.0,1,4,51,2,4,2.2,5,0
7.5,12590.84,6.1,6,4,8.7,2,6,4.8,2,35.4,3,4,33,3,3,5.6,3,0
3.0,8464.54,4.3,3,10,5.4,3,1,25.6,0,0.0,3,4,41,4,1,1.2,4,1
2.5,13233.11,4.3,5,25,2.1,5,5,10.7,1,7.2,3,2,50,4,3,1.2,4,0
1.3,5081.47,2.2,3,78,7.6,4,5,3.1,0,3.3,2,3,24,1,1,4.2,3,0
0.2,13726.81,6.0,3,90,8.2,5,2,11.4,0,11.4,1,2,34,5,3,11.4,3,0
0.3,5912.77,1.6,1,14,7.5,2,5,23.5,1,14.9,4,3,21,3,4,7.7,3,0
1.2,6823.37,1.9,9,8,3.7,4,0,23.4,2,40.9,4,2,25,3,1,2.8,4,0
3.4,6666.11,1.5,4,2,7.8,3,0,11.6,2,25.8,3,5,34,1,3,6.0,3,1
0.3,11679.84,0.6,5,5,8.7,5,3,26.1,3,9.8,3,3,37,4,1,2.8,1,0
9.4,7110.4,0.2,5,18,6.9,1,4,4.9,0,0.0,2,1,25,4,2,1.2,5,1
4.1,15308.13,0.1,5,29,6.5,5,2,22.3,1,14.9,5,5,46,4,0,11.6,4,0
0.3,8820.17,3.1,1,5,5.0,4,6,1.1,0,28.8,2,4,45,3,2,0.5,3,0
1.7,9094.35,4.3,4,7,4.7,3,2,7.2,1,31.0,4,4,52,5,6,6.2,4,0
0.9,3560.17,0.8,7,5,6.0,5,3,10.7,0,22.3,3,3,44,3,0,1.4,4,1
0.9,3451.76,1.9,3,2,7.6,3,5,4.6,2,39.4,3,2,23,2,1,1.3,3,0
5.6,10050.33,4.5,4,99,4.7,3,3,6.0,1,31.3,3,4,34,4,1,4.0,4,0
1.3,10530.54,6.6,6,13,4.3,2,3,12.7,1,5.5,3,4,37,2,2,3.5,3,0
1.9,9517.94,4.0,7,11,4.3,2,1,10.5,0,30.4,4,3,49,4,5,1.1,5,0
0.3,9813.81,0.2,1,4,4.1,5,1,18.0,3,21.8,3,2,41,2,0,3.9,5,1
1.0,6807.44,6.7,5,43,10.0,3,0,16.3,0,16.3,3,3,40,4,4,1.0,4,0
14.2,9337.98,0.3,3,7,5.2,5,1,1.6,0,37.1,5,4,26,5,2,4.6,3,0
12.6,14988.91,0.8,5,11,10.0,5,5,7.9,1,2.5,4,3,28,5,4,2.1,4,0
1.3,16399.49,0.9,4,44,6.9,3,6,12.4,3,17.5,3,3,33,5,2,0.1,2,0
4.3,4844.75,2.3,3,23,6.2,2,6,6.2,0,14.8,3,5,32,4,2,9.8,4,1
3.6,14897.25,1.3,3,19,5.8,2,1,1.7,0,0.0,4,4,44,5,1,1.8,3,0
1.6,5218.65,1.5,2,1,4.9,5,2,17.8,0,6.2,4,4,33,3,2,0.9,1,1
4.7,20172.89,2.5,4,1,9.0,2,1,18.8,3,23.5,1,3,33,3,2,8.1,4,1
9.0,3388.41,2.2,7,18,10.0,3,6,17.4,2,25.8,2,4,22,2,4,2.6,3,1
3.2,9279.82,0.7,2,21,4.9,3,2,3.1,0,8.1,3,5,36,4,2,2.8,4,0
7.1,7448.74,5.1,3,4,5.8,4,0,3.9,2,33.9,3,2,23,3,3,0.3,3,0
8.6,5954.67,3.1,8,15,6.5,3,6,5.1,0,40.8,5,4,33,3,4,5.1,4,0
0.1,9226.19,8.8,7,0,3.8,2,1,4.3,1,15.4,3,1,36,2,1,17.2,2,0
5.2,6546.98,2.6,6,71,8.1,3,1,6.4,1,18.8,4,4,34,5,4,15.3,4,0
3.3,9349.69,0.8,6,19,9.7,2,1,5.2,1,10.5,3,2,45,3,0,0.0,3,0
3.8,9828.02,1.2,3,39,5.4,3,0,7.7,0,18.2,5,3,36,3,2,2.3,3,0
1.3,8969.24,0.1,4,10,3.9,4,3,21.9,2,0.0,4,3,28,5,0,1.5,3,0
2.2,10767.46,3.2,4,51,9.4,3,1,9.7,1,21.7,3,4,54,4,2,3.7,4,0
6.3,8211.67,3.8,6,21,8.6,3,0,1.8,0,11.2,3,2,41,3,1,0.5,2,0
1.5,11682.2,3.3,1,10,10.0,4,2,19.4,2,36.2,3,3,37,3,3,0.3,4,0
0.5,9528.74,1.1,2,19,6.2,2,6,1.0,1,37.9,2,4,30,2,0,1.3,4,0
12.8,8028.77,0.8,5,11,7.5,4,5,17.3,2,20.9,4,5,34,1,2,6.2,3,0
7.2,10159.05,14.5,2,1,7.5,2,5,1.0,0,9.8,3,3,27,4,1,0.0,2,0
3.1,6422.96,5.1,3,16,4.3,4,1,14.5,0,11.1,3,4,27,3,2,2.8,3,0
1.5,10298.97,2.1,6,12,7.2,4,0,1.0,3,29.5,3,4,32,4,2,0.1,3,0
6.3,7060.74,1.1,3,4,5.1,4,6,2.4,0,24.6,1,2,54,4,4,0.5,3,0
3.0,5943.08,2.0,5,20,5.2,4,5,1.6,3,15.1,3,3,46,3,4,2.3,3,0
0.9,15575.05,0.9,3,9,6.8,4,6,1.3,0,8.7,4,3,33,3,3,2.3,2,0
1.0,6490.18,0.3,9,0,3.6,5,2,20.5,0,6.1,1,4,42,4,3,0.9,2,0
1.3,5680.15,2.3,2,21,6.3,4,5,5.5,0,37.1,3,2,56,3,1,11.2,2,1
2.2,12652.31,2.6,5,19,8.7,3,6,1.2,0,0.0,1,2,27,4,2,6.4,4,0
1.1,3419.49,0.3,4,20,6.4,4,1,1.0,1,37.4,3,3,49,3,1,8.8,4,0
1.5,8972.88,1.7,5,14,3.3,2,3,13.5,2,23.8,3,4,47,2,1,3.0,4,1
7.0,7355.98,0.5,2,18,9.6,3,6,24.9,1,29.1,4,3,40,5,3,6.2,2,0
18.6,3459.78,12.6,4,33,6.7,4,6,3.1,2,20.1,2,4,26,3,1,5.0,3,1
4.4,10604.84,5.9,1,4,9.7,4,0,10.2,1,8.4,4,5,26,4,6,0.7,3,0
3.6,24878.27,6.4,5,25,9.0,5,4,26.3,3,15.8,2,3,40,2,5,8.2,3,0
1.0,21078.14,3.2,4,42,5.6,3,5,43.7,0,13.5,3,2,21,3,4,4.1,3,0
0.1,3100.0,2.4,3,10,5.9,3,1,1.0,0,29.9,4,4,48,3,3,1.2,3,1
8.7,16954.76,2.3,4,9,3.1,3,0,15.6,0,15.8,3,4,23,3,4,2.1,4,0
5.6,15570.7,2.8,2,2,5.8,5,2,1.0,1,13.2,3,3,33,4,1,0.1,4,0
7.1,11572.09,2.7,2,9,8.0,4,4,38.4,2,15.8,3,4,34,3,3,2.8,4,1
2.3,8527.02,3.5,5,6,4.2,5,2,5.9,2,12.1,3,5,36,2,4,7.3,3,0
0.6,8785.07,1.7,2,0,7.5,2,0,6.5,1,23.5,3,4,37,1,5,7.0,3,0
17.4,8160.7,1.5,6,29,4.9,4,6,1.0,3,26.3,2,4,35,4,2,3.2,3,0
0.4,12292.36,3.3,1,2,5.6,4,4,22.5,1,13.8,5,3,61,4,2,0.3,4,0
0.2,9500.02,5.1,8,17,6.0,3,3,18.7,3,42.1,2,3,42,5,2,9.2,5,0
4.0,9531.19,2.1,8,24,8.7,5,6,7.2,0,42.6,4,3,25,2,3,0.3,3,0
4.5,11150.64,3.5,5,10,7.6,3,2,1.0,1,36.2,3,3,21,2,3,1.0,3,1
2.0,12457.32,0.2,2,12,4.5,3,6,28.5,0,9.7,3,3,37,4,2,1.9,4,0
1.7,12456.45,7.7,4,20,5.2,3,5,44.1,0,18.4,4,5,28,5,3,0.5,2,0
4.5,3116.53,2.0,4,21,5.6,5,0,1.2,3,6.7,3,4,33,2,1,0.5,4,0
4.1,9711.49,9.6,4,0,8.4,5,3,1.3,1,29.9,5,3,23,1,2,12.8,4,0
3.1,6847.47,14.1,2,0,6.6,5,3,1.0,2,19.9,5,3,37,3,3,0.4,3,0
5.1,7005.45,2.7,5,8,7.3,5,1,76.5,2,33.7,4,3,37,3,2,5.0,3,1
2.0,15889.94,11.1,5,1,8.6,3,6,4.9,2,26.9,3,4,42,2,2,3.2,1,0
3.5,5300.62,1.8,3,10,4.7,4,5,2.8,0,26.7,3,4,21,2,1,6.5,3,0
11.5,8486.16,6.9,3,32,6.3,4,5,2.7,1,46.9,2,3,38,2,2,4.8,4,0
1.3,16065.33,1.0,2,6,7.7,4,6,10.5,2,31.8,3,2,54,4,3,0.6,2,0
8.2,6368.48,6.8,4,13,7.3,4,1,13.5,1,21.8,1,4,47,2,4,1.6,4,0
2.3,8177.41,2.7,4,27,7.4,5,3,14.7,0,37.7,3,2,48,4,3,0.3,4,0
1.5,6215.26,0.4,6,26,4.9,3,6,1.0,3,21.6,4,2,44,3,0,0.5,3,0
1.8,9659.77,1.2,5,4,7.1,3,3,2.0,0,27.2,3,3,34,3,5,2.1,5,0
8.3,6779.13,2.6,2,18,9.1,4,1,1.0,2,11.3,3,4,21,4,4,0.4,3,0
3.4,6715.39,1.0,3,48,5.0,2,3,4.9,0,29.4,3,4,31,3,1,4.5,3,0
1.4,14615.86,1.1,4,3,6.4,3,2,1.0,1,8.2,3,3,39,2,4,1.2,2,0
5.0,5036.35,9.0,5,4,8.3,4,2,34.1,3,23.1,4,5,37,4,4,0.2,3,0
7.2,16105.06,15.8,3,23,4.7,1,3,2.0,1,10.9,2,3,44,4,2,0.8,1,0
8.8,3741.61,2.2,1,11,4.6,5,4,7.1,0,16.7,2,3,24,3,3,0.6,5,0
3.9,5106.75,0.9,2,22,9.8,2,3,1.0,0,5.6,3,4,39,2,2,1.3,3,0
0.2,5982.65,11.5,1,1,7.9,4,1,15.7,0,5.9,3,1,21,5,1,7.8,4,1
0.2,10629.2,11.7,5,34,6.7,3,5,1.7,1,25.0,4,4,49,3,1,14.4,3,0
1.1,10282.53,1.7,2,17,7.2,4,4,14.5,1,1.9,3,1,31,1,1,0.0,3,0
3.1,4572.77,3.3,3,35,2.2,5,5,19.5,3,10.6,4,4,46,3,3,4.1,2,1
11.8,6930.37,1.2,7,54,7.1,3,2,22.2,1,30.2,3,5,40,1,2,3.2,5,0
8.1,23208.62,5.2,2,17,5.0,2,2,1.8,0,6.8,4,4,54,5,1,3.1,4,0
18.7,3701.39,5.7,5,4,8.4,3,6,19.2,3,29.1,2,2,38,1,1,2.1,2,0
1.3,3814.33,1.3,3,8,4.9,3,1,6.6,0,3.2,3,4,46,2,3,11.8,5,1
2.8,12943.96,7.3,2,10,5.9,5,5,7.6,2,4.6,2,4,46,5,0,1.7,4,0
6.4,5409.16,1.1,3,0,3.6,3,1,6.1,1,18.3,4,2,26,3,2,5.0,4,1
3.3,7866.0,9.2,4,2,3.0,4,3,16.2,0,13.8,1,4,33,1,7,7.0,4,1
0.1,4744.54,0.6,5,8,5.1,3,0,11.5,2,0.0,3,3,53,1,3,2.3,3,0
1.5,8198.09,0.9,4,13,7.1,5,1,2.4,0,26.3,5,3,37,2,3,2.4,1,0
7.1,9923.54,0.1,3,22,9.7,5,6,4.3,1,20.7,2,4,34,4,3,2.4,4,0
0.2,13543.52,0.2,5,37,3.7,3,3,7.3,2,16.7,4,3,23,4,2,9.6,4,0
1.8,6692.65,1.0,2,11,7.2,4,6,7.1,0,20.4,4,3,31,2,4,0.8,4,0
2.3,8936.07,13.9,7,20,5.8,4,4,16.2,1,11.3,1,4,57,4,1,0.7,2,1
1.0,4533.14,9.1,6,27,5.7,2,0,21.4,0,29.2,5,4,40,3,3,4.5,5,0
5.1,5978.0,9.6,2,5,9.5,3,3,4.1,1,11.5,3,3,49,4,1,5.6,5,0
9.0,5879.79,2.2,1,23,6.6,4,3,1.6,0,8.4,4,2,34,1,2,0.4,4,0
1.4,14546.18,1.4,1,23,5.2,1,1,8.1,3,0.7,3,5,54,1,2,1.1,5,0
14.2,9546.25,2.8,5,33,9.2,3,2,10.5,0,29.3,4,5,27,1,0,1.2,3,0
0.7,4200.08,8.4,1,19,5.4,3,3,1.8,0,15.3,3,2,37,4,2,5.4,4,0
3.8,5454.46,1.8,2,17,3.4,3,5,1.0,2,24.7,3,1,32,1,1,0.2,4,0
7.6,6031.46,9.7,5,82,2.2,3,6,1.2,2,22.3,3,5,33,2,1,0.4,4,1
2.2,17450.59,7.8,2,1,10.0,2,6,3.8,1,39.8,3,2,29,2,2,2.0,4,0
20.2,4416.39,5.0,3,5,5.7,2,5,9.3,0,13.9,2,5,43,1,1,0.1,4,0
3.2,13202.21,7.0,6,14,7.8,5,2,3.4,1,9.1,2,1,46,2,3,1.1,3,0
12.7,8279.3,11.6,3,9,5.3,2,5,26.4,1,21.0,4,5,47,3,1,1.6,3,0
4.2,12722.44,0.8,4,7,6.6,3,5,15.2,0,35.7,3,1,42,3,2,1.4,2,0
1.7,5541.1,0.6,3,68,4.6,5,6,3.0,3,13.8,3,4,37,2,2,0.2,3,0
4.1,5574.74,13.3,1,30,7.0,4,2,2.5,0,6.4,2,1,24,1,0,2.6,5,1
3.3,9761.39,6.0,1,13,5.5,4,1,23.5,3,11.2,2,3,39,2,5,3.1,3,0
22.5,11869.85,1.0,6,3,9.7,3,5,10.1,2,16.6,3,5,44,3,3,0.7,4,0
14.8,11409.97,0.0,2,33,4.1,4,5,6.1,0,19.0,1,2,31,3,1,3.5,2,0
8.5,8106.11,10.0,3,2,4.6,2,2,4.7,2,22.5,2,3,36,2,2,0.0,3,0
0.5,4391.85,2.7,5,5,9.5,2,0,22.6,1,15.2,3,3,55,2,3,3.5,1,0
0.1,16651.26,2.4,4,10,6.7,2,6,29.2,0,16.2,4,3,46,2,2,0.2,3,1
8.9,6533.65,2.5,5,58,5.3,5,0,23.1,2,1.0,3,5,30,3,6,1.6,3,0
0.2,13465.13,10.2,3,22,4.4,4,1,1.0,3,15.6,3,3,37,5,3,1.5,4,0
2.1,5315.85,1.1,7,52,5.2,5,3,5.8,2,19.1,2,1,39,3,2,6.9,4,1
5.1,5775.1,5.9,3,21,6.6,4,1,5.2,2,36.9,3,4,34,4,3,1.2,3,1
0.5,10942.69,2.1,2,7,4.3,2,6,21.8,1,34.7,4,4,46,2,2,4.2,5,0
7.6,14410.21,0.2,7,1,5.0,4,3,14.9,0,21.9,4,4,42,3,2,3.7,3,0
7.7,10499.1,9.3,1,3,7.5,4,1,9.5,1,23.6,4,4,35,2,2,5.3,4,0
1.5,9213.39,7.7,4,4,5.2,5,6,11.1,0,0.1,3,3,41,3,0,0.0,2,0
1.8,9685.18,8.1,4,1,6.9,3,3,1.1,3,20.1,3,4,47,4,4,1.6,4,0
4.8,5779.92,9.0,4,9,4.5,4,0,1.6,1,19.2,4,2,25,3,2,1.8,3,0
1.1,4946.3,1.5,6,11,5.2,4,1,2.5,1,15.8,3,3,43,4,0,0.9,4,0
11.8,13171.23,0.8,2,2,9.1,3,1,32.1,3,29.7,3,5,32,4,2,12.7,3,0
1.6,15443.02,0.1,2,28,8.4,4,2,10.2,2,10.1,1,3,37,5,1,0.1,5,0
3.7,13727.19,1.7,1,0,4.9,2,5,9.6,0,5.4,4,2,36,4,6,8.5,3,0
3.6,10834.31,1.1,6,1,9.0,3,1,16.4,0,20.9,4,3,24,1,2,1.6,3,0
2.6,7451.76,10.9,4,21,8.2,3,3,3.7,3,26.4,2,5,31,3,1,1.7,4,0
3.0,11244.72,1.1,1,2,10.0,3,0,19.6,1,25.4,5,2,28,1,6,2.9,4,0
1.5,6469.45,2.0,3,13,8.6,3,2,4.7,2,27.3,3,3,38,4,4,0.1,4,0
3.8,9088.24,7.3,4,27,4.8,3,6,12.6,1,9.4,1,3,45,3,3,0.4,3,1
9.0,8637.59,6.3,2,6,6.3,3,2,23.8,1,18.6,4,3,42,2,1,3.6,3,0
1.3,3904.86,2.6,7,10,7.0,3,2,4.5,0,10.2,3,5,31,3,1,0.8,2,1
4.7,7993.4,16.1,2,26,9.5,3,2,1.0,0,41.2,3,4,56,3,4,0.4,3,0
4.2,8357.54,6.2,3,76,1.1,4,1,1.7,2,37.0,4,3,27,2,4,5.1,3,0
1.8,12209.07,2.9,1,59,3.9,5,5,4.8,0,34.2,4,4,25,3,1,2.6,1,0
0.2,9749.4,2.6,8,9,6.7,2,5,6.9,2,18.7,2,3,41,4,2,0.5,4,0
4.0,13650.99,2.7,5,45,7.6,4,0,17.5,0,40.8,3,3,21,4,2,0.9,3,0
2.4,7385.88,4.6,4,27,5.4,4,3,29.3,1,1.0,3,5,21,1,2,3.7,3,0
2.5,8218.14,9.7,2,4,4.5,5,2,2.1,0,20.9,4,3,50,2,1,1.7,5,1
0.1,4015.89,2.1,4,3,8.2,3,5,8.9,0,13.6,2,4,40,3,6,0.7,4,0
2.3,6557.16,5.6,5,10,6.8,3,6,21.3,0,33.8,3,5,46,4,1,0.6,3,0
0.5,8687.62,2.8,5,30,3.0,2,2,4.0,1,0.2,4,4,37,2,3,1.5,5,1
1.5,10381.84,2.5,4,11,7.0,4,5,1.0,1,15.8,4,5,35,2,3,9.1,5,1
12.0,4129.15,4.4,1,12,7.8,5,5,11.2,2,18.1,2,2,49,3,2,3.9,5,0
3.2,7838.64,0.4,1,0,5.2,3,6,1.0,1,18.7,2,4,31,3,1,11.5,3,0
5.8,7694.66,2.2,2,17,4.8,2,5,6.9,0,41.5,3,5,32,3,2,3.1,3,0
1.8,3191.4,9.6,2,9,7.1,4,1,7.0,0,32.4,3,5,40,3,2,16.3,4,0
2.5,3737.26,5.2,4,12,6.2,4,3,16.0,0,17.2,4,2,21,1,0,7.0,5,0
1.6,14776.98,4.9,6,48,9.9,2,4,36.7,2,21.9,5,4,29,3,3,2.3,3,0
0.2,6663.11,5.7,4,12,7.8,4,1,43.2,2,48.1,3,4,47,2,2,5.4,3,0
6.4,9463.68,11.1,2,10,2.7,4,5,16.7,1,10.0,1,4,21,1,6,16.5,3,1
8.7,6361.91,0.3,4,36,5.3,3,6,1.3,2,25.3,3,4,39,1,4,2.2,3,0
3.3,7833.5,1.2,1,0,4.9,2,2,29.4,0,30.8,3,3,21,3,3,4.5,5,1
0.3,4932.41,1.0,2,33,3.3,3,2,1.6,0,14.6,3,5,24,1,3,2.8,4,1
2.5,10323.75,8.8,3,0,7.0,3,0,7.0,0,32.5,4,3,63,5,2,6.1,3,0
3.3,7072.44,1.6,2,0,2.6,3,6,11.2,0,13.8,2,3,44,5,2,4.9,4,0
1.0,9780.42,2.1,7,2,6.6,4,1,28.1,2,28.3,3,3,45,4,3,4.0,3,0
6.5,6215.47,2.0,3,14,5.7,2,1,12.8,2,16.2,1,4,29,3,3,2.3,3,0
2.9,9192.42,3.0,5,11,6.3,2,4,4.1,2,15.1,4,5,34,2,4,1.5,3,0
6.5,24848.64,3.4,3,0,8.9,2,0,6.2,1,16.7,2,4,23,2,0,1.1,4,0
2.5,9525.63,3.7,3,2,8.0,5,0,5.6,1,16.8,3,1,48,2,2,2.6,5,0
5.8,5562.51,15.4,5,51,8.9,3,3,23.9,0,10.9,4,5,55,3,2,1.1,3,0
1.2,11799.43,1.5,4,10,6.5,1,2,9.6,1,14.1,3,3,21,5,2,0.6,4,1
0.2,6717.05,2.9,2,20,5.4,3,5,16.4,0,7.2,2,5,22,3,1,2.7,4,0
2.0,9751.74,2.6,4,10,8.0,4,1,11.9,0,24.6,5,3,49,2,3,0.7,4,0
2.8,5544.09,3.6,6,82,5.8,3,3,3.1,1,37.3,4,4,43,2,0,3.3,5,0
1.2,13927.23,1.5,3,23,8.3,3,1,23.7,0,25.3,4,4,44,4,1,1.3,3,0
7.0,12423.28,2.8,3,22,10.0,4,2,1.8,2,14.4,3,3,52,1,3,0.9,4,0
1.0,5773.39,1.1,2,7,6.0,3,3,15.8,0,0.0,5,5,36,1,1,1.4,3,0
0.9,13210.97,8.9,8,3,7.7,3,3,24.6,0,42.9,3,4,39,4,2,0.0,4,0
8.1,10301.41,3.4,4,2,8.6,4,6,13.9,1,27.0,3,3,28,3,1,2.4,2,0
12.9,11996.18,0.2,4,61,6.4,3,5,16.2,0,25.1,4,3,50,3,2,0.5,4,0
0.2,4506.89,0.9,5,7,10.0,3,1,1.0,1,33.0,4,5,40,1,5,0.8,3,0
2.5,12275.6,1.9,6,33,5.1,3,6,4.7,2,11.1,3,4,39,2,1,1.7,3,0
5.1,15428.98,0.3,2,2,6.4,2,5,9.2,2,31.0,1,4,22,2,1,0.0,2,0
1.2,8311.3,0.8,1,12,5.3,3,5,1.0,2,25.7,2,4,31,5,2,1.2,4,0
6.0,6068.13,5.0,4,7,8.6,4,4,9.4,2,12.3,3,1,47,2,2,0.0,2,0
1.0,5303.0,8.7,4,52,10.0,5,3,1.9,2,6.4,3,2,27,4,3,5.6,5,0
0.8,3687.17,1.5,3,23,7.8,4,1,5.5,3,28.0,3,5,26,4,6,0.7,3,0
0.8,25773.76,0.6,1,3,9.2,2,4,3.8,2,18.7,3,5,34,3,2,6.9,1,0
4.6,5561.37,1.2,6,18,7.7,4,3,8.4,2,26.7,3,4,23,2,1,6.1,3,0
6.7,5911.9,2.8,7,16,5.6,4,0,56.8,1,35.6,4,5,39,2,5,1.1,3,0
2.2,8946.48,2.0,9,0,6.2,3,3,3.2,0,23.8,4,2,22,2,2,4.3,4,0
3.6,11630.91,5.0,4,42,4.8,1,6,10.6,2,27.8,5,4,21,4,3,1.0,4,0
4.5,13405.92,0.0,2,27,6.7,5,5,1.0,0,21.9,3,5,25,3,0,11.8,4,0
8.1,12439.8,5.5,4,5,8.7,2,2,3.1,1,38.4,3,3,21,3,4,2.9,4,0
10.6,3952.83,9.5,1,30,9.3,1,5,1.0,0,13.9,4,4,31,2,6,1.1,2,0
4.8,4974.19,1.9,1,14,3.6,3,3,3.8,1,31.3,3,5,41,3,2,4.6,5,1
0.3,14055.23,3.1,4,3,5.8,3,6,9.1,1,9.8,4,3,30,3,5,0.5,4,0
6.5,5914.99,7.1,6,35,7.9,4,4,19.6,2,19.5,3,2,35,4,5,8.5,4,0
2.1,9376.87,9.1,5,9,9.0,5,2,4.6,0,22.1,4,3,46,4,4,0.8,4,1
1.4,7751.17,0.2,2,10,6.3,2,2,7.1,1,32.4,4,1,41,3,1,3.8,3,0
3.6,7087.58,5.1,4,18,6.8,3,6,11.8,0,40.5,3,3,47,5,3,1.4,4,0
7.6,7734.32,1.8,5,22,7.2,1,6,16.5,2,2.5,3,2,28,4,5,0.2,2,0
2.2,9786.67,3.8,3,10,8.2,2,2,19.9,0,5.9,4,3,22,2,1,0.6,3,0
0.4,8142.29,0.2,2,8,8.1,3,2,19.0,3,30.7,5,2,36,1,3,2.1,4,0
7.0,11566.99,1.9,4,15,7.0,3,4,1.0,0,45.8,5,2,44,3,4,0.1,3,0
3.2,10714.49,1.8,4,21,3.7,2,3,41.1,0,15.7,3,4,26,3,1,4.4,4,1
2.5,7521.15,0.4,5,30,5.9,3,6,17.0,0,4.6,3,5,38,3,4,0.2,3,0
1.6,4529.12,11.7,1,10,3.1,4,0,23.6,3,29.4,3,5,45,3,1,8.1,3,0
7.2,10904.9,3.0,4,38,5.0,5,0,1.7,3,37.4,3,2,35,3,1,11.3,4,0
6.8,7925.28,2.2,2,45,7.6,4,3,2.4,1,19.1,3,4,26,2,4,2.7,2,0
10.3,5645.01,5.4,4,67,4.7,4,3,11.1,3,16.3,1,4,21,2,1,0.3,4,0
1.7,3100.0,1.9,3,56,7.3,4,5,33.4,1,10.3,5,4,46,3,3,15.5,2,0
1.6,3903.66,7.6,2,4,9.3,1,1,3.6,1,6.6,3,4,41,2,0,1.3,3,0
1.4,11236.85,4.2,1,11,7.0,2,2,6.7,3,24.1,1,3,36,4,0,4.1,3,0
0.8,3688.32,8.3,2,3,10.0,3,1,23.2,2,0.0,3,3,36,3,3,0.3,3,1
19.1,14894.62,1.3,3,4,10.0,4,6,44.8,0,9.6,3,4,30,3,2,0.6,3,0
2.6,11328.72,0.1,5,1,5.7,4,3,13.1,3,11.4,3,5,50,2,2,0.4,5,0
1.0,7105.19,0.5,1,18,7.6,3,0,3.2,1,33.6,4,2,45,3,2,3.3,3,0
