claim_amount,policy_age_months,claimant_age,num_prior_claims,num_prior_fraud_flags,days_to_report,police_report_filed,num_witnesses,vehicle_age_years,claim_type,injury_severity,time_of_incident_hour,is_weekend,is_holiday_adjacent,deductible,coverage_level,claimant_employment_status,financial_stress_score,repair_shop_is_preferred,target
6530.6,16,44,2,0,2,1,1,1,2,0,2,0,0,500.0,2,3,0.1166,1,0
4605.77,18,35,1,0,5,1,0,1,1,1,2,0,0,500.0,1,0,0.5947,1,0
2634.27,23,41,1,0,0,1,0,5,1,0,15,0,0,500.0,1,2,0.1212,1,0
2291.55,63,27,4,0,1,1,0,0,1,2,18,0,0,250.0,1,0,0.2027,1,0
1439.3,43,18,2,0,0,1,2,1,0,1,14,1,0,250.0,2,0,0.2656,1,0
2198.0,47,38,0,0,1,1,0,12,1,0,18,0,0,500.0,0,3,0.2487,0,0
22754.42,3,32,3,0,0,0,0,2,3,0,23,0,0,1000.0,0,2,0.1615,1,1
2034.64,10,33,1,1,7,1,0,9,0,1,0,0,0,1000.0,1,0,0.1191,1,0
946.04,20,66,0,0,0,0,2,2,0,0,21,1,0,500.0,2,2,0.2446,0,0
10282.91,5,50,0,0,0,1,1,8,2,0,5,0,0,250.0,1,0,0.2788,1,0
4965.16,34,38,0,0,3,0,1,1,3,2,6,0,0,1000.0,2,0,0.3617,1,0
4624.7,4,47,1,0,1,1,0,0,0,3,22,0,0,2000.0,1,2,0.3551,1,0
2578.75,11,37,0,0,3,1,0,0,2,2,10,0,1,500.0,1,0,0.2785,1,0
7059.47,51,60,3,0,0,1,0,3,2,3,8,0,0,250.0,1,0,0.2502,1,0
4375.54,32,66,0,0,0,1,3,9,0,2,1,0,0,250.0,2,3,0.2198,1,0
15917.95,9,21,1,1,1,0,1,1,0,1,3,0,0,500.0,1,0,0.2113,1,0
8111.92,86,18,2,0,0,0,0,8,1,0,4,1,0,500.0,1,1,0.2627,1,0
5941.42,72,18,0,1,0,1,0,3,2,0,15,0,0,1000.0,2,3,0.3748,0,0
8910.58,19,56,2,0,3,0,1,7,0,2,9,0,0,500.0,1,0,0.1137,1,0
7674.7,27,18,2,0,4,1,2,10,1,0,9,1,0,500.0,0,2,0.2496,1,0
2160.9,22,45,1,0,6,0,0,0,0,0,10,0,0,1000.0,2,0,0.0519,1,0
10152.14,6,29,0,0,10,1,2,2,2,3,14,1,0,1000.0,2,2,0.4088,1,0
4326.65,27,50,1,0,2,1,0,1,0,2,4,1,0,250.0,0,1,0.4622,1,0
891.3,73,48,4,0,1,1,2,1,3,0,6,0,0,500.0,2,0,0.1885,1,0
5855.15,4,47,3,0,0,1,1,0,3,1,6,0,0,1000.0,2,2,0.308,1,0
2773.25,2,43,1,0,0,0,1,0,3,2,10,0,0,500.0,0,0,0.2871,1,0
14122.74,2,40,2,0,0,1,1,3,2,0,11,0,0,2000.0,1,1,0.4261,0,0
2679.79,47,28,0,0,4,1,2,5,0,0,9,0,0,500.0,2,0,0.0412,1,0
36410.99,160,32,2,1,3,0,0,0,0,0,21,0,0,1000.0,2,0,0.0585,1,0
19025.85,28,26,0,0,1,1,0,0,0,3,17,1,0,500.0,0,0,0.1539,1,1
3233.16,1,41,0,0,0,0,1,2,2,0,14,0,0,250.0,2,3,0.2671,1,0
2944.37,25,27,0,0,2,1,0,1,0,1,5,0,1,500.0,2,1,0.6082,0,0
10246.86,35,50,2,0,2,1,3,0,1,1,4,0,0,500.0,0,2,0.3704,0,0
1476.72,12,40,0,0,1,1,0,1,0,0,3,0,1,250.0,0,1,0.4426,1,0
1887.83,29,37,0,0,1,1,1,3,0,1,23,1,0,1000.0,1,0,0.5509,1,0
2537.11,54,26,1,0,0,1,1,4,2,0,3,1,0,500.0,1,0,0.3294,1,0
3192.54,48,40,0,0,0,1,0,10,0,0,3,1,0,500.0,0,0,0.1991,1,0
9478.74,45,54,1,1,1,1,0,4,3,0,0,1,0,500.0,1,0,0.5961,1,0
2386.41,75,45,1,0,3,1,2,1,3,0,23,1,1,500.0,0,3,0.2167,1,0
1376.29,19,54,0,0,3,0,0,4,3,1,2,0,0,1000.0,2,0,0.2892,1,0
1485.52,8,38,1,0,5,0,3,0,3,0,7,1,0,500.0,0,3,0.1749,1,0
6154.11,51,37,0,0,7,1,1,1,3,0,20,0,0,500.0,1,3,0.154,0,0
3006.58,39,46,5,0,1,1,0,1,2,0,14,0,0,2000.0,1,0,0.2441,1,0
10878.87,101,18,2,0,2,0,0,2,0,3,16,0,0,250.0,1,2,0.3277,1,0
2467.61,39,70,1,0,3,1,1,5,2,3,7,0,0,500.0,2,0,0.2935,1,0
3642.27,162,25,1,0,1,0,0,0,1,0,10,0,0,2000.0,0,0,0.3726,1,0
2178.6,136,44,2,0,11,0,2,9,2,0,20,0,1,2000.0,2,0,0.1604,1,0
3910.99,41,36,2,0,1,1,1,0,0,2,5,0,0,2000.0,2,3,0.3396,1,0
11047.23,7,32,1,0,1,1,0,1,2,0,8,0,0,250.0,0,1,0.4966,1,0
6482.24,2,32,1,0,1,0,2,3,3,1,7,0,0,500.0,1,3,0.2627,1,0
3252.58,10,26,1,0,3,1,1,4,0,0,5,0,0,500.0,1,0,0.3754,1,0
2028.39,9,32,2,0,1,1,0,2,1,0,7,1,0,2000.0,0,0,0.2834,1,0
2998.54,9,45,0,0,1,1,2,3,1,0,18,0,0,1000.0,2,1,0.1773,1,0
1958.04,83,39,1,1,2,1,0,1,2,2,2,1,0,500.0,0,0,0.101,1,0
6280.71,9,45,2,0,0,1,3,3,1,0,18,0,0,2000.0,0,3,0.2649,0,0
6656.04,50,33,1,0,8,1,0,2,2,0,17,1,0,500.0,1,2,0.4716,1,1
2702.29,41,63,1,0,0,0,0,5,0,3,7,0,0,500.0,0,0,0.5157,1,0
12237.25,31,62,1,0,0,1,1,0,0,1,15,0,0,1000.0,1,0,0.1367,1,0
3924.51,35,18,1,0,1,1,1,4,1,0,20,1,0,1000.0,2,0,0.1604,1,0
5062.31,10,29,2,0,3,1,1,10,1,1,10,0,0,500.0,0,0,0.2011,1,0
37851.92,16,38,1,2,12,1,0,0,1,1,6,1,0,500.0,0,1,0.4099,0,0
2882.06,148,37,2,0,6,1,0,0,0,0,14,0,1,250.0,2,1,0.3072,1,0
3918.61,10,56,2,0,0,1,0,1,1,0,3,0,0,250.0,2,0,0.1755,0,0
9196.2,50,40,2,0,2,1,1,5,3,0,14,1,0,2000.0,0,0,0.2253,0,0
1286.47,71,42,1,1,0,0,0,1,0,0,1,1,0,1000.0,0,0,0.0734,1,0
5810.84,18,45,2,0,1,1,0,0,1,0,23,0,0,500.0,1,3,0.2372,0,0
1866.53,32,40,0,0,6,1,2,25,2,1,18,0,0,500.0,2,0,0.3074,0,1
4697.48,54,31,2,0,1,1,0,11,0,1,16,0,0,500.0,1,0,0.4416,0,0
8979.14,1,22,1,0,1,0,0,3,2,0,20,0,1,500.0,2,0,0.1204,0,0
7613.59,6,43,0,1,0,1,1,5,0,2,7,1,0,500.0,1,0,0.1953,1,0
14539.16,16,22,1,0,0,1,2,25,1,0,8,0,0,2000.0,1,0,0.1394,1,0
24143.32,75,22,1,0,0,1,0,20,3,0,5,0,0,500.0,2,0,0.0482,1,0
8621.92,27,54,1,0,3,0,0,7,0,2,5,0,0,1000.0,1,0,0.081,1,0
3747.3,18,18,2,0,5,1,0,2,0,1,19,0,0,250.0,1,2,0.4327,0,0
3777.3,9,40,0,2,1,0,0,3,2,0,21,0,0,500.0,0,0,0.2234,1,0
2187.43,35,26,0,0,3,1,2,3,0,2,10,1,0,500.0,2,0,0.3755,0,0
16104.89,16,42,3,0,1,1,2,9,0,0,16,0,0,500.0,0,2,0.4584,1,0
3731.49,104,42,2,0,1,1,1,1,2,1,6,0,0,500.0,1,0,0.2274,0,0
3825.19,46,56,1,0,0,1,1,4,3,0,1,0,0,500.0,0,0,0.1985,1,0
2580.26,193,44,3,1,0,1,0,16,0,0,10,0,0,500.0,0,0,0.159,1,0
1613.75,6,46,1,0,4,1,3,10,2,1,9,0,1,1000.0,1,3,0.6139,1,0
27960.09,126,32,0,0,0,1,0,1,3,0,19,0,0,250.0,1,2,0.3167,1,0
4276.21,3,47,2,0,1,1,0,25,0,2,11,0,0,500.0,1,3,0.4655,1,0
2199.9,16,49,0,0,4,1,0,4,3,1,11,0,0,1000.0,0,3,0.33,1,0
7779.46,12,54,2,3,1,1,1,2,0,3,16,1,0,1000.0,0,2,0.1805,1,0
5596.78,49,45,2,1,3,0,1,5,2,0,4,1,0,500.0,1,0,0.1184,1,0
10793.33,26,70,0,1,0,0,0,4,2,3,21,0,0,2000.0,1,0,0.2493,0,0
7608.16,29,43,1,0,1,1,2,2,0,1,10,0,0,1000.0,1,2,0.0306,0,0
3468.01,63,45,1,0,6,1,2,1,0,1,13,0,0,250.0,0,0,0.1427,1,0
8775.41,120,18,2,0,0,0,1,1,2,1,15,0,0,250.0,1,0,0.1458,1,0
3552.07,25,50,2,0,0,1,0,5,2,0,3,0,0,250.0,1,3,0.1851,1,0
2888.37,7,59,0,0,10,0,2,6,1,1,12,0,0,2000.0,1,2,0.3238,1,0
4296.2,1,19,1,0,2,1,2,5,1,0,1,1,0,2000.0,0,1,0.4125,1,0
4694.09,4,35,0,1,0,1,1,2,3,1,2,0,0,500.0,1,0,0.1368,0,0
7771.08,59,49,0,0,0,1,0,2,2,1,18,0,0,250.0,1,0,0.4094,0,0
2758.28,25,25,0,0,1,1,2,8,0,0,17,0,0,2000.0,0,0,0.4336,1,0
7014.27,7,49,2,1,0,0,1,9,1,1,15,0,0,250.0,2,0,0.3332,1,1
3821.04,68,36,1,0,5,1,0,1,1,2,11,0,0,250.0,0,0,0.2292,1,0
2071.54,66,18,1,0,0,0,1,2,0,0,4,0,0,250.0,0,1,0.2334,1,0
3768.04,37,42,2,1,1,1,1,3,2,1,13,0,1,250.0,0,3,0.3363,0,1
9207.39,17,54,1,0,0,1,0,0,0,1,12,0,0,250.0,2,3,0.1456,1,0
3275.06,30,19,2,1,4,1,0,25,3,0,9,0,0,500.0,1,1,0.3395,1,0
4624.61,46,19,1,0,0,0,1,2,2,0,5,0,1,2000.0,1,0,0.2073,1,0
6596.58,1,18,0,0,5,1,0,7,0,0,4,0,0,2000.0,0,2,0.2587,0,1
13711.78,90,32,1,0,0,1,2,2,0,0,17,0,0,1000.0,2,0,0.65,1,1
2853.2,30,36,0,0,0,1,1,9,0,1,3,0,0,500.0,0,1,0.7045,0,0
1891.29,77,18,1,0,0,1,1,4,0,0,6,0,0,250.0,1,0,0.1494,1,0
7584.13,40,40,0,0,0,0,0,0,2,0,17,1,0,500.0,1,3,0.1805,0,0
9102.76,49,49,0,0,0,1,2,0,0,1,0,0,0,500.0,2,2,0.1102,0,0
3773.82,31,67,1,0,3,0,0,5,0,0,0,0,0,1000.0,0,0,0.2785,0,0
1155.57,1,18,1,1,7,1,1,5,1,0,23,0,0,1000.0,0,2,0.252,1,0
9133.93,20,18,4,0,2,0,1,6,3,3,2,1,0,500.0,2,2,0.2998,0,1
7315.84,109,39,0,1,2,1,2,0,2,1,15,0,0,250.0,0,2,0.0959,0,0
1168.38,16,74,3,1,3,0,4,13,0,0,11,0,0,500.0,0,0,0.344,0,0
1313.62,23,50,1,0,1,1,2,1,0,0,7,0,0,500.0,1,0,0.2412,1,0
2685.88,86,37,1,1,0,1,0,6,1,0,2,0,0,250.0,1,0,0.4511,0,0
3845.98,19,22,1,1,2,1,0,6,3,0,0,1,0,500.0,2,0,0.1777,0,0
11511.24,47,45,1,1,2,0,0,3,0,0,7,1,0,2000.0,0,0,0.3141,0,0
3466.96,40,26,2,1,1,1,2,3,1,2,7,0,0,1000.0,0,0,0.2417,1,0
6772.11,76,34,1,1,2,0,0,1,2,0,23,0,0,1000.0,1,1,0.2603,0,0
2768.13,24,24,0,0,1,1,0,13,1,0,23,0,0,1000.0,1,2,0.1444,0,0
1461.94,133,45,0,0,1,0,1,7,0,2,23,0,0,1000.0,0,1,0.0695,0,0
12317.44,20,51,0,0,0,1,0,0,0,1,0,0,0,2000.0,0,2,0.4558,1,1
6201.72,13,25,1,0,4,1,2,12,2,2,6,0,0,500.0,1,1,0.1238,1,0
1164.27,63,44,0,0,0,1,1,0,3,1,18,0,0,500.0,2,1,0.2714,1,0
2199.69,30,40,3,1,0,0,2,4,0,2,16,0,0,250.0,1,0,0.0583,0,0
2488.14,73,42,0,0,4,0,1,4,3,3,16,0,0,500.0,0,1,0.431,0,0
8188.85,43,19,2,0,12,0,0,1,0,0,15,1,0,1000.0,0,0,0.5231,1,0
877.18,32,56,0,0,0,0,2,3,0,0,21,0,1,1000.0,0,0,0.0527,0,0
1570.6,27,33,1,0,1,1,3,3,3,1,16,0,0,1000.0,2,1,0.501,1,0
1589.95,43,28,2,0,0,1,0,8,1,0,17,0,0,500.0,0,3,0.2616,0,0
3405.42,11,44,0,0,1,1,1,9,3,1,2,0,0,2000.0,1,2,0.1226,1,0
1761.05,8,21,0,0,0,1,3,0,0,0,18,0,0,500.0,1,1,0.1981,0,0
548.07,15,47,2,0,15,1,0,1,0,3,13,0,0,250.0,1,2,0.1994,1,0
1865.06,3,29,2,0,4,1,0,6,3,2,9,0,0,1000.0,0,2,0.7294,0,0
2092.38,63,35,2,0,4,0,1,1,0,0,11,1,0,500.0,1,1,0.5302,1,0
9053.32,45,47,3,0,2,1,2,11,1,0,15,0,0,500.0,2,0,0.1442,0,0
5174.78,3,23,1,0,3,0,0,14,0,0,7,0,0,1000.0,1,0,0.3288,0,0
1566.48,12,43,1,0,0,0,0,11,0,1,1,0,0,500.0,1,0,0.2741,1,0
678.63,65,54,2,0,2,1,0,5,0,0,2,0,0,500.0,0,1,0.1102,1,0
2367.31,39,38,0,0,3,0,2,1,3,3,6,0,0,1000.0,1,2,0.215,1,0
2238.56,7,31,0,0,2,1,0,4,3,1,21,0,0,500.0,1,0,0.1588,0,0
2087.32,33,18,1,0,1,0,0,2,1,1,7,0,0,500.0,2,3,0.4997,1,0
6855.36,87,22,0,0,0,1,2,2,3,0,0,0,0,500.0,1,3,0.4226,0,0
1541.4,20,37,1,0,0,0,3,4,1,1,15,0,0,1000.0,0,3,0.2624,0,0
2010.75,7,27,1,0,0,1,0,2,3,0,3,1,0,500.0,0,1,0.1945,0,0
21971.39,97,44,1,0,11,1,2,2,1,3,4,0,0,500.0,1,1,0.1803,1,0
5220.67,13,37,1,0,4,1,0,10,2,3,20,0,0,1000.0,2,0,0.5838,1,0
4201.03,26,44,1,0,4,1,0,0,3,0,4,0,0,500.0,2,0,0.0539,1,0
4310.99,26,27,1,0,9,0,0,20,1,0,21,1,0,500.0,1,0,0.1671,0,0
4171.45,63,35,3,0,2,1,0,2,3,0,14,0,0,500.0,0,3,0.4443,1,0
5279.72,8,37,0,0,3,1,3,12,1,0,15,0,0,500.0,0,2,0.4359,1,0
3156.09,27,29,0,0,4,1,2,13,0,0,15,0,0,500.0,0,0,0.2777,1,0
2229.34,62,39,1,0,1,0,0,0,0,0,19,1,0,500.0,2,0,0.0229,1,0
1364.67,11,45,2,0,5,0,0,0,1,1,15,0,0,250.0,0,0,0.2158,1,0
26756.07,18,35,0,0,1,1,1,1,2,0,4,0,0,500.0,0,2,0.4579,1,1
13381.49,17,23,0,0,14,1,1,21,0,1,11,1,0,2000.0,2,0,0.159,0,0
4185.0,217,39,2,0,2,1,2,12,0,0,10,1,0,500.0,1,3,0.097,0,0
872.59,23,48,1,0,1,1,0,12,1,3,22,0,0,1000.0,1,0,0.0878,1,0
3941.7,50,59,4,2,6,1,1,11,0,0,3,0,0,2000.0,1,2,0.0908,1,0
928.33,21,19,1,0,0,1,0,4,2,0,5,0,0,500.0,0,1,0.306,1,0
2026.87,10,62,3,0,1,0,2,2,0,1,9,0,0,1000.0,1,3,0.5296,1,0
6874.46,36,66,1,0,3,0,2,0,2,3,20,0,0,1000.0,0,3,0.2647,1,0
4076.02,92,30,1,0,4,1,1,1,0,0,10,1,0,2000.0,0,0,0.3436,1,0
2379.7,98,21,1,0,2,1,1,15,2,0,20,1,0,500.0,2,0,0.2429,0,0
9471.66,19,35,0,0,0,0,1,2,0,3,20,0,1,500.0,2,0,0.2354,1,0
2427.83,33,37,1,1,2,1,0,3,0,3,12,0,0,1000.0,2,0,0.2126,0,0
5938.2,52,42,0,0,1,1,0,6,2,2,23,0,0,1000.0,2,3,0.308,1,0
507.05,3,49,2,0,6,1,2,1,0,1,12,0,0,1000.0,1,2,0.127,0,0
11063.27,67,45,1,0,0,0,1,6,0,1,1,0,0,1000.0,0,0,0.2562,1,0
2319.4,12,22,4,0,0,1,3,6,1,1,14,1,0,500.0,2,3,0.4623,1,0
9681.18,7,58,1,0,0,1,2,0,3,0,19,0,0,500.0,0,2,0.1194,0,0
2431.05,12,39,1,1,6,0,1,1,0,3,7,1,0,500.0,0,0,0.1201,1,0
2151.71,8,47,2,0,3,1,2,2,1,0,12,0,0,1000.0,1,3,0.2371,1,0
13188.39,49,39,0,1,7,0,0,19,0,1,10,0,0,250.0,1,0,0.0129,1,0
1445.27,62,50,0,0,7,0,1,6,2,0,0,0,0,500.0,1,2,0.3223,1,0
2144.8,6,47,1,0,14,0,2,2,3,0,12,0,0,1000.0,1,0,0.145,1,0
5339.42,16,35,1,0,5,0,0,1,2,0,16,0,0,500.0,0,3,0.1766,0,1
2164.87,19,30,0,1,7,1,2,9,2,0,10,1,0,250.0,1,0,0.2029,1,0
3784.99,82,62,0,0,1,0,1,0,0,1,23,0,0,2000.0,1,3,0.2847,0,0
2620.64,10,24,3,0,3,1,2,16,2,2,17,1,0,500.0,1,0,0.2394,0,0
2525.53,12,61,0,0,7,0,1,0,0,1,11,0,0,500.0,1,2,0.2185,1,0
698.66,2,50,2,0,0,1,1,2,1,1,18,0,0,250.0,0,0,0.2387,1,0
3222.12,64,26,0,0,2,1,1,2,1,1,23,1,0,250.0,0,0,0.1104,1,0
6226.31,10,50,0,0,0,1,0,15,0,1,20,0,0,500.0,0,0,0.1306,0,0
4198.58,2,43,0,0,3,1,1,2,0,2,14,1,0,2000.0,1,0,0.5105,1,0
6268.18,6,47,2,0,3,0,3,3,0,1,6,0,0,500.0,0,1,0.7436,0,0
6578.14,34,38,0,1,12,1,1,1,1,2,12,0,0,2000.0,0,3,0.0778,1,0
1272.31,17,28,3,0,0,1,0,2,2,1,7,0,1,250.0,2,0,0.4168,1,0
17308.47,63,18,1,0,2,0,1,3,1,1,17,0,0,500.0,1,0,0.2675,1,0
13390.7,151,36,0,1,0,1,1,11,3,0,3,0,1,500.0,1,0,0.3189,1,0
2879.75,12,42,0,1,3,1,1,2,0,0,21,1,0,500.0,0,3,0.1359,0,0
19139.47,26,37,1,0,1,1,1,2,2,0,13,1,0,500.0,2,0,0.125,1,0
2009.71,62,18,3,1,1,1,0,1,0,1,7,1,1,500.0,2,2,0.5214,1,0
2962.37,40,42,1,0,2,1,0,8,0,1,4,0,0,1000.0,1,0,0.3872,1,0
1602.71,65,32,1,0,10,1,0,5,1,0,0,0,0,250.0,1,0,0.1489,0,0
7299.12,43,52,0,0,2,0,2,3,2,1,2,1,0,250.0,0,0,0.138,1,0
3016.72,9,45,1,0,0,0,1,2,2,1,18,0,0,500.0,1,0,0.2298,1,0
6998.42,38,39,0,0,2,1,2,14,0,0,8,0,0,500.0,0,0,0.3421,0,0
1101.41,33,41,1,1,0,0,0,1,0,0,20,0,1,1000.0,1,1,0.3302,1,0
3048.69,9,52,0,0,0,1,3,0,0,0,5,0,0,500.0,2,0,0.4535,0,0
5129.37,46,58,1,0,4,1,1,1,0,0,1,0,0,250.0,1,0,0.1831,1,0
3174.48,43,56,2,0,6,0,2,15,3,1,8,0,0,1000.0,1,2,0.2817,1,0
5036.48,30,44,1,0,1,1,1,2,3,0,0,1,0,500.0,0,1,0.0875,1,0
10318.4,5,46,1,0,1,1,1,2,0,1,23,0,0,2000.0,1,0,0.4722,0,0
8254.71,38,59,0,0,6,1,0,1,1,1,0,1,0,2000.0,1,0,0.185,0,0
5411.28,13,23,0,0,8,1,4,4,0,1,8,0,0,250.0,1,2,0.3361,1,0
840.08,22,40,1,0,3,1,3,0,1,1,16,0,0,500.0,0,3,0.053,1,0
31790.13,13,46,3,0,0,1,0,2,3,1,23,0,0,250.0,1,0,0.3341,0,0
22978.02,55,49,2,0,0,1,2,13,3,2,16,0,0,500.0,2,0,0.3818,1,0
14804.38,12,70,2,0,0,1,1,1,0,2,18,0,0,1000.0,0,0,0.2899,1,0
7256.82,121,43,0,0,2,0,0,0,0,1,23,1,0,1000.0,2,0,0.2376,1,0
5588.98,10,29,1,0,5,1,1,4,3,0,11,0,0,500.0,2,2,0.2045,1,0
2231.68,1,34,0,0,1,1,0,12,1,0,8,0,0,500.0,0,3,0.0594,0,0
2908.43,18,31,2,0,8,0,1,0,3,1,21,0,0,1000.0,0,3,0.7091,1,1
2244.05,38,57,3,0,4,0,1,1,3,1,12,0,0,1000.0,2,0,0.354,1,0
3733.49,14,48,0,0,5,0,1,0,0,3,10,0,1,2000.0,2,0,0.107,1,0
4176.82,66,31,1,1,2,0,0,2,2,0,6,0,0,250.0,1,2,0.3101,1,0
8951.9,43,32,3,0,7,1,1,7,3,1,13,0,0,500.0,1,1,0.3525,0,0
9887.96,40,34,2,1,1,1,1,2,0,3,16,0,0,500.0,1,0,0.279,0,0
6245.53,60,50,1,1,4,1,1,3,3,0,14,1,0,250.0,0,2,0.097,1,0
1066.01,37,59,1,1,1,1,0,2,0,0,6,1,0,1000.0,0,2,0.4767,1,0
3539.14,69,30,0,0,0,0,1,1,1,3,10,0,0,1000.0,2,0,0.1937,1,0
12941.04,13,41,1,1,2,1,2,20,3,0,23,0,0,500.0,0,1,0.307,1,0
10615.65,79,56,2,0,0,1,2,7,0,0,20,0,0,250.0,1,2,0.4219,1,0
5114.75,12,37,1,1,0,1,1,4,1,3,16,1,0,500.0,1,3,0.4297,0,0
16087.48,6,61,2,0,2,1,2,1,0,1,14,1,1,1000.0,1,2,0.3064,0,0
900.13,202,37,0,0,3,0,0,6,0,0,10,1,0,500.0,1,1,0.6454,1,0
2199.7,22,35,3,0,1,1,1,6,3,1,12,0,0,500.0,1,1,0.3674,1,0
1336.91,34,26,0,0,4,0,2,5,1,1,6,1,1,500.0,1,0,0.0565,1,0
1520.95,39,23,2,0,0,1,0,0,1,3,12,0,0,500.0,1,0,0.54,0,1
6506.85,8,49,2,0,5,1,0,7,1,1,12,1,0,250.0,1,0,0.5775,0,0
1127.35,155,42,0,0,0,1,4,0,0,0,12,1,0,250.0,2,0,0.3685,0,0
2080.3,1,63,0,0,6,0,1,3,2,0,8,0,0,500.0,2,0,0.3289,1,0
1624.96,125,30,0,0,12,0,0,1,3,0,8,0,0,1000.0,2,1,0.1754,1,0
1098.36,34,27,1,0,5,1,3,1,0,0,18,0,0,2000.0,1,0,0.2879,1,0
6312.95,64,37,1,0,5,1,0,1,1,1,12,0,0,500.0,1,0,0.1554,1,0
1642.62,78,48,0,0,3,1,1,0,2,0,12,0,0,1000.0,0,3,0.1559,0,0
2037.59,47,49,2,0,2,1,0,4,0,1,17,1,0,500.0,1,3,0.1704,1,0
1311.75,16,63,0,0,2,0,0,16,2,0,14,1,0,2000.0,1,0,0.3734,0,0
1017.0,17,27,2,0,5,1,1,6,0,3,17,1,0,1000.0,1,2,0.2023,1,0
3222.25,38,18,1,0,3,1,0,1,0,0,19,1,0,250.0,2,3,0.1713,1,0
9550.96,40,39,0,0,6,1,2,13,0,0,17,0,0,250.0,0,0,0.2641,1,0
7599.92,10,47,1,0,2,1,0,0,0,2,4,1,0,500.0,2,2,0.0524,1,0
2785.45,1,62,1,1,6,1,0,9,1,1,23,0,0,500.0,0,3,0.2478,0,0
5284.65,55,49,0,0,2,0,0,0,1,3,8,0,0,2000.0,0,0,0.323,0,0
4207.85,30,43,5,0,1,1,3,6,1,3,7,0,0,250.0,0,3,0.1354,0,0
4832.32,46,45,0,2,2,0,1,1,0,3,17,0,0,1000.0,0,0,0.1277,0,0
2396.66,105,27,0,0,1,1,0,5,0,2,18,0,0,500.0,2,3,0.0954,1,0
15296.81,20,60,0,0,3,1,0,2,0,0,14,1,0,250.0,1,3,0.1974,1,0
6292.54,25,28,1,0,0,1,0,4,1,0,16,1,1,500.0,0,2,0.1249,1,0
2103.51,14,18,3,0,0,1,1,14,1,1,10,0,0,250.0,0,0,0.0956,1,0
4899.35,41,56,0,0,1,1,2,2,0,2,23,0,0,1000.0,1,0,0.5721,0,0
25901.68,59,49,1,1,1,1,0,0,0,0,7,1,0,500.0,1,3,0.2077,0,0
2595.83,21,20,1,0,0,1,1,3,0,1,3,0,0,250.0,1,3,0.5528,1,0
7839.44,77,37,1,0,0,1,1,2,3,0,18,1,0,500.0,2,0,0.1814,1,0
3197.43,25,56,1,0,4,0,0,7,0,1,2,0,0,500.0,2,1,0.3842,0,0
643.89,10,39,2,0,2,1,2,13,3,0,11,1,0,250.0,0,3,0.3232,1,0
11368.62,6,54,0,0,0,1,1,1,1,0,10,0,0,250.0,0,0,0.0927,1,0
5631.53,8,61,1,0,1,1,1,4,0,0,7,0,0,1000.0,0,1,0.2588,1,0
6391.08,43,34,0,0,3,0,0,7,0,1,7,0,0,500.0,2,2,0.0942,0,0
10042.59,21,60,1,1,1,0,1,9,0,1,7,0,0,2000.0,1,0,0.3689,1,0
3956.76,7,38,0,0,10,0,1,4,0,0,4,0,0,1000.0,1,0,0.0612,1,0
3127.58,15,53,2,0,0,0,0,13,1,2,6,1,0,1000.0,1,2,0.374,1,0
4356.4,59,46,1,0,1,1,1,3,1,1,0,1,0,250.0,1,0,0.4824,1,0
2338.94,56,23,1,0,3,1,0,1,2,1,16,0,0,500.0,2,1,0.47,1,0
1138.01,1,34,2,1,1,0,0,1,1,1,20,0,0,500.0,2,0,0.1383,1,0
2877.73,10,24,1,0,0,1,0,23,2,1,20,0,0,250.0,1,2,0.7231,0,0
1100.8,66,34,1,1,0,0,1,6,2,1,10,0,0,1000.0,0,0,0.234,0,0
3108.49,60,34,0,1,0,1,0,7,2,0,11,1,0,500.0,1,3,0.2748,0,0
820.98,48,21,1,0,1,0,0,18,3,1,1,0,0,2000.0,1,0,0.376,1,0
2232.39,57,43,3,0,0,1,1,14,3,0,2,0,0,500.0,2,2,0.08,0,0
3250.67,14,45,2,0,0,0,1,1,0,1,23,0,0,500.0,1,2,0.4074,0,0
2372.21,18,61,1,0,2,1,0,17,2,0,21,0,0,2000.0,1,0,0.0772,1,0
5235.74,10,39,1,0,2,0,3,2,0,0,3,0,0,500.0,2,0,0.1918,0,0
803.5,18,80,0,0,0,0,2,5,0,1,23,0,0,1000.0,2,3,0.2287,0,0
4875.12,5,32,1,1,2,1,0,6,0,0,9,0,1,1000.0,1,0,0.2172,1,0
1781.7,34,25,4,0,2,1,1,6,1,0,11,0,0,500.0,1,0,0.2346,1,0
5494.89,58,43,1,0,4,1,1,3,1,0,11,0,0,1000.0,0,1,0.2687,1,0
1220.55,32,26,0,0,6,1,0,9,3,1,11,0,0,500.0,2,0,0.0458,1,0
11312.51,107,40,0,0,7,0,1,1,0,2,12,0,0,500.0,1,3,0.3188,0,0
1858.46,38,44,2,0,0,0,0,1,3,0,1,0,0,500.0,1,0,0.0813,0,0
3324.42,45,48,2,0,0,1,1,6,3,0,22,0,0,1000.0,0,3,0.2928,0,0
3099.38,33,40,1,0,2,1,2,7,0,0,18,0,1,500.0,1,1,0.2626,0,0
878.24,47,18,2,2,9,1,1,4,0,2,14,0,0,500.0,1,2,0.1842,1,1
2064.22,104,40,1,0,1,1,0,5,0,0,16,0,1,2000.0,1,0,0.2847,0,0
1070.74,25,18,1,0,5,1,0,5,0,1,0,0,0,250.0,1,1,0.2247,0,1
