product_age_months,warranty_remaining_months,claim_amount,product_category,purchase_channel,num_previous_claims,days_since_last_claim,issue_description_length,photo_submitted,receipt_provided,registered_product,customer_account_age_months,claim_filed_hour,claim_filed_day_of_week,product_price_original,repair_type_requested,distance_to_service_center,serial_number_verified,customer_satisfaction_history,target
12.7,12.7,1459.07,5.0,1.0,1.0,67.0,42.0,1.0,1.0,1.0,11.1,23.0,0.0,475.22,3.0,8.3,0.0,5.4,0
9.3,15.9,147.95,4.0,2.0,1.0,15.0,224.0,0.0,1.0,1.0,36.8,17.0,1.0,95.29,1.0,4.9,1.0,6.2,0
18.5,9.1,59.39,0.0,0.0,0.0,999.0,86.0,0.0,0.0,1.0,20.5,21.0,1.0,1078.13,1.0,18.4,1.0,4.8,0
15.6,9.6,738.07,1.0,1.0,0.0,999.0,91.0,1.0,0.0,0.0,0.1,23.0,4.0,386.62,1.0,17.6,0.0,9.4,0
10.4,18.3,89.49,0.0,0.0,1.0,43.0,156.0,0.0,0.0,0.0,26.9,7.0,2.0,509.97,0.0,12.5,1.0,6.4,1
4.0,20.6,100.45,5.0,1.0,0.0,999.0,25.0,0.0,1.0,1.0,33.8,7.0,2.0,540.25,2.0,54.8,1.0,4.7,0
21.8,2.8,124.58,2.0,0.0,0.0,999.0,27.0,1.0,0.0,1.0,0.2,23.0,1.0,540.33,2.0,16.9,0.0,8.4,0
4.9,22.9,35.69,1.0,1.0,0.0,999.0,151.0,0.0,1.0,0.0,1.9,23.0,4.0,398.25,2.0,3.3,1.0,7.9,0
32.0,0.0,251.91,0.0,0.0,0.0,999.0,591.0,1.0,1.0,1.0,5.0,19.0,3.0,731.07,0.0,16.5,0.0,9.5,0
9.6,15.1,37.57,3.0,0.0,1.0,85.0,91.0,1.0,1.0,0.0,71.5,6.0,5.0,398.53,0.0,2.8,1.0,9.6,0
35.0,0.0,242.81,4.0,3.0,0.0,999.0,45.0,0.0,1.0,0.0,4.9,20.0,2.0,711.55,1.0,3.4,1.0,9.7,0
12.0,14.9,182.87,5.0,1.0,0.0,999.0,71.0,0.0,1.0,1.0,10.6,1.0,5.0,58.68,3.0,32.8,1.0,9.8,0
9.5,15.8,51.78,5.0,0.0,1.0,5.0,255.0,1.0,1.0,1.0,47.6,23.0,5.0,225.3,1.0,3.3,1.0,8.9,0
12.5,11.4,60.64,5.0,1.0,0.0,999.0,188.0,1.0,1.0,1.0,75.6,4.0,3.0,394.35,3.0,33.0,0.0,7.8,0
13.1,11.4,119.19,5.0,0.0,0.0,999.0,59.0,1.0,1.0,0.0,4.8,5.0,1.0,244.63,0.0,25.0,1.0,5.6,0
0.6,22.5,142.82,0.0,2.0,2.0,22.0,62.0,0.0,1.0,1.0,89.5,18.0,1.0,527.94,0.0,80.8,1.0,7.8,0
21.6,3.5,126.79,1.0,1.0,2.0,88.0,47.0,1.0,1.0,0.0,19.9,3.0,1.0,563.87,2.0,82.9,1.0,6.3,0
8.3,20.7,192.49,2.0,3.0,0.0,999.0,78.0,0.0,1.0,0.0,46.3,21.0,3.0,427.65,1.0,8.3,1.0,9.2,0
3.1,20.1,277.51,3.0,0.0,0.0,999.0,92.0,1.0,0.0,1.0,7.8,15.0,6.0,227.33,0.0,1.2,1.0,5.2,0
13.8,14.6,158.74,3.0,2.0,0.0,999.0,47.0,1.0,0.0,1.0,17.9,22.0,0.0,493.52,0.0,108.0,1.0,10.0,0
12.4,10.8,64.0,3.0,1.0,1.0,27.0,75.0,1.0,1.0,1.0,2.0,14.0,1.0,518.86,1.0,20.0,1.0,8.5,0
5.4,18.9,488.86,2.0,0.0,1.0,65.0,50.0,0.0,1.0,1.0,0.0,14.0,6.0,470.19,2.0,38.7,1.0,3.1,0
11.7,16.6,186.15,0.0,1.0,1.0,62.0,40.0,1.0,0.0,1.0,56.2,9.0,2.0,208.95,3.0,27.4,1.0,8.4,0
5.9,17.6,90.8,4.0,2.0,2.0,48.0,28.0,1.0,0.0,1.0,50.6,16.0,1.0,571.42,0.0,13.0,1.0,8.4,0
6.1,17.2,125.35,5.0,2.0,1.0,125.0,56.0,1.0,1.0,0.0,93.5,3.0,5.0,143.47,3.0,13.1,1.0,8.7,0
14.3,9.0,150.68,2.0,1.0,1.0,27.0,96.0,0.0,1.0,0.0,75.9,6.0,0.0,491.26,3.0,30.0,1.0,7.6,0
13.2,11.6,296.0,4.0,0.0,1.0,176.0,74.0,1.0,1.0,0.0,36.6,19.0,2.0,235.42,0.0,8.8,1.0,7.9,0
24.0,2.4,258.17,5.0,1.0,0.0,999.0,71.0,0.0,1.0,0.0,40.5,17.0,0.0,149.46,0.0,67.3,1.0,5.9,0
20.9,0.0,100.91,1.0,3.0,0.0,999.0,555.0,0.0,1.0,1.0,16.1,21.0,2.0,551.75,3.0,0.7,1.0,5.6,0
20.3,4.0,270.79,2.0,1.0,0.0,999.0,140.0,1.0,1.0,0.0,7.1,8.0,1.0,834.48,3.0,35.8,0.0,5.5,0
9.0,12.5,270.14,5.0,2.0,1.0,57.0,23.0,1.0,1.0,1.0,20.4,2.0,0.0,641.45,2.0,25.1,1.0,7.0,0
15.1,9.4,555.14,0.0,0.0,0.0,999.0,21.0,1.0,1.0,1.0,28.2,11.0,3.0,281.91,3.0,13.3,0.0,9.1,0
39.0,0.0,647.22,1.0,1.0,1.0,85.0,188.0,1.0,1.0,0.0,12.7,10.0,2.0,404.46,3.0,53.0,1.0,5.4,0
0.6,25.7,250.71,0.0,2.0,1.0,25.0,117.0,0.0,0.0,0.0,36.1,13.0,4.0,141.33,0.0,3.5,1.0,6.1,1
9.7,16.4,65.58,2.0,1.0,0.0,999.0,90.0,1.0,1.0,1.0,4.8,19.0,4.0,504.02,2.0,18.9,1.0,7.6,0
40.2,0.0,323.59,0.0,0.0,0.0,999.0,54.0,1.0,0.0,1.0,27.7,21.0,1.0,369.89,2.0,32.0,1.0,3.9,0
23.8,3.3,98.13,1.0,2.0,0.0,999.0,109.0,0.0,1.0,1.0,120.0,9.0,3.0,216.73,3.0,30.2,1.0,6.1,0
19.4,4.5,99.3,0.0,0.0,0.0,999.0,119.0,1.0,1.0,0.0,22.5,11.0,2.0,482.56,2.0,13.3,1.0,5.5,0
19.2,3.6,219.74,4.0,1.0,0.0,999.0,193.0,1.0,0.0,0.0,14.3,14.0,1.0,351.61,2.0,5.7,1.0,6.7,0
5.1,19.3,222.72,2.0,0.0,0.0,999.0,332.0,1.0,1.0,1.0,3.2,21.0,5.0,528.29,0.0,17.9,0.0,6.1,0
9.4,15.2,88.34,2.0,2.0,0.0,999.0,135.0,1.0,1.0,1.0,8.7,1.0,0.0,382.09,0.0,14.5,1.0,6.3,0
15.5,7.5,142.72,4.0,1.0,1.0,121.0,101.0,1.0,1.0,1.0,29.1,20.0,5.0,1244.68,2.0,3.0,1.0,9.6,0
34.1,0.0,234.27,4.0,0.0,1.0,143.0,55.0,1.0,0.0,0.0,63.6,19.0,1.0,633.72,3.0,11.1,1.0,5.6,0
43.7,0.0,90.18,4.0,0.0,0.0,999.0,124.0,0.0,1.0,0.0,17.5,0.0,1.0,509.08,3.0,2.3,1.0,5.3,0
42.7,0.0,87.75,4.0,1.0,1.0,199.0,195.0,0.0,1.0,1.0,102.3,23.0,3.0,306.54,2.0,24.9,1.0,5.9,0
9.0,14.7,260.71,3.0,0.0,2.0,9.0,44.0,1.0,1.0,0.0,38.2,7.0,4.0,1796.99,3.0,3.4,1.0,9.1,0
10.3,15.6,103.7,2.0,0.0,1.0,86.0,355.0,0.0,0.0,1.0,10.7,6.0,1.0,624.39,0.0,4.7,1.0,7.8,0
4.0,17.9,121.91,0.0,1.0,0.0,999.0,109.0,1.0,0.0,0.0,31.0,8.0,6.0,475.81,1.0,42.1,1.0,6.2,0
29.6,0.0,697.2,4.0,3.0,0.0,999.0,130.0,0.0,1.0,0.0,35.8,17.0,2.0,157.26,2.0,37.0,0.0,7.8,1
3.5,19.6,341.43,3.0,0.0,1.0,30.0,57.0,1.0,0.0,0.0,20.4,1.0,3.0,182.41,1.0,22.8,1.0,6.1,0
56.4,0.0,132.74,3.0,1.0,0.0,999.0,106.0,0.0,1.0,0.0,48.1,7.0,1.0,867.33,0.0,35.1,1.0,9.7,0
38.4,0.0,95.94,5.0,1.0,0.0,999.0,83.0,0.0,1.0,1.0,8.1,18.0,4.0,1031.58,3.0,16.8,0.0,8.7,0
2.9,19.6,30.92,3.0,2.0,0.0,999.0,279.0,0.0,1.0,1.0,5.8,22.0,2.0,1529.67,2.0,2.0,1.0,6.5,0
11.7,9.7,109.99,1.0,2.0,1.0,4.0,35.0,1.0,1.0,0.0,34.6,19.0,6.0,337.1,0.0,20.8,1.0,7.3,0
3.3,23.2,186.1,4.0,0.0,1.0,137.0,515.0,0.0,0.0,1.0,12.9,9.0,0.0,318.23,2.0,15.2,0.0,6.7,0
11.7,14.9,531.93,1.0,1.0,1.0,45.0,48.0,0.0,1.0,1.0,5.0,21.0,6.0,957.62,3.0,12.4,1.0,5.9,1
24.9,0.0,173.27,5.0,1.0,1.0,183.0,98.0,1.0,0.0,1.0,9.4,14.0,6.0,62.32,1.0,45.2,1.0,9.3,0
10.6,14.0,79.65,1.0,2.0,1.0,202.0,167.0,0.0,1.0,1.0,78.7,6.0,3.0,415.5,0.0,42.3,1.0,7.7,0
17.1,5.7,33.19,0.0,0.0,1.0,4.0,98.0,0.0,1.0,1.0,7.7,21.0,0.0,640.93,2.0,37.3,1.0,8.3,0
4.9,13.8,99.7,5.0,0.0,0.0,999.0,218.0,1.0,1.0,0.0,23.3,1.0,4.0,1125.37,0.0,10.6,1.0,7.0,0
18.3,3.2,88.0,1.0,2.0,0.0,999.0,59.0,0.0,1.0,0.0,1.3,4.0,2.0,324.58,3.0,10.3,1.0,8.5,0
24.5,0.1,154.69,2.0,1.0,1.0,215.0,163.0,1.0,0.0,0.0,43.1,12.0,0.0,1445.09,3.0,46.6,1.0,5.7,0
12.5,8.7,45.54,3.0,3.0,1.0,23.0,440.0,0.0,1.0,1.0,42.8,14.0,1.0,435.87,3.0,8.2,1.0,5.0,0
16.1,5.8,135.86,2.0,2.0,0.0,999.0,61.0,1.0,1.0,1.0,17.9,6.0,5.0,358.74,0.0,18.2,1.0,7.7,0
49.3,0.0,212.54,1.0,0.0,0.0,999.0,396.0,1.0,0.0,1.0,7.8,19.0,1.0,111.36,0.0,24.8,1.0,7.8,0
13.2,13.9,52.4,3.0,1.0,1.0,17.0,61.0,1.0,1.0,1.0,36.8,15.0,3.0,478.03,2.0,2.4,1.0,7.8,0
2.8,21.4,410.96,5.0,3.0,0.0,999.0,207.0,1.0,0.0,0.0,4.0,15.0,5.0,375.86,2.0,15.0,0.0,4.6,0
1.4,23.5,166.14,5.0,1.0,3.0,115.0,142.0,1.0,0.0,0.0,35.5,6.0,1.0,533.0,1.0,5.8,1.0,8.5,0
16.8,8.1,265.76,3.0,0.0,0.0,999.0,71.0,1.0,1.0,1.0,19.5,4.0,4.0,413.99,0.0,15.9,1.0,8.5,0
43.2,0.0,64.86,3.0,1.0,0.0,999.0,40.0,1.0,1.0,0.0,2.5,19.0,3.0,781.53,0.0,33.7,1.0,8.9,0
17.5,5.8,34.85,1.0,0.0,3.0,134.0,118.0,1.0,1.0,1.0,1.1,18.0,4.0,253.1,0.0,57.1,1.0,7.2,0
3.7,16.7,70.25,3.0,1.0,1.0,475.0,183.0,1.0,1.0,1.0,8.3,16.0,5.0,239.53,0.0,10.7,1.0,7.8,0
7.5,13.7,90.55,4.0,0.0,0.0,999.0,81.0,1.0,0.0,1.0,5.2,17.0,0.0,117.16,3.0,18.0,1.0,6.9,0
6.2,14.8,147.81,4.0,1.0,0.0,999.0,344.0,0.0,0.0,0.0,81.9,13.0,1.0,1843.55,2.0,7.1,1.0,6.0,0
21.2,1.1,120.42,0.0,1.0,2.0,4.0,49.0,1.0,1.0,1.0,42.1,16.0,0.0,644.43,2.0,14.2,1.0,6.6,1
28.5,0.0,598.77,3.0,0.0,2.0,59.0,137.0,1.0,0.0,1.0,33.5,23.0,5.0,425.88,2.0,26.3,0.0,8.2,1
3.9,17.3,329.51,5.0,2.0,0.0,999.0,209.0,1.0,1.0,1.0,6.2,13.0,5.0,396.15,0.0,0.2,1.0,4.1,0
25.2,0.0,36.99,0.0,2.0,1.0,140.0,22.0,0.0,1.0,1.0,12.8,1.0,3.0,432.87,2.0,22.4,1.0,7.6,0
46.2,0.0,204.22,0.0,0.0,0.0,999.0,51.0,0.0,1.0,1.0,1.0,15.0,2.0,505.56,2.0,0.8,1.0,5.2,0
46.9,0.0,255.71,1.0,3.0,0.0,999.0,61.0,0.0,0.0,0.0,53.6,4.0,0.0,157.88,0.0,18.1,1.0,8.1,0
59.7,0.0,345.51,0.0,2.0,0.0,999.0,18.0,1.0,1.0,0.0,19.7,23.0,4.0,607.84,3.0,9.4,1.0,4.8,0
7.7,19.9,132.46,5.0,1.0,0.0,999.0,13.0,1.0,1.0,1.0,36.9,0.0,1.0,468.61,2.0,1.9,0.0,6.5,0
0.9,25.4,52.89,0.0,1.0,1.0,46.0,87.0,1.0,1.0,1.0,14.0,1.0,6.0,455.79,3.0,47.2,0.0,9.8,0
19.4,3.4,578.3,3.0,1.0,0.0,999.0,99.0,0.0,1.0,0.0,6.1,5.0,2.0,354.35,1.0,3.7,1.0,5.7,1
3.8,28.1,84.13,5.0,3.0,1.0,134.0,52.0,1.0,0.0,0.0,5.5,0.0,4.0,186.91,1.0,12.4,1.0,6.6,0
25.8,0.0,313.83,4.0,2.0,2.0,227.0,29.0,1.0,0.0,0.0,4.4,7.0,1.0,209.4,3.0,18.4,1.0,4.9,0
32.1,0.0,555.71,2.0,0.0,0.0,999.0,260.0,1.0,1.0,1.0,33.7,12.0,2.0,312.95,0.0,12.3,1.0,5.4,0
13.6,9.0,178.51,1.0,0.0,1.0,97.0,126.0,1.0,1.0,1.0,13.0,22.0,1.0,359.16,0.0,3.8,0.0,5.3,0
16.3,11.3,149.82,5.0,2.0,0.0,999.0,73.0,1.0,1.0,0.0,120.0,3.0,6.0,165.38,1.0,4.4,0.0,8.0,0
0.4,22.8,193.9,1.0,1.0,1.0,28.0,43.0,0.0,1.0,0.0,9.8,18.0,4.0,423.08,1.0,12.7,0.0,5.4,0
4.1,17.0,101.0,0.0,1.0,0.0,999.0,76.0,1.0,1.0,1.0,7.6,9.0,0.0,183.16,0.0,14.2,1.0,4.5,0
11.0,11.6,133.81,5.0,0.0,0.0,999.0,52.0,1.0,1.0,1.0,53.6,6.0,4.0,267.48,1.0,87.0,1.0,6.4,0
8.7,17.2,151.35,2.0,3.0,3.0,138.0,139.0,0.0,1.0,1.0,77.2,14.0,4.0,873.67,0.0,13.8,1.0,7.7,1
34.0,0.0,600.66,5.0,2.0,2.0,81.0,92.0,0.0,0.0,1.0,6.1,10.0,1.0,866.1,3.0,5.0,1.0,1.2,1
60.0,0.0,227.32,2.0,1.0,3.0,54.0,63.0,0.0,1.0,1.0,3.4,23.0,3.0,143.11,1.0,9.7,1.0,6.5,1
0.7,21.8,201.15,1.0,0.0,0.0,999.0,262.0,0.0,1.0,0.0,16.4,19.0,3.0,455.34,0.0,9.0,1.0,7.5,0
28.6,0.0,196.69,1.0,3.0,1.0,185.0,32.0,1.0,1.0,0.0,16.7,10.0,6.0,749.22,1.0,7.5,1.0,6.5,0
31.2,0.0,164.65,0.0,0.0,1.0,57.0,27.0,1.0,1.0,0.0,72.1,0.0,4.0,578.99,0.0,12.2,1.0,5.3,0
7.0,12.3,81.06,3.0,3.0,2.0,225.0,396.0,0.0,0.0,1.0,39.1,2.0,4.0,332.32,0.0,8.6,1.0,7.5,0
18.8,6.3,71.15,3.0,0.0,0.0,999.0,232.0,1.0,1.0,0.0,80.8,15.0,1.0,938.39,3.0,6.8,0.0,5.5,0
15.1,10.4,112.5,1.0,2.0,0.0,999.0,83.0,1.0,1.0,1.0,15.6,15.0,5.0,362.62,2.0,5.3,1.0,3.8,0
7.1,14.2,366.46,1.0,0.0,1.0,76.0,39.0,0.0,0.0,0.0,7.4,15.0,1.0,720.05,3.0,58.8,1.0,6.7,1
35.7,0.0,474.46,2.0,1.0,1.0,14.0,37.0,0.0,1.0,1.0,12.9,10.0,6.0,313.18,2.0,11.8,0.0,3.9,0
57.8,0.0,34.62,3.0,1.0,0.0,999.0,50.0,0.0,1.0,1.0,47.4,22.0,1.0,803.33,3.0,29.5,0.0,4.8,0
0.4,25.6,34.7,0.0,0.0,1.0,427.0,112.0,1.0,0.0,1.0,1.1,7.0,5.0,219.19,3.0,4.9,1.0,6.4,0
41.6,0.0,127.29,4.0,2.0,1.0,50.0,221.0,0.0,1.0,0.0,33.5,15.0,0.0,342.23,0.0,1.2,0.0,7.5,1
0.9,21.6,104.79,0.0,1.0,0.0,999.0,32.0,1.0,1.0,1.0,17.9,18.0,4.0,312.46,2.0,1.7,1.0,7.3,0
10.6,15.6,60.74,3.0,0.0,2.0,24.0,67.0,1.0,0.0,0.0,27.3,3.0,0.0,550.65,3.0,7.5,0.0,9.8,1
12.3,4.2,225.78,2.0,1.0,0.0,999.0,54.0,1.0,1.0,1.0,22.0,20.0,4.0,2191.52,0.0,28.1,1.0,2.5,0
10.5,16.7,871.64,5.0,2.0,0.0,999.0,141.0,1.0,1.0,0.0,104.2,18.0,2.0,275.53,0.0,4.1,1.0,4.3,0
16.9,10.1,199.49,3.0,1.0,1.0,41.0,44.0,0.0,1.0,0.0,24.6,16.0,4.0,760.79,0.0,1.9,1.0,7.7,0
23.2,1.9,84.42,4.0,2.0,0.0,999.0,36.0,1.0,1.0,1.0,6.0,21.0,3.0,614.52,3.0,1.6,1.0,8.5,0
33.1,0.0,260.02,3.0,0.0,1.0,273.0,231.0,0.0,1.0,0.0,33.9,15.0,1.0,467.49,3.0,7.5,1.0,8.1,0
2.9,18.9,131.12,1.0,2.0,1.0,11.0,96.0,0.0,1.0,0.0,41.2,2.0,2.0,335.9,0.0,1.0,1.0,7.3,0
14.4,10.4,30.71,1.0,0.0,0.0,999.0,85.0,1.0,1.0,1.0,4.0,4.0,1.0,1477.48,0.0,7.0,1.0,7.7,0
1.6,26.0,445.01,3.0,3.0,2.0,379.0,128.0,0.0,0.0,1.0,4.0,17.0,3.0,485.85,1.0,34.9,1.0,5.2,1
7.2,17.6,296.48,0.0,1.0,0.0,999.0,189.0,1.0,1.0,1.0,8.2,20.0,5.0,340.58,1.0,36.3,1.0,6.4,0
3.4,18.1,301.66,5.0,2.0,1.0,69.0,248.0,1.0,0.0,1.0,77.8,0.0,6.0,441.09,2.0,4.9,1.0,4.3,0
8.0,18.9,34.94,0.0,1.0,0.0,999.0,237.0,0.0,1.0,0.0,39.3,2.0,3.0,310.36,0.0,64.8,1.0,5.7,0
1.0,25.3,248.46,1.0,0.0,3.0,50.0,261.0,0.0,1.0,0.0,1.6,0.0,3.0,242.34,1.0,0.1,1.0,7.1,1
2.1,25.0,211.42,3.0,2.0,0.0,999.0,67.0,1.0,1.0,0.0,0.8,4.0,4.0,216.38,0.0,10.3,0.0,4.5,0
10.1,15.6,350.52,4.0,1.0,1.0,17.0,98.0,1.0,1.0,1.0,0.5,4.0,4.0,296.16,3.0,19.0,1.0,6.1,0
0.3,20.5,151.47,1.0,0.0,1.0,39.0,197.0,0.0,1.0,1.0,16.4,12.0,4.0,130.3,0.0,9.0,1.0,5.3,0
2.2,18.3,258.76,2.0,1.0,0.0,999.0,59.0,0.0,1.0,0.0,5.9,13.0,2.0,625.73,2.0,5.9,1.0,5.6,0
2.9,23.0,79.46,0.0,0.0,1.0,37.0,45.0,1.0,0.0,0.0,28.6,8.0,2.0,147.46,0.0,13.4,1.0,5.8,0
27.1,0.0,161.88,2.0,0.0,1.0,14.0,48.0,0.0,1.0,0.0,36.4,18.0,4.0,467.24,0.0,40.3,1.0,4.8,0
12.4,12.9,192.01,0.0,1.0,0.0,999.0,26.0,0.0,1.0,1.0,3.0,20.0,6.0,278.95,3.0,29.6,0.0,7.7,0
2.4,22.5,190.19,0.0,0.0,0.0,999.0,39.0,0.0,1.0,0.0,7.5,23.0,6.0,134.78,2.0,59.3,0.0,6.8,0
32.0,0.0,80.01,1.0,1.0,1.0,83.0,136.0,1.0,1.0,0.0,3.5,15.0,1.0,408.49,1.0,1.5,1.0,6.5,0
60.0,0.0,135.29,3.0,0.0,1.0,40.0,40.0,0.0,1.0,1.0,40.6,17.0,3.0,898.48,0.0,7.5,1.0,5.5,0
43.5,0.0,108.54,3.0,0.0,1.0,180.0,22.0,1.0,1.0,1.0,8.9,7.0,2.0,1003.22,1.0,42.0,1.0,8.2,0
7.9,17.1,112.84,0.0,0.0,2.0,84.0,62.0,1.0,1.0,1.0,25.9,0.0,5.0,342.25,2.0,53.9,1.0,10.0,0
2.7,21.1,55.54,1.0,1.0,1.0,304.0,26.0,0.0,0.0,1.0,17.7,1.0,5.0,155.99,2.0,11.8,1.0,5.2,0
14.4,14.3,324.37,3.0,0.0,0.0,999.0,86.0,1.0,1.0,1.0,29.6,8.0,2.0,319.48,2.0,13.1,0.0,5.8,0
12.2,13.5,122.15,5.0,2.0,2.0,100.0,98.0,1.0,1.0,1.0,1.9,20.0,1.0,616.9,0.0,17.6,1.0,6.5,0
37.7,0.0,53.74,1.0,2.0,0.0,999.0,154.0,1.0,1.0,1.0,20.3,21.0,6.0,232.09,2.0,7.7,1.0,8.1,0
3.0,22.1,169.27,0.0,0.0,0.0,999.0,139.0,1.0,0.0,0.0,71.7,3.0,1.0,613.32,3.0,0.0,0.0,3.7,0
0.7,22.5,227.08,2.0,2.0,0.0,999.0,94.0,0.0,1.0,0.0,8.5,19.0,3.0,246.94,0.0,18.5,1.0,5.7,0
60.0,0.0,141.52,1.0,2.0,0.0,999.0,61.0,0.0,1.0,1.0,17.8,11.0,6.0,1784.46,0.0,5.5,0.0,5.6,1
23.4,1.8,104.27,5.0,1.0,0.0,999.0,746.0,1.0,1.0,0.0,40.1,12.0,2.0,335.83,1.0,6.4,0.0,5.4,0
9.8,14.7,116.32,3.0,3.0,1.0,32.0,64.0,0.0,0.0,0.0,1.2,21.0,5.0,282.12,2.0,47.1,0.0,5.7,1
17.6,8.9,68.65,2.0,3.0,0.0,999.0,311.0,0.0,1.0,0.0,6.5,4.0,2.0,362.01,3.0,0.7,1.0,7.7,0
32.2,0.0,109.25,1.0,2.0,0.0,999.0,44.0,0.0,1.0,0.0,0.7,13.0,4.0,467.64,3.0,16.0,0.0,10.0,1
8.0,18.3,193.33,0.0,0.0,0.0,999.0,174.0,0.0,1.0,0.0,0.2,12.0,2.0,427.48,3.0,7.7,0.0,8.3,0
5.8,18.9,83.92,2.0,1.0,0.0,999.0,59.0,0.0,1.0,1.0,50.0,7.0,1.0,201.05,2.0,11.0,1.0,9.9,0
41.3,0.0,27.84,5.0,1.0,0.0,999.0,63.0,0.0,1.0,0.0,4.3,2.0,0.0,1048.77,2.0,10.0,1.0,8.3,0
19.8,5.7,76.13,2.0,2.0,0.0,999.0,95.0,0.0,1.0,1.0,29.1,2.0,5.0,645.84,1.0,7.6,0.0,9.5,0
6.0,10.4,188.78,1.0,2.0,0.0,999.0,114.0,1.0,0.0,1.0,17.3,9.0,5.0,232.46,0.0,5.9,0.0,7.4,0
1.4,24.1,297.31,2.0,1.0,0.0,999.0,348.0,1.0,1.0,1.0,6.4,4.0,6.0,196.13,1.0,7.2,1.0,8.2,0
3.4,19.8,123.87,2.0,0.0,1.0,213.0,112.0,1.0,0.0,1.0,4.4,18.0,3.0,582.4,3.0,4.8,0.0,4.9,0
0.1,30.3,614.9,2.0,1.0,1.0,36.0,136.0,1.0,1.0,0.0,24.3,6.0,0.0,162.51,0.0,13.1,1.0,7.5,0
10.0,15.0,185.37,5.0,3.0,0.0,999.0,25.0,0.0,0.0,1.0,1.3,14.0,2.0,1312.71,2.0,13.7,1.0,8.6,0
22.8,1.6,42.96,1.0,1.0,1.0,212.0,62.0,0.0,0.0,1.0,25.0,23.0,2.0,134.81,2.0,25.0,0.0,8.5,0
45.3,0.0,47.67,4.0,0.0,1.0,56.0,54.0,1.0,1.0,1.0,11.7,1.0,0.0,382.83,3.0,3.5,1.0,6.4,0
1.8,21.8,355.69,0.0,3.0,0.0,999.0,147.0,1.0,1.0,0.0,19.1,13.0,1.0,274.73,1.0,0.8,0.0,6.9,0
8.3,10.7,946.61,4.0,3.0,0.0,999.0,352.0,1.0,0.0,1.0,22.6,0.0,0.0,222.51,0.0,8.2,1.0,5.9,0
34.2,0.0,168.26,2.0,1.0,0.0,999.0,235.0,0.0,1.0,1.0,16.4,19.0,5.0,173.98,2.0,29.8,0.0,9.8,0
48.2,0.0,63.71,2.0,1.0,0.0,999.0,44.0,0.0,0.0,1.0,41.9,19.0,4.0,862.36,0.0,16.6,0.0,7.2,0
4.4,22.7,147.95,2.0,0.0,2.0,18.0,143.0,0.0,0.0,0.0,0.9,21.0,6.0,214.48,1.0,2.8,1.0,5.3,1
3.0,21.9,127.25,0.0,1.0,1.0,128.0,117.0,0.0,0.0,1.0,26.3,12.0,0.0,221.46,0.0,109.2,1.0,8.4,0
20.5,5.7,20.0,4.0,0.0,1.0,178.0,288.0,1.0,1.0,1.0,20.6,1.0,4.0,377.75,2.0,20.9,1.0,6.0,0
13.9,7.9,323.62,1.0,0.0,0.0,999.0,283.0,1.0,1.0,0.0,17.2,7.0,4.0,922.04,1.0,9.9,1.0,6.6,0
24.7,1.6,46.91,5.0,1.0,1.0,11.0,187.0,1.0,0.0,1.0,0.4,6.0,3.0,865.77,2.0,9.6,0.0,4.9,0
42.5,0.0,76.57,0.0,1.0,0.0,999.0,315.0,0.0,0.0,0.0,26.6,4.0,2.0,252.99,2.0,0.1,1.0,7.7,0
26.4,0.0,102.93,5.0,1.0,0.0,999.0,40.0,1.0,0.0,0.0,16.2,10.0,5.0,502.85,3.0,2.6,0.0,8.6,0
20.3,1.3,922.61,2.0,1.0,1.0,38.0,125.0,0.0,1.0,1.0,1.6,4.0,1.0,337.75,1.0,24.6,1.0,7.3,1
1.1,22.7,763.56,5.0,1.0,0.0,999.0,69.0,0.0,1.0,0.0,31.7,8.0,0.0,337.08,0.0,5.2,1.0,3.6,0
12.9,7.4,121.79,0.0,3.0,1.0,87.0,382.0,1.0,1.0,0.0,43.2,23.0,6.0,556.5,3.0,43.2,0.0,9.0,1
7.9,22.8,163.15,5.0,0.0,1.0,187.0,90.0,1.0,1.0,1.0,18.4,3.0,3.0,411.14,0.0,16.9,0.0,5.3,1
3.0,24.9,136.27,3.0,1.0,1.0,173.0,419.0,0.0,0.0,1.0,6.2,20.0,4.0,561.25,0.0,5.8,1.0,1.4,0
21.8,0.9,189.32,2.0,1.0,1.0,4.0,335.0,1.0,1.0,0.0,0.6,21.0,3.0,255.21,1.0,12.7,1.0,5.9,1
1.6,20.8,134.86,1.0,3.0,0.0,999.0,43.0,0.0,1.0,0.0,22.1,8.0,2.0,235.41,3.0,40.6,1.0,7.3,0
51.7,0.0,297.65,2.0,0.0,1.0,42.0,105.0,1.0,1.0,1.0,0.8,19.0,5.0,367.44,2.0,12.0,1.0,9.0,0
4.9,19.0,188.49,5.0,3.0,0.0,999.0,134.0,1.0,1.0,0.0,39.1,10.0,5.0,694.39,0.0,12.3,1.0,5.6,0
24.8,0.0,156.08,5.0,0.0,0.0,999.0,105.0,1.0,1.0,1.0,64.1,21.0,2.0,1201.86,2.0,2.9,1.0,5.9,0
7.1,17.0,108.57,5.0,1.0,2.0,86.0,20.0,1.0,1.0,0.0,8.2,5.0,4.0,553.97,3.0,4.1,1.0,8.4,0
7.4,20.9,73.34,1.0,0.0,0.0,999.0,47.0,1.0,1.0,0.0,10.4,11.0,4.0,508.63,0.0,20.9,1.0,7.0,0
