days_since_last_inspection,previous_violation_count,previous_critical_violations,restaurant_type,years_in_operation,num_employees,seating_capacity,has_liquor_license,complaint_count_last_6months,avg_health_score_history,owner_change_last_year,renovation_last_year,chain_restaurant,neighborhood_income_level,inspection_month,food_handler_certifications_pct,cuisine_risk_category,delivery_service_partner,outdoor_seating,kitchen_size_sqft,target
32.0,1.0,0.0,7.0,0.5,18.0,28.0,1.0,1.0,79.4,1.0,0.0,1.0,72136.0,6.0,86.9,0.0,0.0,1.0,914.0,0
167.0,0.0,0.0,3.0,6.4,10.0,48.0,0.0,1.0,79.2,0.0,1.0,0.0,35598.0,3.0,49.5,0.0,1.0,1.0,395.0,0
206.0,2.0,0.0,6.0,12.8,13.0,16.0,0.0,2.0,76.8,0.0,0.0,1.0,83318.0,6.0,52.7,0.0,0.0,1.0,310.0,1
44.0,2.0,0.0,6.0,1.9,19.0,40.0,1.0,1.0,78.3,1.0,0.0,0.0,80679.0,9.0,68.5,3.0,1.0,1.0,725.0,1
10.0,2.0,0.0,6.0,18.6,11.0,21.0,1.0,1.0,100.0,0.0,0.0,1.0,76723.0,7.0,61.6,4.0,1.0,0.0,356.0,0
435.0,1.0,0.0,4.0,0.5,18.0,10.0,1.0,0.0,82.8,1.0,0.0,0.0,71806.0,5.0,86.7,2.0,1.0,0.0,185.0,0
205.0,2.0,2.0,3.0,0.6,10.0,22.0,1.0,1.0,87.8,0.0,0.0,0.0,65252.0,1.0,85.9,2.0,0.0,0.0,374.0,1
41.0,3.0,1.0,4.0,0.5,12.0,60.0,1.0,2.0,93.1,0.0,0.0,0.0,27864.0,3.0,57.7,1.0,0.0,0.0,521.0,1
283.0,1.0,0.0,3.0,21.0,12.0,17.0,1.0,2.0,72.1,0.0,0.0,1.0,32891.0,9.0,37.1,2.0,0.0,1.0,846.0,1
421.0,1.0,0.0,5.0,0.6,13.0,40.0,1.0,0.0,100.0,0.0,0.0,0.0,58551.0,8.0,69.0,1.0,0.0,0.0,323.0,0
12.0,3.0,1.0,2.0,0.5,4.0,53.0,0.0,4.0,85.9,0.0,0.0,0.0,28188.0,4.0,84.3,3.0,0.0,0.0,600.0,0
398.0,3.0,0.0,7.0,7.1,11.0,70.0,1.0,0.0,86.7,0.0,0.0,0.0,55192.0,2.0,77.7,4.0,0.0,1.0,297.0,0
26.0,3.0,1.0,0.0,2.0,10.0,47.0,1.0,1.0,96.8,0.0,0.0,1.0,74423.0,4.0,96.2,0.0,1.0,1.0,722.0,0
86.0,1.0,0.0,0.0,2.4,10.0,28.0,0.0,0.0,94.1,0.0,0.0,0.0,75468.0,5.0,44.7,1.0,0.0,0.0,495.0,0
24.0,2.0,0.0,0.0,7.9,10.0,41.0,1.0,0.0,88.9,0.0,0.0,0.0,98359.0,4.0,81.9,1.0,0.0,0.0,346.0,0
116.0,1.0,0.0,3.0,1.0,15.0,19.0,1.0,2.0,100.0,0.0,0.0,0.0,38521.0,12.0,92.0,1.0,0.0,0.0,251.0,0
162.0,3.0,0.0,4.0,0.5,14.0,32.0,0.0,0.0,73.8,0.0,0.0,0.0,21694.0,7.0,90.9,2.0,1.0,0.0,540.0,0
10.0,1.0,0.0,1.0,3.3,8.0,60.0,1.0,0.0,91.7,0.0,0.0,0.0,61136.0,12.0,54.5,2.0,0.0,0.0,803.0,0
23.0,0.0,1.0,2.0,25.7,7.0,20.0,0.0,1.0,68.3,0.0,1.0,1.0,80430.0,1.0,51.1,3.0,1.0,1.0,354.0,0
730.0,2.0,0.0,2.0,0.8,11.0,35.0,0.0,1.0,77.5,0.0,0.0,1.0,61056.0,10.0,66.3,1.0,1.0,0.0,422.0,1
58.0,2.0,0.0,5.0,3.5,10.0,52.0,1.0,0.0,95.0,0.0,0.0,0.0,62449.0,3.0,90.9,4.0,0.0,1.0,368.0,0
79.0,1.0,2.0,4.0,9.2,11.0,27.0,1.0,0.0,75.4,0.0,0.0,0.0,58186.0,11.0,70.3,4.0,1.0,1.0,642.0,0
129.0,1.0,0.0,6.0,14.2,7.0,27.0,0.0,0.0,65.5,0.0,1.0,1.0,50130.0,5.0,72.3,3.0,0.0,1.0,208.0,0
23.0,0.0,0.0,6.0,2.9,9.0,28.0,1.0,0.0,99.9,0.0,0.0,0.0,39424.0,6.0,83.9,2.0,0.0,0.0,412.0,0
162.0,1.0,0.0,6.0,6.0,16.0,12.0,0.0,0.0,96.5,0.0,0.0,1.0,15000.0,3.0,66.2,1.0,1.0,0.0,780.0,0
228.0,2.0,0.0,3.0,4.2,16.0,13.0,0.0,2.0,89.2,0.0,0.0,1.0,45169.0,3.0,85.1,0.0,1.0,0.0,557.0,0
172.0,1.0,1.0,2.0,2.4,16.0,26.0,0.0,1.0,86.3,0.0,0.0,1.0,60863.0,2.0,75.3,1.0,0.0,0.0,148.0,0
22.0,1.0,0.0,3.0,4.7,12.0,34.0,0.0,0.0,87.6,0.0,0.0,0.0,56625.0,6.0,85.3,4.0,1.0,1.0,381.0,0
100.0,1.0,0.0,6.0,3.2,15.0,16.0,1.0,0.0,84.1,0.0,0.0,0.0,73408.0,10.0,98.0,3.0,0.0,0.0,294.0,0
51.0,2.0,0.0,6.0,6.2,11.0,14.0,0.0,0.0,100.0,0.0,0.0,1.0,67391.0,12.0,58.3,0.0,0.0,0.0,532.0,0
181.0,1.0,0.0,5.0,0.5,9.0,50.0,0.0,0.0,87.7,1.0,0.0,0.0,80391.0,9.0,52.1,4.0,1.0,1.0,530.0,0
139.0,1.0,0.0,1.0,0.5,10.0,61.0,0.0,0.0,67.3,0.0,0.0,0.0,49367.0,12.0,85.6,0.0,1.0,0.0,454.0,0
10.0,2.0,0.0,7.0,8.3,12.0,61.0,1.0,0.0,93.4,0.0,0.0,1.0,53148.0,10.0,68.1,2.0,0.0,0.0,560.0,0
40.0,4.0,1.0,4.0,0.5,19.0,53.0,0.0,1.0,95.1,0.0,0.0,0.0,35650.0,1.0,86.7,3.0,0.0,1.0,474.0,0
12.0,2.0,0.0,3.0,1.4,12.0,27.0,0.0,1.0,77.8,0.0,0.0,0.0,27853.0,2.0,84.5,0.0,0.0,0.0,371.0,0
125.0,1.0,0.0,0.0,14.5,14.0,21.0,0.0,2.0,88.0,0.0,0.0,0.0,40449.0,7.0,97.5,3.0,1.0,0.0,626.0,0
18.0,0.0,0.0,2.0,0.9,11.0,29.0,0.0,0.0,88.6,0.0,0.0,0.0,45030.0,1.0,93.8,3.0,0.0,0.0,275.0,0
92.0,0.0,0.0,0.0,1.1,15.0,17.0,1.0,0.0,76.8,0.0,0.0,0.0,66936.0,12.0,89.6,4.0,0.0,0.0,427.0,0
155.0,3.0,0.0,4.0,3.7,11.0,111.0,0.0,1.0,67.4,0.0,0.0,1.0,75257.0,9.0,54.7,2.0,1.0,1.0,354.0,0
12.0,3.0,0.0,2.0,0.5,9.0,28.0,0.0,0.0,75.5,1.0,0.0,1.0,70043.0,7.0,71.5,1.0,0.0,1.0,456.0,0
471.0,2.0,2.0,6.0,2.8,13.0,26.0,0.0,0.0,75.6,0.0,0.0,0.0,45946.0,3.0,60.9,0.0,0.0,1.0,261.0,1
621.0,3.0,0.0,4.0,3.6,9.0,68.0,1.0,1.0,73.4,0.0,0.0,0.0,64893.0,3.0,85.5,4.0,0.0,1.0,291.0,0
337.0,2.0,0.0,7.0,24.4,17.0,34.0,1.0,0.0,88.1,1.0,0.0,0.0,44815.0,8.0,72.1,0.0,0.0,0.0,556.0,0
219.0,0.0,1.0,0.0,1.1,10.0,28.0,1.0,1.0,95.1,0.0,0.0,0.0,71126.0,5.0,51.0,0.0,1.0,0.0,327.0,0
39.0,1.0,0.0,7.0,4.8,9.0,32.0,1.0,0.0,100.0,0.0,0.0,1.0,72393.0,3.0,85.3,3.0,0.0,0.0,456.0,0
13.0,0.0,1.0,1.0,1.5,8.0,123.0,1.0,0.0,82.6,0.0,0.0,0.0,34940.0,7.0,77.2,4.0,0.0,0.0,459.0,0
42.0,3.0,2.0,5.0,3.0,9.0,43.0,0.0,0.0,79.5,0.0,0.0,0.0,64356.0,11.0,71.4,0.0,0.0,0.0,349.0,0
295.0,1.0,0.0,0.0,3.0,13.0,13.0,1.0,1.0,76.4,0.0,0.0,0.0,64136.0,1.0,82.7,2.0,0.0,1.0,463.0,0
89.0,0.0,0.0,7.0,9.1,12.0,10.0,0.0,0.0,79.8,0.0,0.0,0.0,49923.0,4.0,83.9,3.0,0.0,0.0,224.0,0
39.0,2.0,1.0,5.0,5.2,14.0,19.0,0.0,0.0,94.1,0.0,0.0,1.0,64990.0,3.0,74.1,3.0,0.0,1.0,262.0,0
69.0,1.0,0.0,2.0,0.7,12.0,103.0,1.0,0.0,81.8,0.0,0.0,0.0,35093.0,10.0,85.2,4.0,1.0,0.0,328.0,0
305.0,3.0,0.0,5.0,7.4,16.0,36.0,1.0,0.0,74.8,0.0,0.0,0.0,52374.0,10.0,68.4,2.0,0.0,0.0,448.0,0
267.0,0.0,1.0,0.0,6.2,11.0,37.0,0.0,1.0,100.0,0.0,0.0,0.0,79923.0,2.0,56.9,4.0,0.0,1.0,199.0,0
452.0,1.0,0.0,7.0,6.3,11.0,78.0,0.0,0.0,73.3,0.0,0.0,1.0,46643.0,3.0,77.5,3.0,0.0,0.0,207.0,0
140.0,1.0,1.0,3.0,8.4,13.0,13.0,0.0,0.0,85.6,0.0,0.0,1.0,78081.0,6.0,55.1,2.0,0.0,0.0,571.0,0
156.0,3.0,0.0,7.0,0.5,6.0,35.0,0.0,1.0,80.0,0.0,0.0,0.0,47650.0,11.0,92.9,4.0,1.0,1.0,268.0,0
21.0,1.0,0.0,3.0,21.5,10.0,83.0,1.0,1.0,87.3,0.0,0.0,0.0,73106.0,6.0,79.6,1.0,1.0,0.0,751.0,0
162.0,1.0,1.0,5.0,15.9,10.0,39.0,1.0,2.0,92.4,1.0,0.0,0.0,44869.0,9.0,28.2,3.0,1.0,1.0,576.0,1
17.0,0.0,0.0,2.0,4.6,13.0,21.0,1.0,1.0,82.1,0.0,0.0,1.0,32957.0,2.0,97.1,2.0,0.0,0.0,446.0,0
62.0,1.0,0.0,1.0,3.5,10.0,10.0,1.0,1.0,85.2,0.0,0.0,0.0,46902.0,11.0,63.0,4.0,0.0,1.0,1527.0,0
50.0,1.0,0.0,2.0,6.4,13.0,42.0,1.0,0.0,79.4,0.0,0.0,0.0,69711.0,3.0,75.1,2.0,0.0,0.0,261.0,0
181.0,1.0,0.0,5.0,5.1,9.0,25.0,1.0,0.0,93.7,0.0,0.0,0.0,15000.0,12.0,75.0,3.0,1.0,1.0,413.0,0
10.0,3.0,1.0,2.0,0.5,9.0,20.0,1.0,0.0,89.4,0.0,0.0,0.0,60079.0,12.0,63.9,0.0,1.0,0.0,278.0,0
48.0,1.0,0.0,1.0,2.8,20.0,92.0,0.0,1.0,86.3,0.0,0.0,0.0,22061.0,5.0,85.3,2.0,0.0,1.0,265.0,0
37.0,3.0,1.0,2.0,4.3,11.0,39.0,1.0,2.0,87.0,0.0,0.0,0.0,53199.0,2.0,84.3,2.0,0.0,0.0,506.0,0
98.0,2.0,0.0,4.0,3.9,10.0,52.0,1.0,0.0,85.8,0.0,0.0,0.0,67602.0,1.0,54.9,4.0,1.0,0.0,253.0,0
36.0,2.0,1.0,2.0,20.5,11.0,42.0,0.0,4.0,99.5,0.0,0.0,1.0,27107.0,11.0,77.3,0.0,1.0,0.0,400.0,0
95.0,1.0,0.0,2.0,10.4,9.0,35.0,0.0,0.0,82.4,0.0,0.0,0.0,44403.0,9.0,62.6,2.0,0.0,0.0,69.0,0
97.0,2.0,1.0,5.0,2.4,16.0,15.0,0.0,2.0,100.0,0.0,0.0,0.0,70445.0,7.0,54.8,0.0,0.0,0.0,501.0,0
158.0,0.0,1.0,4.0,10.7,12.0,29.0,0.0,1.0,86.6,1.0,0.0,1.0,51580.0,4.0,69.0,4.0,0.0,0.0,256.0,0
153.0,2.0,0.0,0.0,0.5,11.0,41.0,0.0,0.0,94.0,1.0,0.0,1.0,53263.0,7.0,78.0,4.0,1.0,0.0,611.0,0
94.0,0.0,1.0,5.0,11.4,13.0,59.0,0.0,0.0,79.3,0.0,0.0,1.0,39586.0,9.0,51.4,4.0,0.0,0.0,620.0,0
85.0,1.0,0.0,4.0,1.4,19.0,31.0,1.0,0.0,96.7,0.0,0.0,0.0,41087.0,1.0,87.9,2.0,0.0,1.0,385.0,0
46.0,2.0,0.0,3.0,17.2,15.0,16.0,1.0,1.0,95.5,0.0,0.0,1.0,15000.0,3.0,68.3,0.0,1.0,1.0,1018.0,0
166.0,2.0,1.0,1.0,1.3,13.0,17.0,1.0,1.0,90.9,0.0,1.0,0.0,35796.0,7.0,83.5,0.0,1.0,1.0,217.0,0
10.0,1.0,0.0,2.0,1.4,16.0,50.0,0.0,0.0,75.8,0.0,0.0,0.0,51157.0,8.0,98.9,2.0,0.0,0.0,929.0,0
56.0,2.0,1.0,7.0,0.9,11.0,32.0,0.0,0.0,74.2,0.0,0.0,0.0,58428.0,5.0,55.5,3.0,1.0,0.0,848.0,0
90.0,2.0,0.0,4.0,3.2,15.0,17.0,0.0,3.0,93.7,0.0,0.0,0.0,81161.0,3.0,81.0,4.0,0.0,0.0,532.0,1
81.0,2.0,1.0,6.0,19.3,8.0,52.0,0.0,1.0,80.4,0.0,1.0,0.0,44923.0,3.0,44.3,2.0,0.0,1.0,356.0,0
105.0,2.0,1.0,7.0,4.1,15.0,52.0,0.0,0.0,86.7,0.0,0.0,0.0,64855.0,4.0,86.0,0.0,1.0,0.0,245.0,0
160.0,2.0,1.0,5.0,5.4,12.0,30.0,0.0,0.0,87.6,0.0,0.0,0.0,52193.0,2.0,79.4,0.0,1.0,0.0,366.0,0
148.0,0.0,0.0,2.0,0.9,11.0,29.0,1.0,1.0,82.6,1.0,0.0,0.0,30236.0,2.0,88.1,0.0,1.0,0.0,195.0,0
523.0,1.0,1.0,4.0,0.5,7.0,22.0,0.0,1.0,78.9,0.0,0.0,0.0,53050.0,1.0,75.0,4.0,0.0,0.0,376.0,1
49.0,2.0,0.0,7.0,0.5,12.0,37.0,0.0,1.0,68.2,0.0,0.0,1.0,79811.0,8.0,52.7,3.0,1.0,0.0,196.0,0
35.0,0.0,0.0,2.0,9.0,8.0,17.0,0.0,1.0,84.2,0.0,0.0,0.0,51888.0,5.0,49.6,2.0,0.0,0.0,194.0,0
168.0,1.0,1.0,3.0,5.2,11.0,36.0,1.0,0.0,70.2,0.0,0.0,0.0,68099.0,3.0,83.3,1.0,0.0,1.0,297.0,0
18.0,3.0,0.0,5.0,1.4,14.0,36.0,0.0,1.0,76.8,0.0,0.0,0.0,24127.0,9.0,71.9,3.0,1.0,0.0,424.0,0
192.0,3.0,1.0,5.0,3.6,9.0,23.0,0.0,0.0,90.1,0.0,0.0,0.0,71336.0,2.0,79.3,2.0,0.0,1.0,681.0,0
190.0,2.0,0.0,0.0,0.5,10.0,57.0,0.0,1.0,71.2,0.0,0.0,0.0,57388.0,11.0,90.3,1.0,0.0,1.0,356.0,0
72.0,1.0,0.0,5.0,3.2,15.0,24.0,0.0,1.0,85.7,0.0,0.0,0.0,37249.0,6.0,37.6,0.0,1.0,0.0,573.0,0
73.0,3.0,0.0,2.0,1.3,11.0,23.0,1.0,1.0,93.6,0.0,0.0,0.0,53242.0,1.0,80.9,2.0,1.0,0.0,179.0,0
49.0,2.0,0.0,6.0,2.5,10.0,18.0,0.0,1.0,70.1,0.0,1.0,1.0,39308.0,8.0,86.1,1.0,0.0,0.0,528.0,0
73.0,2.0,0.0,3.0,1.1,7.0,37.0,0.0,2.0,86.4,0.0,1.0,0.0,47694.0,1.0,59.8,1.0,1.0,1.0,375.0,0
10.0,2.0,0.0,5.0,0.6,11.0,27.0,0.0,3.0,79.4,0.0,0.0,0.0,46519.0,12.0,91.6,1.0,0.0,0.0,395.0,0
570.0,0.0,1.0,7.0,0.5,17.0,22.0,1.0,1.0,69.9,1.0,0.0,0.0,70826.0,10.0,38.4,1.0,1.0,0.0,463.0,1
25.0,1.0,1.0,4.0,12.1,12.0,16.0,0.0,0.0,86.1,0.0,0.0,0.0,65764.0,10.0,59.6,1.0,0.0,0.0,543.0,0
262.0,1.0,2.0,0.0,0.6,13.0,19.0,0.0,1.0,70.1,0.0,0.0,0.0,74677.0,9.0,66.7,2.0,0.0,0.0,467.0,1
73.0,2.0,1.0,6.0,2.8,7.0,17.0,0.0,2.0,91.4,0.0,0.0,1.0,39074.0,10.0,98.7,0.0,0.0,1.0,745.0,0
250.0,0.0,1.0,2.0,1.3,9.0,28.0,0.0,0.0,100.0,0.0,0.0,0.0,73751.0,5.0,88.0,3.0,0.0,0.0,795.0,0
377.0,1.0,0.0,2.0,2.5,11.0,83.0,0.0,1.0,84.1,0.0,0.0,1.0,67516.0,3.0,71.9,1.0,0.0,0.0,234.0,0
205.0,2.0,0.0,3.0,4.8,9.0,49.0,1.0,1.0,66.7,1.0,0.0,1.0,51936.0,3.0,25.8,4.0,1.0,0.0,594.0,1
29.0,1.0,0.0,3.0,0.8,12.0,33.0,0.0,1.0,81.9,0.0,0.0,0.0,56019.0,12.0,54.0,4.0,0.0,0.0,136.0,0
193.0,1.0,0.0,0.0,10.9,13.0,50.0,0.0,0.0,97.1,0.0,0.0,1.0,59511.0,6.0,57.9,2.0,0.0,1.0,2114.0,0
133.0,2.0,0.0,3.0,5.9,10.0,33.0,0.0,0.0,81.1,0.0,0.0,0.0,59501.0,6.0,82.0,3.0,0.0,0.0,301.0,1
44.0,0.0,0.0,6.0,1.9,9.0,20.0,0.0,0.0,76.8,0.0,0.0,0.0,70325.0,4.0,91.4,2.0,0.0,0.0,479.0,0
142.0,1.0,1.0,4.0,1.7,10.0,62.0,1.0,1.0,88.4,0.0,0.0,0.0,61503.0,5.0,89.7,3.0,0.0,0.0,272.0,0
209.0,1.0,0.0,1.0,0.5,11.0,31.0,0.0,0.0,84.6,1.0,1.0,0.0,103688.0,5.0,17.0,3.0,1.0,0.0,1027.0,1
15.0,1.0,0.0,2.0,2.0,7.0,49.0,0.0,0.0,67.1,0.0,0.0,0.0,59387.0,4.0,71.3,1.0,1.0,1.0,380.0,0
328.0,1.0,0.0,6.0,1.5,15.0,57.0,1.0,1.0,86.8,0.0,0.0,1.0,61769.0,4.0,60.3,2.0,0.0,0.0,402.0,0
81.0,3.0,0.0,2.0,0.5,12.0,63.0,1.0,0.0,72.6,0.0,0.0,0.0,64260.0,6.0,64.0,0.0,1.0,0.0,733.0,0
423.0,1.0,2.0,2.0,6.0,13.0,39.0,1.0,0.0,73.8,0.0,0.0,1.0,82285.0,2.0,61.8,1.0,1.0,0.0,257.0,1
159.0,1.0,0.0,5.0,7.2,10.0,39.0,0.0,1.0,78.6,0.0,0.0,0.0,52212.0,9.0,74.2,4.0,1.0,1.0,269.0,0
56.0,2.0,0.0,2.0,10.3,10.0,37.0,1.0,1.0,91.0,0.0,0.0,0.0,40821.0,10.0,81.4,2.0,0.0,0.0,1125.0,0
29.0,1.0,0.0,2.0,9.5,15.0,26.0,1.0,0.0,79.2,0.0,1.0,0.0,57517.0,4.0,46.5,3.0,0.0,1.0,322.0,0
26.0,1.0,0.0,4.0,3.8,12.0,69.0,1.0,2.0,86.1,0.0,0.0,0.0,50309.0,8.0,51.8,4.0,0.0,1.0,240.0,0
33.0,0.0,0.0,0.0,3.3,16.0,85.0,1.0,1.0,81.9,0.0,0.0,0.0,82497.0,5.0,79.7,0.0,0.0,0.0,281.0,0
309.0,2.0,0.0,7.0,2.2,6.0,37.0,1.0,0.0,82.2,0.0,0.0,0.0,41725.0,3.0,78.8,4.0,0.0,0.0,412.0,0
385.0,1.0,1.0,0.0,5.3,15.0,10.0,0.0,1.0,76.0,0.0,0.0,0.0,40847.0,1.0,79.9,4.0,1.0,0.0,512.0,1
271.0,5.0,1.0,0.0,4.1,8.0,36.0,1.0,0.0,88.6,0.0,0.0,1.0,93882.0,2.0,73.5,1.0,1.0,0.0,229.0,1
14.0,1.0,0.0,7.0,5.1,9.0,23.0,0.0,1.0,88.8,0.0,0.0,0.0,44570.0,10.0,59.5,1.0,0.0,1.0,777.0,0
146.0,3.0,1.0,4.0,3.0,15.0,24.0,0.0,3.0,81.9,0.0,0.0,0.0,59335.0,8.0,82.9,0.0,0.0,0.0,649.0,1
96.0,1.0,0.0,1.0,2.1,8.0,16.0,0.0,2.0,86.7,0.0,0.0,1.0,40229.0,11.0,82.3,0.0,1.0,0.0,546.0,0
56.0,0.0,0.0,5.0,19.0,16.0,40.0,0.0,2.0,96.4,0.0,0.0,0.0,53864.0,7.0,88.4,0.0,0.0,0.0,725.0,0
57.0,1.0,0.0,3.0,1.7,11.0,14.0,0.0,1.0,83.6,0.0,0.0,1.0,31700.0,5.0,71.7,2.0,0.0,0.0,582.0,0
58.0,1.0,0.0,6.0,1.7,17.0,14.0,1.0,1.0,92.4,0.0,0.0,0.0,22009.0,9.0,68.0,0.0,0.0,0.0,315.0,0
44.0,0.0,0.0,1.0,0.5,13.0,94.0,0.0,2.0,93.5,0.0,0.0,0.0,56278.0,5.0,93.0,0.0,1.0,0.0,305.0,0
10.0,0.0,0.0,2.0,20.5,13.0,74.0,0.0,3.0,88.1,0.0,0.0,1.0,34079.0,2.0,75.0,1.0,0.0,0.0,265.0,0
117.0,1.0,0.0,1.0,2.6,13.0,98.0,1.0,2.0,97.6,0.0,0.0,0.0,37777.0,1.0,54.9,0.0,1.0,0.0,601.0,0
43.0,0.0,0.0,6.0,1.7,16.0,45.0,0.0,1.0,94.7,1.0,0.0,1.0,46950.0,7.0,86.3,2.0,1.0,0.0,160.0,0
10.0,1.0,1.0,7.0,0.9,8.0,49.0,1.0,1.0,72.4,0.0,0.0,0.0,61999.0,9.0,69.4,0.0,0.0,0.0,230.0,0
190.0,1.0,0.0,3.0,0.9,10.0,18.0,0.0,0.0,82.5,0.0,0.0,1.0,43967.0,10.0,61.8,1.0,0.0,1.0,328.0,0
233.0,0.0,1.0,4.0,32.5,15.0,87.0,1.0,0.0,85.2,0.0,0.0,0.0,41387.0,10.0,62.6,2.0,0.0,0.0,357.0,0
12.0,2.0,0.0,7.0,1.0,12.0,30.0,0.0,1.0,68.2,0.0,0.0,0.0,68554.0,5.0,49.2,1.0,0.0,0.0,733.0,0
130.0,2.0,0.0,4.0,3.8,13.0,71.0,0.0,1.0,73.7,0.0,0.0,0.0,76222.0,9.0,89.4,1.0,1.0,1.0,532.0,0
74.0,1.0,1.0,2.0,4.9,9.0,70.0,0.0,1.0,74.3,0.0,0.0,0.0,61713.0,2.0,49.3,4.0,0.0,1.0,133.0,1
209.0,3.0,0.0,4.0,9.0,7.0,10.0,0.0,0.0,69.4,0.0,0.0,1.0,45879.0,5.0,96.8,4.0,1.0,1.0,700.0,0
143.0,0.0,0.0,7.0,2.9,6.0,48.0,1.0,0.0,88.8,0.0,0.0,1.0,76275.0,6.0,80.8,2.0,0.0,1.0,1252.0,0
35.0,1.0,0.0,4.0,1.4,15.0,21.0,0.0,0.0,84.9,0.0,0.0,0.0,60873.0,3.0,87.6,2.0,0.0,0.0,573.0,0
29.0,1.0,0.0,7.0,11.7,17.0,34.0,1.0,1.0,77.7,0.0,1.0,0.0,78229.0,3.0,63.8,2.0,0.0,0.0,302.0,0
119.0,1.0,0.0,7.0,3.1,12.0,37.0,0.0,1.0,83.2,0.0,0.0,0.0,84580.0,12.0,91.2,4.0,0.0,0.0,442.0,0
484.0,1.0,0.0,1.0,2.4,6.0,59.0,0.0,0.0,75.8,0.0,0.0,1.0,27806.0,8.0,78.7,2.0,0.0,0.0,392.0,0
102.0,0.0,1.0,2.0,1.7,9.0,67.0,0.0,2.0,94.0,0.0,1.0,0.0,100682.0,4.0,64.4,3.0,0.0,0.0,231.0,0
344.0,0.0,0.0,3.0,6.2,8.0,87.0,1.0,3.0,91.7,0.0,0.0,0.0,53997.0,9.0,90.0,0.0,1.0,0.0,394.0,0
140.0,1.0,1.0,6.0,1.8,13.0,47.0,0.0,0.0,92.2,0.0,0.0,0.0,49107.0,7.0,86.6,0.0,0.0,1.0,1056.0,0
325.0,1.0,0.0,1.0,2.1,11.0,63.0,0.0,0.0,85.8,0.0,0.0,0.0,116904.0,7.0,42.4,2.0,1.0,1.0,648.0,1
42.0,1.0,0.0,1.0,3.6,11.0,42.0,1.0,3.0,91.8,0.0,0.0,1.0,67657.0,5.0,52.9,1.0,1.0,0.0,530.0,0
36.0,4.0,1.0,1.0,1.2,9.0,15.0,1.0,1.0,74.8,0.0,0.0,0.0,73729.0,12.0,71.5,3.0,0.0,1.0,463.0,1
211.0,1.0,0.0,6.0,3.8,6.0,77.0,0.0,0.0,90.2,0.0,0.0,1.0,72034.0,5.0,66.6,2.0,1.0,0.0,312.0,0
47.0,1.0,1.0,7.0,1.4,14.0,24.0,1.0,0.0,74.4,0.0,0.0,1.0,34356.0,1.0,64.3,2.0,0.0,1.0,501.0,1
63.0,2.0,1.0,3.0,4.1,21.0,21.0,0.0,0.0,86.4,0.0,0.0,0.0,73954.0,6.0,55.9,0.0,0.0,0.0,335.0,0
75.0,1.0,0.0,4.0,3.6,11.0,36.0,0.0,0.0,91.9,0.0,0.0,1.0,63020.0,9.0,57.2,4.0,0.0,0.0,471.0,0
19.0,0.0,0.0,4.0,6.1,11.0,60.0,1.0,0.0,78.1,0.0,0.0,0.0,46187.0,10.0,58.0,4.0,0.0,1.0,399.0,0
278.0,4.0,0.0,5.0,2.1,16.0,39.0,1.0,1.0,80.2,0.0,0.0,1.0,46924.0,10.0,91.0,4.0,0.0,1.0,295.0,0
32.0,1.0,0.0,2.0,4.5,10.0,123.0,0.0,0.0,100.0,0.0,0.0,0.0,66249.0,10.0,70.0,4.0,0.0,1.0,161.0,0
10.0,0.0,0.0,3.0,0.5,12.0,91.0,1.0,1.0,85.4,0.0,0.0,0.0,78394.0,6.0,73.2,1.0,0.0,0.0,562.0,0
48.0,0.0,1.0,6.0,2.9,20.0,47.0,0.0,2.0,84.0,0.0,0.0,0.0,75939.0,7.0,57.4,0.0,0.0,1.0,178.0,0
27.0,3.0,2.0,4.0,8.9,14.0,28.0,1.0,1.0,98.6,0.0,0.0,1.0,23270.0,10.0,77.1,4.0,0.0,0.0,275.0,0
10.0,0.0,1.0,7.0,3.2,12.0,15.0,0.0,2.0,87.1,0.0,0.0,0.0,35668.0,5.0,78.1,0.0,0.0,0.0,611.0,1
10.0,0.0,0.0,4.0,23.5,15.0,73.0,0.0,0.0,82.9,0.0,0.0,0.0,53328.0,3.0,39.6,1.0,0.0,1.0,478.0,0
31.0,5.0,0.0,2.0,6.8,16.0,29.0,1.0,0.0,76.7,0.0,0.0,0.0,62646.0,11.0,72.0,4.0,1.0,1.0,644.0,0
12.0,3.0,0.0,4.0,9.9,12.0,36.0,0.0,3.0,81.8,0.0,0.0,1.0,24791.0,11.0,76.9,0.0,1.0,1.0,220.0,0
41.0,3.0,2.0,5.0,2.2,12.0,31.0,0.0,1.0,79.9,0.0,0.0,1.0,40001.0,6.0,57.8,3.0,1.0,0.0,173.0,1
10.0,1.0,0.0,0.0,4.1,14.0,45.0,0.0,3.0,77.7,0.0,0.0,1.0,63837.0,6.0,85.5,3.0,0.0,1.0,382.0,0
204.0,3.0,1.0,2.0,1.2,12.0,31.0,0.0,0.0,72.2,0.0,0.0,0.0,16111.0,10.0,60.7,4.0,0.0,1.0,156.0,1
167.0,5.0,2.0,2.0,11.1,12.0,34.0,0.0,0.0,78.5,0.0,0.0,0.0,69491.0,4.0,68.8,0.0,1.0,1.0,484.0,1
37.0,2.0,0.0,2.0,0.9,14.0,21.0,1.0,2.0,96.9,0.0,0.0,1.0,49021.0,3.0,70.4,4.0,0.0,0.0,358.0,0
