customer_id,tenure_months,age,income_estimate,checking_balance,savings_balance,cd_balance,investment_balance,monthly_transactions,avg_transaction_amount,debit_card_usage,atm_withdrawals,mobile_logins_monthly,online_logins_monthly,branch_visits_monthly,has_mortgage,has_auto_loan,has_credit_card,has_personal_loan,total_deposits,total_relationship,num_products,digital_engagement
1425,258,30,54754.0,8474.72,390.99,0.0,0.0,23,74.47,13,2,18,9,0.2,0,0,0,0,8865.71,8865.71,1,27
1426,201,76,50404.0,695.45,8746.63,21812.5,0.0,26,10.48,13,3,14,9,2.0,0,0,1,0,31254.58,31254.58,3,23
1427,3,22,229120.0,790.08,192.69,0.0,45845.46,28,62.36,15,2,11,6,1.0,0,0,1,0,982.77,46828.229999999996,3,17
1428,181,34,48840.0,11889.49,101686.7,0.0,2105.32,37,40.1,22,6,10,7,1.0,0,0,1,0,113576.19,115681.51000000001,3,17
1429,61,20,44510.0,170.14,633.63,0.0,1099.66,19,61.8,20,4,24,8,0.0,0,0,0,0,803.77,1903.43,2,32
1430,121,39,94461.0,202.68,1905.82,15137.73,0.0,32,14.46,9,3,12,6,0.0,0,1,1,1,17246.23,17246.23,5,18
1431,36,18,20000.0,211.81,5774.61,0.0,0.0,24,14.05,19,3,5,3,1.0,1,0,0,0,5986.42,5986.42,2,8
1432,43,63,44815.0,990.48,1443.41,13753.58,0.0,19,29.55,15,3,5,9,4.0,0,0,1,0,16187.470000000001,16187.470000000001,3,14
1433,40,33,22817.0,2095.29,3971.15,0.0,0.0,25,24.45,21,1,10,7,2.0,0,1,1,0,6066.4400000000005,6066.4400000000005,3,17
1434,65,55,25577.0,3325.96,0.0,0.0,0.0,32,29.2,13,5,10,9,1.0,1,0,1,0,3325.96,3325.96,2,19
1435,9,29,101857.0,51947.71,20357.94,0.0,0.0,21,22.56,19,4,16,8,1.0,1,0,1,0,72305.65,72305.65,3,24
1436,3,25,50886.0,100.0,14515.83,0.0,0.0,21,28.2,9,3,8,14,1.0,1,0,1,1,14615.83,14615.83,4,22
1437,22,64,117167.0,2732.86,3171.13,11413.16,69851.17,26,19.44,16,3,4,10,2.0,0,0,0,0,17317.15,87168.32,3,14
1438,73,70,48553.0,475.47,0.0,3772.88,0.0,23,31.86,18,3,10,12,3.0,0,0,0,0,4248.35,4248.35,1,22
1439,13,20,194237.0,682.55,327164.09,0.0,92970.73,40,10.6,16,3,20,9,0.0,0,0,1,0,327846.64,420817.37,3,29
1440,67,58,31830.0,432.83,0.0,0.0,0.0,27,49.96,8,4,8,9,0.0,0,0,0,0,432.83,432.83,0,17
1441,210,46,68211.0,280.58,471.7,0.0,0.0,28,40.79,13,4,7,9,0.0,1,0,1,0,752.28,752.28,3,16
1442,5,38,22658.0,13722.43,3640.86,14050.1,0.0,21,12.07,11,4,19,11,0.0,1,0,1,0,31413.39,31413.39,4,30
1443,66,40,51090.0,3879.44,1524.95,0.0,888.83,22,95.69,9,5,7,7,2.0,0,0,1,0,5404.39,6293.22,3,14
1444,35,65,43390.0,1135.46,3411.12,143420.33,0.0,18,17.09,23,1,2,10,0.0,1,0,1,0,147966.90999999997,147966.90999999997,4,12
1445,121,45,95701.0,8320.88,254.94,0.0,0.0,29,85.73,13,7,12,8,0.0,0,0,1,0,8575.82,8575.82,2,20
1446,11,42,20000.0,113.43,1307.87,0.0,0.0,18,43.1,23,1,21,9,0.0,1,0,1,0,1421.3,1421.3,3,30
1447,70,41,46076.0,149.0,111648.58,0.0,0.0,22,73.73,17,1,17,6,0.0,1,0,0,0,111797.58,111797.58,2,23
1448,109,53,26326.0,100.0,9491.51,0.0,0.0,31,38.13,16,3,8,4,1.0,0,0,0,0,9591.51,9591.51,1,12
1449,173,44,27304.0,384.09,0.0,0.0,0.0,31,52.12,18,3,12,5,0.0,0,0,1,0,384.09,384.09,1,17
1450,68,42,61961.0,1397.65,33977.27,5074.11,0.0,17,73.09,18,0,18,11,1.0,0,0,1,0,40449.03,40449.03,3,29
1451,41,55,85383.0,1279.58,26350.94,6557.37,0.0,14,152.28,14,7,14,5,0.0,1,0,1,0,34187.89,34187.89,4,19
1452,57,66,24248.0,1371.98,0.0,23010.75,0.0,28,78.23,31,3,5,9,0.0,1,0,1,0,24382.73,24382.73,3,14
1453,121,21,84117.0,132.08,12513.05,0.0,6059.95,26,47.4,19,3,16,11,1.0,1,0,0,0,12645.13,18705.079999999998,3,27
1454,50,30,130106.0,3658.22,534.43,14704.44,0.0,31,11.26,8,2,16,9,0.0,0,0,1,0,18897.09,18897.09,3,25
1455,3,57,41019.0,1570.96,0.0,10418.39,28230.16,26,10.0,17,1,9,13,1.0,0,0,0,0,11989.349999999999,40219.509999999995,2,22
1456,160,73,289990.0,3293.09,89550.49,23809.63,0.0,24,29.83,16,5,5,7,0.0,0,0,1,0,116653.21,116653.21,3,12
1457,70,51,37633.0,100.0,0.0,0.0,0.0,33,18.7,12,2,15,9,4.0,0,0,0,0,100.0,100.0,0,24
1458,67,65,39318.0,1749.76,106.27,31687.41,0.0,21,19.26,17,1,4,11,8.0,1,0,1,0,33543.44,33543.44,4,15
1459,14,40,20000.0,184.63,2626.46,0.0,0.0,37,31.0,16,2,9,11,3.0,0,0,1,0,2811.09,2811.09,2,20
1460,64,42,31454.0,604.27,2547.39,9352.82,1843.44,37,56.27,17,1,6,12,1.0,1,0,0,0,12504.48,14347.92,4,18
1461,30,56,65564.0,2444.38,32752.58,0.0,2106.9,33,20.15,15,1,18,6,1.0,0,0,1,0,35196.96,37303.86,3,24
1462,63,18,119854.0,1257.2,3067.67,0.0,0.0,23,67.77,15,5,26,8,0.4,1,0,0,0,4324.87,4324.87,2,34
1463,6,50,48009.0,305.73,1282.84,0.0,0.0,27,34.01,16,4,9,2,1.0,0,0,0,0,1588.57,1588.57,1,11
1464,64,36,179477.0,1107.0,0.0,0.0,0.0,30,34.13,22,2,8,5,0.0,0,0,0,0,1107.0,1107.0,0,13
1465,360,33,60247.0,110.24,0.0,0.0,0.0,16,148.41,9,3,24,14,0.2,0,0,0,0,110.24,110.24,0,38
1466,3,53,36173.0,6157.35,0.0,499.23,0.0,29,38.19,13,3,16,7,0.0,1,0,0,0,6656.58,6656.58,2,23
1467,226,47,143712.0,805.99,0.0,0.0,0.0,27,31.71,22,5,12,6,1.0,1,0,1,0,805.99,805.99,2,18
1468,31,48,141283.0,5871.26,4391.05,0.0,0.0,28,50.36,17,1,11,9,0.0,0,0,0,0,10262.310000000001,10262.310000000001,1,20
1469,122,28,72447.0,497.8,0.0,0.0,0.0,28,139.45,19,6,28,6,0.0,0,0,0,0,497.8,497.8,0,34
1470,91,53,20000.0,500.01,4254.86,0.0,0.0,21,31.9,10,3,16,8,1.0,0,0,1,0,4754.87,4754.87,2,24
1471,50,22,41635.0,348.53,350.26,0.0,0.0,32,47.08,12,4,18,8,0.0,0,0,1,0,698.79,698.79,2,26
1472,80,26,85863.0,4081.67,0.0,8839.35,0.0,31,30.37,15,5,7,10,1.0,1,1,0,0,12921.02,12921.02,3,17
1473,126,71,24230.0,378.36,3002.39,0.0,0.0,27,30.5,13,3,6,12,2.0,0,0,0,0,3380.75,3380.75,1,18
1474,31,40,57341.0,2883.88,0.0,0.0,0.0,20,22.37,11,2,10,6,0.0,0,0,1,0,2883.88,2883.88,1,16
1475,23,52,71577.0,617.9,37981.59,4122.59,0.0,35,21.16,16,3,10,7,0.0,0,0,0,0,42722.08,42722.08,2,17
1476,66,40,44212.0,100.0,4604.6,0.0,0.0,21,128.62,19,5,11,9,1.0,1,0,1,0,4704.6,4704.6,3,20
1477,98,49,87387.0,466.16,16478.44,7125.94,254123.24,25,21.26,17,3,12,8,0.0,0,0,1,0,24070.539999999997,278193.77999999997,4,20
1478,86,31,31768.0,187.04,3037.5,14767.16,0.0,37,10.0,18,2,17,7,1.0,0,0,0,0,17991.7,17991.7,2,24
1479,95,50,20000.0,1153.84,0.0,0.0,0.0,29,36.61,13,1,10,6,2.0,0,0,0,0,1153.84,1153.84,0,16
1480,34,63,36991.0,183.9,0.0,0.0,3716.11,26,74.76,11,2,9,12,1.0,0,0,1,0,183.9,3900.01,2,21
1481,102,69,300437.0,4398.25,4593.08,21636.03,0.0,20,89.48,23,8,0,12,0.0,0,0,1,1,30627.36,30627.36,4,12
1482,7,63,105971.0,956.6,4354.21,16813.84,19242.16,28,12.74,20,6,3,6,2.0,0,0,1,0,22124.65,41366.81,4,9
1483,47,44,41041.0,840.17,441.92,0.0,0.0,21,80.66,20,2,7,11,0.0,1,0,0,0,1282.09,1282.09,2,18
1484,3,69,57504.0,2933.17,0.0,0.0,0.0,17,171.94,14,5,10,7,1.0,0,0,1,0,2933.17,2933.17,1,17
1485,23,50,68636.0,4655.76,2750.64,0.0,0.0,33,19.16,20,0,15,11,2.0,0,0,0,0,7406.4,7406.4,1,26
1486,27,64,46394.0,1064.07,0.0,68471.39,0.0,29,28.81,20,2,4,7,2.0,0,0,0,0,69535.46,69535.46,1,11
1487,30,32,50858.0,344.88,27253.13,17219.61,0.0,35,12.36,17,2,30,3,0.0,0,0,0,0,44817.62,44817.62,2,33
1488,71,65,59247.0,100.0,0.0,12280.76,0.0,31,145.91,18,4,16,8,0.0,1,0,1,0,12380.76,12380.76,3,24
1489,29,44,22855.0,391.87,1280.5,2019.14,0.0,30,10.04,16,2,9,9,1.0,0,0,0,0,3691.51,3691.51,2,18
1490,35,35,54933.0,434.49,23282.04,0.0,0.0,29,24.05,12,5,12,8,0.0,0,0,0,0,23716.530000000002,23716.530000000002,1,20
1491,16,46,49711.0,1287.67,5602.94,0.0,1229.29,31,62.04,12,2,9,5,3.0,0,0,0,0,6890.61,8119.9,2,14
1492,28,31,33205.0,653.46,0.0,0.0,295.31,22,19.16,22,4,28,7,0.0,0,0,0,0,653.46,948.77,1,35
1493,15,42,120776.0,3077.58,0.0,0.0,0.0,26,15.01,16,2,10,9,1.0,0,0,1,0,3077.58,3077.58,1,19
1494,4,39,120175.0,437.26,4267.69,38434.56,0.0,36,31.76,11,2,17,6,1.0,0,1,0,0,43139.509999999995,43139.509999999995,3,23
1495,55,35,73526.0,1006.71,143.55,0.0,0.0,22,224.11,12,1,9,8,2.0,0,0,1,1,1150.26,1150.26,3,17
1496,66,39,85335.0,6476.8,0.0,18859.0,0.0,25,26.98,11,4,15,5,0.0,1,0,0,0,25335.8,25335.8,2,20
1497,57,27,33378.0,1831.22,0.0,0.0,279225.95,28,28.06,14,4,28,13,0.0,0,0,1,0,1831.22,281057.17,2,41
1498,37,56,21011.0,1002.19,797.4,4700.82,0.0,23,13.57,18,3,18,9,0.0,0,0,1,0,6500.41,6500.41,3,27
1499,28,43,20000.0,444.56,1577.19,0.0,17018.7,21,45.06,17,2,13,4,0.0,1,0,1,0,2021.75,19040.45,4,17
1500,119,47,76792.0,424.18,1009.04,0.0,4754.18,19,67.15,15,2,18,7,3.0,1,0,1,0,1433.22,6187.400000000001,4,25
1501,43,64,83456.0,306.15,0.0,0.0,0.0,28,20.39,8,5,9,11,1.0,0,0,0,0,306.15,306.15,0,20
1502,39,46,20000.0,487.11,928.67,0.0,0.0,24,50.84,15,1,10,9,2.0,0,0,1,0,1415.78,1415.78,2,19
1503,3,48,111400.0,3406.7,7891.04,0.0,0.0,23,20.52,10,3,9,3,3.0,0,1,1,0,11297.74,11297.74,3,12
1504,25,57,197985.0,1179.25,4423.24,3984.07,188597.44,27,10.0,11,5,8,5,2.0,0,0,0,0,9586.56,198184.0,3,13
1505,28,62,51491.0,144.8,21005.94,16039.29,0.0,29,47.75,14,5,4,8,0.0,0,0,0,0,37190.03,37190.03,2,12
1506,30,30,54066.0,15556.81,364.35,0.0,0.0,17,174.08,19,5,26,11,0.0,0,0,0,0,15921.16,15921.16,1,37
1507,52,35,36296.0,1772.15,1509.18,0.0,0.0,15,12.72,15,4,12,6,0.0,0,0,1,0,3281.33,3281.33,2,18
1508,45,24,24343.0,132.9,1898.0,0.0,0.0,27,38.23,12,1,9,6,0.0,0,0,0,0,2030.9,2030.9,1,15
1509,56,28,161112.0,847.84,0.0,0.0,257024.41,20,94.42,9,3,13,9,1.0,0,0,1,0,847.84,257872.25,2,22
1510,86,53,70369.0,1295.08,0.0,0.0,6926.63,28,30.52,10,4,14,8,0.0,0,0,1,0,1295.08,8221.71,2,22
1511,100,61,89308.0,14141.77,18607.27,0.0,0.0,21,10.58,12,5,13,11,1.0,0,0,0,0,32749.04,32749.04,1,24
1512,75,65,190188.0,312.09,47968.33,30049.38,121240.8,29,34.33,19,3,3,12,0.0,1,0,1,0,78329.8,199570.6,5,15
1513,186,58,32040.0,4741.27,412.51,0.0,2131.74,23,109.1,15,4,6,6,0.0,0,0,1,0,5153.780000000001,7285.52,3,12
1514,3,59,67869.0,8948.4,0.0,0.0,0.0,22,22.08,14,7,14,6,2.0,0,0,1,0,8948.4,8948.4,1,20
1515,13,67,167937.0,640.65,0.0,14136.68,73980.86,29,39.88,15,4,2,5,2.0,0,1,1,0,14777.33,88758.19,4,7
1516,3,85,48007.0,723.23,0.0,0.0,0.0,26,14.26,12,5,12,6,2.0,0,0,1,0,723.23,723.23,1,18
1517,62,49,58921.0,231.72,0.0,4045.75,0.0,20,30.58,9,3,8,10,0.0,0,0,1,0,4277.47,4277.47,2,18
1518,136,52,78719.0,808.2,85412.77,0.0,0.0,32,45.12,15,3,15,6,1.0,0,0,1,0,86220.97,86220.97,2,21
1519,16,31,39589.0,1038.07,236.69,0.0,0.0,18,36.62,18,2,13,8,1.0,0,1,1,0,1274.76,1274.76,3,21
1520,157,20,47758.0,2949.75,411.87,0.0,0.0,29,23.45,17,3,8,6,2.0,0,1,1,0,3361.62,3361.62,3,14
1521,3,48,102013.0,5626.68,0.0,11079.8,0.0,20,47.2,14,1,9,9,2.0,0,0,0,0,16706.48,16706.48,1,18
1522,163,66,20000.0,357.04,823.93,21561.6,0.0,22,56.58,21,4,4,8,0.0,0,1,0,0,22742.57,22742.57,3,12
1523,25,42,45723.0,100.0,0.0,0.0,0.0,20,59.65,14,7,8,3,0.0,1,1,0,0,100.0,100.0,2,11
1524,6,65,52907.0,1062.24,0.0,27406.96,0.0,17,26.2,11,0,4,4,0.0,1,0,1,0,28469.2,28469.2,3,8
1525,39,62,156678.0,2554.91,0.0,0.0,32895.16,32,20.15,17,3,17,4,3.0,0,0,1,0,2554.91,35450.07000000001,2,21
1526,17,39,22296.0,1594.2,30240.7,0.0,0.0,27,159.25,18,3,11,9,1.0,0,0,1,0,31834.9,31834.9,2,20
1527,20,35,62571.0,671.82,34461.13,35045.4,0.0,26,36.97,18,4,7,8,0.0,0,0,1,0,70178.35,70178.35,3,15
1528,22,63,36266.0,1322.3,0.0,21472.26,0.0,30,26.95,14,4,3,6,2.0,0,0,0,0,22794.559999999998,22794.559999999998,1,9
1529,97,46,32924.0,10648.42,8501.5,37754.96,0.0,28,10.16,19,3,16,9,1.0,0,0,0,0,56904.88,56904.88,2,25
1530,46,57,34066.0,1944.19,3588.49,0.0,0.0,33,15.71,19,3,19,9,2.0,0,1,0,0,5532.68,5532.68,2,28
1531,22,34,87518.0,626.37,0.0,0.0,0.0,36,19.81,17,4,9,7,0.0,0,0,1,0,626.37,626.37,1,16
1532,56,83,31611.0,517.86,0.0,12790.74,0.0,24,47.07,20,3,9,5,3.0,0,0,1,1,13308.6,13308.6,3,14
1533,75,46,72388.0,849.99,6160.98,0.0,0.0,19,24.9,12,2,15,7,1.0,0,0,1,0,7010.969999999999,7010.969999999999,2,22
1534,19,56,109323.0,12773.27,0.0,0.0,0.0,36,33.52,19,1,12,8,2.0,1,0,0,0,12773.27,12773.27,1,20
1535,32,69,20000.0,833.01,408.36,18711.19,1846.21,34,10.52,9,3,7,7,0.0,0,0,1,0,19952.559999999998,21798.769999999997,4,14
1536,7,37,137706.0,1064.55,29906.36,63385.75,0.0,22,101.85,12,6,12,7,1.0,0,0,1,0,94356.66,94356.66,3,19
1537,11,47,75525.0,531.94,133425.44,11690.43,0.0,31,18.36,19,5,16,4,1.0,0,0,1,0,145647.81,145647.81,3,20
1538,68,31,26748.0,5701.45,0.0,4748.82,0.0,27,39.97,12,0,7,7,1.0,0,0,1,0,10450.27,10450.27,2,14
1539,12,39,235443.0,31108.02,27252.88,0.0,40571.13,21,21.66,8,1,12,7,0.0,0,0,0,1,58360.9,98932.03,3,19
1540,44,38,35216.0,2155.81,1823.12,0.0,191432.35,32,25.67,15,4,8,8,0.0,1,0,1,0,3978.93,195411.28,4,16
1541,74,60,37337.0,1241.6,205.34,0.0,0.0,32,17.54,13,6,16,9,1.0,0,0,0,0,1446.9399999999998,1446.9399999999998,1,25
1542,6,53,35994.0,1158.84,0.0,5917.83,0.0,27,41.97,8,1,15,15,0.0,0,0,1,0,7076.67,7076.67,2,30
1543,50,35,23724.0,100.0,9307.53,0.0,0.0,25,15.12,12,1,11,12,1.0,0,0,1,0,9407.53,9407.53,2,23
1544,17,29,82958.0,3353.39,3440.38,0.0,0.0,19,42.58,13,3,20,7,0.4,1,0,1,0,6793.77,6793.77,3,27
1545,197,68,48418.0,1341.11,1835.82,0.0,3591.64,26,30.11,10,5,14,10,1.0,0,0,1,0,3176.93,6768.57,3,24
1546,39,59,75254.0,2084.98,20423.08,0.0,0.0,26,54.82,17,3,11,4,1.0,0,0,1,0,22508.06,22508.06,2,15
1547,98,55,175502.0,377.21,415.11,0.0,0.0,30,59.32,16,4,13,13,0.0,1,0,0,0,792.3199999999999,792.3199999999999,2,26
1548,47,39,110093.0,616.04,0.0,0.0,4371.85,34,25.69,17,3,14,10,1.0,0,0,1,0,616.04,4987.89,2,24
1549,3,55,86174.0,591.97,396.94,0.0,0.0,32,44.38,12,6,15,8,0.0,0,0,1,0,988.9100000000001,988.9100000000001,2,23
1550,60,51,172190.0,5076.79,0.0,0.0,0.0,26,23.14,18,1,19,9,2.0,1,0,0,0,5076.79,5076.79,1,28
1551,181,26,20000.0,621.33,338.4,0.0,0.0,23,94.9,13,1,12,6,1.0,0,0,0,0,959.73,959.73,1,18
1552,55,35,35396.0,24934.07,758.63,0.0,0.0,20,24.85,17,2,10,15,1.0,0,0,0,0,25692.7,25692.7,1,25
1553,102,47,252631.0,2092.87,726.68,0.0,0.0,30,28.18,19,2,10,11,2.0,0,0,1,0,2819.5499999999997,2819.5499999999997,2,21
1554,129,34,32826.0,161.82,1770.09,0.0,0.0,22,22.76,10,2,22,8,0.6,0,0,0,0,1931.9099999999999,1931.9099999999999,1,30
1555,15,47,250694.0,1356.48,0.0,0.0,41033.71,25,18.42,23,2,11,8,2.0,0,0,0,0,1356.48,42390.19,1,19
1556,14,42,127888.0,412.6,0.0,0.0,0.0,30,168.5,17,1,13,12,2.0,0,0,0,0,412.6,412.6,0,25
1557,56,42,45277.0,100.0,36120.19,0.0,0.0,31,48.87,16,4,7,5,2.0,0,1,0,0,36220.19,36220.19,2,12
1558,31,40,43672.0,12078.79,3908.79,0.0,0.0,23,34.97,10,5,12,9,3.0,0,0,1,0,15987.580000000002,15987.580000000002,2,21
1559,109,64,118774.0,3148.6,65032.49,10618.39,0.0,32,22.62,19,3,8,6,0.0,1,0,1,0,78799.48,78799.48,4,14
1560,138,20,96969.0,2440.14,42958.78,2081.24,654.73,24,80.68,13,1,6,6,0.0,1,0,1,0,47480.159999999996,48134.89,5,12
1561,26,40,85679.0,1405.44,0.0,30788.74,5412.04,20,21.4,18,4,9,11,1.0,0,0,1,0,32194.18,37606.22,3,20
1562,16,35,29669.0,137.96,0.0,0.0,0.0,22,36.47,19,1,11,11,0.0,0,0,0,0,137.96,137.96,0,22
1563,90,44,102449.0,530.9,3118.17,0.0,0.0,25,192.94,15,0,14,8,4.0,0,0,1,0,3649.07,3649.07,2,22
1564,19,77,251523.0,5814.65,20600.38,64461.18,168994.89,17,15.4,14,2,3,15,4.0,0,0,1,0,90876.20999999999,259871.1,4,18
1565,103,35,20000.0,226.6,1361.93,0.0,0.0,22,50.99,16,2,7,7,0.0,0,0,0,0,1588.53,1588.53,1,14
1566,33,45,90627.0,100.0,0.0,0.0,278.88,29,41.71,12,0,13,6,2.0,0,1,1,0,100.0,378.88,3,19
1567,66,22,29794.0,780.04,7974.53,0.0,11212.64,27,50.53,10,4,13,11,1.0,0,0,0,0,8754.57,19967.21,2,24
1568,6,39,23462.0,886.57,310.4,0.0,12689.06,30,26.37,16,4,11,4,2.0,0,0,1,0,1196.97,13886.029999999999,3,15
1569,58,49,90640.0,1343.92,435.16,0.0,38186.33,19,20.62,15,3,16,7,0.0,0,0,0,0,1779.0800000000002,39965.41,2,23
1570,36,21,40117.0,3270.76,2982.29,0.0,0.0,24,39.69,14,6,17,10,3.0,0,0,1,0,6253.05,6253.05,2,27
1571,53,66,83290.0,2853.81,3696.77,39945.76,0.0,37,22.99,10,3,3,7,0.0,0,0,1,0,46496.340000000004,46496.340000000004,3,10
1572,11,32,40998.0,1616.72,0.0,0.0,8370.01,22,10.0,16,1,10,7,1.0,0,0,0,0,1616.72,9986.73,1,17
1573,80,53,49469.0,6589.92,0.0,0.0,535.03,22,17.12,18,3,10,8,1.0,0,1,1,0,6589.92,7124.95,3,18
1574,119,37,110084.0,112.34,20584.21,19819.94,7784.87,28,25.7,13,3,10,6,0.0,0,1,1,0,40516.49,48301.36,5,16
1575,14,50,42917.0,2337.58,312.1,0.0,0.0,27,13.98,20,0,8,4,2.0,0,0,0,0,2649.68,2649.68,1,12
1576,6,35,20000.0,2806.82,37985.76,0.0,0.0,12,37.37,19,5,11,7,1.0,0,1,1,0,40792.58,40792.58,3,18
1577,3,62,31789.0,170.83,0.0,33935.97,0.0,29,18.06,21,4,3,10,0.0,0,0,0,0,34106.8,34106.8,1,13
1578,61,74,52526.0,115.09,205797.57,0.0,0.0,34,31.98,13,6,13,10,0.0,0,0,0,0,205912.66,205912.66,1,23
1579,56,29,74896.0,358.2,0.0,0.0,0.0,31,187.6,8,2,16,7,1.0,1,0,1,1,358.2,358.2,3,23
1580,47,18,40254.0,406.54,0.0,9863.54,87346.84,20,88.38,22,7,18,7,0.0,0,0,1,0,10270.080000000002,97616.92,3,25
1581,15,56,53581.0,3395.24,67.76,0.0,98435.36,27,53.15,14,2,10,4,1.0,0,1,0,0,3463.0,101898.36,3,14
1582,29,53,51638.0,436.24,2632.6,2243.97,0.0,20,140.81,19,1,13,8,0.0,0,0,0,0,5312.8099999999995,5312.8099999999995,2,21
1583,54,45,95664.0,303.53,0.0,0.0,0.0,29,31.25,13,1,14,10,0.0,0,0,1,0,303.53,303.53,1,24
1584,41,36,41123.0,438.14,2509.09,0.0,0.0,24,31.5,15,6,10,5,0.0,0,0,1,0,2947.23,2947.23,2,15
1585,264,29,89750.0,5871.99,966.65,17253.0,0.0,19,14.23,18,5,20,6,0.0,0,0,0,0,24091.64,24091.64,2,26
1586,8,82,65518.0,1118.3,448.93,0.0,0.0,23,92.07,18,3,15,11,0.0,0,0,0,0,1567.23,1567.23,1,26
1587,71,46,52958.0,838.09,28596.89,11552.83,0.0,24,158.47,20,5,15,4,0.0,0,0,0,0,40987.81,40987.81,2,19
1588,31,32,57079.0,929.82,0.0,0.0,32597.47,31,68.44,15,8,18,8,0.0,0,0,1,0,929.82,33527.29,2,26
1589,33,27,58582.0,7616.64,64958.56,0.0,0.0,17,103.41,11,4,12,8,1.0,1,0,0,0,72575.2,72575.2,2,20
1590,75,35,98321.0,356.47,1040.06,0.0,0.0,30,10.0,22,6,12,4,1.0,0,0,0,0,1396.53,1396.53,1,16
1591,70,35,22501.0,7889.3,0.0,0.0,0.0,26,215.24,16,2,14,5,2.0,1,0,1,0,7889.3,7889.3,2,19
1592,284,65,41236.0,1503.79,22848.79,31242.6,77.95,22,30.46,18,2,3,14,2.0,0,0,0,0,55595.18,55673.13,3,17
1593,8,50,20000.0,862.1,0.0,0.0,41863.31,29,218.06,17,3,11,6,0.0,1,0,1,0,862.1,42725.409999999996,3,17
1594,6,50,23200.0,46693.06,263.24,0.0,4363.24,23,132.33,19,4,12,5,0.0,1,0,1,0,46956.299999999996,51319.53999999999,4,17
1595,77,60,41791.0,225.1,26768.2,0.0,0.0,25,61.43,17,4,14,11,2.0,0,0,0,0,26993.3,26993.3,1,25
1596,51,38,62186.0,645.14,286.04,0.0,0.0,28,25.17,17,5,13,5,2.0,0,0,0,0,931.1800000000001,931.1800000000001,1,18
1597,19,33,27757.0,172.66,0.0,0.0,49954.53,22,37.58,15,4,24,4,0.2,1,0,1,0,172.66,50127.19,3,28
1598,4,45,75242.0,4576.51,0.0,0.0,0.0,22,10.0,13,5,12,7,1.0,1,0,0,0,4576.51,4576.51,1,19
1599,5,22,45844.0,13818.77,183.53,2382.73,0.0,24,69.73,18,1,16,12,0.4,0,0,0,0,16385.030000000002,16385.030000000002,2,28
1600,134,85,62576.0,13425.14,0.0,0.0,0.0,32,10.0,22,2,10,6,0.0,0,1,1,0,13425.14,13425.14,2,16
1601,12,58,35576.0,6876.9,0.0,0.0,7717.99,23,26.08,16,3,15,5,1.0,1,0,0,0,6876.9,14594.89,2,20
1602,23,84,77250.0,815.31,16.19,22893.98,65.12,28,113.82,14,4,4,6,2.0,1,0,1,0,23725.48,23790.6,5,10
1603,15,53,115968.0,634.06,1746.49,2453.29,0.0,16,58.94,9,2,10,6,0.0,0,0,1,0,4833.84,4833.84,3,16
1604,26,41,120866.0,100.0,7308.74,0.0,0.0,22,10.0,11,2,13,10,1.0,0,0,1,0,7408.74,7408.74,2,23
1605,4,35,43674.0,23244.19,6054.87,0.0,42089.98,25,11.33,13,0,14,12,3.0,1,0,1,0,29299.059999999998,71389.04000000001,4,26
1606,43,22,241516.0,3324.03,18161.18,0.0,231358.66,21,20.53,20,8,8,10,0.0,1,0,0,0,21485.21,252843.87,3,18
1607,4,24,46979.0,524.3,1373.36,0.0,0.0,24,35.26,11,3,26,9,0.4,0,0,1,0,1897.6599999999999,1897.6599999999999,2,35
1608,96,49,81236.0,8039.2,12394.51,0.0,0.0,27,66.77,10,5,17,8,4.0,0,0,1,0,20433.71,20433.71,2,25
1609,15,62,118876.0,254.9,750.95,0.0,0.0,20,53.69,14,1,14,7,0.0,0,0,1,0,1005.85,1005.85,2,21
1610,46,18,115146.0,2018.14,177.52,0.0,0.0,20,14.2,15,4,24,11,0.2,0,0,0,0,2195.6600000000003,2195.6600000000003,1,35
1611,127,40,126377.0,846.45,222.41,0.0,0.0,32,54.33,10,7,14,10,1.0,0,0,1,0,1068.8600000000001,1068.8600000000001,2,24
1612,63,51,122040.0,2858.4,160.1,20897.12,0.0,15,59.16,19,4,16,7,2.0,0,0,1,0,23915.62,23915.62,3,23
1613,45,22,41805.0,996.89,22452.83,0.0,1299.49,22,48.95,18,6,36,6,0.0,0,0,1,0,23449.72,24749.210000000003,3,42
1614,23,42,44404.0,124.41,0.0,21898.52,0.0,23,240.46,17,3,15,5,3.0,1,0,0,0,22022.93,22022.93,2,20
1615,24,18,45857.0,1228.27,5156.83,0.0,22323.28,18,59.21,17,5,20,12,0.2,1,1,1,1,6385.1,28708.379999999997,6,32
1616,66,42,69231.0,5288.53,1751.37,71303.69,0.0,23,71.83,22,4,21,8,0.0,0,1,1,0,78343.59,78343.59,4,29
1617,308,47,20000.0,1049.61,2427.71,0.0,0.0,25,148.52,20,4,17,4,1.0,0,1,1,0,3477.3199999999997,3477.3199999999997,3,21
1618,65,55,224662.0,5261.32,45579.56,0.0,30307.45,26,65.37,12,1,12,6,1.0,0,1,1,0,50840.88,81148.33,4,18
1619,48,18,91225.0,228.54,0.0,7576.28,0.0,26,21.31,8,4,13,11,2.0,0,0,1,0,7804.82,7804.82,2,24
1620,78,60,44645.0,1054.28,10129.46,0.0,0.0,30,89.49,15,0,11,5,2.0,0,0,1,0,11183.74,11183.74,2,16
