loan_amount,annual_income,debt_to_income_ratio,credit_score,employment_length_years,home_ownership,loan_purpose,interest_rate,installment_amount,num_credit_lines,num_delinquencies,months_since_last_delinquency,total_credit_limit,revolving_utilization,public_records,inquiries_last_6months,age,years_at_current_address,target
13378.56,20744.34,0.1012,719,2.1,1,2,18.54,802.51,10,0,0,14237.62,0.6199,0,1,45,3.8,0
9201.08,84042.68,0.1546,626,4.3,0,4,9.72,330.3,9,0,0,15023.56,0.5014,0,1,31,4.9,0
10519.82,74682.29,0.1629,665,3.3,0,3,7.2,388.07,9,1,13,59674.25,0.7163,0,0,44,6.6,0
29531.02,53824.07,0.2762,648,3.9,1,0,6.33,526.2,10,0,0,5000.0,0.4138,0,1,37,4.0,0
10379.02,42769.84,0.196,652,0.8,0,0,9.66,307.06,8,1,13,21420.56,0.6447,1,1,22,7.8,0
56025.21,114607.12,0.0154,830,8.5,2,0,6.77,1317.12,14,0,0,21125.77,0.0768,0,1,40,5.7,0
11424.57,20863.56,0.1342,624,6.1,2,0,21.01,915.28,6,0,0,8569.4,0.6737,0,2,36,10.4,0
13255.47,103940.11,0.2753,669,5.2,1,0,16.1,250.71,8,1,35,5191.64,0.161,0,1,28,10.4,0
31518.27,24524.99,0.0668,625,13.3,2,3,13.39,2515.74,6,1,16,21797.4,0.4649,0,1,45,5.0,0
17810.79,133542.9,0.2298,598,0.7,1,3,16.84,462.31,10,1,36,19105.32,0.3942,0,4,48,4.9,0
21315.45,73169.77,0.0825,681,4.4,3,5,12.7,895.64,7,0,0,56999.25,0.4812,1,0,30,7.1,0
45206.34,53958.9,0.3289,689,13.1,2,0,4.12,2287.58,9,0,0,27842.39,0.5356,1,0,31,19.3,0
4243.73,61232.2,0.3778,692,5.2,2,1,15.58,101.73,10,0,0,12641.57,0.4799,0,0,21,14.5,0
9662.74,31489.49,0.2444,594,6.6,2,3,12.24,614.99,14,0,0,27591.81,0.2606,0,2,55,2.4,0
21671.26,42548.45,0.2551,732,7.3,2,2,4.92,556.31,10,0,0,7962.22,0.3297,1,5,32,3.7,0
7244.12,80592.64,0.1677,617,0.6,1,0,8.66,205.61,5,0,0,5000.0,0.3116,0,1,51,0.7,0
11500.33,39542.01,0.079,732,0.3,3,1,9.57,273.56,9,2,22,16692.33,0.8708,1,0,29,4.8,1
13836.63,16278.32,0.0257,618,3.6,1,0,15.93,377.04,3,0,0,59668.87,0.1809,0,1,57,1.6,0
10022.6,76402.09,0.1053,728,3.8,0,3,17.69,329.31,7,0,0,15917.33,0.0922,0,4,49,2.2,0
12564.89,80863.87,0.2849,685,18.9,1,3,10.87,255.62,9,0,0,18994.07,0.4811,1,1,39,3.0,0
5311.33,45934.95,0.1972,762,1.9,2,3,14.68,157.39,4,2,6,28409.38,0.2515,0,0,55,2.5,0
20375.87,149563.38,0.3059,710,2.4,2,1,15.25,905.84,5,0,0,8979.02,0.3283,0,1,33,23.4,0
13206.79,15000.0,0.0552,699,7.9,1,2,14.69,355.32,11,2,20,55488.99,0.3988,0,0,22,5.7,0
20282.84,59716.94,0.2179,658,4.0,1,3,9.51,881.09,6,2,24,8927.04,0.2116,0,1,21,5.3,0
4138.71,17641.4,0.1356,678,5.7,0,1,10.62,274.77,7,1,3,22858.73,0.4225,0,2,26,1.4,0
19956.55,101817.64,0.0389,650,0.4,0,4,10.67,335.23,8,1,6,11456.69,0.3538,0,2,37,4.4,0
10996.56,67855.66,0.1269,571,0.8,2,1,6.69,215.57,8,1,50,21947.0,0.2747,0,0,43,3.6,0
14154.57,19018.36,0.1476,752,5.1,3,2,8.27,255.68,5,0,0,8041.22,0.6214,0,1,30,1.0,0
4691.12,65544.14,0.0428,755,2.3,2,1,11.67,113.27,7,0,0,44718.39,0.4147,0,0,21,1.4,0
8359.88,24674.46,0.2651,624,5.4,2,3,11.38,154.28,8,1,35,39020.5,0.7877,0,1,31,6.9,0
16143.08,19802.45,0.1336,626,3.0,2,3,10.23,626.87,8,1,7,82841.1,0.566,0,0,48,1.1,0
12117.02,25935.86,0.1093,643,4.9,3,5,20.9,234.41,11,2,1,22911.7,0.7428,0,1,55,4.1,0
9081.49,30289.6,0.275,676,13.4,2,1,14.93,153.26,5,0,0,59171.73,0.2797,1,2,26,1.2,0
16866.28,82124.04,0.2021,720,1.5,0,1,5.09,883.44,4,1,36,44079.91,0.6821,0,0,42,5.3,0
23626.17,162294.06,0.2249,790,1.4,2,3,18.45,447.97,8,1,32,18096.34,0.5147,0,1,47,0.1,0
9444.28,44943.16,0.2034,713,14.3,3,0,11.0,621.87,9,1,14,87289.03,0.559,0,1,33,3.9,0
8824.73,22262.98,0.0353,589,2.1,2,5,17.41,326.6,15,0,0,35112.91,0.4398,0,0,36,2.3,1
23404.48,22584.62,0.3108,706,0.1,2,5,10.58,1093.06,7,0,0,17507.43,0.4937,0,1,41,1.2,0
24489.32,18711.94,0.1892,682,6.4,1,4,13.66,660.56,9,0,0,10208.14,0.2756,0,1,60,5.5,1
9613.17,102006.67,0.1438,679,0.7,1,2,13.95,317.12,7,1,23,22368.26,0.6813,0,1,39,5.1,0
22750.72,74632.55,0.0267,701,7.3,1,2,15.59,1597.09,7,0,0,55500.27,0.3136,0,1,37,1.9,0
20874.88,64946.12,0.1892,767,2.5,3,0,4.09,501.04,9,0,0,23026.13,0.2405,0,2,26,14.7,0
4973.57,50531.06,0.2009,798,3.7,2,1,11.62,95.26,4,1,10,5000.0,0.4819,0,1,32,13.6,0
7245.13,36526.23,0.2119,761,5.0,1,5,17.01,185.61,5,0,0,27352.67,0.5725,0,2,30,5.6,0
23094.18,60748.64,0.1886,792,4.4,2,4,9.92,907.96,7,1,6,50099.06,0.5439,0,2,48,1.8,0
37332.51,21732.11,0.2522,639,3.0,1,5,3.68,780.51,8,1,10,57744.53,0.3132,0,2,42,3.0,0
4185.9,30011.6,0.1436,731,0.0,0,0,10.7,250.49,14,0,0,31181.77,0.267,0,1,60,7.0,0
9362.89,25567.81,0.0716,702,0.7,1,1,10.19,234.65,6,0,0,21186.02,0.3745,0,1,41,0.0,0
32727.57,40478.75,0.1346,543,12.8,1,1,5.55,571.21,3,0,0,45235.95,0.6462,0,1,46,1.5,1
29985.3,45133.1,0.2755,664,7.8,0,5,8.36,670.52,11,0,0,30285.87,0.7505,0,0,33,2.9,1
10459.05,128544.04,0.1783,602,1.8,2,3,12.56,226.91,8,0,0,41963.51,0.4463,0,2,66,14.4,0
13478.04,106112.51,0.1815,709,16.8,0,4,16.62,392.84,7,1,21,11016.14,0.7657,0,3,50,19.3,0
22056.19,70028.28,0.1181,705,0.1,1,1,14.66,494.49,4,1,46,50420.44,0.2728,0,1,40,0.1,0
8956.05,29759.27,0.3354,683,4.2,0,2,14.91,319.06,8,0,0,6186.36,0.4458,0,1,41,3.5,0
7426.12,35497.69,0.3502,769,2.5,1,2,13.84,127.72,7,0,0,32391.43,0.6733,0,3,45,3.0,0
12023.28,34796.0,0.1796,716,3.2,2,2,11.79,227.06,8,0,0,19883.05,0.2808,0,3,45,5.0,0
15730.95,47548.63,0.1421,770,6.7,1,4,13.54,1025.28,9,1,5,21586.49,0.4837,0,0,32,6.5,0
4996.55,128371.79,0.1305,537,12.0,3,0,5.7,86.44,7,1,53,10758.6,0.7132,1,1,37,0.5,1
27563.02,25053.57,0.3615,638,2.0,1,0,17.11,777.03,14,1,29,23791.57,0.7201,0,1,27,0.6,1
13763.4,71947.97,0.2802,785,3.5,1,1,14.59,422.61,5,3,20,36531.02,0.166,0,0,46,1.2,0
39378.16,32190.0,0.0778,653,3.1,2,3,14.54,875.35,9,2,11,15136.85,0.4139,0,0,42,6.1,0
23301.95,64817.67,0.0628,572,5.1,2,4,13.55,469.18,6,1,2,48387.98,0.7129,0,1,53,5.7,1
11719.94,38947.92,0.2377,689,6.8,0,5,11.2,392.72,7,0,0,6078.05,0.364,0,1,37,2.7,0
23374.74,18543.93,0.0694,589,10.0,3,1,15.42,503.82,6,1,10,10935.95,0.2261,1,0,31,3.3,1
12904.41,36322.91,0.1295,720,2.7,2,0,8.35,330.64,11,0,0,18417.64,0.3629,0,3,41,5.9,0
3447.47,24486.16,0.0988,661,8.4,2,5,9.03,224.51,9,4,56,10003.91,0.5604,0,2,27,2.9,0
20283.1,98269.58,0.1469,585,5.0,0,2,14.84,751.7,8,0,0,12001.46,0.0664,0,0,35,1.0,0
17291.68,79008.0,0.3086,487,2.9,2,1,15.08,313.64,6,3,25,104114.08,0.3877,0,1,35,15.1,1
15352.05,70480.58,0.152,546,2.0,1,3,10.04,953.51,13,1,27,33234.94,0.2767,0,1,24,0.8,0
17665.88,72180.06,0.2502,635,0.6,0,3,8.65,541.99,6,0,0,8279.05,0.3231,0,1,47,0.8,0
15769.33,31465.36,0.1511,754,5.9,1,0,8.83,433.36,11,3,48,18454.83,0.308,0,0,39,2.1,0
6761.04,77870.31,0.2172,777,0.4,1,1,9.27,528.81,3,1,4,31666.35,0.9058,0,1,42,4.1,0
8002.26,122118.94,0.0972,827,12.9,2,1,12.23,150.16,12,1,3,28645.99,0.3582,0,1,33,11.6,0
16040.93,82625.14,0.1049,570,1.1,3,4,17.58,318.59,8,1,43,17029.41,0.7647,0,0,30,8.5,0
8190.21,40178.97,0.0158,832,4.4,3,3,6.15,197.61,7,0,0,23508.92,0.2818,1,0,30,3.1,0
21435.76,55820.68,0.1891,621,5.0,1,1,11.45,446.45,13,0,0,25849.83,0.5563,0,2,34,14.9,0
7638.79,43689.61,0.1238,670,19.2,1,2,8.04,167.36,9,0,0,9258.68,0.7259,1,0,35,8.3,0
8095.2,71274.29,0.1029,761,1.8,1,3,16.53,503.24,9,0,0,42379.73,0.2027,0,2,43,7.8,0
22822.95,48693.4,0.0619,775,7.6,1,5,8.25,648.77,6,0,0,12502.77,0.6123,0,3,49,1.7,0
18533.08,77258.56,0.182,705,20.6,1,0,7.22,335.84,9,0,0,13031.69,0.7256,0,0,35,3.0,0
4587.21,71372.44,0.0887,815,3.4,0,3,10.6,80.31,4,0,0,23494.26,0.6551,0,0,71,0.3,0
15820.78,20237.69,0.3896,777,1.4,0,1,6.77,271.35,6,0,0,52441.41,0.5562,0,0,45,0.9,0
14012.15,36878.28,0.192,617,0.5,1,3,18.12,270.47,9,0,0,13182.28,0.6465,0,1,25,10.1,0
10139.17,16721.52,0.029,600,7.9,2,3,18.09,357.79,6,0,0,24642.43,0.4587,1,2,43,14.0,0
19415.49,81280.09,0.3091,546,0.8,1,4,12.42,386.65,6,0,0,8184.19,0.84,0,1,34,5.9,1
23113.21,46749.04,0.0398,616,4.4,2,2,4.02,463.8,6,1,14,24512.48,0.3462,0,1,36,1.4,0
13397.25,129242.09,0.323,742,2.3,0,3,7.55,332.71,7,0,0,40093.88,0.3528,0,1,21,0.7,0
56319.67,31072.06,0.2438,743,11.0,2,0,14.04,1716.26,14,0,0,15203.48,0.4417,0,1,38,3.8,0
6074.12,43667.82,0.1812,702,5.1,0,3,14.02,339.2,8,1,17,18473.07,0.5093,0,0,32,1.9,0
13071.82,56905.18,0.1431,663,2.7,1,1,16.26,294.79,7,2,14,43982.43,0.2226,0,3,41,17.4,0
14906.78,40487.15,0.0271,638,2.8,2,0,14.36,556.95,8,0,0,26970.5,0.2832,0,3,34,7.5,0
4753.95,29621.36,0.1831,772,5.0,2,0,8.31,178.5,18,1,1,32720.92,0.3941,0,1,49,0.3,0
27053.63,67594.94,0.1254,736,2.2,1,5,3.03,827.99,8,0,0,6077.61,0.5189,0,1,49,1.4,0
21368.49,53587.33,0.276,567,0.9,1,1,16.13,476.03,14,0,0,40047.35,0.3149,0,0,31,4.2,0
7555.43,54946.04,0.2749,613,3.1,1,1,8.73,255.47,5,0,0,15583.97,0.3109,0,1,37,1.4,0
17430.57,19721.96,0.0718,740,5.0,0,5,3.0,481.07,11,0,0,6653.94,0.6709,0,0,21,12.7,0
4047.68,135579.24,0.2093,731,0.6,2,4,9.07,238.99,9,1,43,17557.41,0.5738,0,0,56,0.7,0
12478.83,50963.72,0.2166,649,0.1,3,0,13.53,249.76,8,0,0,13831.79,0.4087,0,2,54,8.3,0
8250.42,76296.7,0.1417,742,10.6,1,4,5.09,356.78,3,0,0,32607.0,0.1539,0,1,31,0.3,0
19531.72,77554.14,0.404,647,2.8,2,4,11.03,590.49,13,2,1,13024.13,0.6168,0,2,58,3.2,0
8803.68,36546.33,0.0684,721,4.5,2,0,11.34,192.37,5,1,20,26642.94,0.531,0,2,49,1.2,0
17839.94,102740.89,0.0883,788,3.5,3,5,8.23,769.08,8,0,0,19213.75,0.467,1,0,43,1.1,0
8733.03,15620.15,0.2589,658,2.5,0,0,14.05,156.23,7,0,0,35412.47,0.352,0,0,51,8.6,0
15100.38,91399.34,0.2367,818,12.5,2,5,6.12,947.81,9,1,70,10166.47,0.7081,0,1,21,1.9,0
8621.39,60647.38,0.2156,668,17.8,3,3,12.67,186.35,12,1,18,20946.92,0.2499,0,0,59,0.4,0
13111.73,62627.83,0.0965,663,5.8,1,3,11.4,360.93,1,1,22,26131.43,0.384,0,1,25,1.1,0
3606.4,53481.38,0.0218,750,3.4,1,0,10.55,74.56,6,2,17,6662.6,0.4307,0,4,49,0.0,0
5754.38,67840.2,0.1371,648,4.3,2,4,11.35,157.52,4,0,0,36620.2,0.6358,0,2,42,3.5,0
34020.64,47629.22,0.4248,667,3.8,0,0,10.49,1800.3,6,0,0,36498.71,0.2011,0,0,32,10.6,1
6208.42,106210.08,0.1785,657,11.3,2,4,16.28,128.41,6,1,22,28463.99,0.2733,0,2,21,14.2,1
7793.78,91583.86,0.0898,682,2.4,2,0,19.87,351.51,4,0,0,43643.98,0.6405,0,1,45,18.7,0
8310.85,118847.34,0.1862,771,6.2,2,1,10.18,364.4,10,2,14,8710.35,0.1968,0,3,28,3.1,0
3821.16,44553.64,0.4247,678,5.1,2,4,12.56,246.9,8,1,77,22904.72,0.6842,0,0,43,6.4,0
22017.74,33834.19,0.1147,766,1.1,2,0,7.78,406.81,10,0,0,16608.23,0.4028,0,1,32,1.7,0
7688.02,159638.43,0.0914,735,13.3,1,1,6.08,195.9,4,1,5,12866.68,0.2346,1,0,37,7.8,0
14613.91,28193.83,0.0378,690,7.4,3,0,15.37,835.85,12,1,43,5568.62,0.4805,1,2,34,3.5,0
8313.71,103679.17,0.2161,747,1.4,1,1,5.91,205.97,8,1,44,6806.23,0.5473,2,0,44,0.9,0
17030.85,75258.63,0.0398,698,7.2,1,3,9.98,319.21,2,0,0,5440.48,0.7089,2,2,21,2.8,0
7403.16,65519.53,0.1352,560,1.6,1,2,12.38,212.47,10,1,5,53284.61,0.4099,0,4,37,5.3,1
14352.51,42576.0,0.3237,614,2.0,0,2,13.54,438.48,4,0,0,32077.59,0.6243,0,1,68,2.1,0
20191.7,26788.59,0.0339,648,7.4,2,1,15.37,656.26,5,0,0,11730.79,0.1524,0,0,29,7.2,0
30163.76,22775.65,0.1017,519,1.4,1,3,14.67,1006.23,10,0,0,7638.84,0.1112,1,1,34,6.8,1
13728.09,101652.85,0.2584,616,11.1,3,5,20.41,346.36,13,1,40,6483.22,0.3031,0,1,49,3.2,1
27049.54,90390.95,0.204,689,8.0,1,2,11.88,904.02,9,1,16,21949.79,0.4899,0,0,33,2.5,0
100000.0,64330.54,0.1444,737,10.8,2,0,9.27,3500.13,7,0,0,12897.35,0.3174,0,0,47,0.2,0
22358.15,44688.48,0.3164,738,0.6,2,0,9.6,1400.06,14,0,0,49445.37,0.7845,0,4,35,0.9,0
8481.16,79324.78,0.0527,668,2.7,2,1,18.98,161.81,9,1,19,30857.22,0.3383,0,1,42,0.2,0
9749.86,28200.03,0.3499,652,0.6,1,2,15.67,358.22,9,0,0,17461.71,0.6204,0,1,49,3.8,0
16213.79,75612.6,0.2562,702,11.3,0,2,10.98,659.26,8,0,0,23116.97,0.5216,1,1,40,12.4,0
35060.07,77222.9,0.0916,649,3.7,3,0,8.2,1391.17,8,2,31,21848.78,0.1576,0,2,30,1.3,0
39478.48,19856.72,0.1862,614,1.0,2,0,12.21,2423.46,8,0,0,8022.94,0.4652,0,0,34,0.0,1
8594.21,31335.73,0.3063,655,3.7,1,3,12.24,150.07,12,1,21,54812.16,0.5018,0,3,37,6.3,0
12376.65,60178.96,0.0995,821,1.3,1,0,3.0,614.51,5,2,32,7223.75,0.0848,0,2,37,3.2,0
8865.68,24363.98,0.141,673,1.2,2,3,10.35,163.65,9,0,0,15817.48,0.6244,0,0,29,0.2,0
18253.91,48836.88,0.0483,749,1.8,1,5,6.2,338.54,9,0,0,22732.64,0.5565,1,1,37,7.5,0
38661.78,23835.18,0.0585,613,0.4,0,0,3.95,648.55,8,0,0,12641.35,0.6587,0,0,35,6.8,0
12212.81,75409.57,0.1524,729,3.8,1,1,14.15,337.25,6,0,0,19316.08,0.298,0,0,21,0.4,0
31537.48,48947.17,0.2784,656,5.6,2,0,8.67,1939.52,3,0,0,28233.72,0.6219,0,1,53,7.5,0
3917.84,109934.36,0.0697,667,1.9,1,1,7.65,275.28,16,0,0,7251.21,0.5557,0,0,21,0.4,0
13269.78,85441.33,0.268,729,26.9,2,1,16.75,440.33,7,0,0,40252.81,0.5371,0,1,42,1.6,0
10897.48,82845.79,0.1511,625,2.0,0,4,5.58,782.39,8,0,0,52401.05,0.2969,0,2,23,4.7,0
14520.6,67144.21,0.2405,702,2.1,2,1,11.7,264.39,9,1,1,5000.0,0.165,0,1,33,4.5,0
16371.74,62126.28,0.1081,538,2.3,0,5,15.64,1185.92,9,0,0,12563.02,0.1453,0,0,21,11.9,0
9625.43,15000.0,0.0459,706,4.8,2,0,11.21,280.73,6,1,4,17149.03,0.5249,0,0,33,1.2,0
9501.75,70699.29,0.0619,691,10.0,0,2,8.26,222.09,7,1,26,44076.84,0.3554,0,3,41,1.6,0
9889.25,26903.54,0.1341,697,1.8,2,2,16.17,459.96,8,1,42,22152.88,0.1946,1,1,58,1.7,0
11525.22,82732.74,0.0706,646,23.1,0,2,4.15,209.96,8,1,62,52109.51,0.6699,0,1,34,0.8,0
49240.45,38459.2,0.1972,647,8.2,0,0,9.05,2093.57,11,1,17,67548.28,0.4283,0,1,46,9.3,0
5568.97,124487.25,0.1137,746,12.6,1,4,13.3,125.96,5,0,0,5000.0,0.3001,0,0,31,6.8,0
35301.51,34887.61,0.2336,816,5.4,1,0,4.35,728.59,7,0,0,6843.58,0.8871,1,2,28,3.8,0
18526.97,94144.79,0.0733,820,0.8,1,2,8.55,411.77,8,0,0,28476.42,0.7223,1,3,33,3.2,0
59139.26,32049.33,0.117,677,1.1,1,0,9.49,1218.72,8,1,13,25172.16,0.3046,0,0,37,0.6,0
21310.16,16192.86,0.34,575,0.2,0,3,11.64,387.41,5,0,0,6026.09,0.2159,0,1,22,0.1,1
9228.36,83465.98,0.2798,670,1.4,2,1,11.14,604.28,5,2,11,7360.72,0.29,0,1,38,0.2,0
78915.08,78203.92,0.0078,729,5.8,2,4,17.82,5143.78,10,1,26,5449.52,0.3044,0,3,41,27.0,0
3551.08,28408.05,0.1615,681,12.2,1,4,19.07,188.58,6,0,0,5000.0,0.7384,0,0,37,14.5,0
5964.29,205840.2,0.046,676,6.1,1,0,8.48,234.2,7,0,0,5000.0,0.2745,0,0,34,0.4,0
11598.63,156862.64,0.197,772,0.4,3,4,8.79,340.64,8,0,0,11509.62,0.466,0,0,57,1.8,0
12662.79,45135.44,0.2728,777,1.2,3,3,8.91,258.69,11,0,0,65932.31,0.9635,0,2,40,1.6,0
10969.12,16578.13,0.4087,643,3.5,2,5,9.5,198.97,11,1,27,21343.94,0.3355,0,1,29,4.7,1
10575.95,68551.84,0.1282,688,1.6,1,1,14.31,218.2,4,1,28,12404.03,0.7409,0,3,64,1.4,0
7693.77,20741.15,0.3362,697,5.3,1,5,14.33,280.81,12,1,16,6007.4,0.6193,0,2,43,2.1,0
10599.24,59798.21,0.1872,590,12.5,1,2,6.99,191.95,7,1,68,24247.28,0.3487,1,0,41,2.6,0
11181.02,112787.93,0.3696,768,1.9,1,2,4.31,241.31,8,2,16,24424.27,0.3625,0,1,21,1.5,0
10223.33,15000.0,0.3315,712,8.9,3,0,10.32,405.49,7,0,0,46104.83,0.4457,0,0,29,1.8,0
4454.05,36715.01,0.0959,689,4.7,1,3,9.93,161.5,5,3,8,27045.89,0.1332,0,0,56,0.2,0
4586.21,78151.97,0.1103,754,2.2,2,3,10.57,83.33,6,0,0,9428.47,0.5159,0,0,40,0.3,0
15216.34,60086.92,0.0298,655,19.2,0,4,18.75,514.87,7,1,4,18128.62,0.4855,0,2,36,0.2,0
15347.06,15000.0,0.2309,707,3.6,1,0,14.21,903.38,6,1,46,59590.87,0.1357,0,1,21,1.7,0
44359.62,44733.65,0.1538,661,1.9,2,3,10.2,1472.06,12,0,0,27424.67,0.2597,1,3,45,7.1,0
19930.51,33890.84,0.2156,474,9.4,0,0,6.94,1218.87,8,0,0,8336.57,0.1497,1,2,56,1.5,1
5282.76,28935.59,0.0566,737,8.3,2,0,18.65,185.88,5,0,0,7312.17,0.6749,0,0,59,5.8,0
12618.88,34105.83,0.0689,639,3.1,0,5,8.69,545.13,11,0,0,29858.68,0.5972,0,3,41,0.8,0
45726.11,91052.36,0.1831,825,1.6,3,0,12.36,1212.72,5,0,0,10673.18,0.5663,0,1,59,1.3,0
24889.15,54312.33,0.1556,730,8.4,1,1,14.48,958.94,5,3,20,38565.0,0.1463,0,1,43,11.0,0
22173.33,54764.7,0.0863,768,4.1,1,0,10.0,490.27,13,1,39,11908.68,0.264,0,0,43,1.0,0
11905.47,38373.95,0.0954,623,9.4,1,4,7.42,300.29,8,0,0,33833.0,0.1577,0,2,42,9.5,0
7147.78,41326.27,0.3432,722,0.8,1,0,3.44,520.8,10,0,0,40123.21,0.8511,0,2,29,16.2,0
5143.93,15000.0,0.2804,617,6.1,0,0,12.3,112.78,7,0,0,14810.91,0.4262,0,1,28,7.5,0
9950.88,92562.71,0.2444,623,2.0,1,2,8.69,352.59,8,1,20,20869.83,0.2889,0,0,34,2.3,0
6198.62,103405.86,0.1934,654,9.5,3,2,8.76,378.84,6,0,0,21532.07,0.6178,0,1,54,1.0,0
20381.73,62057.34,0.0935,567,0.4,1,2,7.08,507.76,6,0,0,38798.03,0.3123,0,1,23,13.0,0
7614.23,73096.82,0.3241,631,2.3,1,5,12.57,566.42,10,1,30,20912.45,0.2617,0,3,27,12.6,0
8122.48,63797.34,0.2532,639,3.5,1,0,10.56,210.55,8,2,1,104885.48,0.1575,0,2,44,5.4,0
23378.71,21705.98,0.323,659,1.3,1,0,18.86,461.1,8,0,0,6361.24,0.6174,0,1,41,6.8,0
22543.29,40821.78,0.0243,495,7.3,1,5,13.81,1372.2,5,0,0,19377.48,0.2936,0,1,52,1.8,0
5016.76,60963.43,0.2666,850,0.7,1,3,10.18,107.67,2,1,13,9964.68,0.3021,0,1,45,3.9,0
13306.79,86053.24,0.1172,683,0.7,0,5,11.1,305.01,6,0,0,17849.81,0.51,0,0,35,1.3,0
37949.08,38731.17,0.072,654,0.4,0,3,14.54,1285.1,5,2,20,14095.44,0.4432,0,2,48,4.7,1
40222.31,107195.9,0.158,738,9.5,3,0,11.68,1543.79,6,0,0,22070.72,0.54,0,1,42,1.0,0
29563.3,61014.47,0.1419,758,2.3,2,1,10.87,814.95,10,0,0,149027.44,0.484,0,0,33,0.4,0
26963.09,68602.96,0.3024,709,10.4,2,0,17.54,1260.49,10,0,0,15075.2,0.5361,0,0,29,2.2,0
30628.38,95135.12,0.2063,632,6.4,0,5,11.12,803.21,10,2,42,25394.02,0.5271,0,3,39,0.7,0
11071.57,45692.48,0.178,738,8.9,2,5,6.87,717.59,10,0,0,40643.9,0.4209,0,1,29,1.3,0
9567.52,43901.58,0.2987,740,0.0,1,0,9.88,248.68,9,2,25,8023.13,0.4513,0,3,36,1.8,0
5355.2,29873.03,0.335,557,2.6,1,4,10.63,89.99,9,1,4,18887.49,0.6235,0,1,21,0.7,1
15179.38,40925.75,0.1208,692,21.6,2,5,8.98,273.89,4,0,0,24428.26,0.6323,0,1,33,0.0,0
21609.46,41510.17,0.2826,765,5.3,0,1,11.73,443.15,6,0,0,12272.11,0.3669,0,2,47,4.1,0
23221.05,82250.29,0.1281,773,2.8,2,1,12.31,1598.67,6,2,19,86960.45,0.5686,0,1,64,0.1,0
23331.47,47134.16,0.2149,721,14.5,3,3,13.03,457.46,10,1,3,13632.43,0.372,1,2,42,6.3,0
23125.6,49393.46,0.0174,670,4.8,1,0,13.21,1078.16,14,0,0,21743.99,0.2971,0,0,28,3.4,0
15773.02,32375.42,0.2253,689,3.1,0,4,7.6,311.57,7,0,0,12335.92,0.2315,0,1,25,4.1,0
28084.35,39880.95,0.1572,646,1.2,1,0,15.19,2095.21,9,3,31,17665.03,0.1633,0,0,61,0.8,1
13270.85,45399.73,0.1953,644,2.5,1,1,12.06,223.17,6,0,0,9188.95,0.6283,0,1,21,6.7,0
47023.91,88282.76,0.2469,716,6.4,1,3,14.5,1498.13,11,2,30,15062.8,0.2634,0,1,31,1.3,0
24345.57,15000.0,0.0622,699,13.0,2,1,16.73,457.85,8,0,0,12560.15,0.2458,0,0,46,3.2,0
6662.37,78577.0,0.125,627,1.0,3,0,10.42,233.97,6,0,0,27492.71,0.29,0,1,70,2.7,0
37439.52,55098.56,0.0932,725,0.3,1,1,11.04,900.74,9,0,0,10072.01,0.3514,0,1,42,2.9,0
12256.68,42145.55,0.2938,690,10.6,2,0,18.63,901.29,7,0,0,9641.59,0.4363,0,0,30,10.5,0
19866.2,31685.79,0.2867,655,4.7,2,5,14.55,527.02,9,1,2,5927.74,0.9095,0,0,31,8.4,0
19214.65,73231.09,0.0925,752,0.7,1,3,14.37,589.77,6,1,26,23301.49,0.1109,0,2,60,25.2,0
9465.85,118142.55,0.0798,757,0.7,1,4,18.13,704.75,11,0,0,12388.74,0.3068,0,0,48,20.1,0
20616.86,41969.3,0.2048,686,1.1,3,5,13.53,583.53,11,0,0,15377.98,0.7782,0,1,21,1.0,0
27465.33,42329.61,0.2217,697,2.3,2,3,15.77,630.03,8,2,41,7264.41,0.6117,0,1,33,0.1,0
23589.34,61765.36,0.2244,692,7.0,0,1,14.33,908.08,10,0,0,25379.02,0.2849,0,0,40,9.7,0
7681.97,59681.37,0.1162,727,1.8,0,0,5.45,226.41,7,0,0,5629.44,0.1838,0,2,43,2.8,0
28329.82,62508.79,0.0381,723,2.9,3,2,6.78,520.34,7,1,71,19724.75,0.3327,0,1,49,13.6,0
8295.79,126845.95,0.128,651,0.5,0,3,14.79,680.94,13,0,0,16412.78,0.7895,0,0,26,0.4,0
27776.37,64260.58,0.234,659,4.8,0,3,13.27,1276.22,4,0,0,29995.91,0.4944,1,1,45,10.0,0
20128.92,27236.51,0.0644,690,6.7,1,3,8.98,338.59,11,0,0,38778.49,0.4867,0,0,44,3.4,0
5594.2,42212.35,0.2287,587,0.1,2,0,3.42,263.69,8,1,2,26740.15,0.254,0,0,43,9.3,0
10700.16,47584.65,0.338,597,4.2,1,0,5.28,258.1,8,0,0,13132.95,0.9106,0,0,51,2.7,0
68068.25,29714.53,0.1857,697,3.9,1,0,13.68,1236.29,14,0,0,35041.37,0.4204,0,2,53,1.0,0
2447.69,49715.73,0.1988,564,15.4,1,1,15.92,70.97,8,0,0,14574.04,0.3202,0,1,39,1.6,0
5193.05,29797.22,0.214,675,3.6,3,2,10.52,108.46,8,1,1,29813.91,0.4863,0,3,34,0.5,0
11754.22,17539.35,0.0739,675,2.4,3,3,9.08,281.34,11,2,90,39638.27,0.4962,0,1,38,1.2,0
13252.36,30119.13,0.2443,737,9.2,1,2,7.64,226.04,5,0,0,9144.34,0.2857,0,2,47,4.4,0
