account_age_months,monthly_active_users,daily_active_users_avg,feature_adoption_score,num_support_tickets_last_month,avg_session_duration_minutes,login_frequency_weekly,num_integrations_enabled,contract_type,plan_tier,num_admin_users,data_storage_used_pct,num_reports_created_last_month,last_login_days_ago,nps_score,onboarding_completed,training_sessions_attended,billing_issues_count,competitor_mention_in_tickets,expansion_revenue_pct,target
11.5,23.0,7.6,21.8,3.0,23.8,8.0,1.0,1.0,2.0,1.0,4.9,8.0,1.3,8.3,1.0,0.0,0.0,0.0,10.6,0
1.0,18.0,4.9,69.2,1.0,1.9,2.0,1.0,0.0,2.0,2.0,32.4,9.0,15.1,10.0,1.0,1.0,0.0,0.0,16.1,0
33.4,12.0,4.0,61.6,2.0,7.4,3.0,1.0,0.0,0.0,3.0,59.9,3.0,0.9,7.9,1.0,0.0,0.0,0.0,9.7,0
14.8,13.0,4.2,78.7,3.0,3.0,6.0,2.0,0.0,1.0,3.0,22.8,7.0,0.2,4.0,1.0,0.0,0.0,0.0,7.9,0
28.7,16.0,8.9,57.0,3.0,9.7,2.0,1.0,0.0,1.0,1.0,34.9,10.0,13.6,6.0,0.0,0.0,0.0,0.0,13.7,1
13.0,17.0,8.9,51.4,1.0,7.5,3.0,0.0,0.0,0.0,1.0,56.9,5.0,0.7,7.9,0.0,1.0,0.0,0.0,46.4,0
30.8,16.0,4.3,65.8,3.0,11.4,5.0,1.0,1.0,2.0,1.0,24.3,11.0,10.6,5.6,1.0,0.0,0.0,0.0,4.2,0
6.8,19.0,11.6,63.0,4.0,29.5,2.0,4.0,0.0,1.0,2.0,49.4,6.0,6.2,8.1,1.0,2.0,0.0,0.0,0.3,0
31.7,21.0,6.2,74.3,1.0,31.7,3.0,1.0,0.0,1.0,2.0,37.2,5.0,1.2,7.6,1.0,1.0,1.0,0.0,40.2,0
6.6,18.0,11.6,33.5,3.0,7.5,4.0,2.0,0.0,0.0,3.0,32.8,9.0,1.9,8.1,1.0,1.0,0.0,0.0,1.9,0
21.2,22.0,8.7,54.5,1.0,9.3,5.0,4.0,1.0,0.0,3.0,50.2,4.0,13.4,7.6,0.0,2.0,0.0,0.0,23.8,0
3.0,14.0,5.7,19.1,1.0,3.1,5.0,2.0,0.0,1.0,2.0,58.9,12.0,2.3,4.4,0.0,1.0,1.0,0.0,18.9,0
21.6,10.0,1.8,55.9,2.0,10.2,7.0,0.0,0.0,2.0,1.0,37.7,4.0,1.5,5.4,1.0,0.0,1.0,0.0,25.3,1
6.7,12.0,4.8,52.5,2.0,10.2,3.0,2.0,0.0,1.0,3.0,29.4,14.0,0.2,7.5,0.0,1.0,0.0,0.0,15.7,0
46.7,10.0,2.5,53.0,3.0,17.4,4.0,3.0,0.0,0.0,3.0,40.0,9.0,5.3,5.7,1.0,3.0,1.0,0.0,36.8,1
7.6,9.0,2.7,51.4,1.0,19.6,5.0,3.0,1.0,2.0,8.0,43.2,12.0,0.0,6.2,0.0,1.0,0.0,0.0,1.7,0
1.9,19.0,3.9,21.6,0.0,14.0,2.0,4.0,0.0,2.0,2.0,39.2,4.0,3.9,5.8,1.0,2.0,0.0,0.0,8.5,1
6.4,22.0,6.8,76.4,1.0,17.1,4.0,7.0,0.0,1.0,2.0,51.2,12.0,21.0,8.9,0.0,0.0,0.0,0.0,8.1,0
18.8,14.0,3.2,13.2,1.0,6.2,3.0,2.0,1.0,1.0,4.0,21.2,10.0,2.9,7.5,0.0,3.0,0.0,0.0,46.5,0
1.0,17.0,8.9,54.2,1.0,3.6,5.0,1.0,1.0,1.0,1.0,34.3,6.0,0.7,3.2,1.0,1.0,0.0,0.0,17.9,0
22.5,15.0,1.6,55.4,1.0,14.3,7.0,1.0,0.0,0.0,1.0,30.7,11.0,0.0,6.2,1.0,1.0,0.0,1.0,15.8,0
1.0,14.0,6.9,85.2,2.0,6.0,4.0,0.0,0.0,1.0,2.0,37.3,6.0,9.5,4.7,1.0,3.0,1.0,0.0,24.8,0
12.0,13.0,8.7,74.9,3.0,7.4,5.0,2.0,0.0,1.0,6.0,29.9,11.0,0.2,6.8,1.0,1.0,0.0,0.0,18.4,0
1.0,13.0,8.1,49.5,1.0,23.0,4.0,2.0,1.0,1.0,1.0,38.5,6.0,6.7,8.7,1.0,3.0,1.0,0.0,4.4,0
37.1,15.0,8.9,41.0,1.0,1.2,4.0,1.0,0.0,1.0,2.0,28.3,9.0,0.5,9.0,1.0,3.0,0.0,0.0,7.0,0
37.6,18.0,2.5,48.7,3.0,28.4,3.0,3.0,1.0,1.0,2.0,55.6,10.0,2.2,6.7,1.0,1.0,0.0,0.0,31.7,0
36.7,9.0,4.3,30.6,3.0,13.0,6.0,1.0,0.0,0.0,4.0,13.9,7.0,13.7,7.3,1.0,1.0,2.0,0.0,37.6,1
10.2,17.0,3.8,72.1,1.0,25.9,6.0,3.0,0.0,1.0,3.0,8.1,6.0,1.9,3.4,1.0,3.0,1.0,0.0,3.4,0
33.4,15.0,6.5,48.1,1.0,12.4,2.0,2.0,0.0,0.0,3.0,30.7,5.0,3.2,5.8,1.0,2.0,0.0,0.0,51.8,0
23.8,15.0,6.7,87.7,2.0,5.6,5.0,4.0,1.0,0.0,3.0,29.0,4.0,2.1,5.5,0.0,2.0,0.0,0.0,24.9,0
32.7,10.0,2.6,34.4,1.0,16.3,4.0,1.0,0.0,1.0,3.0,35.0,13.0,7.5,4.9,1.0,3.0,0.0,1.0,7.0,1
7.9,12.0,1.2,56.7,1.0,14.2,3.0,2.0,0.0,1.0,1.0,34.3,9.0,2.2,4.3,0.0,3.0,0.0,0.0,20.9,1
58.6,11.0,1.8,77.1,1.0,3.7,5.0,5.0,1.0,0.0,3.0,24.6,9.0,8.4,8.6,0.0,1.0,0.0,0.0,3.6,0
44.7,14.0,4.4,43.5,1.0,4.4,1.0,2.0,1.0,1.0,1.0,69.4,9.0,6.5,6.5,1.0,1.0,1.0,0.0,31.4,0
16.2,16.0,2.3,55.2,2.0,7.9,4.0,2.0,1.0,1.0,1.0,37.5,12.0,0.5,5.4,1.0,1.0,0.0,0.0,20.4,0
29.3,25.0,5.1,41.8,0.0,25.5,2.0,1.0,0.0,1.0,2.0,70.6,11.0,4.3,5.4,1.0,0.0,0.0,0.0,11.8,0
89.1,15.0,5.5,55.3,3.0,7.3,6.0,2.0,0.0,1.0,1.0,56.9,10.0,5.3,5.6,1.0,0.0,0.0,0.0,6.3,0
3.7,13.0,4.1,29.7,1.0,3.4,4.0,0.0,1.0,2.0,3.0,44.8,8.0,1.6,10.0,1.0,3.0,0.0,1.0,19.8,0
88.7,7.0,2.7,71.2,2.0,48.1,7.0,3.0,0.0,2.0,5.0,35.3,17.0,0.3,6.3,0.0,0.0,0.0,0.0,5.0,0
34.5,15.0,2.8,39.0,0.0,7.2,3.0,4.0,1.0,0.0,3.0,18.5,4.0,0.3,7.3,1.0,1.0,0.0,0.0,8.6,0
11.9,15.0,6.2,33.4,2.0,5.5,5.0,3.0,0.0,0.0,2.0,11.8,5.0,1.9,8.2,1.0,1.0,0.0,0.0,13.4,0
28.6,10.0,2.3,84.3,0.0,14.4,5.0,2.0,1.0,1.0,1.0,77.7,11.0,4.6,8.0,1.0,1.0,0.0,0.0,18.9,0
17.5,10.0,4.5,31.6,2.0,15.5,2.0,1.0,0.0,2.0,3.0,69.8,11.0,0.4,6.5,1.0,1.0,0.0,0.0,2.6,0
10.6,13.0,6.8,53.7,3.0,31.6,2.0,3.0,0.0,0.0,1.0,25.0,11.0,10.5,8.5,1.0,0.0,0.0,0.0,0.2,0
23.7,20.0,1.0,65.5,0.0,7.7,4.0,1.0,0.0,0.0,4.0,22.0,11.0,0.9,5.0,1.0,0.0,0.0,0.0,24.8,0
17.1,16.0,9.6,79.8,1.0,6.8,2.0,2.0,0.0,1.0,2.0,53.7,8.0,4.3,8.7,1.0,0.0,1.0,0.0,7.2,0
9.9,19.0,4.5,70.1,2.0,35.4,2.0,0.0,0.0,1.0,1.0,14.9,10.0,2.0,7.0,1.0,0.0,0.0,0.0,5.7,0
13.2,13.0,5.2,33.0,1.0,8.7,4.0,2.0,0.0,2.0,1.0,36.2,11.0,6.1,6.1,1.0,1.0,0.0,0.0,16.8,0
3.9,21.0,1.2,52.9,0.0,19.3,4.0,3.0,0.0,2.0,1.0,23.7,6.0,0.9,6.8,1.0,4.0,0.0,0.0,38.9,0
1.0,14.0,4.2,28.4,1.0,40.2,3.0,4.0,0.0,0.0,2.0,42.1,9.0,1.8,7.4,1.0,2.0,0.0,0.0,6.7,0
32.9,13.0,4.5,54.6,3.0,3.2,5.0,1.0,0.0,0.0,1.0,19.4,6.0,11.1,4.5,1.0,2.0,0.0,0.0,8.9,1
36.3,15.0,1.6,60.5,1.0,7.6,3.0,1.0,1.0,0.0,2.0,27.4,6.0,0.0,7.8,0.0,2.0,0.0,0.0,8.8,0
1.6,8.0,4.9,22.4,0.0,2.7,3.0,4.0,0.0,1.0,3.0,26.1,5.0,5.2,9.0,1.0,4.0,0.0,0.0,4.6,0
13.7,15.0,3.7,32.8,2.0,8.9,4.0,0.0,0.0,1.0,1.0,15.9,7.0,1.0,6.9,1.0,0.0,0.0,0.0,8.5,0
15.5,15.0,10.2,66.0,1.0,10.8,2.0,1.0,0.0,1.0,3.0,50.6,3.0,8.7,7.7,1.0,1.0,1.0,0.0,34.2,1
35.0,10.0,4.8,52.1,1.0,24.3,4.0,1.0,0.0,0.0,2.0,40.8,8.0,5.9,4.7,1.0,2.0,0.0,1.0,7.2,1
12.6,10.0,3.8,33.9,3.0,6.7,7.0,2.0,0.0,1.0,1.0,27.3,6.0,5.4,8.1,1.0,0.0,1.0,0.0,25.4,1
3.9,16.0,7.3,44.8,2.0,39.9,4.0,4.0,0.0,2.0,5.0,27.8,8.0,3.0,5.8,0.0,4.0,0.0,0.0,3.3,0
23.2,19.0,2.0,42.3,0.0,10.9,1.0,0.0,0.0,2.0,3.0,24.7,5.0,1.5,5.4,1.0,0.0,0.0,0.0,2.2,0
56.1,16.0,3.3,51.9,1.0,4.4,6.0,1.0,0.0,0.0,2.0,37.4,8.0,0.1,7.2,1.0,1.0,1.0,0.0,13.7,0
16.3,14.0,7.0,30.9,1.0,14.7,7.0,2.0,0.0,0.0,5.0,36.8,12.0,9.1,4.1,1.0,1.0,0.0,0.0,1.9,1
21.8,17.0,5.8,33.3,1.0,5.5,4.0,3.0,1.0,0.0,1.0,15.3,9.0,0.8,5.7,1.0,0.0,0.0,0.0,56.2,0
43.2,9.0,5.7,57.6,3.0,11.4,4.0,2.0,1.0,2.0,4.0,27.6,6.0,2.2,8.0,0.0,1.0,0.0,0.0,18.7,0
18.9,11.0,6.8,22.5,1.0,20.7,2.0,1.0,0.0,0.0,4.0,6.9,9.0,4.0,6.1,1.0,2.0,1.0,0.0,2.1,1
5.2,13.0,5.1,74.1,0.0,11.8,2.0,4.0,1.0,0.0,3.0,46.1,9.0,2.4,5.4,1.0,1.0,1.0,0.0,0.5,0
12.7,14.0,4.9,24.7,2.0,26.6,7.0,3.0,0.0,0.0,2.0,60.4,10.0,6.4,8.3,0.0,1.0,0.0,0.0,2.2,0
15.2,20.0,6.3,43.7,0.0,4.0,2.0,1.0,0.0,1.0,3.0,67.7,14.0,2.6,9.6,1.0,2.0,0.0,0.0,44.9,0
51.0,15.0,4.0,49.2,0.0,11.8,2.0,0.0,1.0,0.0,1.0,10.8,6.0,4.7,7.3,1.0,2.0,0.0,0.0,10.7,0
37.5,16.0,9.1,48.1,1.0,3.6,3.0,2.0,0.0,0.0,2.0,32.6,8.0,7.3,9.1,0.0,0.0,0.0,0.0,6.7,0
6.8,20.0,6.8,70.1,0.0,14.4,7.0,3.0,0.0,2.0,3.0,20.3,3.0,2.7,5.9,1.0,2.0,0.0,0.0,28.6,0
47.3,14.0,3.4,23.8,2.0,4.9,6.0,2.0,0.0,0.0,1.0,9.8,6.0,1.0,6.5,1.0,2.0,0.0,0.0,3.4,0
4.1,15.0,4.1,59.0,1.0,16.5,4.0,1.0,0.0,1.0,2.0,56.9,6.0,1.4,2.7,1.0,2.0,0.0,0.0,15.7,0
1.9,12.0,3.7,25.7,0.0,7.5,3.0,3.0,0.0,2.0,3.0,23.7,3.0,1.6,8.4,1.0,0.0,0.0,1.0,9.8,0
20.6,13.0,3.4,39.6,3.0,32.9,1.0,0.0,0.0,0.0,1.0,29.9,8.0,9.9,7.1,1.0,3.0,0.0,0.0,25.6,0
3.0,7.0,2.2,58.9,1.0,25.8,5.0,1.0,0.0,0.0,1.0,42.4,2.0,3.5,9.2,1.0,1.0,1.0,0.0,6.7,0
21.6,10.0,7.0,82.4,0.0,10.5,7.0,1.0,1.0,2.0,1.0,52.1,11.0,15.7,5.5,1.0,0.0,0.0,0.0,8.9,0
21.0,11.0,3.2,65.6,0.0,6.8,2.0,1.0,0.0,2.0,2.0,36.3,5.0,4.6,5.6,1.0,3.0,0.0,0.0,2.0,1
12.5,16.0,3.7,93.0,2.0,67.0,3.0,1.0,0.0,1.0,4.0,34.1,9.0,12.5,10.0,0.0,3.0,0.0,0.0,16.7,0
8.9,16.0,6.1,55.3,1.0,28.6,4.0,1.0,0.0,1.0,4.0,49.2,8.0,2.1,9.6,1.0,2.0,0.0,0.0,15.1,0
30.0,12.0,6.4,39.7,1.0,11.8,2.0,3.0,1.0,2.0,1.0,33.4,11.0,0.6,4.4,0.0,2.0,0.0,0.0,10.1,0
3.2,15.0,2.6,16.7,1.0,13.3,3.0,2.0,1.0,2.0,2.0,70.1,8.0,1.4,6.0,0.0,1.0,0.0,0.0,8.1,0
2.0,11.0,5.7,30.0,2.0,13.7,4.0,6.0,0.0,0.0,3.0,49.2,9.0,6.4,7.0,1.0,1.0,0.0,0.0,7.0,0
8.1,16.0,3.0,60.7,0.0,23.0,3.0,0.0,0.0,1.0,1.0,28.5,8.0,0.6,6.7,1.0,1.0,0.0,0.0,44.9,0
4.1,13.0,3.6,71.9,0.0,19.0,2.0,2.0,1.0,1.0,2.0,63.5,9.0,0.3,7.1,1.0,3.0,0.0,0.0,14.6,0
10.8,9.0,1.6,20.7,2.0,13.2,7.0,0.0,1.0,2.0,1.0,16.6,5.0,1.6,1.7,0.0,2.0,0.0,0.0,8.6,0
14.4,17.0,8.8,18.6,0.0,21.5,1.0,4.0,0.0,0.0,1.0,15.5,9.0,0.9,7.2,1.0,0.0,0.0,0.0,20.1,0
27.6,16.0,4.7,71.8,2.0,23.0,6.0,0.0,0.0,1.0,1.0,17.8,3.0,3.2,3.3,1.0,1.0,1.0,0.0,4.9,0
32.1,18.0,3.4,73.6,1.0,15.4,4.0,1.0,0.0,2.0,4.0,60.5,9.0,0.8,6.7,1.0,0.0,0.0,1.0,32.9,0
14.6,13.0,3.8,38.4,1.0,8.8,4.0,2.0,0.0,2.0,1.0,68.0,12.0,1.2,4.9,1.0,0.0,1.0,0.0,32.3,1
58.0,17.0,6.5,55.7,3.0,5.6,6.0,0.0,1.0,1.0,3.0,32.8,9.0,1.4,5.5,1.0,2.0,0.0,0.0,6.8,0
53.4,11.0,2.7,57.1,4.0,6.7,6.0,3.0,0.0,0.0,6.0,21.7,10.0,5.5,5.9,1.0,2.0,0.0,0.0,3.2,0
46.9,15.0,2.1,55.7,0.0,12.0,5.0,2.0,0.0,1.0,2.0,8.3,7.0,0.9,8.6,0.0,2.0,1.0,0.0,15.5,0
6.0,14.0,3.5,89.3,1.0,6.6,4.0,1.0,1.0,1.0,3.0,17.3,9.0,15.1,3.5,1.0,1.0,0.0,0.0,12.3,1
15.2,14.0,4.8,62.6,0.0,10.1,6.0,1.0,0.0,2.0,1.0,74.5,12.0,3.4,6.7,0.0,3.0,0.0,0.0,44.5,0
38.0,11.0,3.8,21.9,2.0,17.2,7.0,4.0,0.0,1.0,1.0,29.2,3.0,0.2,9.2,0.0,2.0,0.0,0.0,23.5,1
1.0,20.0,6.8,22.3,1.0,21.3,5.0,4.0,1.0,1.0,2.0,86.1,6.0,1.4,7.1,1.0,2.0,0.0,0.0,46.3,0
11.8,17.0,6.8,75.6,2.0,5.4,0.0,2.0,0.0,2.0,1.0,30.6,7.0,1.4,7.2,1.0,3.0,0.0,0.0,0.8,0
36.8,11.0,3.2,58.8,2.0,21.5,1.0,2.0,1.0,1.0,1.0,46.1,6.0,1.8,3.2,1.0,0.0,0.0,0.0,6.0,0
21.9,13.0,6.1,43.7,1.0,5.0,4.0,1.0,0.0,0.0,3.0,63.0,9.0,2.8,2.8,0.0,1.0,0.0,0.0,2.0,1
1.9,9.0,2.8,62.9,1.0,9.1,4.0,1.0,1.0,2.0,3.0,42.4,4.0,26.0,7.0,1.0,1.0,0.0,0.0,10.3,0
2.3,16.0,5.7,69.2,4.0,7.5,3.0,0.0,0.0,1.0,1.0,74.8,5.0,2.3,5.9,1.0,2.0,1.0,0.0,2.6,0
4.3,20.0,8.1,53.3,2.0,78.6,4.0,2.0,0.0,1.0,3.0,59.6,5.0,9.0,3.2,1.0,0.0,0.0,0.0,19.3,0
12.9,16.0,5.8,66.9,0.0,9.8,3.0,5.0,0.0,1.0,1.0,12.8,8.0,0.6,6.4,1.0,1.0,1.0,0.0,12.7,0
11.9,22.0,10.2,21.6,2.0,5.5,2.0,2.0,0.0,2.0,2.0,49.0,7.0,0.7,9.2,1.0,3.0,0.0,0.0,10.2,0
30.9,22.0,8.5,73.5,2.0,6.5,6.0,3.0,0.0,1.0,1.0,45.5,8.0,0.4,7.1,1.0,2.0,1.0,0.0,33.9,0
18.5,16.0,7.0,46.1,5.0,7.0,6.0,0.0,0.0,1.0,5.0,59.8,11.0,3.2,7.3,1.0,2.0,0.0,0.0,45.7,0
5.0,12.0,6.9,19.7,1.0,36.7,2.0,3.0,0.0,1.0,6.0,19.5,5.0,3.1,9.1,0.0,2.0,0.0,0.0,12.8,0
3.1,16.0,5.8,79.1,0.0,7.0,1.0,3.0,1.0,1.0,2.0,37.7,5.0,4.2,8.9,1.0,1.0,1.0,0.0,13.4,0
38.5,9.0,5.0,35.3,0.0,4.6,3.0,0.0,1.0,0.0,6.0,13.7,8.0,4.3,5.3,1.0,0.0,0.0,0.0,26.7,0
5.4,16.0,6.9,19.3,1.0,12.9,3.0,3.0,0.0,2.0,2.0,32.8,4.0,0.4,4.1,0.0,0.0,0.0,0.0,19.6,0
1.0,14.0,4.4,34.4,1.0,2.7,4.0,2.0,1.0,1.0,2.0,11.5,12.0,2.2,4.3,1.0,4.0,0.0,0.0,1.8,0
5.9,17.0,11.8,13.2,1.0,3.8,5.0,4.0,0.0,1.0,1.0,23.5,8.0,2.5,9.1,1.0,2.0,0.0,0.0,37.1,0
43.1,20.0,5.0,48.2,0.0,1.9,3.0,2.0,1.0,1.0,1.0,63.4,6.0,0.1,5.2,1.0,3.0,1.0,0.0,13.0,0
38.4,19.0,10.4,34.8,0.0,14.3,2.0,0.0,0.0,1.0,1.0,21.5,12.0,2.0,6.0,0.0,2.0,0.0,0.0,12.5,0
73.5,15.0,1.9,25.7,0.0,9.0,3.0,1.0,0.0,1.0,2.0,45.5,10.0,0.5,6.1,1.0,3.0,0.0,0.0,5.9,0
16.1,12.0,3.9,43.1,4.0,11.0,8.0,2.0,0.0,1.0,4.0,84.3,7.0,3.2,8.2,1.0,3.0,1.0,0.0,32.4,0
35.8,11.0,1.9,68.1,1.0,8.1,6.0,3.0,0.0,0.0,3.0,66.3,9.0,2.5,10.0,1.0,2.0,0.0,0.0,78.3,0
7.2,14.0,5.6,58.8,2.0,5.2,1.0,2.0,0.0,0.0,1.0,22.6,5.0,2.8,5.8,1.0,1.0,0.0,0.0,13.2,0
12.5,12.0,5.6,42.1,0.0,9.6,5.0,0.0,1.0,1.0,2.0,31.6,6.0,0.8,2.5,0.0,2.0,0.0,0.0,12.7,0
23.7,14.0,3.0,78.5,1.0,23.7,3.0,1.0,0.0,2.0,1.0,42.7,11.0,8.3,10.0,0.0,2.0,0.0,0.0,50.0,0
26.4,19.0,6.5,63.6,1.0,13.3,4.0,3.0,0.0,1.0,4.0,16.6,7.0,2.4,4.9,1.0,1.0,0.0,0.0,6.3,0
43.1,12.0,7.4,46.7,0.0,2.9,3.0,2.0,1.0,0.0,1.0,51.5,4.0,2.6,4.4,0.0,0.0,0.0,0.0,20.9,0
18.6,12.0,4.6,20.8,2.0,16.6,0.0,2.0,1.0,2.0,3.0,70.3,10.0,3.8,3.2,1.0,1.0,0.0,0.0,6.1,0
23.0,15.0,5.2,36.7,0.0,9.6,3.0,1.0,0.0,1.0,2.0,15.9,15.0,14.9,9.8,1.0,1.0,0.0,0.0,3.6,1
33.5,15.0,9.0,60.9,0.0,19.3,3.0,4.0,0.0,0.0,3.0,27.1,11.0,0.8,7.2,1.0,2.0,0.0,0.0,9.1,0
1.6,15.0,3.0,40.1,1.0,20.3,1.0,3.0,0.0,1.0,2.0,25.4,10.0,6.0,5.1,1.0,1.0,1.0,0.0,23.1,1
17.4,14.0,3.4,43.6,2.0,23.9,3.0,4.0,0.0,0.0,3.0,44.3,5.0,10.4,6.2,0.0,5.0,0.0,0.0,7.9,1
1.3,21.0,8.7,30.8,2.0,18.4,2.0,1.0,1.0,1.0,2.0,4.0,8.0,7.3,8.6,1.0,4.0,0.0,0.0,40.5,0
16.4,16.0,8.2,71.7,1.0,4.6,4.0,4.0,0.0,1.0,1.0,29.3,9.0,6.4,8.8,0.0,2.0,2.0,0.0,11.5,0
6.5,21.0,12.6,40.3,1.0,6.6,4.0,1.0,1.0,0.0,1.0,57.0,5.0,0.2,8.1,0.0,0.0,0.0,0.0,20.6,0
3.2,21.0,12.3,58.9,1.0,7.1,4.0,1.0,0.0,0.0,2.0,65.0,4.0,3.9,8.1,0.0,3.0,0.0,0.0,4.8,0
22.0,15.0,8.7,88.7,1.0,6.1,5.0,3.0,0.0,0.0,1.0,45.5,10.0,1.9,3.2,1.0,0.0,0.0,0.0,6.4,0
7.6,13.0,6.8,66.1,1.0,7.3,3.0,2.0,1.0,1.0,1.0,47.9,7.0,1.6,8.0,0.0,2.0,0.0,0.0,24.3,0
10.3,14.0,6.8,38.0,1.0,52.6,9.0,4.0,0.0,1.0,2.0,26.4,8.0,0.7,4.8,0.0,0.0,0.0,0.0,6.2,0
1.6,19.0,4.6,41.9,1.0,24.7,7.0,2.0,1.0,1.0,3.0,41.4,8.0,9.5,6.3,1.0,3.0,0.0,0.0,36.6,0
9.0,15.0,7.8,77.6,2.0,9.4,8.0,0.0,1.0,1.0,3.0,19.2,10.0,3.2,7.8,1.0,1.0,0.0,0.0,12.4,0
9.3,16.0,3.4,16.0,2.0,3.2,8.0,4.0,0.0,0.0,1.0,18.5,8.0,6.3,6.4,0.0,0.0,1.0,0.0,9.9,1
16.8,13.0,5.7,74.3,1.0,33.6,5.0,5.0,1.0,2.0,2.0,32.2,7.0,1.1,10.0,1.0,1.0,0.0,0.0,1.3,0
21.9,17.0,4.5,29.1,0.0,5.2,2.0,1.0,0.0,1.0,3.0,63.6,8.0,8.5,4.1,1.0,0.0,0.0,0.0,4.2,1
20.8,16.0,1.0,54.9,1.0,15.2,3.0,4.0,1.0,0.0,1.0,28.1,10.0,6.7,8.4,1.0,2.0,0.0,0.0,15.6,0
16.1,21.0,11.2,91.3,0.0,3.6,3.0,5.0,0.0,1.0,4.0,7.6,6.0,0.6,3.4,0.0,0.0,0.0,0.0,3.2,0
39.4,8.0,0.7,75.2,2.0,11.1,7.0,0.0,0.0,1.0,1.0,12.5,9.0,1.7,9.1,1.0,3.0,0.0,0.0,17.1,0
1.8,12.0,2.7,42.9,1.0,8.2,4.0,1.0,0.0,0.0,3.0,57.9,5.0,5.6,9.6,1.0,0.0,0.0,0.0,16.6,1
23.4,17.0,0.5,65.1,2.0,9.2,4.0,0.0,0.0,0.0,1.0,19.6,5.0,7.4,6.9,1.0,6.0,0.0,0.0,35.1,0
23.9,17.0,7.8,79.5,3.0,16.7,2.0,1.0,1.0,1.0,1.0,64.5,3.0,0.8,6.6,1.0,1.0,0.0,0.0,16.9,0
15.8,16.0,4.2,74.8,1.0,10.8,9.0,0.0,0.0,1.0,1.0,34.1,10.0,9.2,8.1,1.0,0.0,1.0,0.0,1.7,0
10.0,20.0,10.0,65.7,4.0,109.8,5.0,2.0,1.0,0.0,2.0,75.2,12.0,2.3,7.1,0.0,0.0,0.0,0.0,10.0,0
7.7,12.0,1.3,55.4,1.0,7.5,4.0,5.0,1.0,0.0,2.0,58.4,6.0,9.7,10.0,1.0,3.0,0.0,1.0,0.3,0
33.6,17.0,4.5,44.2,1.0,2.0,4.0,1.0,1.0,0.0,3.0,57.6,9.0,13.1,5.6,1.0,2.0,0.0,0.0,33.0,0
46.0,14.0,3.6,52.6,1.0,15.9,3.0,0.0,0.0,2.0,2.0,18.3,7.0,0.1,6.1,1.0,0.0,0.0,0.0,23.4,0
12.1,14.0,9.2,46.1,0.0,3.9,6.0,6.0,1.0,2.0,5.0,28.4,7.0,2.1,9.2,1.0,3.0,0.0,0.0,52.8,0
4.8,17.0,3.8,44.0,3.0,6.6,5.0,2.0,0.0,1.0,2.0,12.5,13.0,1.4,8.5,1.0,3.0,1.0,0.0,5.0,0
34.0,13.0,3.2,64.3,0.0,15.2,2.0,2.0,0.0,2.0,2.0,35.0,7.0,8.7,9.8,1.0,0.0,0.0,0.0,0.4,1
3.9,18.0,6.2,45.8,3.0,6.7,3.0,2.0,1.0,0.0,3.0,25.6,4.0,8.9,4.7,1.0,0.0,0.0,0.0,29.6,0
13.8,11.0,5.2,23.9,0.0,39.8,3.0,5.0,1.0,1.0,3.0,19.9,10.0,4.8,10.0,1.0,1.0,0.0,0.0,5.9,0
1.0,20.0,8.0,62.9,2.0,10.8,1.0,2.0,0.0,1.0,3.0,30.9,7.0,9.7,6.2,0.0,0.0,0.0,0.0,30.2,0
1.0,19.0,11.1,43.2,1.0,5.2,4.0,1.0,1.0,2.0,3.0,56.1,9.0,0.1,8.3,1.0,1.0,2.0,0.0,24.5,0
6.1,18.0,2.0,42.7,2.0,8.3,8.0,0.0,0.0,1.0,1.0,83.3,6.0,1.1,4.8,1.0,0.0,0.0,0.0,12.3,0
12.6,13.0,7.4,35.3,1.0,10.5,4.0,0.0,1.0,2.0,1.0,23.7,7.0,11.6,8.1,1.0,2.0,0.0,0.0,29.5,0
10.4,15.0,8.4,80.4,0.0,5.4,6.0,4.0,1.0,1.0,3.0,39.8,9.0,3.0,4.0,1.0,4.0,0.0,0.0,32.1,0
33.7,14.0,3.9,29.3,1.0,3.7,4.0,0.0,0.0,0.0,1.0,58.9,13.0,15.6,10.0,0.0,0.0,0.0,0.0,7.1,1
4.6,14.0,0.6,25.5,1.0,24.5,4.0,2.0,0.0,0.0,2.0,25.0,13.0,7.9,6.9,1.0,1.0,0.0,0.0,13.1,0
33.0,9.0,4.7,50.8,1.0,40.9,10.0,1.0,0.0,1.0,5.0,17.8,4.0,3.6,6.3,1.0,1.0,0.0,0.0,22.3,0
27.5,14.0,8.5,17.5,1.0,8.8,2.0,2.0,0.0,1.0,4.0,26.2,7.0,6.0,8.0,1.0,1.0,0.0,0.0,6.3,0
37.2,16.0,5.1,69.0,1.0,12.7,2.0,0.0,1.0,1.0,3.0,18.8,7.0,3.4,8.0,0.0,2.0,0.0,0.0,15.6,0
25.1,13.0,2.6,47.1,0.0,11.7,8.0,3.0,0.0,1.0,4.0,36.6,8.0,19.4,4.2,1.0,1.0,0.0,0.0,8.4,1
11.8,11.0,4.3,65.5,2.0,10.9,5.0,3.0,0.0,2.0,1.0,30.7,2.0,0.0,4.8,1.0,1.0,1.0,0.0,13.8,0
48.1,19.0,2.0,36.1,0.0,7.7,3.0,1.0,0.0,1.0,2.0,32.9,5.0,0.7,6.3,1.0,2.0,0.0,0.0,16.2,0
