scheduled_departure_hour,day_of_week,month,origin_airport_congestion,dest_airport_congestion,aircraft_age_years,aircraft_utilization_hours_today,crew_hours_on_duty,weather_severity_origin,weather_severity_dest,num_prior_flights_today,previous_flight_delay_minutes,gate_turnaround_time_planned,passenger_load_factor,is_holiday_period,route_distance_miles,is_hub_origin,is_hub_destination,maintenance_flag,connecting_pax_pct,target
7.0,0.0,10.0,2.44,7.3,1.3,1.7,0.6,0.0,2.0,2.0,14.8,61.5,61.7,0.0,1214.0,0.0,0.0,0.0,47.6,0
17.0,4.0,9.0,6.42,3.95,3.3,12.2,13.9,0.0,0.0,0.0,1.4,51.5,44.1,0.0,955.0,0.0,1.0,0.0,29.7,0
7.0,0.0,3.0,3.7,5.8,16.8,12.9,1.5,2.0,0.0,2.0,30.4,49.9,93.0,1.0,309.0,1.0,1.0,0.0,9.6,1
5.0,2.0,7.0,3.25,4.61,11.3,0.6,10.9,2.0,1.0,5.0,3.8,29.9,88.0,1.0,657.0,0.0,1.0,0.0,15.3,0
14.0,2.0,7.0,8.7,4.1,7.1,1.0,3.1,4.0,1.0,1.0,5.4,42.6,91.7,0.0,636.0,0.0,0.0,0.0,22.3,0
10.0,0.0,7.0,4.4,5.63,0.5,2.3,3.1,2.0,2.0,1.0,1.3,30.1,87.0,1.0,762.0,0.0,0.0,0.0,24.9,0
12.0,6.0,10.0,6.0,5.04,14.5,4.5,11.0,2.0,2.0,1.0,5.6,64.8,95.3,0.0,207.0,0.0,0.0,0.0,27.2,0
15.0,4.0,6.0,7.91,4.51,1.2,2.4,0.3,1.0,1.0,0.0,15.6,34.5,46.7,0.0,253.0,1.0,1.0,0.0,31.9,1
20.0,5.0,3.0,3.0,1.26,4.3,4.4,5.2,0.0,2.0,1.0,11.0,37.2,84.0,0.0,298.0,0.0,1.0,1.0,11.6,0
11.0,5.0,11.0,8.5,4.44,7.3,8.1,13.0,2.0,2.0,2.0,8.6,48.6,45.9,0.0,896.0,0.0,0.0,0.0,10.1,1
14.0,5.0,8.0,3.47,4.71,5.5,0.9,11.5,2.0,3.0,1.0,3.1,44.5,76.7,0.0,1954.0,0.0,0.0,0.0,32.2,0
21.0,4.0,3.0,5.41,2.21,4.3,9.1,13.9,0.0,1.0,1.0,16.4,45.3,75.8,0.0,422.0,1.0,1.0,0.0,13.0,0
6.0,3.0,8.0,7.38,1.93,18.0,6.1,0.2,0.0,3.0,0.0,19.3,62.9,65.8,0.0,811.0,0.0,1.0,0.0,3.1,0
21.0,2.0,5.0,5.04,4.74,5.4,5.6,10.2,2.0,2.0,0.0,12.2,53.6,81.3,0.0,675.0,1.0,1.0,0.0,7.4,1
15.0,2.0,3.0,5.42,5.34,13.4,13.8,13.9,1.0,0.0,1.0,18.1,50.2,84.2,0.0,326.0,0.0,0.0,0.0,7.0,1
12.0,2.0,12.0,2.96,5.66,19.7,4.7,6.4,2.0,0.0,1.0,8.0,72.8,97.0,0.0,688.0,0.0,1.0,0.0,39.8,0
6.0,3.0,4.0,5.32,5.57,8.8,13.4,8.0,0.0,1.0,0.0,5.3,25.3,77.0,0.0,200.0,1.0,0.0,0.0,51.8,0
17.0,1.0,5.0,2.54,9.36,4.3,10.6,2.8,4.0,0.0,3.0,82.0,46.7,80.1,0.0,849.0,0.0,0.0,0.0,14.5,1
14.0,5.0,10.0,7.46,2.63,6.9,9.6,12.0,0.0,3.0,2.0,0.1,54.5,76.4,0.0,888.0,0.0,1.0,0.0,30.6,0
7.0,0.0,3.0,3.71,3.33,0.5,1.0,6.2,3.0,0.0,1.0,4.1,34.9,91.4,0.0,331.0,1.0,0.0,0.0,8.4,0
20.0,4.0,12.0,4.07,3.14,6.4,0.4,7.1,4.0,0.0,2.0,4.5,22.1,44.4,0.0,467.0,0.0,0.0,0.0,45.0,0
12.0,5.0,6.0,5.02,4.4,6.2,12.0,6.3,1.0,3.0,3.0,33.6,50.9,69.1,0.0,250.0,0.0,1.0,0.0,3.8,1
9.0,2.0,4.0,3.5,5.08,0.5,13.6,12.5,1.0,0.0,3.0,16.5,48.9,70.0,1.0,972.0,1.0,0.0,0.0,18.5,0
20.0,0.0,2.0,6.25,4.56,0.5,6.0,3.7,1.0,1.0,1.0,9.3,34.8,88.8,0.0,279.0,0.0,0.0,0.0,31.8,0
16.0,0.0,6.0,5.17,4.3,3.9,12.7,1.0,3.0,0.0,4.0,24.0,42.3,74.1,0.0,1794.0,1.0,1.0,0.0,22.6,0
8.0,4.0,9.0,4.37,6.6,5.8,9.2,8.9,1.0,3.0,2.0,10.9,37.6,85.4,0.0,1108.0,0.0,0.0,0.0,57.3,0
13.0,5.0,10.0,4.09,7.94,15.5,8.4,9.7,0.0,2.0,2.0,18.5,45.3,90.4,0.0,561.0,1.0,0.0,0.0,36.8,0
15.0,0.0,3.0,4.53,2.94,4.7,2.4,1.7,1.0,3.0,2.0,10.4,55.0,81.6,0.0,596.0,1.0,0.0,0.0,36.8,0
5.0,1.0,8.0,8.46,2.23,0.8,12.7,10.4,2.0,4.0,3.0,19.8,39.6,77.6,0.0,438.0,0.0,0.0,0.0,45.2,1
8.0,6.0,6.0,3.56,2.75,0.6,11.3,3.7,0.0,3.0,1.0,14.1,55.8,78.1,0.0,968.0,1.0,0.0,0.0,49.5,0
7.0,3.0,12.0,2.0,6.68,30.0,2.3,6.4,2.0,0.0,2.0,24.2,45.7,75.7,0.0,679.0,1.0,1.0,0.0,15.6,0
11.0,6.0,3.0,3.69,6.38,29.5,3.9,0.1,0.0,0.0,1.0,23.6,41.2,93.7,0.0,643.0,0.0,0.0,0.0,41.3,0
12.0,1.0,2.0,6.14,8.08,0.5,6.9,0.9,0.0,0.0,3.0,1.8,33.5,67.3,0.0,1432.0,1.0,1.0,0.0,42.9,0
19.0,3.0,7.0,7.94,1.34,10.3,8.4,3.0,0.0,0.0,2.0,21.7,38.8,81.1,0.0,2561.0,0.0,1.0,0.0,27.9,0
22.0,6.0,3.0,0.92,4.69,4.5,12.0,13.3,0.0,1.0,1.0,4.8,45.9,93.9,0.0,241.0,1.0,0.0,0.0,20.4,1
18.0,5.0,7.0,4.72,6.53,7.2,13.0,9.8,2.0,0.0,1.0,5.8,66.1,68.7,0.0,1682.0,0.0,0.0,0.0,11.9,0
17.0,2.0,6.0,1.17,5.07,11.6,13.4,2.2,1.0,0.0,2.0,5.0,57.1,48.9,0.0,663.0,0.0,0.0,0.0,30.9,0
8.0,5.0,12.0,3.15,7.99,3.4,5.8,4.3,1.0,0.0,1.0,16.4,68.7,72.5,0.0,1150.0,0.0,0.0,0.0,10.4,0
11.0,1.0,4.0,9.87,2.58,9.9,2.4,3.2,3.0,1.0,4.0,17.0,55.9,67.1,1.0,1283.0,0.0,0.0,0.0,24.2,1
6.0,1.0,7.0,6.41,4.09,0.7,13.7,7.3,2.0,2.0,1.0,0.2,35.7,86.0,1.0,1757.0,0.0,0.0,0.0,6.2,1
8.0,1.0,1.0,6.15,3.95,23.0,7.6,3.3,2.0,1.0,2.0,4.5,25.4,95.5,0.0,376.0,1.0,1.0,0.0,17.3,0
5.0,3.0,8.0,4.98,4.46,18.3,2.3,4.0,1.0,0.0,4.0,0.0,49.4,82.5,0.0,868.0,0.0,1.0,0.0,27.9,0
12.0,0.0,2.0,2.45,3.19,0.6,9.7,7.2,1.0,1.0,0.0,0.3,34.7,61.6,1.0,3210.0,1.0,0.0,0.0,25.7,0
11.0,1.0,12.0,6.21,1.42,3.4,13.6,8.3,1.0,1.0,1.0,10.4,47.2,59.8,0.0,407.0,0.0,0.0,0.0,34.5,0
5.0,6.0,1.0,4.29,7.65,2.6,4.2,10.2,1.0,3.0,1.0,4.2,51.8,76.4,0.0,529.0,1.0,0.0,0.0,12.1,0
16.0,6.0,9.0,2.03,2.82,6.2,6.6,5.8,1.0,1.0,2.0,4.2,30.0,89.9,0.0,2785.0,0.0,0.0,0.0,39.1,0
23.0,1.0,7.0,5.89,7.88,3.2,11.4,11.1,0.0,2.0,1.0,42.4,51.4,92.3,0.0,237.0,0.0,0.0,0.0,39.9,1
6.0,6.0,10.0,2.92,7.86,8.3,11.1,9.2,0.0,2.0,2.0,6.7,53.7,80.1,0.0,882.0,0.0,0.0,0.0,51.1,0
13.0,0.0,6.0,5.67,4.54,5.5,11.8,9.3,0.0,1.0,3.0,1.4,45.6,79.3,1.0,1619.0,1.0,0.0,0.0,8.1,0
11.0,1.0,9.0,4.21,5.36,13.9,9.9,11.5,1.0,1.0,1.0,21.4,57.7,83.6,0.0,1827.0,0.0,0.0,0.0,22.0,0
12.0,6.0,10.0,7.87,3.93,12.8,7.8,7.8,0.0,0.0,1.0,8.6,66.8,92.4,1.0,665.0,0.0,1.0,0.0,26.4,0
19.0,2.0,3.0,3.45,1.69,26.7,13.5,1.1,0.0,1.0,1.0,18.1,41.3,93.8,0.0,364.0,0.0,0.0,0.0,30.8,0
21.0,4.0,5.0,2.44,7.08,1.5,12.1,4.6,3.0,3.0,1.0,24.7,54.3,66.8,0.0,381.0,0.0,0.0,0.0,26.1,1
9.0,3.0,5.0,4.5,6.18,8.6,3.2,3.9,1.0,0.0,2.0,5.3,53.2,90.2,0.0,644.0,0.0,0.0,0.0,5.4,0
18.0,2.0,4.0,2.57,4.48,10.5,9.4,11.8,1.0,0.0,2.0,54.6,39.0,82.1,0.0,927.0,1.0,0.0,0.0,17.1,0
18.0,6.0,1.0,3.78,7.07,2.8,9.9,10.3,0.0,2.0,1.0,2.4,58.4,91.0,0.0,238.0,0.0,0.0,0.0,11.8,0
6.0,1.0,1.0,3.96,5.69,30.0,1.4,6.6,0.0,0.0,4.0,11.3,49.8,91.6,1.0,498.0,1.0,0.0,0.0,33.8,0
5.0,1.0,12.0,1.43,2.03,0.5,12.3,5.0,0.0,0.0,2.0,2.5,59.9,80.4,0.0,1547.0,1.0,0.0,0.0,45.0,0
9.0,6.0,8.0,6.66,6.2,9.1,8.5,4.6,0.0,3.0,4.0,6.4,50.6,85.0,0.0,1104.0,0.0,0.0,0.0,31.0,0
14.0,3.0,5.0,5.19,7.47,8.4,5.4,1.1,3.0,1.0,2.0,4.5,61.5,69.6,0.0,244.0,0.0,0.0,0.0,57.8,0
7.0,2.0,10.0,6.19,3.77,12.6,2.6,3.7,3.0,1.0,2.0,42.0,50.6,88.2,0.0,281.0,0.0,1.0,0.0,30.3,1
15.0,6.0,4.0,1.61,3.24,3.2,10.2,2.5,3.0,1.0,2.0,3.2,38.4,81.1,0.0,1042.0,1.0,0.0,0.0,35.4,0
7.0,5.0,12.0,3.13,5.11,0.5,6.0,2.8,2.0,0.0,2.0,4.8,41.8,65.5,1.0,4455.0,1.0,0.0,0.0,19.0,0
5.0,6.0,12.0,4.79,4.09,11.6,2.8,10.9,2.0,0.0,4.0,0.1,38.9,49.8,0.0,610.0,0.0,0.0,1.0,29.7,0
12.0,1.0,3.0,3.62,7.18,0.5,10.5,12.4,2.0,0.0,2.0,2.4,45.9,96.5,0.0,788.0,0.0,0.0,0.0,48.7,0
5.0,6.0,7.0,1.88,2.26,6.7,13.3,1.4,4.0,4.0,3.0,22.0,45.9,87.5,0.0,468.0,0.0,1.0,0.0,12.5,0
19.0,1.0,1.0,2.89,2.18,1.6,11.0,1.3,0.0,4.0,1.0,9.2,44.9,59.5,0.0,1744.0,1.0,1.0,0.0,16.2,0
8.0,1.0,9.0,4.89,2.17,0.5,1.0,3.2,0.0,0.0,4.0,7.8,58.8,86.4,0.0,720.0,0.0,0.0,0.0,11.3,0
20.0,3.0,12.0,5.53,5.52,4.5,10.5,5.4,1.0,2.0,3.0,5.8,44.2,94.7,0.0,3488.0,1.0,0.0,0.0,25.1,0
22.0,5.0,11.0,3.18,5.65,3.4,7.8,9.0,0.0,1.0,0.0,45.4,40.6,97.9,0.0,1027.0,0.0,1.0,0.0,34.7,0
19.0,6.0,10.0,4.44,5.33,4.7,10.0,3.4,2.0,2.0,2.0,21.0,60.1,85.3,0.0,692.0,0.0,1.0,0.0,40.6,0
8.0,3.0,7.0,7.68,4.3,11.1,5.6,9.6,0.0,2.0,6.0,9.2,39.3,79.1,0.0,200.0,0.0,0.0,0.0,25.2,0
14.0,3.0,9.0,5.48,4.29,6.8,6.4,2.2,4.0,1.0,2.0,0.1,34.6,78.8,1.0,501.0,0.0,1.0,0.0,36.5,0
7.0,4.0,11.0,6.45,8.17,7.3,1.2,4.6,1.0,1.0,3.0,83.4,39.7,74.5,0.0,318.0,0.0,1.0,0.0,66.3,1
8.0,0.0,6.0,8.4,5.56,21.9,1.4,0.8,2.0,0.0,3.0,50.6,48.4,67.0,0.0,3011.0,0.0,0.0,0.0,6.7,1
17.0,6.0,6.0,4.05,2.79,7.2,2.3,1.1,0.0,1.0,0.0,4.4,64.7,79.7,0.0,348.0,0.0,0.0,0.0,15.7,0
18.0,4.0,7.0,4.79,5.04,30.0,12.3,8.9,0.0,0.0,2.0,20.8,42.4,87.4,0.0,614.0,0.0,1.0,0.0,17.3,1
19.0,1.0,11.0,7.3,7.72,0.5,9.3,2.9,1.0,1.0,5.0,2.1,51.3,97.3,0.0,1325.0,1.0,0.0,0.0,39.0,0
14.0,2.0,3.0,3.71,4.84,7.1,10.7,2.9,0.0,2.0,0.0,3.6,58.3,88.0,0.0,1123.0,0.0,1.0,0.0,34.4,0
8.0,6.0,3.0,3.76,4.33,9.2,12.7,10.1,0.0,0.0,3.0,1.6,35.2,88.6,0.0,353.0,0.0,1.0,0.0,35.6,0
17.0,5.0,3.0,8.13,1.93,3.2,6.2,2.6,4.0,0.0,0.0,12.1,35.8,70.5,0.0,304.0,1.0,0.0,1.0,3.9,0
13.0,1.0,9.0,2.01,7.42,18.3,1.7,1.6,4.0,2.0,3.0,1.6,38.9,62.1,1.0,317.0,0.0,0.0,0.0,23.4,0
7.0,2.0,1.0,4.36,4.32,7.1,5.4,1.5,0.0,2.0,2.0,4.5,33.7,95.0,0.0,310.0,0.0,1.0,0.0,15.1,0
13.0,3.0,3.0,4.41,1.61,3.1,6.0,8.2,0.0,0.0,1.0,11.4,42.1,60.0,0.0,1269.0,0.0,1.0,0.0,15.9,0
6.0,4.0,4.0,4.42,6.78,0.5,0.7,8.6,4.0,0.0,2.0,10.3,41.1,70.9,1.0,962.0,0.0,0.0,1.0,20.1,0
19.0,6.0,10.0,2.56,5.45,3.4,12.7,11.4,2.0,0.0,3.0,11.2,42.4,71.6,0.0,1296.0,1.0,0.0,0.0,35.0,0
11.0,6.0,6.0,7.03,5.5,5.6,1.0,12.2,1.0,0.0,2.0,4.9,51.2,72.9,0.0,1234.0,0.0,1.0,0.0,38.8,0
12.0,1.0,6.0,5.41,4.53,8.0,6.1,4.8,2.0,1.0,3.0,40.0,29.9,74.7,0.0,1049.0,1.0,1.0,0.0,39.9,1
8.0,5.0,5.0,5.7,3.03,0.5,3.4,9.3,0.0,2.0,2.0,30.7,47.9,72.6,0.0,268.0,0.0,1.0,0.0,56.7,1
13.0,1.0,11.0,4.16,5.9,30.0,1.6,8.2,0.0,2.0,6.0,21.7,37.5,77.2,0.0,555.0,0.0,0.0,0.0,18.2,1
13.0,0.0,4.0,3.34,7.65,1.4,13.5,0.6,0.0,2.0,1.0,6.1,36.2,93.3,1.0,521.0,0.0,0.0,1.0,47.5,1
12.0,6.0,2.0,3.31,7.03,1.7,8.4,2.5,1.0,2.0,3.0,10.1,32.7,64.6,0.0,956.0,0.0,0.0,0.0,36.3,0
18.0,6.0,12.0,7.78,4.6,3.7,7.3,9.6,0.0,3.0,0.0,56.2,41.5,81.7,0.0,411.0,1.0,0.0,0.0,7.5,1
18.0,3.0,4.0,4.65,6.59,0.7,11.9,13.9,2.0,2.0,0.0,8.6,25.9,90.2,1.0,600.0,0.0,0.0,0.0,37.3,0
15.0,1.0,9.0,5.36,5.69,6.6,8.6,12.0,0.0,0.0,2.0,17.9,50.0,85.1,0.0,627.0,0.0,0.0,0.0,23.8,0
16.0,1.0,9.0,5.62,4.6,5.0,1.0,2.6,1.0,2.0,2.0,4.0,26.6,81.6,0.0,381.0,0.0,0.0,0.0,27.3,0
14.0,0.0,8.0,3.49,4.63,0.5,13.7,2.1,4.0,0.0,1.0,0.6,36.8,87.1,0.0,731.0,1.0,1.0,0.0,17.5,0
13.0,3.0,2.0,5.45,6.03,7.3,3.8,13.4,1.0,0.0,2.0,22.0,44.2,78.7,0.0,285.0,0.0,0.0,0.0,23.7,0
10.0,6.0,6.0,3.24,6.44,4.2,6.4,7.1,2.0,0.0,3.0,28.7,56.2,24.9,1.0,439.0,1.0,0.0,0.0,31.9,0
13.0,2.0,7.0,3.92,5.74,4.6,3.9,9.8,2.0,0.0,3.0,6.7,51.7,68.6,0.0,476.0,0.0,0.0,0.0,8.5,0
15.0,2.0,9.0,3.98,9.22,13.8,14.0,7.4,2.0,0.0,3.0,2.4,52.5,84.2,0.0,367.0,0.0,1.0,0.0,35.9,0
22.0,5.0,7.0,3.23,6.35,2.2,4.1,8.2,3.0,4.0,3.0,14.6,31.8,86.4,0.0,424.0,1.0,0.0,0.0,47.5,0
21.0,5.0,11.0,4.88,2.72,3.7,2.4,1.6,0.0,0.0,2.0,21.5,28.2,74.5,1.0,200.0,1.0,0.0,0.0,42.4,0
5.0,3.0,1.0,5.43,4.58,2.2,4.5,5.1,3.0,0.0,5.0,4.8,62.8,92.2,0.0,851.0,1.0,1.0,0.0,20.0,0
5.0,0.0,6.0,2.11,5.51,12.9,11.7,3.4,1.0,2.0,4.0,35.4,47.4,74.1,0.0,469.0,0.0,0.0,0.0,35.0,0
14.0,4.0,5.0,4.66,7.2,4.9,6.4,9.6,2.0,2.0,1.0,2.2,52.4,55.2,0.0,321.0,0.0,0.0,0.0,60.1,0
6.0,2.0,6.0,5.94,2.61,13.7,2.0,5.8,0.0,0.0,0.0,2.1,44.5,90.7,0.0,768.0,0.0,0.0,0.0,46.6,0
6.0,0.0,8.0,6.11,4.11,13.9,11.5,12.5,0.0,1.0,5.0,7.7,48.7,95.8,0.0,1233.0,0.0,0.0,0.0,31.9,0
12.0,6.0,8.0,3.23,2.69,5.0,12.9,1.0,1.0,0.0,0.0,24.4,46.9,70.8,0.0,915.0,0.0,0.0,0.0,35.8,0
21.0,4.0,12.0,3.75,7.46,0.5,1.2,9.1,1.0,3.0,1.0,11.4,36.4,78.6,0.0,1000.0,0.0,0.0,0.0,38.6,0
18.0,2.0,10.0,4.32,1.77,7.6,1.7,0.2,1.0,0.0,4.0,0.2,30.4,91.6,0.0,2740.0,0.0,1.0,0.0,55.2,0
6.0,1.0,1.0,4.71,3.58,0.5,8.8,3.0,0.0,2.0,1.0,63.6,38.4,87.2,1.0,1743.0,0.0,0.0,0.0,44.2,0
14.0,3.0,5.0,5.44,4.57,7.6,11.2,1.8,0.0,3.0,1.0,17.5,36.9,91.8,0.0,823.0,0.0,1.0,0.0,15.0,1
6.0,2.0,5.0,5.33,6.26,1.4,0.3,1.3,0.0,2.0,2.0,10.0,42.5,82.9,0.0,1564.0,1.0,1.0,0.0,27.0,0
17.0,5.0,2.0,5.94,5.98,6.1,10.1,8.7,3.0,0.0,2.0,22.1,50.6,69.3,0.0,801.0,0.0,0.0,0.0,41.1,1
23.0,3.0,8.0,1.01,6.94,6.1,9.8,1.2,0.0,2.0,3.0,0.4,29.0,67.4,0.0,385.0,0.0,1.0,0.0,16.0,0
10.0,0.0,9.0,3.88,6.46,7.1,12.7,7.8,0.0,1.0,2.0,7.7,36.2,86.6,0.0,485.0,0.0,1.0,0.0,15.4,0
7.0,3.0,12.0,4.85,6.56,1.2,12.6,7.5,2.0,2.0,1.0,17.5,44.1,61.1,0.0,432.0,0.0,0.0,0.0,27.0,1
16.0,3.0,12.0,4.34,7.74,1.5,11.2,2.9,1.0,3.0,1.0,0.1,44.8,39.8,0.0,1126.0,0.0,0.0,0.0,51.4,0
7.0,0.0,2.0,6.17,5.96,1.1,12.4,7.8,0.0,3.0,3.0,17.5,56.1,92.6,0.0,1238.0,1.0,0.0,0.0,22.5,0
12.0,6.0,4.0,5.55,6.11,9.2,6.2,0.8,2.0,1.0,1.0,4.7,32.3,85.4,0.0,785.0,0.0,0.0,0.0,28.0,0
19.0,6.0,4.0,4.77,3.81,9.8,7.0,9.5,3.0,1.0,3.0,44.7,52.1,77.0,1.0,2041.0,0.0,1.0,0.0,18.9,1
8.0,3.0,9.0,3.37,5.22,1.0,6.1,9.4,1.0,2.0,5.0,12.0,49.4,78.9,0.0,373.0,1.0,1.0,0.0,32.6,0
22.0,6.0,9.0,9.22,6.17,1.1,9.6,0.9,0.0,0.0,0.0,23.3,45.8,88.8,0.0,765.0,1.0,0.0,0.0,15.0,0
14.0,1.0,8.0,7.55,4.89,1.7,2.4,3.9,0.0,0.0,4.0,9.7,46.3,80.2,1.0,667.0,0.0,0.0,0.0,24.9,0
19.0,0.0,2.0,6.22,3.45,0.6,0.7,0.9,0.0,0.0,2.0,57.7,49.7,75.9,0.0,1432.0,0.0,0.0,0.0,37.1,0
13.0,0.0,11.0,2.85,7.38,3.4,12.3,8.9,0.0,1.0,2.0,75.3,30.8,92.6,0.0,742.0,0.0,1.0,0.0,51.1,1
9.0,4.0,8.0,7.6,3.12,1.1,7.6,12.1,1.0,0.0,1.0,4.3,27.1,80.2,0.0,1695.0,1.0,0.0,0.0,17.0,0
21.0,3.0,2.0,5.88,8.67,8.0,0.9,9.8,2.0,1.0,0.0,10.7,33.2,86.6,0.0,647.0,0.0,0.0,0.0,8.6,1
8.0,0.0,2.0,9.5,2.39,2.7,11.5,4.9,0.0,3.0,2.0,1.2,42.6,64.9,1.0,279.0,0.0,0.0,0.0,38.4,0
12.0,2.0,2.0,0.57,7.77,1.0,11.0,8.0,2.0,3.0,2.0,3.6,43.0,84.3,0.0,730.0,0.0,0.0,1.0,12.4,0
16.0,2.0,11.0,2.07,4.1,0.5,9.2,7.3,3.0,0.0,4.0,20.3,48.6,90.5,0.0,635.0,0.0,1.0,0.0,20.1,0
13.0,2.0,2.0,2.49,7.2,11.2,13.9,4.1,0.0,2.0,1.0,19.5,38.5,93.3,1.0,740.0,0.0,0.0,0.0,56.1,0
15.0,4.0,12.0,7.35,6.99,6.1,6.7,2.5,0.0,0.0,2.0,35.3,40.2,65.3,0.0,755.0,0.0,0.0,0.0,22.6,0
5.0,0.0,2.0,5.79,4.75,4.4,13.9,9.9,2.0,2.0,0.0,45.9,39.3,90.8,0.0,756.0,0.0,0.0,0.0,57.9,1
23.0,4.0,1.0,3.93,1.64,12.2,11.6,8.6,4.0,0.0,2.0,1.4,38.5,83.6,0.0,356.0,0.0,1.0,0.0,44.7,0
14.0,1.0,2.0,3.91,7.37,4.3,8.3,7.8,1.0,0.0,1.0,2.4,42.2,74.7,0.0,741.0,0.0,0.0,0.0,44.1,0
18.0,4.0,1.0,5.95,7.26,13.5,1.2,4.0,1.0,2.0,1.0,7.9,54.0,63.3,0.0,816.0,0.0,1.0,0.0,48.0,0
12.0,3.0,7.0,4.97,5.17,14.3,11.5,13.8,0.0,0.0,1.0,7.0,43.4,63.4,0.0,508.0,1.0,0.0,0.0,25.8,0
9.0,1.0,11.0,2.94,3.63,3.1,5.1,10.6,0.0,1.0,1.0,2.6,57.1,58.3,1.0,889.0,0.0,0.0,0.0,27.4,0
20.0,6.0,4.0,7.48,2.09,12.8,13.2,9.1,1.0,1.0,2.0,23.1,37.9,67.3,0.0,318.0,1.0,1.0,0.0,15.4,1
12.0,1.0,6.0,8.21,3.38,2.7,9.6,8.4,0.0,1.0,3.0,2.7,56.6,93.2,1.0,423.0,1.0,0.0,1.0,26.3,1
5.0,2.0,4.0,5.4,7.33,5.3,6.0,2.8,0.0,0.0,2.0,14.6,42.5,94.2,0.0,402.0,0.0,1.0,0.0,27.1,0
11.0,1.0,1.0,5.31,1.98,10.9,5.1,6.4,0.0,0.0,3.0,25.3,40.0,88.3,1.0,651.0,0.0,1.0,0.0,21.5,0
8.0,2.0,8.0,6.32,1.08,3.5,4.9,2.7,0.0,2.0,0.0,10.6,50.8,88.5,0.0,1126.0,0.0,1.0,0.0,35.1,0
19.0,4.0,11.0,7.71,6.96,8.8,4.9,4.7,1.0,1.0,2.0,33.4,36.9,85.0,1.0,521.0,1.0,0.0,0.0,60.3,1
16.0,5.0,6.0,3.34,4.41,9.6,11.5,8.2,0.0,1.0,3.0,14.2,48.7,97.9,0.0,270.0,0.0,1.0,0.0,22.6,0
8.0,4.0,4.0,3.17,4.59,3.9,2.1,12.2,0.0,1.0,3.0,2.5,53.0,78.0,1.0,379.0,1.0,0.0,0.0,41.0,0
6.0,1.0,12.0,3.42,4.34,10.1,12.7,3.3,0.0,0.0,0.0,27.1,49.7,75.5,0.0,472.0,1.0,0.0,0.0,60.5,0
7.0,3.0,8.0,5.57,8.86,2.1,3.0,3.9,1.0,0.0,4.0,22.4,45.4,65.9,0.0,761.0,1.0,0.0,0.0,1.2,0
20.0,3.0,1.0,3.68,7.27,12.5,10.4,8.4,2.0,0.0,1.0,1.4,51.7,79.4,0.0,1084.0,0.0,1.0,0.0,16.0,0
12.0,0.0,12.0,4.58,3.14,16.2,11.0,3.5,0.0,1.0,2.0,3.7,49.1,80.3,0.0,518.0,0.0,0.0,0.0,16.0,0
8.0,1.0,10.0,4.76,6.47,30.0,3.8,5.1,2.0,2.0,1.0,17.9,51.1,80.0,0.0,1524.0,0.0,0.0,0.0,20.4,0
15.0,1.0,11.0,4.19,5.28,13.3,9.1,10.6,1.0,0.0,3.0,3.5,29.8,74.7,1.0,2115.0,1.0,1.0,0.0,33.5,0
5.0,0.0,2.0,3.4,3.49,2.8,10.8,3.0,1.0,2.0,0.0,0.8,51.9,91.5,0.0,210.0,0.0,1.0,0.0,15.7,0
19.0,2.0,3.0,4.81,3.32,12.2,5.0,8.1,0.0,0.0,5.0,4.4,44.0,86.4,0.0,329.0,0.0,0.0,0.0,25.9,0
21.0,4.0,9.0,0.81,7.1,12.5,13.6,11.7,0.0,0.0,1.0,3.0,33.4,92.0,1.0,300.0,1.0,0.0,0.0,20.0,0
16.0,5.0,10.0,7.4,7.26,5.7,2.6,10.5,3.0,0.0,2.0,10.8,56.0,93.2,0.0,729.0,0.0,0.0,0.0,53.7,0
22.0,0.0,9.0,2.68,3.94,17.2,6.8,8.7,4.0,1.0,2.0,22.1,40.6,92.1,0.0,987.0,0.0,0.0,0.0,63.2,1
8.0,0.0,4.0,3.45,3.82,8.9,13.5,1.4,0.0,2.0,0.0,43.1,47.2,72.5,0.0,593.0,0.0,0.0,0.0,53.9,0
16.0,6.0,7.0,6.08,5.02,9.3,11.2,4.7,0.0,1.0,4.0,2.9,47.1,91.3,0.0,465.0,0.0,1.0,0.0,27.1,0
16.0,0.0,8.0,2.66,7.67,13.1,13.5,7.3,0.0,3.0,2.0,19.1,43.7,82.9,0.0,644.0,0.0,1.0,0.0,26.8,1
15.0,5.0,3.0,7.52,6.08,6.8,2.0,10.5,4.0,0.0,2.0,3.5,46.5,77.9,0.0,246.0,0.0,0.0,0.0,41.5,1
19.0,2.0,5.0,5.24,0.86,15.6,4.4,6.0,0.0,0.0,3.0,8.1,50.5,80.8,0.0,1459.0,0.0,0.0,0.0,64.1,0
11.0,2.0,4.0,6.9,4.05,21.3,5.7,2.3,0.0,1.0,2.0,3.3,39.3,83.3,0.0,539.0,0.0,1.0,0.0,29.1,0
19.0,1.0,9.0,1.96,6.51,5.3,5.4,11.4,4.0,0.0,4.0,23.0,56.0,91.0,0.0,284.0,0.0,0.0,0.0,15.8,0
12.0,3.0,9.0,5.43,5.7,15.2,9.9,1.7,0.0,1.0,3.0,4.2,41.6,72.5,0.0,387.0,0.0,1.0,0.0,45.1,0
