supplier_reliability_score,lead_time_days,order_quantity,supplier_country_risk,transportation_mode,days_since_last_disruption,num_disruptions_last_year,supplier_financial_health_score,commodity_price_volatility,weather_risk_index,geopolitical_risk_score,port_congestion_index,num_alternative_suppliers,contract_type,order_complexity_score,seasonal_demand_index,supplier_capacity_utilization,distance_km,customs_complexity_score,target
89.6,8.1,436.0,1.0,0.0,158.0,0.0,32.6,0.0913,3.14,4.21,3.95,2.0,2.0,8.2,0.7721,56.7,111.0,5.81,0
91.3,21.8,134.0,3.0,2.0,180.0,0.0,43.5,0.0899,1.07,7.01,4.53,4.0,0.0,3.25,0.4624,69.0,1143.0,2.36,1
86.5,17.1,2706.0,3.0,0.0,53.0,2.0,80.7,0.1699,2.65,2.26,2.73,6.0,2.0,1.53,0.099,61.4,4458.0,1.63,0
82.2,7.3,437.0,3.0,0.0,430.0,0.0,61.6,0.2981,1.63,1.51,3.61,2.0,1.0,5.58,0.5646,67.4,343.0,1.59,0
78.5,4.8,953.0,1.0,1.0,259.0,2.0,64.4,0.1912,1.88,6.43,2.41,2.0,0.0,4.5,0.8847,55.6,2897.0,1.04,0
79.7,14.6,541.0,2.0,2.0,480.0,1.0,54.0,0.1951,0.86,4.02,1.19,5.0,1.0,5.93,0.43,45.3,3791.0,4.74,0
83.8,12.6,391.0,2.0,0.0,299.0,1.0,94.0,0.1092,1.31,1.18,0.94,5.0,0.0,2.73,0.8186,47.8,1286.0,3.09,0
98.7,6.8,11134.0,0.0,0.0,1.0,2.0,91.9,0.0728,1.62,4.38,7.13,4.0,2.0,6.45,0.7938,34.5,632.0,4.53,0
75.3,17.1,195.0,1.0,3.0,547.0,1.0,74.8,0.1625,2.08,1.18,2.42,6.0,0.0,1.39,0.8879,77.9,1284.0,1.73,0
69.8,17.3,1950.0,1.0,1.0,160.0,2.0,97.0,0.4325,0.85,1.09,1.61,1.0,2.0,5.35,0.3586,98.1,507.0,4.13,0
90.7,8.4,694.0,2.0,2.0,74.0,1.0,90.7,0.0064,1.05,5.41,2.21,2.0,1.0,3.8,0.2564,85.6,259.0,4.2,0
89.2,17.2,437.0,4.0,1.0,279.0,0.0,84.7,0.0777,3.38,2.6,2.58,4.0,1.0,4.3,0.9832,99.0,1454.0,1.8,0
75.6,7.3,196.0,1.0,1.0,41.0,1.0,54.6,0.1674,1.5,5.19,2.58,4.0,0.0,8.13,0.3816,84.7,1140.0,3.11,0
62.9,44.7,929.0,1.0,1.0,214.0,0.0,53.9,0.0727,0.94,1.1,1.61,3.0,1.0,4.4,0.5155,67.1,693.0,4.22,0
82.2,13.5,1746.0,0.0,0.0,235.0,0.0,90.1,0.0314,2.4,4.12,0.75,3.0,0.0,2.62,0.9093,89.9,810.0,3.01,0
59.4,28.2,1398.0,0.0,1.0,234.0,0.0,56.6,0.0456,0.74,0.92,4.6,4.0,1.0,4.05,0.1306,51.6,259.0,3.97,0
87.4,15.7,658.0,0.0,2.0,82.0,1.0,68.2,0.094,2.3,2.82,2.89,2.0,0.0,4.73,0.6678,80.4,4466.0,4.9,0
88.1,21.8,525.0,3.0,2.0,278.0,1.0,51.4,0.0351,0.57,1.05,5.75,1.0,1.0,3.03,0.4253,56.6,1971.0,3.84,0
86.5,6.4,817.0,2.0,1.0,272.0,0.0,47.7,0.0864,3.81,2.42,1.4,1.0,2.0,5.54,0.7829,42.4,1055.0,3.49,0
89.2,18.7,131.0,2.0,2.0,116.0,0.0,78.0,0.3885,2.47,0.7,1.63,5.0,0.0,7.91,0.2578,95.6,425.0,0.59,0
73.9,5.6,2775.0,3.0,3.0,609.0,0.0,83.9,0.4062,0.99,3.89,3.63,0.0,0.0,4.09,0.981,71.3,6741.0,4.59,0
97.2,6.5,375.0,0.0,1.0,110.0,0.0,48.8,0.175,1.69,0.84,1.63,6.0,1.0,6.12,0.2044,89.4,2280.0,1.27,0
76.7,12.3,464.0,0.0,1.0,131.0,0.0,94.0,0.0842,4.13,0.84,1.91,4.0,1.0,3.23,0.9766,88.8,1757.0,2.34,0
90.9,8.6,1124.0,0.0,2.0,9.0,0.0,89.7,0.3906,3.4,2.71,0.76,6.0,0.0,3.57,0.7688,61.6,1360.0,0.67,0
64.2,14.5,467.0,0.0,0.0,84.0,0.0,79.3,0.084,1.24,2.47,2.67,1.0,2.0,3.53,0.9246,43.1,275.0,0.84,0
88.0,18.7,119.0,3.0,1.0,20.0,1.0,57.4,0.248,0.77,1.08,2.69,2.0,0.0,7.5,0.8057,74.2,778.0,2.82,0
83.1,8.4,201.0,1.0,2.0,192.0,1.0,91.5,0.0485,2.84,1.92,2.98,2.0,1.0,4.97,0.5384,96.2,707.0,1.84,0
82.9,9.5,313.0,2.0,3.0,26.0,1.0,74.0,0.1562,1.31,5.81,5.87,1.0,0.0,4.66,0.9081,88.5,400.0,3.65,0
94.7,14.3,254.0,3.0,1.0,226.0,2.0,64.0,0.0446,2.47,0.3,3.42,1.0,1.0,3.83,0.0523,79.5,2345.0,1.19,0
75.2,5.5,378.0,0.0,3.0,6.0,0.0,29.3,0.3496,2.53,1.66,1.97,1.0,2.0,4.4,0.887,83.3,1156.0,1.3,0
63.2,4.8,216.0,2.0,0.0,319.0,1.0,96.7,0.0915,1.5,2.08,2.84,2.0,0.0,5.29,0.2182,63.6,1725.0,3.38,0
98.5,9.1,1788.0,0.0,0.0,73.0,0.0,51.4,0.1543,0.76,0.24,5.16,2.0,1.0,4.19,0.5177,86.8,313.0,0.92,0
75.6,15.5,1590.0,0.0,2.0,454.0,1.0,68.3,0.1636,0.88,7.71,4.63,2.0,1.0,6.72,0.8017,65.5,777.0,1.66,0
69.1,17.8,1568.0,0.0,0.0,180.0,1.0,69.7,0.5048,1.23,2.87,6.78,1.0,1.0,5.65,0.7309,33.9,526.0,1.86,0
94.7,14.5,674.0,2.0,2.0,83.0,0.0,43.6,0.0794,1.98,5.98,1.24,4.0,1.0,8.34,0.0727,59.9,5991.0,3.87,0
93.0,11.5,976.0,2.0,1.0,80.0,1.0,71.6,0.0311,1.05,3.1,4.16,3.0,0.0,2.22,0.2557,78.8,299.0,5.03,0
65.1,3.5,530.0,0.0,1.0,58.0,1.0,47.7,0.1092,4.29,2.59,2.01,3.0,0.0,1.34,0.9833,61.8,7590.0,3.63,0
80.6,9.7,2259.0,1.0,2.0,368.0,1.0,76.5,0.0002,3.84,1.18,2.55,1.0,2.0,5.29,0.7802,78.1,7342.0,1.45,0
64.5,19.8,667.0,0.0,0.0,402.0,1.0,75.1,0.5292,0.78,4.68,1.45,5.0,0.0,9.42,0.3252,79.5,2418.0,0.5,1
96.6,14.9,225.0,0.0,0.0,6.0,1.0,44.6,0.0744,0.28,0.26,3.25,2.0,1.0,4.78,0.8122,86.8,729.0,5.15,0
81.1,23.8,724.0,3.0,2.0,122.0,0.0,82.8,0.182,2.49,1.91,3.5,4.0,0.0,1.48,0.2733,74.9,1112.0,3.8,0
90.4,12.3,731.0,2.0,1.0,232.0,0.0,92.9,0.206,4.53,1.97,4.34,2.0,1.0,3.89,0.7875,76.7,613.0,3.63,0
66.1,15.6,244.0,2.0,1.0,186.0,0.0,45.9,0.056,3.7,0.24,2.31,5.0,1.0,7.46,0.5531,86.3,2022.0,2.99,0
77.4,13.4,1745.0,1.0,1.0,188.0,0.0,63.4,0.1195,0.43,5.96,2.49,1.0,2.0,3.53,0.7322,51.1,1123.0,4.65,0
81.9,20.0,1445.0,3.0,1.0,29.0,0.0,82.8,0.1323,0.53,2.14,4.59,5.0,2.0,1.42,0.7219,88.1,552.0,3.83,0
84.1,12.3,473.0,4.0,1.0,131.0,0.0,47.0,0.1916,2.87,1.32,6.01,3.0,0.0,7.69,0.0988,73.5,1771.0,1.71,0
86.5,11.0,2095.0,0.0,0.0,108.0,1.0,78.7,0.0461,2.5,1.19,6.34,6.0,2.0,5.25,0.45,65.5,732.0,1.42,0
83.9,9.1,374.0,3.0,0.0,41.0,0.0,89.1,0.1181,1.43,3.06,1.48,1.0,2.0,6.58,0.5271,47.3,1422.0,3.32,0
89.7,26.6,1475.0,0.0,1.0,242.0,0.0,84.9,0.1645,1.14,3.39,4.13,2.0,0.0,3.02,0.8629,63.8,3211.0,1.36,0
86.6,10.6,1125.0,0.0,0.0,853.0,1.0,83.5,0.1325,2.44,2.62,2.6,1.0,1.0,1.6,0.4132,94.1,1608.0,3.14,0
93.1,4.9,500.0,2.0,2.0,19.0,0.0,98.2,0.0684,4.97,6.19,4.07,7.0,0.0,4.95,0.2942,85.8,463.0,2.36,0
55.7,19.8,581.0,0.0,0.0,249.0,1.0,47.8,0.0197,2.37,3.89,2.9,3.0,1.0,7.05,0.6219,39.6,568.0,7.03,0
89.5,23.2,266.0,3.0,3.0,36.0,1.0,73.3,0.0894,1.04,4.75,3.89,3.0,1.0,3.64,0.6085,69.4,245.0,1.53,0
92.4,3.1,768.0,0.0,1.0,146.0,0.0,91.0,0.0812,1.04,2.65,2.34,5.0,0.0,4.3,0.5092,92.5,599.0,2.56,0
91.3,8.5,1215.0,1.0,1.0,45.0,2.0,34.4,0.0663,4.04,2.19,3.23,2.0,1.0,7.58,0.771,58.1,692.0,1.14,0
91.8,7.1,4363.0,0.0,0.0,405.0,2.0,78.3,0.041,3.27,4.95,4.68,1.0,1.0,4.12,0.8553,71.0,4675.0,1.86,0
91.4,12.8,264.0,1.0,2.0,102.0,0.0,60.1,0.3799,3.44,4.04,2.62,1.0,1.0,4.93,0.7873,44.5,2367.0,2.06,0
62.6,28.7,159.0,1.0,0.0,155.0,0.0,89.4,0.0556,0.51,4.03,2.62,4.0,2.0,2.71,0.7754,85.1,505.0,2.89,0
76.1,4.8,6178.0,0.0,0.0,8.0,2.0,86.8,0.0369,2.35,3.0,0.48,3.0,1.0,4.56,0.2729,77.3,505.0,1.12,0
93.2,6.1,772.0,2.0,3.0,93.0,2.0,77.1,0.1191,4.04,0.79,3.21,2.0,0.0,5.21,0.9227,38.1,104.0,2.77,0
87.6,51.3,399.0,0.0,0.0,213.0,0.0,73.2,0.216,1.5,5.03,4.24,1.0,2.0,5.89,0.9367,80.9,1102.0,4.57,1
89.3,14.7,474.0,0.0,0.0,251.0,0.0,65.6,0.1837,4.07,3.15,4.14,3.0,1.0,4.46,0.6219,77.5,744.0,7.17,0
90.2,7.1,147.0,3.0,0.0,853.0,0.0,65.1,0.2005,2.0,4.41,3.23,5.0,1.0,5.58,0.3628,47.7,2028.0,4.78,0
86.8,3.2,416.0,0.0,0.0,502.0,1.0,86.6,0.0099,5.07,1.04,3.93,4.0,2.0,4.53,0.3442,51.2,1755.0,1.89,0
80.1,4.8,176.0,1.0,2.0,51.0,0.0,55.1,0.1104,2.31,4.51,4.13,2.0,1.0,3.24,0.1811,41.9,3005.0,4.48,0
80.5,13.7,1457.0,1.0,1.0,103.0,0.0,84.1,0.0328,2.9,0.98,0.72,2.0,2.0,2.74,0.4181,44.7,1583.0,5.23,0
84.9,13.2,1482.0,1.0,2.0,122.0,1.0,72.9,0.031,2.24,1.81,5.84,4.0,2.0,4.19,0.8254,95.5,1009.0,3.0,0
95.4,4.7,1250.0,1.0,0.0,37.0,1.0,82.1,0.3922,0.75,2.68,0.04,3.0,0.0,3.06,0.7979,71.9,1069.0,4.43,0
76.4,3.2,1639.0,1.0,1.0,92.0,1.0,25.6,0.2899,2.4,4.05,3.83,3.0,0.0,5.87,0.4252,67.2,2350.0,1.71,0
92.4,5.6,798.0,1.0,3.0,203.0,0.0,92.7,0.0186,3.03,1.73,3.73,4.0,2.0,4.85,0.7947,51.8,1549.0,2.83,0
85.0,12.7,3157.0,0.0,3.0,63.0,0.0,73.0,0.1101,1.12,2.32,3.05,3.0,1.0,4.97,0.2499,80.8,1222.0,2.85,0
76.8,10.3,324.0,1.0,0.0,620.0,2.0,58.5,0.2411,3.72,3.75,4.47,2.0,1.0,4.07,0.7476,72.4,2321.0,1.55,0
91.1,13.6,641.0,0.0,1.0,363.0,2.0,70.6,0.0317,3.07,5.99,0.53,1.0,1.0,6.28,0.9127,49.2,1537.0,1.16,0
87.4,10.1,549.0,0.0,1.0,160.0,1.0,74.5,0.1373,0.78,1.65,4.77,5.0,2.0,4.77,0.927,50.6,785.0,3.43,0
78.7,17.8,754.0,0.0,1.0,417.0,0.0,69.9,0.231,1.13,3.52,1.29,4.0,2.0,2.54,0.2627,97.3,3235.0,0.42,0
91.6,2.5,938.0,1.0,2.0,354.0,0.0,94.5,0.0723,3.42,4.46,4.14,3.0,0.0,5.53,0.6794,75.3,759.0,1.66,0
92.3,13.8,342.0,0.0,2.0,62.0,0.0,82.6,0.1075,1.26,4.15,1.24,3.0,1.0,2.96,0.5217,86.6,500.0,0.58,0
92.7,23.9,480.0,1.0,0.0,87.0,0.0,61.8,0.2959,2.58,0.99,3.81,4.0,1.0,4.28,0.2583,61.4,4374.0,2.79,0
95.8,14.5,2157.0,0.0,2.0,44.0,0.0,57.5,0.0228,1.78,2.05,3.39,5.0,2.0,7.04,0.6468,74.3,273.0,2.02,0
63.6,8.4,1444.0,0.0,1.0,75.0,0.0,90.7,0.0014,0.78,2.47,2.87,3.0,2.0,4.42,0.9049,53.8,3169.0,0.75,0
85.8,23.9,168.0,0.0,1.0,247.0,1.0,70.4,0.4916,1.91,1.15,5.0,1.0,0.0,7.47,0.8717,50.6,1055.0,4.15,0
66.5,14.5,677.0,3.0,3.0,113.0,1.0,79.7,0.019,0.99,1.49,5.79,3.0,1.0,3.03,0.8305,94.8,990.0,2.9,0
65.5,18.3,1021.0,1.0,1.0,40.0,0.0,84.2,0.1132,2.97,2.44,2.46,2.0,1.0,7.16,0.5057,92.6,1177.0,1.97,0
90.3,8.4,213.0,0.0,3.0,56.0,0.0,48.3,0.6175,4.89,1.71,5.05,3.0,0.0,6.3,0.7179,94.1,73.0,3.62,0
95.0,7.9,523.0,0.0,0.0,271.0,0.0,89.1,0.2445,1.2,1.88,3.09,2.0,2.0,2.94,0.9401,90.6,2132.0,2.94,0
88.2,8.3,748.0,2.0,1.0,843.0,1.0,52.2,0.2661,2.53,1.92,2.12,3.0,0.0,1.79,0.0694,53.8,299.0,2.46,0
86.2,14.4,706.0,0.0,1.0,400.0,1.0,78.6,0.0374,0.54,3.3,4.0,4.0,0.0,4.83,0.1724,62.6,730.0,0.42,0
84.7,11.5,345.0,4.0,2.0,151.0,0.0,41.9,0.158,1.99,1.67,3.06,2.0,2.0,1.84,0.0589,51.6,1539.0,3.93,0
64.7,21.4,840.0,3.0,2.0,65.0,0.0,61.5,0.2791,0.81,2.31,0.73,1.0,0.0,4.81,0.1506,42.3,5234.0,3.32,0
70.1,13.9,885.0,0.0,0.0,105.0,0.0,41.5,0.1639,3.15,1.65,2.86,4.0,1.0,5.23,0.9049,87.5,1176.0,3.07,0
79.6,1.6,636.0,2.0,1.0,34.0,1.0,94.0,0.2675,5.01,4.09,1.66,3.0,1.0,4.07,0.7942,88.8,681.0,0.7,0
87.7,1.9,495.0,3.0,3.0,165.0,0.0,53.9,0.012,2.77,2.8,1.71,3.0,2.0,8.77,0.2048,74.5,346.0,1.61,0
72.6,6.6,494.0,2.0,1.0,44.0,3.0,57.4,0.4459,0.15,2.29,5.96,0.0,1.0,3.67,0.853,58.2,1046.0,2.05,0
78.2,2.2,102.0,4.0,3.0,325.0,3.0,84.1,0.2713,1.92,4.02,2.06,4.0,2.0,4.93,0.4738,74.4,1686.0,3.96,1
79.8,6.4,135.0,1.0,2.0,235.0,0.0,84.2,0.2806,0.38,1.07,5.19,1.0,0.0,5.08,0.654,50.4,264.0,1.22,0
91.3,8.2,1003.0,0.0,3.0,518.0,0.0,63.4,0.0373,1.49,1.73,4.38,5.0,2.0,4.26,0.6392,75.1,820.0,3.93,0
71.7,14.5,4175.0,0.0,1.0,12.0,2.0,90.6,0.4141,0.7,2.09,0.37,2.0,0.0,5.44,0.9301,48.1,897.0,2.28,0
76.4,11.1,740.0,3.0,1.0,55.0,0.0,89.8,0.1416,2.22,3.92,0.43,3.0,1.0,5.96,0.7814,72.9,596.0,3.15,0
65.6,7.2,579.0,2.0,0.0,15.0,0.0,89.0,0.028,2.51,2.05,5.05,3.0,1.0,5.33,0.3388,89.3,1204.0,0.23,0
74.5,9.4,456.0,2.0,3.0,72.0,0.0,81.3,0.0339,4.24,2.41,3.26,1.0,1.0,4.91,0.9956,62.2,410.0,3.76,0
79.6,20.3,557.0,3.0,2.0,10.0,1.0,54.8,0.0203,2.54,1.56,2.37,3.0,2.0,5.19,0.5497,70.5,793.0,0.88,0
91.4,8.3,531.0,3.0,0.0,74.0,1.0,92.0,0.2028,2.27,1.65,4.96,2.0,2.0,2.5,0.251,45.4,11422.0,1.45,0
80.5,42.1,2345.0,1.0,3.0,69.0,0.0,86.6,0.1274,1.95,1.61,2.9,2.0,1.0,3.44,0.6774,81.5,1062.0,3.1,0
61.8,4.8,586.0,0.0,3.0,227.0,0.0,86.8,0.1171,0.9,0.43,3.42,4.0,0.0,4.73,0.2284,56.3,564.0,1.28,0
78.5,5.1,1041.0,2.0,0.0,33.0,0.0,58.4,0.0268,4.78,2.83,1.45,2.0,1.0,7.55,0.342,79.6,600.0,1.6,0
93.8,8.7,301.0,0.0,1.0,302.0,0.0,87.9,0.0659,0.46,5.4,4.1,0.0,0.0,8.5,0.1346,67.3,1719.0,6.94,0
81.6,10.8,2314.0,1.0,3.0,736.0,0.0,85.7,0.0505,0.61,4.08,2.26,2.0,1.0,2.99,0.389,65.6,847.0,3.76,0
69.9,34.1,1260.0,2.0,2.0,13.0,0.0,69.4,0.0996,0.68,2.77,1.52,1.0,1.0,4.85,0.4231,48.0,1590.0,2.21,0
71.0,15.5,289.0,1.0,1.0,81.0,1.0,92.4,0.2575,1.75,0.49,2.75,2.0,2.0,2.08,0.61,58.6,544.0,1.88,0
81.5,24.1,87.0,0.0,2.0,135.0,0.0,68.5,0.0447,0.59,1.46,0.71,4.0,2.0,4.5,0.5166,46.0,687.0,5.87,0
88.4,5.7,233.0,1.0,3.0,644.0,1.0,77.3,0.2241,0.35,2.37,1.0,4.0,0.0,2.48,0.8331,56.7,1401.0,2.65,0
77.9,41.5,612.0,1.0,0.0,61.0,2.0,70.5,0.0088,2.49,3.1,2.01,1.0,0.0,5.89,0.1256,59.7,2462.0,6.45,0
77.9,5.7,454.0,3.0,1.0,19.0,0.0,97.9,0.3876,0.4,3.97,1.94,0.0,1.0,4.37,0.4024,96.5,560.0,1.25,0
81.3,8.4,489.0,1.0,0.0,182.0,0.0,89.1,0.1858,4.46,3.51,4.24,2.0,0.0,6.91,0.6268,88.7,898.0,4.18,0
93.3,11.7,1239.0,1.0,2.0,69.0,1.0,38.2,0.3295,3.26,5.8,3.02,1.0,0.0,4.77,0.3441,87.9,187.0,3.12,0
72.5,11.7,451.0,4.0,1.0,283.0,1.0,62.4,0.2077,1.0,4.59,2.81,0.0,1.0,7.38,0.0747,85.6,299.0,1.3,1
76.1,28.8,311.0,1.0,0.0,51.0,0.0,44.5,0.094,2.39,3.35,3.94,1.0,2.0,4.81,0.2406,72.4,1560.0,2.07,0
84.5,17.1,285.0,2.0,0.0,96.0,0.0,63.8,0.0298,2.03,4.82,4.41,2.0,0.0,2.87,0.7353,71.2,206.0,2.32,0
93.3,24.2,315.0,0.0,0.0,232.0,0.0,81.2,0.4233,2.79,1.15,1.57,5.0,2.0,6.22,0.8191,59.3,239.0,1.95,0
81.9,28.4,305.0,2.0,2.0,202.0,1.0,65.7,0.109,2.12,4.88,0.86,5.0,1.0,1.8,0.9663,90.4,134.0,3.4,1
98.7,15.7,154.0,3.0,3.0,552.0,0.0,88.2,0.0176,2.5,1.11,3.09,4.0,0.0,4.43,0.3655,70.4,656.0,3.65,0
75.2,6.1,1869.0,0.0,1.0,33.0,0.0,84.0,0.0994,2.32,1.57,3.32,3.0,1.0,3.23,0.6207,80.4,513.0,0.41,0
83.9,6.4,436.0,0.0,3.0,203.0,2.0,89.0,0.0951,1.41,1.97,0.85,2.0,0.0,5.16,0.5856,31.2,121.0,1.74,0
96.8,16.0,262.0,2.0,2.0,456.0,1.0,83.8,0.0502,1.59,2.41,0.42,1.0,1.0,7.57,0.7196,61.3,1624.0,4.31,0
78.0,5.8,237.0,2.0,3.0,268.0,1.0,59.3,0.0635,1.1,2.37,4.35,0.0,2.0,5.37,0.5563,34.4,932.0,4.84,0
86.1,21.4,1991.0,1.0,1.0,131.0,1.0,64.2,0.4274,0.92,0.98,2.09,2.0,2.0,6.31,0.6076,66.0,1951.0,3.65,0
80.2,13.1,1672.0,4.0,0.0,238.0,0.0,53.0,0.0101,5.98,2.54,5.55,3.0,2.0,7.81,0.5049,82.9,101.0,3.58,0
89.9,16.8,368.0,1.0,0.0,35.0,0.0,88.6,0.1683,0.31,0.7,2.68,2.0,0.0,4.95,0.9633,84.2,373.0,1.85,0
93.4,23.2,932.0,3.0,1.0,111.0,2.0,57.6,0.0752,1.42,4.38,3.56,5.0,1.0,4.24,0.2812,74.7,890.0,4.0,0
64.4,27.8,493.0,0.0,0.0,730.0,1.0,59.8,0.1129,0.75,1.81,2.35,3.0,0.0,1.84,0.3227,90.1,797.0,1.74,0
77.7,8.2,519.0,3.0,3.0,18.0,2.0,55.8,0.0482,0.64,4.32,2.22,1.0,1.0,4.49,0.4312,56.0,144.0,2.46,0
79.3,14.5,2742.0,3.0,2.0,387.0,0.0,37.1,0.0029,1.02,0.85,3.27,2.0,2.0,7.7,0.7606,68.0,460.0,4.23,0
77.1,12.8,4428.0,1.0,1.0,5.0,2.0,64.8,0.1493,0.84,3.87,2.88,2.0,2.0,4.82,0.5971,76.8,335.0,1.57,0
77.4,20.9,828.0,3.0,1.0,5.0,0.0,62.0,0.1028,5.48,1.04,2.29,3.0,0.0,5.68,0.7192,77.1,1635.0,0.19,0
79.2,9.8,531.0,2.0,2.0,36.0,0.0,53.0,0.1521,2.46,2.56,2.89,6.0,0.0,1.84,0.67,54.9,10141.0,1.58,0
87.5,26.4,591.0,0.0,0.0,385.0,1.0,60.1,0.0842,3.11,2.93,4.07,2.0,0.0,4.15,0.6927,65.9,442.0,1.63,0
92.3,18.8,1096.0,3.0,3.0,163.0,0.0,46.4,0.0266,0.2,1.92,3.54,1.0,0.0,4.74,0.1495,91.2,3062.0,2.17,0
73.6,24.0,359.0,0.0,2.0,252.0,1.0,54.9,0.6245,0.46,2.18,2.37,4.0,2.0,3.29,0.2905,99.5,2869.0,3.25,0
76.5,12.5,3683.0,0.0,1.0,174.0,1.0,59.6,0.8027,2.81,1.36,3.31,4.0,0.0,2.35,0.9762,81.0,7025.0,6.43,0
89.2,14.8,298.0,0.0,1.0,257.0,0.0,62.0,0.1702,2.72,2.78,5.54,2.0,1.0,6.24,0.2406,66.3,342.0,2.23,0
90.4,6.5,193.0,0.0,1.0,41.0,0.0,73.5,0.016,0.2,2.1,1.3,2.0,2.0,7.73,0.7229,72.7,3346.0,0.52,0
83.6,17.7,1350.0,0.0,1.0,78.0,0.0,60.8,0.3634,5.01,4.32,0.81,1.0,1.0,6.87,0.4918,55.4,3400.0,2.24,0
70.1,12.2,86.0,0.0,2.0,41.0,0.0,36.8,0.1741,0.88,2.99,3.65,2.0,1.0,9.02,0.7649,75.5,1038.0,2.68,0
92.6,16.6,764.0,2.0,1.0,85.0,0.0,86.3,0.183,2.1,3.75,4.62,4.0,2.0,6.96,0.2836,49.0,376.0,7.29,0
79.6,15.0,414.0,1.0,0.0,309.0,0.0,79.2,0.0045,5.97,3.15,0.74,1.0,1.0,2.12,0.3247,91.3,1370.0,2.49,0
63.2,18.9,792.0,0.0,3.0,431.0,0.0,75.9,0.1004,1.79,4.54,1.08,4.0,0.0,3.77,0.3037,73.2,1632.0,4.9,0
87.5,17.1,180.0,0.0,1.0,121.0,1.0,24.3,0.0516,2.9,1.09,2.39,2.0,1.0,6.01,0.7768,64.4,1243.0,1.51,0
92.6,33.2,339.0,0.0,0.0,7.0,0.0,62.0,0.0771,1.24,4.19,6.66,3.0,2.0,6.13,0.9549,54.9,534.0,4.75,0
75.9,30.2,615.0,0.0,0.0,24.0,1.0,59.5,0.1297,1.52,3.31,1.32,2.0,1.0,4.11,0.1801,88.5,740.0,4.44,0
84.2,27.8,189.0,0.0,2.0,135.0,0.0,74.5,0.1171,3.14,6.01,1.91,1.0,1.0,0.75,0.9679,88.3,184.0,1.91,0
94.7,9.4,2061.0,0.0,2.0,22.0,0.0,70.6,0.1482,0.43,2.27,1.32,1.0,1.0,6.2,0.9025,79.3,6064.0,6.75,0
77.4,6.7,794.0,0.0,3.0,148.0,0.0,67.8,0.3872,2.23,5.77,3.2,2.0,2.0,3.32,0.2874,28.1,588.0,3.78,0
71.6,5.9,1654.0,3.0,1.0,10.0,1.0,89.3,0.0803,0.56,1.43,3.56,1.0,2.0,8.22,0.5908,51.9,1054.0,2.14,0
93.3,10.8,2021.0,0.0,2.0,43.0,1.0,93.4,0.4431,4.08,1.98,3.69,1.0,2.0,4.35,0.3454,80.5,2494.0,2.92,1
98.8,7.1,254.0,1.0,0.0,11.0,1.0,94.8,0.1731,1.71,1.06,3.54,4.0,1.0,2.92,0.7535,98.3,2119.0,2.79,0
82.6,8.3,1131.0,0.0,2.0,411.0,0.0,64.0,0.0009,3.45,0.85,0.82,3.0,2.0,4.55,0.9432,59.6,1369.0,4.11,0
50.5,18.8,1871.0,0.0,3.0,422.0,0.0,56.8,0.0154,4.06,3.95,1.93,4.0,2.0,6.24,0.3982,52.8,2435.0,3.58,0
78.7,26.3,752.0,3.0,2.0,44.0,1.0,81.2,0.1249,0.2,0.17,0.93,3.0,0.0,4.17,0.4814,69.2,720.0,2.6,0
62.6,5.7,231.0,2.0,1.0,244.0,1.0,59.4,0.0353,1.75,5.23,1.1,2.0,1.0,7.35,0.6211,68.4,9458.0,3.24,1
92.2,9.0,465.0,3.0,1.0,156.0,1.0,65.5,0.0332,2.08,1.43,3.94,0.0,0.0,5.97,0.9563,69.2,4948.0,2.57,0
96.3,33.0,7052.0,0.0,2.0,95.0,1.0,47.1,0.0285,2.46,0.57,0.72,2.0,1.0,6.01,0.6715,96.7,884.0,3.89,0
78.9,23.0,945.0,2.0,1.0,118.0,3.0,62.6,0.2354,0.5,2.87,2.24,2.0,0.0,5.55,0.6199,86.3,974.0,5.16,0
85.2,20.8,436.0,2.0,1.0,57.0,0.0,76.1,0.1035,2.55,0.31,5.09,4.0,1.0,7.29,0.2247,79.7,1471.0,4.55,0
59.2,8.2,114.0,1.0,2.0,265.0,4.0,77.2,0.2067,3.29,0.15,2.79,2.0,1.0,2.94,0.0607,51.7,1890.0,0.14,0
91.3,20.2,1758.0,4.0,3.0,47.0,0.0,79.5,0.2301,2.1,3.27,0.63,1.0,0.0,2.3,0.7027,93.0,1768.0,1.68,0
90.3,4.5,825.0,1.0,0.0,135.0,1.0,96.9,0.1067,2.48,2.8,6.87,2.0,0.0,6.67,0.8735,55.3,2025.0,1.74,0
90.7,11.5,746.0,0.0,0.0,14.0,1.0,60.2,0.4476,1.51,2.12,4.44,2.0,1.0,5.56,0.3811,77.5,1858.0,0.75,0
70.7,14.2,369.0,0.0,1.0,155.0,2.0,64.4,0.4604,1.83,3.35,6.46,2.0,2.0,6.17,0.3248,70.1,393.0,3.52,0
69.7,14.2,775.0,1.0,3.0,55.0,0.0,85.4,0.0343,0.95,4.95,1.62,3.0,1.0,6.13,0.2482,87.9,10814.0,0.45,0
80.7,8.2,405.0,0.0,2.0,637.0,1.0,55.2,0.0795,1.29,0.24,6.42,4.0,2.0,5.46,0.4046,84.4,3687.0,5.56,0
86.3,28.4,342.0,0.0,2.0,248.0,1.0,53.4,0.2587,2.57,2.14,2.89,2.0,1.0,3.15,0.4021,67.0,1265.0,2.84,0
