tenure_months,monthly_charges,total_charges,contract_type,num_support_calls_last_3months,avg_data_usage_gb,num_service_failures,has_internet_service,has_phone_service,has_streaming,payment_method,paperless_billing,num_plan_changes,overage_charges_last_3months,customer_age,household_size,is_senior,target
120,55.3,7188.61,0,1,0.83,0,1,0,0,1,0,0,5.73,46,2,0,0
6,17.26,101.09,0,3,3.82,0,1,0,0,1,0,1,1.15,60,3,0,0
52,74.31,3690.28,1,2,19.09,0,1,1,1,0,1,0,0.28,78,2,1,0
10,93.64,1053.04,0,0,6.0,1,1,1,0,3,0,0,0.65,30,3,0,0
66,69.25,4205.97,0,1,4.91,1,1,0,0,3,0,0,1.07,30,6,0,0
25,88.93,2101.81,1,1,3.95,2,1,1,0,2,0,0,2.72,23,3,0,0
2,51.2,87.64,0,1,11.27,1,0,0,0,0,0,1,0.38,18,1,0,0
30,150.0,4559.42,1,1,3.95,0,1,1,0,1,0,1,5.6,54,2,0,0
25,22.61,646.85,0,1,4.63,0,1,0,0,3,1,0,7.8,45,1,0,1
5,76.55,409.78,0,1,1.4,0,1,1,0,3,1,1,11.68,47,6,0,1
8,62.48,555.14,2,2,5.99,0,1,1,0,0,1,0,0.27,66,2,1,1
1,24.73,27.67,0,0,2.47,1,1,0,0,0,1,0,7.29,54,4,0,1
7,65.07,503.36,1,1,6.71,1,1,1,0,0,1,2,4.03,78,4,1,0
39,39.7,1329.05,0,2,6.69,4,1,1,1,2,1,3,11.18,30,3,0,1
47,75.77,3650.14,2,1,8.66,0,1,1,0,3,1,1,1.0,40,1,0,0
17,59.29,876.76,0,5,2.85,1,1,0,1,3,1,0,2.97,38,2,0,0
26,66.05,1572.02,0,2,10.57,0,1,1,0,3,0,1,0.33,27,2,0,0
48,64.97,3293.61,0,1,9.62,2,0,1,0,1,0,0,1.58,25,2,0,0
4,43.21,171.86,0,3,4.74,0,1,0,0,1,1,2,9.43,60,5,0,0
23,66.3,1610.18,2,3,12.29,2,1,1,0,1,0,0,0.82,53,4,0,0
19,15.0,267.91,0,1,0.89,0,1,0,0,2,0,0,1.46,38,3,0,0
14,67.41,1078.45,0,2,6.27,2,1,0,0,1,0,1,0.71,49,3,0,0
54,48.78,2373.03,2,1,2.69,1,1,1,0,3,1,1,4.47,18,1,0,0
25,87.48,1925.76,1,0,2.11,0,1,1,1,1,1,3,1.9,47,1,0,0
20,74.78,1388.94,1,0,10.89,0,1,1,1,2,0,1,1.23,49,3,0,0
96,37.81,3335.21,1,1,5.5,0,0,1,0,2,1,1,18.27,58,1,0,0
7,34.61,251.26,2,0,2.75,2,1,1,0,3,0,0,0.54,55,1,0,1
86,62.55,6080.71,0,3,2.07,0,0,0,0,0,0,2,0.24,39,2,0,0
54,56.49,3211.43,0,2,3.88,0,1,1,1,1,1,2,6.57,44,3,0,0
2,84.66,194.37,2,2,9.14,1,1,0,0,3,0,1,1.56,36,2,0,0
7,96.05,593.75,1,1,3.68,0,1,0,1,3,0,3,0.82,28,2,0,0
38,78.37,3079.57,1,1,2.58,0,1,1,1,0,1,2,0.03,62,1,0,0
15,61.44,892.73,2,1,5.39,0,0,0,0,0,1,1,14.5,18,1,0,0
23,106.39,2533.21,0,3,1.63,2,1,0,0,3,1,3,2.04,51,3,0,1
6,79.63,512.6,1,4,9.91,0,1,1,0,2,1,0,0.06,18,1,0,1
14,82.7,1268.84,0,1,7.26,0,0,1,1,1,0,0,1.98,40,4,0,0
37,104.02,3441.51,1,1,7.57,0,1,1,0,2,1,1,30.67,25,2,0,0
60,51.58,3533.34,0,2,8.42,2,0,0,0,0,1,0,6.82,18,3,0,1
59,37.76,1912.98,0,2,1.86,3,1,1,1,1,0,0,9.97,85,3,1,1
5,77.14,442.52,1,0,7.64,0,1,1,0,2,1,0,8.55,34,2,0,1
20,66.73,1489.34,1,1,2.15,1,1,1,0,2,0,1,6.81,51,2,0,1
33,69.54,2614.01,0,1,11.85,0,1,1,0,0,0,4,6.57,40,3,0,1
14,68.89,834.71,1,3,10.27,0,0,1,1,0,0,1,7.56,48,4,0,1
3,95.11,294.48,0,0,11.12,0,0,1,0,3,0,0,2.82,39,1,0,0
4,89.44,410.26,2,2,4.77,3,1,1,1,0,0,0,4.78,45,3,0,0
9,66.97,666.38,1,2,1.24,2,1,1,0,1,0,0,0.5,18,3,0,0
36,77.55,2453.55,0,2,4.94,1,0,1,0,2,1,2,7.63,20,3,0,1
5,80.94,458.32,1,2,8.88,0,0,1,1,2,1,0,4.09,38,2,0,1
21,42.2,818.28,0,1,7.83,1,1,1,1,1,0,0,5.49,66,5,1,0
17,50.65,905.08,0,3,8.17,0,1,1,1,2,0,1,5.34,23,2,0,0
6,98.29,637.86,0,2,7.84,1,1,1,1,2,0,0,7.67,68,2,1,0
59,81.03,5445.0,0,1,7.75,1,0,1,0,0,1,2,8.57,57,3,0,0
27,83.53,2003.77,0,2,4.47,1,1,1,0,2,1,1,5.77,27,1,0,0
6,77.43,431.5,0,1,3.4,4,1,1,1,3,0,0,3.49,47,2,0,0
6,81.43,482.29,2,4,5.89,0,1,1,0,2,1,2,1.46,51,2,0,1
9,56.29,522.47,0,2,1.51,0,1,0,1,1,1,1,0.55,51,4,0,0
8,59.89,470.49,1,2,7.22,0,1,0,0,2,0,1,1.7,46,6,0,0
3,66.93,218.3,0,1,2.75,0,1,0,0,2,0,0,1.3,23,2,0,1
43,84.13,3533.02,0,2,2.1,0,1,1,0,2,1,2,26.86,18,1,0,1
72,15.0,1188.93,0,2,8.05,1,0,1,1,3,0,1,10.08,38,2,0,0
20,70.15,1384.68,0,3,6.79,0,0,1,0,1,1,0,8.26,35,2,0,0
33,105.92,3304.79,2,0,6.94,0,1,1,0,1,1,2,1.11,37,1,0,0
23,42.01,1055.66,1,0,1.78,1,0,0,0,3,0,1,13.06,54,3,0,0
14,72.41,1124.51,0,1,3.12,1,1,0,0,3,0,1,3.34,43,1,0,1
91,78.15,8075.86,2,1,6.74,0,1,1,1,1,1,2,0.61,36,2,0,0
24,93.16,2387.14,2,2,4.0,0,1,0,1,0,0,0,4.11,35,1,0,0
15,132.08,2271.13,1,0,1.95,2,1,0,0,3,1,2,4.12,19,1,0,0
15,52.27,862.06,0,4,4.06,1,1,1,1,2,1,0,0.08,41,3,0,0
30,26.64,911.59,0,1,5.44,0,1,1,0,2,1,3,0.73,41,4,0,0
27,59.67,1461.95,1,2,3.29,0,1,0,1,0,1,0,0.77,37,3,0,0
12,26.07,332.55,2,2,1.42,1,0,1,0,0,1,0,4.17,30,2,0,0
3,97.64,265.17,0,1,7.51,0,1,1,0,1,0,2,3.38,30,3,0,1
20,50.19,942.6,0,3,6.68,1,0,0,1,0,0,2,2.05,32,6,0,0
46,116.39,4897.11,0,1,9.3,0,1,0,0,0,0,0,1.3,64,1,0,0
3,15.0,46.91,0,3,2.65,2,1,1,0,1,1,2,2.92,18,3,0,1
51,107.48,5654.43,2,2,5.05,0,1,0,1,2,0,1,3.37,45,1,0,1
43,83.32,3429.16,1,3,3.2,4,1,0,1,2,0,0,9.64,32,3,0,0
9,28.97,284.77,0,1,11.42,1,1,1,0,3,1,2,8.76,28,1,0,0
30,63.74,1811.06,0,0,13.13,0,1,1,0,1,1,1,7.16,27,4,0,0
42,54.84,2367.75,0,1,4.07,0,0,1,1,1,1,0,9.84,61,4,0,1
15,81.87,1384.74,1,0,3.19,0,0,1,0,2,1,0,1.51,54,3,0,0
6,50.22,343.4,1,2,3.4,3,0,1,0,1,0,1,1.72,51,1,0,0
13,75.33,1123.64,0,2,1.86,1,1,0,0,1,0,3,12.87,82,4,1,1
65,51.14,3009.73,2,0,4.99,1,1,1,1,2,0,2,3.7,26,3,0,0
9,77.0,732.35,1,3,5.25,1,1,1,0,0,1,0,7.9,38,2,0,0
37,44.81,1470.95,0,2,3.81,1,1,1,0,3,1,0,13.64,49,1,0,0
9,80.91,735.53,2,2,3.08,3,1,1,0,2,1,2,9.24,36,6,0,1
54,65.66,3322.51,2,2,8.99,0,1,0,0,0,1,0,9.63,34,2,0,0
7,103.86,759.63,0,2,6.62,0,0,0,1,0,0,0,4.0,79,3,1,1
9,86.76,761.4,2,0,9.92,0,1,1,0,2,0,1,0.5,22,2,0,0
30,15.0,511.57,0,2,1.32,1,0,1,1,2,1,0,1.41,59,1,0,0
1,53.55,53.13,2,1,4.0,1,1,1,0,3,1,0,9.69,51,3,0,0
6,83.96,510.58,0,0,16.32,2,0,1,1,2,0,2,19.65,28,2,0,0
2,54.78,101.25,1,4,3.16,1,1,1,0,0,1,4,8.37,30,5,0,0
2,124.59,222.54,2,1,0.64,2,1,0,0,3,0,2,12.35,20,5,0,1
14,58.02,797.62,0,2,3.81,0,0,1,0,1,0,2,6.66,53,5,0,1
1,90.77,90.68,0,0,5.59,2,0,1,0,2,1,1,2.59,57,4,0,0
20,32.29,632.23,2,2,1.56,0,1,1,0,1,1,0,2.68,27,2,0,0
2,111.23,195.31,0,0,13.78,1,1,1,1,0,0,0,3.66,34,6,0,1
2,81.13,173.28,1,2,11.08,1,1,1,0,1,1,0,4.81,42,2,0,0
13,74.21,922.93,2,1,7.15,0,0,1,0,1,1,2,4.02,40,3,0,0
80,64.64,4638.84,0,0,4.43,1,1,1,0,3,0,0,4.41,32,4,0,0
20,41.51,868.22,0,2,2.29,0,1,1,1,0,1,1,6.6,33,4,0,1
37,66.89,2178.57,2,1,2.43,0,0,0,1,2,0,0,0.31,72,3,1,0
38,71.31,3004.75,2,1,0.78,3,1,1,0,0,0,0,0.73,47,3,0,1
3,38.6,123.35,1,0,10.03,0,1,0,1,3,1,2,4.51,42,1,0,1
3,59.06,168.6,0,0,0.88,2,1,0,0,2,0,0,5.77,26,5,0,0
11,92.84,997.16,2,2,8.84,0,1,0,0,2,1,0,0.13,46,3,0,0
69,63.11,4253.55,1,1,3.23,1,1,1,1,0,0,0,4.63,53,2,0,0
5,106.22,452.1,2,1,1.01,0,1,1,1,0,0,2,10.08,23,4,0,0
2,75.73,156.95,2,1,9.46,0,0,1,0,3,1,0,6.12,45,1,0,0
12,46.62,545.23,2,2,1.56,1,1,0,0,2,0,3,0.72,18,4,0,0
4,87.95,356.41,2,2,2.76,0,1,1,0,1,0,1,10.22,50,1,0,0
54,84.85,5117.3,0,1,28.57,0,1,1,0,2,1,1,5.78,63,4,0,1
102,113.77,11577.24,2,1,4.52,0,1,1,0,1,1,1,2.83,48,6,0,0
29,96.33,2874.34,1,1,3.93,2,1,1,0,3,0,2,6.63,42,1,0,1
15,41.64,573.47,0,1,12.66,1,0,0,1,3,0,1,2.13,57,5,0,0
9,59.71,505.26,0,2,17.45,1,1,1,0,3,1,2,0.21,60,4,0,1
32,114.28,3428.82,0,0,3.84,0,1,1,0,1,1,3,9.44,43,2,0,0
31,49.19,1483.25,0,1,2.71,2,1,1,1,0,1,1,0.43,52,1,0,0
32,40.88,1450.18,1,4,2.25,0,1,1,0,2,0,1,0.48,45,3,0,0
3,102.99,266.76,2,3,2.41,1,1,1,1,1,0,1,10.44,22,3,0,0
74,103.08,7684.77,0,5,4.32,0,0,1,0,0,1,2,1.43,25,1,0,1
15,64.64,834.08,0,1,2.05,0,0,0,1,0,0,1,1.32,74,2,1,0
13,57.91,793.56,0,1,1.26,1,1,0,0,1,1,2,1.87,49,3,0,0
74,63.6,5315.32,2,0,6.82,0,1,0,1,2,0,0,12.62,67,2,1,0
18,117.23,2372.97,2,0,0.68,0,1,0,1,2,0,0,4.82,38,2,0,0
1,30.26,28.89,2,2,21.75,1,1,1,0,1,1,0,1.43,23,2,0,0
63,112.03,7348.88,1,4,4.95,0,0,1,1,1,1,0,5.77,57,5,0,0
6,67.81,391.38,0,2,7.8,0,0,1,0,1,0,2,2.74,45,4,0,1
56,81.39,4307.19,1,2,1.29,0,1,0,0,3,0,0,0.81,22,4,0,0
59,66.33,3687.5,0,1,18.84,1,1,1,0,0,0,0,0.99,30,2,0,0
1,61.96,63.86,2,1,2.07,1,1,1,0,1,1,1,5.58,56,5,0,0
20,93.35,1663.68,0,2,1.47,1,1,1,1,0,1,1,4.95,51,1,0,0
33,65.69,2278.2,1,0,11.51,0,1,1,1,2,1,3,0.91,31,1,0,0
3,105.96,289.69,0,2,2.06,1,0,1,0,3,1,1,8.82,74,4,1,1
37,82.76,3154.53,0,1,5.27,0,1,1,0,2,0,0,8.0,39,3,0,0
26,91.96,2264.5,1,4,2.57,1,0,1,0,1,0,0,6.05,26,2,0,1
18,52.7,1086.04,0,0,4.62,1,1,0,1,2,0,2,9.75,67,1,1,0
38,70.0,2709.43,1,0,1.0,0,1,1,0,1,0,0,3.53,43,3,0,0
12,72.04,862.96,1,1,14.43,0,1,1,0,1,1,2,15.5,32,2,0,0
5,98.18,490.24,0,4,1.16,0,1,1,1,2,0,1,7.27,53,1,0,1
5,45.89,220.33,1,2,8.55,1,1,1,0,0,1,0,2.17,49,3,0,0
25,83.89,2326.28,1,3,3.66,0,1,1,0,1,1,0,23.25,41,2,0,0
8,78.43,641.32,0,3,0.85,0,1,1,1,0,0,1,0.63,34,6,0,1
7,109.18,819.97,0,0,1.97,0,0,0,0,2,1,1,11.57,25,3,0,1
49,81.44,4253.48,1,1,1.52,1,1,0,0,1,0,3,10.18,31,3,0,0
8,53.87,451.8,2,2,2.89,2,1,1,1,2,1,1,3.85,50,4,0,0
3,56.72,149.64,0,3,6.06,0,1,1,0,1,1,0,3.92,39,2,0,1
3,48.86,153.41,2,2,1.43,1,1,1,0,0,1,0,5.66,55,5,0,0
25,55.45,1580.14,2,3,4.87,0,1,1,0,0,0,0,4.96,18,1,0,0
3,64.74,170.33,2,0,0.23,0,1,1,1,2,1,0,0.34,51,5,0,0
5,37.74,160.93,0,2,13.09,2,1,1,0,2,1,0,5.97,61,1,0,0
30,92.33,3019.47,0,1,1.71,0,1,1,1,2,0,0,1.48,46,1,0,0
90,15.0,1199.6,0,2,3.97,0,1,1,1,0,1,0,9.99,42,4,0,0
5,70.52,315.4,2,2,4.23,3,0,1,1,1,0,0,3.08,38,2,0,0
28,58.37,1504.38,0,1,4.47,1,1,0,0,1,0,0,4.23,25,3,0,0
13,94.99,1309.26,1,1,6.47,1,0,0,0,1,0,1,1.98,64,2,0,0
12,29.78,382.6,0,3,1.15,0,1,1,1,3,1,1,3.28,39,4,0,0
17,84.77,1502.53,1,3,3.91,0,0,1,0,2,0,0,1.87,35,4,0,0
27,112.9,3066.58,0,2,0.89,1,1,0,1,2,1,1,3.45,77,2,1,1
9,23.34,216.46,2,1,13.27,0,1,1,1,1,1,1,1.14,39,3,0,0
37,41.51,1384.57,0,3,3.48,0,0,1,1,1,1,0,1.11,36,4,0,0
16,69.01,1004.27,2,2,3.45,0,0,1,1,1,0,0,7.75,51,2,0,0
25,95.92,2438.57,1,1,6.8,0,1,0,0,1,1,0,13.0,32,1,0,0
24,69.18,1569.9,1,1,5.5,0,1,1,1,1,1,0,3.37,45,3,0,0
2,23.6,46.46,1,1,3.62,1,1,1,1,3,0,0,2.05,37,2,0,0
11,118.4,1433.7,0,0,6.33,1,1,1,1,2,1,0,5.46,49,2,0,1
76,46.18,3845.57,0,3,13.56,2,1,1,0,2,1,4,0.22,48,1,0,0
9,88.45,897.2,1,0,5.15,0,1,1,0,1,1,1,4.11,30,2,0,1
34,57.29,2181.66,1,1,2.14,0,1,0,0,0,0,0,3.29,42,5,0,1
4,78.69,323.01,0,1,10.0,1,1,1,0,2,0,0,15.96,18,1,0,0
2,31.98,55.98,0,1,6.36,0,1,1,0,1,1,1,6.39,31,4,0,1
8,106.2,791.81,0,0,1.16,0,1,1,0,3,1,0,19.36,27,3,0,0
37,61.9,2584.76,0,1,15.47,2,1,0,0,0,1,0,4.61,31,6,0,0
1,47.51,52.93,0,2,16.33,2,1,0,1,1,1,1,1.02,67,5,1,1
15,56.61,970.56,1,0,2.5,1,1,1,0,3,1,1,0.02,35,1,0,0
30,77.42,2405.61,0,2,3.39,1,1,1,1,3,0,0,1.97,49,4,0,0
95,52.08,4686.69,1,1,11.06,0,1,1,0,2,1,2,5.27,37,5,0,0
43,99.14,3952.48,0,1,2.55,0,1,0,1,2,1,0,0.8,41,2,0,0
12,46.51,639.55,1,0,2.43,1,0,1,0,2,1,1,2.23,55,1,0,0
5,69.85,401.4,0,0,10.46,1,0,0,1,2,1,1,1.06,47,3,0,1
22,41.06,800.51,0,4,7.6,0,1,1,1,0,1,0,7.01,48,2,0,0
22,67.95,1338.62,0,2,1.85,1,1,1,0,2,0,1,18.17,18,1,0,0
21,79.09,1877.3,0,1,2.63,1,1,1,0,3,1,1,4.09,56,1,0,0
6,85.29,533.17,0,2,7.57,0,1,1,1,1,1,1,2.1,50,4,0,0
22,61.9,1406.43,0,1,34.72,0,1,0,0,1,0,4,5.39,52,1,0,0
120,104.51,13955.12,2,1,0.62,1,1,0,0,2,0,0,0.02,35,4,0,0
25,48.94,1185.54,2,4,4.49,1,1,0,0,3,0,2,0.66,78,1,1,0
18,48.69,999.86,2,1,3.2,1,1,0,0,0,0,0,4.52,19,2,0,0
73,122.29,8322.89,1,0,4.47,1,1,1,1,2,1,1,0.29,55,2,0,0
3,75.02,218.44,0,2,4.42,0,1,1,1,1,1,0,0.13,66,4,1,1
34,69.5,2318.81,0,2,8.09,1,0,0,1,1,0,0,0.71,18,1,0,0
17,15.0,276.63,2,2,7.84,0,1,0,0,3,1,1,5.08,52,2,0,0
13,50.58,685.09,1,1,3.56,0,1,1,1,3,0,1,4.85,33,1,0,0
9,57.69,577.87,0,1,11.08,1,1,1,0,0,1,1,2.81,64,2,0,0
18,57.77,1163.38,2,3,0.59,1,0,0,1,0,1,2,7.32,48,2,0,0
1,109.07,111.05,1,2,7.64,0,1,1,1,2,0,1,1.5,18,2,0,0
1,92.08,104.66,0,2,4.45,0,1,0,1,2,0,0,3.61,18,1,0,1
45,18.35,746.4,1,0,12.78,0,0,0,1,1,1,2,0.35,45,3,0,0
2,49.53,112.82,1,2,17.82,0,1,1,0,3,1,0,5.47,41,2,0,1
61,33.79,1924.27,2,2,8.85,1,0,0,1,1,1,1,8.58,38,5,0,0
5,103.34,445.6,1,0,4.51,0,0,0,1,2,1,1,5.94,56,6,0,0
13,69.98,1038.83,2,2,4.82,1,1,1,1,0,0,1,2.35,57,2,0,0
13,38.43,530.98,0,3,3.49,0,1,0,0,0,0,1,8.2,40,2,0,0
30,62.34,2033.3,0,2,0.95,0,1,1,0,1,0,0,0.34,75,3,1,0
12,80.66,824.26,1,0,2.71,0,1,1,1,1,1,0,12.24,43,1,0,0
88,61.55,5534.1,2,1,1.38,2,1,1,0,2,1,0,4.49,35,5,0,0
13,38.16,457.6,1,0,3.42,0,1,1,0,1,1,0,6.08,66,2,1,0
12,92.03,974.7,0,0,3.02,1,1,0,1,3,0,1,2.8,57,1,0,1
34,58.25,1888.71,1,3,3.96,2,0,1,0,0,1,0,0.48,46,4,0,0
9,81.03,662.1,0,1,6.85,0,1,1,0,0,1,2,12.96,43,3,0,1
9,80.9,634.84,0,1,5.14,0,1,0,0,3,1,1,1.93,33,1,0,0
120,61.96,8388.12,2,0,9.13,0,0,1,0,0,0,0,16.61,39,3,0,0
10,99.88,1004.97,0,1,2.37,1,1,0,0,0,0,0,0.54,33,2,0,1
13,71.66,793.33,1,2,26.29,0,1,1,0,2,1,2,3.07,54,4,0,0
13,69.76,945.17,2,1,9.84,2,1,0,0,3,0,0,9.02,38,2,0,0
25,58.73,1569.23,0,1,1.55,1,1,1,0,3,0,1,3.55,68,2,1,1
63,70.83,4990.87,0,2,4.04,0,1,0,0,1,1,0,7.69,25,2,0,0
11,80.09,778.44,2,3,3.5,1,0,1,0,3,1,2,2.36,18,4,0,0
11,87.35,1010.16,0,1,17.06,1,1,1,1,2,1,1,11.6,61,2,0,0
2,70.07,134.79,2,0,3.72,1,0,0,0,1,0,0,0.36,64,5,0,0
57,88.58,5769.82,0,1,6.11,0,0,0,0,0,0,1,23.6,69,3,1,0
1,95.06,99.75,0,2,2.16,0,1,0,1,2,1,1,1.43,33,1,0,1
2,46.05,98.17,0,4,28.99,0,1,1,0,3,0,1,3.06,38,2,0,0
33,88.47,2731.34,0,1,4.17,0,1,1,0,2,1,1,13.19,42,6,0,1
2,60.98,129.82,0,5,7.3,1,0,1,0,0,0,0,2.16,22,3,0,0
15,79.68,1135.45,1,0,3.46,0,1,1,1,3,0,0,5.73,56,4,0,0
37,56.01,1859.88,2,0,2.22,1,1,1,1,2,1,1,1.77,45,2,0,0
10,52.37,462.75,1,1,4.87,0,1,1,1,0,1,1,8.43,36,6,0,0
7,92.58,667.19,0,3,7.88,1,1,1,0,2,0,1,4.2,35,2,0,0
26,55.81,1284.19,0,2,7.38,0,1,0,0,3,0,0,9.02,64,6,0,0
1,98.47,110.37,1,0,1.7,2,1,1,0,0,1,0,2.93,45,3,0,1
15,44.49,595.64,2,4,7.38,2,0,1,0,1,0,0,4.32,49,2,0,0
2,58.61,114.79,0,0,14.09,2,1,1,0,0,1,1,1.18,41,3,0,1
32,52.28,1424.84,2,2,1.68,2,1,0,1,2,0,2,2.1,39,1,0,0
7,40.03,321.37,0,1,3.06,0,1,0,0,0,1,0,1.11,26,1,0,1
5,73.45,316.19,1,2,10.61,0,1,0,1,2,0,1,7.64,31,2,0,0
2,49.96,96.76,1,0,2.06,1,1,1,1,2,1,1,2.1,18,6,0,0
7,102.09,745.78,2,1,38.0,2,1,1,0,2,1,1,0.87,40,3,0,0
36,54.28,2232.15,0,3,13.77,1,1,1,0,3,0,0,2.28,53,3,0,0
8,57.71,520.64,2,1,8.74,1,0,0,1,2,1,2,33.61,20,3,0,0
26,78.78,1876.46,0,3,3.13,1,1,0,0,2,0,0,7.65,54,5,0,1
3,82.73,247.93,1,4,8.77,0,1,0,1,3,1,1,6.71,76,2,1,0
52,106.85,5478.06,1,1,0.91,2,1,1,1,2,0,0,5.82,24,2,0,1
17,44.4,707.82,0,5,7.28,0,1,1,1,2,1,2,3.4,43,2,0,1
27,95.66,2665.26,0,2,3.37,0,1,1,0,3,1,1,1.36,53,3,0,1
2,57.78,124.69,0,2,2.41,0,1,1,1,1,1,2,2.79,37,3,0,1
2,104.09,225.33,0,2,2.22,1,1,0,1,2,0,4,5.2,49,3,0,1
1,80.01,71.39,0,1,3.86,0,1,0,0,2,1,2,0.15,28,1,0,0
10,111.62,1022.18,1,2,3.14,1,1,1,0,2,1,0,4.87,33,5,0,0
23,24.25,606.22,2,1,41.56,0,1,0,0,0,0,0,1.02,59,2,0,0
8,66.39,487.35,0,1,6.76,1,0,0,0,1,1,4,2.63,33,2,0,0
1,63.07,58.96,0,2,1.54,0,1,0,0,2,1,2,2.01,49,2,0,0
12,67.47,740.42,1,2,3.22,0,1,0,0,0,0,1,2.07,47,1,0,1
77,92.46,7565.73,0,2,6.86,2,1,0,1,2,1,0,0.49,52,3,0,0
2,90.95,190.81,0,3,10.27,1,1,1,0,3,0,0,2.83,42,3,0,1
9,35.98,323.14,1,1,10.1,0,1,1,1,3,1,0,2.79,32,2,0,0
41,131.57,4813.93,0,3,4.92,1,1,1,0,2,1,0,10.8,65,2,1,0
28,73.64,2031.78,0,0,8.42,2,1,0,1,2,0,0,16.61,49,4,0,0
37,32.37,1232.3,1,3,1.76,0,0,0,0,1,1,0,1.92,39,5,0,0
15,91.67,1313.98,1,0,1.01,1,0,0,1,1,1,0,1.01,36,5,0,0
10,50.7,494.06,1,4,2.57,1,1,0,1,0,1,2,0.97,43,3,0,0
13,68.79,773.59,1,3,4.35,0,1,1,0,3,0,2,0.59,29,2,0,0
64,15.0,849.82,0,2,2.75,1,1,0,1,2,0,3,0.04,52,1,0,0
108,50.62,6111.81,2,6,7.05,0,1,1,1,2,1,0,3.44,32,3,0,0
22,23.06,445.34,0,2,10.44,0,1,0,1,3,1,1,3.24,22,3,0,0
12,64.68,694.88,1,2,4.84,0,1,1,0,3,0,1,3.03,55,1,0,0
53,94.22,5708.78,2,1,5.28,1,0,0,1,3,1,2,0.6,77,4,1,0
24,15.0,376.43,0,0,4.41,1,0,1,0,1,1,0,1.91,33,4,0,0
69,50.98,3522.89,2,2,10.18,0,0,1,0,2,1,0,2.21,22,5,0,0
11,76.58,904.75,0,2,3.78,0,1,1,0,0,0,2,3.2,41,1,0,0
32,53.1,1468.54,2,1,1.83,0,1,0,0,0,1,0,5.36,18,5,0,0
22,99.89,2144.34,0,2,5.19,1,1,1,1,3,1,2,5.5,45,4,0,1
4,27.13,114.52,1,1,11.13,0,1,1,1,3,1,0,0.67,18,1,0,0
18,43.52,872.3,0,0,3.62,1,1,1,0,1,1,1,0.22,39,6,0,0
76,115.27,8746.71,0,0,5.45,1,1,1,0,3,0,1,1.85,33,2,0,0
40,105.22,4493.1,2,2,11.97,0,1,1,0,0,1,1,0.23,26,2,0,0
19,76.89,1539.48,2,0,4.89,0,1,0,1,1,0,1,4.04,47,1,0,0
22,95.69,2134.45,0,0,2.42,2,1,1,0,2,1,1,0.22,36,1,0,0
11,45.64,552.62,0,2,11.71,0,0,0,0,1,1,0,3.25,64,3,0,0
11,64.7,712.35,0,2,2.21,1,0,0,0,1,1,2,1.49,32,4,0,0
41,83.07,3356.75,0,1,3.07,1,1,1,0,0,0,1,6.35,46,3,0,0
8,41.18,303.31,0,1,0.65,0,1,1,1,1,1,0,3.14,44,3,0,1
7,34.58,207.22,2,1,16.83,1,0,1,1,1,1,0,0.74,24,2,0,0
50,69.83,3516.35,0,1,10.69,1,1,0,0,3,0,1,1.68,18,3,0,0
4,68.96,238.3,0,0,4.11,1,0,1,0,3,1,0,4.61,56,1,0,0
18,74.07,1199.15,2,2,6.03,0,1,1,0,1,0,0,8.91,45,1,0,1
5,60.76,277.58,1,0,10.18,1,1,1,1,3,1,2,4.67,38,2,0,0
31,78.9,2331.67,0,1,2.43,0,1,1,1,1,1,1,0.16,40,1,0,0
27,15.87,478.69,0,1,6.44,0,1,0,1,0,0,0,1.19,18,2,0,0
24,84.83,2066.27,0,1,5.69,1,1,1,0,3,0,2,12.85,23,4,0,0
17,54.9,807.58,1,1,2.57,0,1,1,1,3,0,1,7.7,62,3,0,0
2,71.35,123.09,0,5,3.81,0,0,1,0,1,1,0,2.04,38,3,0,0
19,57.17,1136.26,0,1,0.76,0,0,1,0,2,1,1,4.0,30,4,0,0
27,73.33,1939.44,0,0,17.29,1,1,1,0,2,1,2,10.0,27,1,0,1
10,74.71,759.31,2,0,0.57,2,1,1,1,3,0,0,1.4,42,4,0,0
2,59.03,117.96,1,3,1.2,2,1,1,1,1,0,2,12.21,43,3,0,0
29,99.06,3203.65,0,1,7.41,1,1,1,0,0,1,0,10.86,49,5,0,0
1,76.18,80.25,2,2,7.74,0,1,1,1,3,1,0,1.12,54,1,0,0
16,53.91,787.07,0,0,2.02,1,0,1,1,3,1,2,0.79,36,2,0,1
46,65.1,2810.65,1,0,5.99,0,1,1,1,3,1,1,7.66,34,3,0,0
11,58.41,676.41,0,1,17.43,1,1,1,0,2,1,1,4.51,29,6,0,0
57,35.0,1911.37,0,3,4.52,1,1,1,0,2,0,2,8.33,28,3,0,1
20,76.57,1685.74,0,0,12.52,0,1,0,0,3,1,0,0.16,58,3,0,0
35,15.0,474.23,0,0,3.7,1,0,1,1,0,0,0,10.0,38,2,0,0
37,79.24,2639.11,0,2,5.5,0,0,1,1,2,0,2,7.29,49,6,0,0
50,80.92,3778.06,0,1,2.88,1,1,1,0,2,0,2,10.43,41,3,0,0
23,105.68,2684.98,0,3,4.63,1,0,1,1,1,0,0,1.98,31,3,0,0
19,15.0,295.22,1,2,2.87,0,1,1,0,3,0,0,12.15,60,5,0,0
2,32.6,62.63,0,1,1.13,1,1,0,0,2,0,0,24.58,57,1,0,1
1,59.19,67.61,1,2,11.16,0,1,1,0,0,0,0,11.1,58,6,0,0
