word_count,num_named_entities,avg_sentence_length,num_quotes,has_numbers,publish_hour,source_type,author_article_count,article_shares,reading_time_minutes,sentiment_score,num_images,article_text,category
17,2,18.8,1,0,3,3,17,681,6.5,-0.338,2,plan athlete company people security company would public also new expected development also market future also state,Sports
17,1,15.3,2,1,19,1,17,118,7.7,-0.066,3,report said health next country security program president public said president research startup security state economic country,Technology
14,3,16.5,2,1,15,0,12,17,3.7,-0.558,1,country president development industry report health future according app global first many concerns including,Technology
9,5,21.6,1,0,23,4,117,1,5.0,0.186,2,national local president growing next future company athlete international,Sports
10,3,12.3,1,1,21,0,8,37,6.9,0.322,4,group global reported next leader expected plan global genome NASA,Science
13,5,18.3,1,1,11,3,1,18,5.4,-0.489,2,decision announced public major industry major many health diagnosis future president national major,Health
12,2,27.4,1,1,14,1,158,5,3.9,-0.208,1,program public market legislation decision expected development many organization leader research security,Politics
17,2,18.4,0,1,6,2,34,41,6.8,0.197,3,future said percent industry celebrity would world world president plan according group according would leader security company,Entertainment
11,1,26.0,0,1,20,3,7,37,4.8,0.378,0,million new system international diagnosis health impact policy major major national,Health
9,1,26.3,2,1,9,2,283,5,2.6,-0.209,3,security growing expected could could country technology people president,Politics
15,1,21.9,1,1,15,1,19,153,4.5,-0.222,2,international technology report also sector announced according president new industry plan security quarterly national global,Business
10,3,12.3,0,1,14,2,39,327,3.2,0.229,3,million security box office would new plan market security said,Entertainment
14,3,19.1,0,0,8,2,3,10,6.9,-0.542,5,policy reported sector economic development group said startup reported market recent local country would,Technology
18,5,9.5,0,0,23,3,35,1374,4.7,0.217,1,announced reported decision tournament decision global group national expected company market health state international local group announced organization,Sports
14,5,20.6,0,1,16,4,13,175,5.4,-0.346,1,state including future international million company security major clinical trial leader market security technology,Health
10,3,11.6,1,1,23,4,33,733,3.4,0.488,2,group public legislation growing said major government world report local,Politics
12,4,12.5,1,1,2,0,59,7,3.2,0.235,3,state public reported international million quarterly technology country policy last major called,Business
15,2,19.7,1,1,3,0,77,15,4.4,0.564,2,world program local research next president concerns next concerns development announced state sector technology company,Business
15,2,19.1,1,0,10,0,93,39,7.6,-0.188,2,future world system country national concerns growing people officials sector earnings leader future first group,Business
13,9,17.6,0,1,17,3,148,1344,2.8,-0.395,1,technology president local genome president company million development concerns market international major group,Science
14,1,17.3,0,1,9,0,36,2,6.4,0.11,0,percent first next many group legislation world security according national expected plan policy policy,Politics
9,2,15.7,4,1,7,4,8,208,6.1,0.433,1,research future new research decision recent refugees country government,World
15,4,22.6,1,1,11,4,110,382,5.4,-0.182,1,program recent research said impact including could according state company reported impact first genome next,Science
16,3,11.2,1,0,11,1,48,8,3.7,0.106,0,market streaming people report future organization many organization organization security market major company year research new,Entertainment
14,5,16.3,4,1,19,2,185,882,3.2,0.263,0,also said policy government industry championship million could government could sector announced local international,Sports
16,2,19.4,1,0,5,1,45,3,8.7,-0.259,0,including partisan officials health growing legislation security market would report growing reported new according local new,Politics
14,3,15.6,3,1,3,2,28,151,1.2,0.015,2,group system research economic development expected technology first future public earnings including sector expected,Business
13,1,17.1,0,1,7,1,113,603,3.7,-0.334,5,future technology clinical trial according called government called company national group economic public,Health
11,0,17.0,1,0,7,3,74,49,6.6,-0.036,3,shareholders company major would announced system growing sector public next public,Business
16,5,22.8,1,1,17,3,19,4,3.7,0.041,2,world world sector group policy public world would policy could including system world box office state,Entertainment
17,2,17.9,1,1,23,2,20,113,3.6,0.402,1,system last diplomat year officials year report world expected leader organization leader announced many technology reported report,World
16,1,11.4,2,0,1,4,20,113,1.3,0.229,3,concerns industry plan national could concerns would according program percent quantum development company would state quantum,Science
14,2,13.8,0,1,3,2,21,58,6.3,0.223,0,group including international security research year quarterly future future local company report decision future,Business
11,4,10.7,0,1,0,0,46,17,6.2,-0.172,0,called announced new sanctions recent system also according policy development million,World
18,4,19.2,1,0,7,3,50,0,3.3,0.404,2,market policy diplomat policy major development would called leader concerns system expected system economic could according also expected,World
16,3,16.5,2,0,6,2,4,8,5.9,0.02,1,quantum industry expected said country also year organization genome country world last health reported technology industry,Science
16,4,13.8,1,1,0,3,67,63,3.4,-0.312,0,health decision million last development decision sector according world country sector international country reported genome leader,Science
12,4,17.9,0,1,6,1,56,312,8.8,-0.142,3,recent president percent national security country year according research said diplomat announced,World
11,3,24.4,4,1,17,0,37,550,3.6,-0.086,4,sector last algorithm smartphone year international people research called concerns leader,Technology
12,9,21.0,2,0,16,4,25,335,7.1,0.14,2,country million refugees plan group first new many technology including year company,World
14,0,17.2,1,0,20,0,6,812,8.1,0.313,3,bipartisan people leader reported officials expected international state report said company many including future,Politics
18,6,17.2,0,1,16,3,131,5,8.2,0.042,2,development plan market percent global senator recent year million also country policy company could local president including also,Politics
18,2,12.2,0,1,19,4,15,110,5.4,-0.041,5,health impact security future next industry partisan decision research group research international report percent would development state major,Politics
17,2,16.7,2,0,4,3,67,17,8.3,-0.231,4,athlete report industry many report people officials report would market world first would world development many major,Sports
18,1,24.7,3,1,16,2,11,10,4.6,-0.507,2,development research world last industry future local leader global recent international public security national report NASA people company,Science
13,3,16.2,2,1,0,3,24,2,5.5,0.688,3,president program system organization international recent growing decision program health sector streaming first,Entertainment
18,2,17.6,2,0,23,2,11,59,5.5,0.196,0,program plan local could senator future including decision economic president announced growing reported government public impact year would,Politics
9,2,18.7,1,1,16,1,17,12,3.6,0.244,2,app officials industry first sector officials government said called,Technology
16,2,22.4,1,1,21,3,16,10,9.4,0.222,0,local company national report policy recent future security government economic economic next next quarterly program reported,Business
10,0,22.0,2,1,19,3,15,811,4.4,0.069,0,system said world bipartisan impact research system international company international,Politics
14,3,22.2,0,1,22,1,70,134,5.6,-0.442,2,technology development million called telescope announced also future major industry global policy industry people,Science
9,1,18.7,2,1,7,0,92,9,1.5,0.066,0,diplomat leader future reported reported sector state system plan,World
9,8,15.3,1,1,13,3,3,393,9.5,0.009,1,system officials decision leader new economic legislation policy country,Politics
17,3,13.2,2,1,19,4,125,79,5.0,0.025,1,local policy next security reported last many people officials according expected growing would concerns championship development said,Sports
16,1,7.7,2,0,10,0,8,16,5.8,0.365,0,many security world system leader percent market vaccine state international expected new policy announced public technology,Health
11,5,19.6,2,1,21,0,14,2593,5.4,0.307,5,also market world world industry economic development growing sector quarterly announced,Business
16,1,13.7,2,1,20,3,42,12,5.9,0.006,3,national said future year company decision percent said international group research country market million percent group,Health
14,2,11.7,0,1,23,3,4,5600,4.0,-0.235,2,last development people first people impact recent future plan startup local percent major research,Technology
14,5,17.8,1,1,4,4,10,482,3.5,-0.288,2,sector FDA clinical trial government world year economic company year international future market recent,Health
15,2,30.7,0,1,6,4,191,357,4.8,0.255,3,announced policy million would country leader officials recent development smartphone future according said expected leader,Technology
11,2,9.9,4,1,10,4,7,19,4.5,-0.332,0,public state diplomat system decision including sector concerns first next major,World
17,1,14.7,2,1,7,4,39,174,2.2,-0.255,2,expected could state health diplomat concerns research research research health national called future international would security decision,World
12,1,25.1,1,1,9,3,106,83,5.2,0.147,1,major expected security recent senator world country percent health government concerns policy,Politics
12,3,20.4,0,1,0,2,12,4,1.6,-0.03,2,industry group economic new future world million plan many economic market state,Business
14,6,16.5,0,1,22,3,184,20,3.8,-0.106,3,local program could year national research million country local government officials senator people national,Politics
11,2,20.7,0,1,11,4,25,13,3.8,-0.116,1,industry next policy reported said officials first public clinical trial many,Health
16,0,17.4,0,0,3,1,14,308,5.7,-0.021,1,expected called including according recent said app including technology system government organization could impact president said,Technology
17,2,10.5,0,1,20,0,47,656,5.4,0.118,0,market report state expected program group impact future government officials security company million sector international recent smartphone,Technology
14,3,10.0,2,1,15,4,35,123,3.8,-0.083,5,new also world last called year group development million state local local major sector,Science
11,6,15.5,0,1,12,4,54,2,8.2,0.272,3,said local could technology app could year system world national next,Technology
16,2,13.2,1,1,11,0,25,43,5.4,0.076,3,according sector last local expected public economic market concerns market many impact impact genome including called,Science
9,3,17.8,1,1,14,3,20,16,1.7,-0.166,2,organization public also first country quarterly development company country,Business
17,3,14.5,2,1,6,0,26,1336,3.5,-0.197,0,leader percent plan legislation million million economic senator country year president government year national industry recent health,Politics
11,2,20.9,0,1,16,1,38,109,4.8,-0.2,0,recent security athlete new tournament state million policy could world could,Sports
14,2,15.7,1,0,17,4,45,14,4.9,0.047,0,world plan last last first security economic expected sector earnings president new last percent,Business
13,5,29.8,2,0,2,2,8,254,4.6,-0.22,1,policy president research industry partisan could health legislation policy percent market future announced,Politics
17,5,16.5,0,1,20,4,41,7,6.7,-0.295,1,leader people government reported health many market system said percent national growing economic recent percent would earnings,Business
14,1,15.9,2,1,8,0,7,14,4.0,0.141,1,public president expected president technology technology first called NASA public new president local people,Science
10,4,25.2,2,1,17,0,48,8,5.2,0.347,2,concerns plan world coach future economic would economic program many,Sports
10,1,12.0,2,1,13,4,9,66,4.9,-0.197,2,million health policy market technology could future concerns reported percent,World
13,4,11.2,2,0,17,2,119,299,1.8,0.578,1,health industry according country program decision economic security system policy genome country economic,Science
12,3,10.9,1,1,4,2,6,460,6.1,0.097,0,plan quantum million public major program decision company policy company including organization,Science
10,3,15.9,1,1,16,1,9,79,1.0,-0.019,1,future major technology policy state coach announced security said last,Sports
14,5,20.8,1,1,20,4,112,10,7.9,-0.104,2,tournament government last would development called country international concerns industry future people local leader,Sports
11,4,8.3,1,1,22,1,10,40,4.3,0.294,0,would health economic including percent streaming government economic state first local,Entertainment
12,3,22.5,2,1,5,3,93,2114,4.2,0.205,2,sector according technology said industry said new according according officials security recent,Entertainment
18,3,9.4,2,1,12,3,12,56,3.7,-0.132,5,research president national policy program according growing system year group people national global technology sanctions next according million,World
9,2,20.1,3,0,21,2,52,96,2.3,0.139,2,country global recent many year smartphone said country international,Technology
17,3,17.1,0,1,0,1,53,24,8.1,-0.239,2,expected world vaccine leader security reported development technology impact impact according market including called international first security,Health
11,8,22.0,0,1,7,1,23,299,3.2,0.254,3,report percent country international people first world called technology expected legislation,Politics
11,3,13.1,0,0,13,4,27,37,5.9,-0.396,3,expected economic world future new decision NASA industry market plan global,Science
14,5,10.2,1,0,12,2,163,1335,6.5,0.821,2,many last senator state technology new public could including reported senator recent government president,Politics
15,1,22.0,1,0,17,2,99,177,1.0,0.185,1,new would startup startup state could decision industry people could state national development technology concerns,Technology
13,2,23.5,0,0,2,4,37,792,3.5,0.009,5,refugees leader local national sector major public global expected including policy international country,World
10,4,17.0,1,0,2,0,50,26,3.5,-0.107,2,many major first group clinical trial company officials country organization,Health
18,0,25.6,2,1,11,3,169,176,3.0,-0.206,0,policy also next program state president country leader leader officials called would organization diplomat public million also country,World
9,3,19.5,1,1,11,2,121,154,8.2,-0.019,2,government percent decision sector government percent last algorithm global,Technology
11,1,17.7,1,0,7,1,64,182,1.5,0.457,5,economic according said organization public impact merger decision group would plan,Business
16,5,25.9,1,1,0,1,48,149,5.5,0.136,2,could future policy program athlete could expected economic leader many year according market report reported health,Sports
15,0,16.0,2,0,22,3,102,383,3.5,-0.12,3,world including development many global concerns percent state people world FDA global impact impact including,Health
17,2,10.4,0,1,2,1,31,12,1.5,-0.164,1,year research international group merger also public system technology impact recent major would expected first impact industry,Business
17,2,26.6,0,1,5,1,1,4,6.8,-0.271,1,year new sector national growing many health health including expected market diplomat health government plan future system,World
16,2,11.1,2,1,10,0,44,90,7.0,-0.246,0,system growing health public would leader state streaming future program people would national would impact system,Entertainment
16,7,12.6,1,0,4,4,146,16,2.5,-0.088,1,new first new future system reported officials impact concerns health many policy company industry NASA major,Science
18,1,24.1,1,1,8,0,43,56,2.2,-0.141,1,future would state including diagnosis system called state growing report report concerns world impact million health group program,Health
14,3,25.8,1,0,12,3,27,172,6.3,-0.176,1,international officials industry country company health government future including tournament global coach last research,Sports
17,5,24.3,1,1,14,3,1,172,6.8,0.045,0,market security called decision first organization year shareholders growing research year including leader including technology earnings global,Business
11,1,24.1,1,1,4,1,4,1610,7.9,0.233,2,diagnosis public million international world economic impact economic company expected world,Health
18,3,28.6,1,1,15,2,17,95,6.0,0.026,1,growing smartphone president officials international technology state development many growing research people development program report recent according percent,Technology
14,2,20.7,2,1,5,1,14,58,6.2,-0.479,3,last new system could including including streaming sector officials concerns state organization leader decision,Entertainment
9,4,15.7,0,1,15,3,46,3,3.1,0.086,3,impact president first program could smartphone policy percent policy,Technology
10,1,11.6,1,0,1,2,49,0,2.9,-0.076,3,refugees including leader including year next program report health national,World
15,5,12.0,0,1,11,4,19,5,6.6,0.288,4,senator industry company industry president world local development economic organization system concerns policy announced government,Politics
10,5,24.2,0,1,13,0,12,418,5.0,0.51,2,market people first officials world announced sector partisan many year,Politics
17,6,15.3,0,1,16,0,100,10,6.4,0.088,1,new percent new officials reported system next year including national industry development announced public next earnings recent,Business
16,4,11.5,0,1,6,0,5,481,6.3,0.311,2,NASA government officials national officials national government national global market local organization president country according would,Science
8,2,18.9,1,0,22,1,13,0,7.0,0.314,7,decision national world public including recent expected growing,Technology
10,3,19.4,1,1,6,4,54,70898,1.0,0.218,2,earnings technology sector system last last officials could including future,Business
17,3,13.6,2,1,3,3,19,98,8.0,-0.159,2,next system new year diplomat new president market company company year new would health development major national,World
15,2,11.4,1,0,6,4,54,21,6.7,-0.028,1,recent year country program local new reported future market state local coach program security public,Sports
18,2,19.1,2,1,5,2,5,233,5.3,0.199,3,first policy said concerns market organization health new growing reported public year country report percent diplomat according future,World
17,1,27.4,0,0,23,4,24,6,4.4,-0.168,2,country next group country last recent next program local impact country public first first year championship called,Sports
9,4,15.9,3,0,7,0,38,7,4.4,-0.186,0,plan public last including policy group celebrity government national,Entertainment
10,3,9.7,1,1,9,4,74,5,4.3,-0.102,2,sector group country security economic year international national many many,Business
11,3,20.4,0,0,3,4,1,3,6.9,-0.244,1,major program major also NASA first next company concerns million development,Science
8,1,23.8,2,0,0,2,3,6,4.8,-0.089,4,concerns reported market major company could also decision,Business
19,3,28.1,0,0,16,4,13,67,8.5,0.005,2,first new expected research national box office health including national reported report local policy concerns people recent company national,Entertainment
12,3,12.0,1,1,5,0,57,30,1.0,0.689,1,industry national security leader development system expected merger including people recent president,Business
15,1,11.4,0,1,14,4,12,29,2.8,0.005,2,development concerns global year announced could impact expected leader global quarterly policy group leader technology,Business
17,1,24.0,0,1,12,0,7,16,7.9,0.418,2,year according leader national expected group announced report called company year market people percent market genome future,Science
16,5,18.4,1,0,6,0,25,204,4.0,0.236,2,major year sector president group leader could next industry local program first NASA organization percent public,Science
17,3,18.1,0,1,9,4,25,59,4.2,0.123,3,including quantum last future percent state called report security people national impact research many industry according international,Science
10,4,14.9,1,1,13,0,17,7,5.3,0.36,2,officials national global app state policy officials economic officials announced,Technology
18,1,18.2,0,0,20,1,39,2,1.7,-0.021,2,growing people government could summit international company also reported national first local development last country expected new state,World
17,4,18.6,5,1,18,4,120,20,6.4,-0.26,2,state international impact percent expected public refugees company growing global sector technology next system country said industry,World
9,1,30.9,0,0,19,1,55,7,4.9,-0.162,0,announced state startup people said recent development officials percent,Technology
17,6,16.9,2,1,4,0,1,51,7.4,-0.234,2,system could plan national international would said sector including million organization including leader world leader research smartphone,Technology
8,2,18.2,3,0,5,4,2,12,6.5,-0.003,2,industry economic market economic program million impact world,Technology
9,4,19.7,3,1,8,4,128,225,5.3,-0.219,4,group percent new celebrity local percent global leader state,Entertainment
11,3,18.7,2,1,8,1,13,788,6.5,0.454,0,industry also decision including leader announced including announced expected decision first,Entertainment
11,1,19.8,1,0,0,3,28,102,6.0,-1.043,2,people growing economic leader recent security would first growing market president,Sports
13,9,9.2,0,1,7,1,11,42,4.4,-0.171,3,government next leader policy local would telescope market said called officials new program,Science
13,6,13.3,1,1,14,4,81,65,3.2,-0.249,3,report officials development future said plan future world industry percent percent announced would,Politics
18,0,22.3,1,1,14,1,37,333,3.4,-0.072,1,policy development expected including health organization many policy percent economic according decision could market world organization diplomat sector,World
13,2,13.4,0,1,12,2,13,28,3.8,0.255,2,last smartphone sector leader percent group government technology government according said future including,Technology
10,1,11.0,0,1,13,0,108,44,3.3,-0.209,3,announced expected percent development announced economic percent recent celebrity organization,Entertainment
9,4,23.9,1,1,7,3,94,380,4.7,0.071,3,would announced policy sanctions development security group next public,World
11,1,10.7,0,0,11,2,89,12,5.0,-0.032,3,announced government security country box office percent program recent research streaming,Entertainment
9,1,17.1,1,1,17,1,13,0,4.5,0.149,2,impact group health plan including percent next market government,Sports
13,5,22.6,3,1,5,4,4,5,4.6,0.177,2,recent people clinical trial group market company would expected future announced called system,Health
14,2,14.1,2,0,9,0,17,15,5.4,-0.071,1,recent first state would security according sector earnings first health country also president system,Business
13,3,23.6,1,1,23,1,122,131,8.1,0.318,1,plan program next could market public industry reported global percent expected policy industry,Entertainment
11,2,19.7,1,1,6,0,75,63,5.4,0.362,2,major sector policy local state called growing year company country percent,Sports
16,3,23.3,0,0,15,3,6,39,2.7,-0.441,1,policy many organization decision announced industry public international first reported sector world program telescope future would,Science
17,0,13.6,1,1,21,3,111,255,5.8,0.216,2,million also announced health world national public million sector report startup leader future leader including reported including,Technology
12,4,25.7,0,0,5,0,43,0,1.8,-0.698,2,could growing international sanctions industry first officials national security sector first next,World
10,1,16.9,0,0,9,1,17,167,5.2,-0.301,3,decision last million country economic recent announced local merger growing,Business
11,2,17.1,2,1,22,0,10,163,4.2,-0.14,3,world quantum first system economic company sector research quantum next officials,Science
16,2,21.8,3,0,20,0,42,53,6.6,0.211,1,local group market NASA program could announced country called could policy said million leader national future,Science
10,1,8.7,0,0,17,2,152,152,9.5,-0.318,4,called system decision policy policy announced global first program health,Business
18,6,20.5,2,0,1,0,42,1,5.0,-0.416,4,future many industry international according people development company said recent company country refugees growing next expected national government,World
18,5,23.6,0,1,12,4,47,14,1.0,0.053,2,shareholders expected said also growing local would global first health company industry reported people sector organization could program,Business
9,4,15.5,2,0,3,3,34,413,9.1,-0.263,1,policy growing sector world tournament said according policy research,Sports
15,1,19.2,0,1,14,4,48,751,5.5,-0.267,0,report concerns million said million also million sector first last group year could concerns startup,Technology
14,1,20.8,1,0,16,3,26,32,7.0,0.146,2,technology new country technology could growing public expected telescope announced development also genome government,Science
17,2,16.6,0,0,15,3,53,77,2.4,0.0,2,recent next international first diagnosis global leader first announced local impact state last national next industry public,Health
10,2,15.5,1,0,2,0,38,39,1.0,-0.36,3,security next group shareholders expected president leader quarterly future international,Business
10,4,16.0,3,0,15,1,7,226,8.4,-0.085,3,decision quantum concerns local decision system development program system growing,Science
14,1,18.3,2,0,16,2,87,863,5.0,-0.247,2,public program technology security development recent president industry plan streaming plan world report report,Entertainment
13,4,19.9,0,1,0,4,129,49,3.3,-0.501,1,report state security recent company diplomat market many sector would announced report report,World
13,2,23.6,3,0,11,2,6,30,7.1,0.015,2,leader announced vaccine many expected last technology leader market many first decision state,Health
9,1,22.3,3,1,11,0,39,6,5.3,-0.208,2,would industry program legislation report major recent many report,Politics
9,5,21.0,1,0,9,3,177,114,4.1,0.416,4,system people first president development development concerns also state,Science
11,4,19.1,0,1,15,2,36,29,6.2,0.07,1,also officials next impact policy said could system organization could international,Sports
14,2,15.5,4,1,0,2,110,132,6.3,0.102,1,people policy development organization diagnosis national health government policy industry program expected percent research,Health
18,1,21.2,0,1,23,4,8,40,3.4,0.253,1,system program government sector year global country could million recent national recent new major sector tournament announced health,Sports
18,1,16.4,0,1,21,4,12,31,4.8,-0.15,1,percent program new policy sector president major concerns plan announced leader NASA program public growing quantum company growing,Science
14,4,14.5,0,1,15,3,76,0,1.0,-0.043,1,would decision people last last economic global sector global coach local world national economic,Sports
14,3,20.6,0,1,23,4,37,248,7.6,-0.209,3,first growing new security expected future economic growing president system economic recent summit plan,World
12,2,17.9,0,1,17,3,61,36,4.9,-0.185,2,economic economic impact million tournament according first industry people policy international security,Sports
10,1,17.3,0,1,18,2,32,18,4.5,0.28,3,bipartisan bipartisan could global local program sector sector public according,Politics
9,1,9.4,1,0,23,3,55,18,8.8,0.618,1,bipartisan system first said country international industry group health,Politics
14,2,18.8,1,1,7,2,20,86,4.9,0.301,3,local bipartisan expected international announced leader organization country new plan impact future leader economic,Politics
8,2,22.5,2,0,9,4,204,1489,4.7,-0.279,2,health concerns technology last policy expected announced officials,Entertainment
12,9,15.9,2,0,6,0,19,1857,5.4,0.658,4,million called national percent impact next development percent refugees policy research many,World
13,4,13.4,0,0,17,4,68,1009,4.7,-0.587,3,tournament industry called report officials industry report organization government would plan program industry,Sports
14,1,23.0,1,0,10,2,9,1,4.0,-0.253,4,future market impact refugees last people economic recent percent country next would technology leader,World
16,2,16.6,0,1,19,0,53,30,1.0,-0.284,2,many country market million global impact local people global concerns security international said country public industry,Health
18,6,24.7,0,0,4,2,5,180,5.7,-0.34,1,plan government many called growing new security smartphone local year international said year technology health year reported country,Technology
13,0,8.3,3,1,0,2,10,0,6.0,-0.315,5,reported growing state president officials earnings technology president group announced first health international,Business
16,4,17.4,1,1,17,4,37,40,6.8,0.549,2,local new public international plan company president said report summit global also economic would future program,World
10,3,7.6,1,0,5,1,6,29,1.0,0.673,1,state report country box office policy could officials industry president,Entertainment
16,3,18.9,0,0,17,1,102,212,6.9,-0.095,2,organization market could smartphone report including sector national app development including industry officials president officials security,Technology
15,6,11.3,1,0,12,3,64,4093,2.3,-0.329,1,system research earnings leader public decision state shareholders security national growing expected technology policy announced,Business
14,0,15.9,1,1,1,0,46,23,5.2,0.193,5,growing last quarterly said next impact also next country health technology next earnings announced,Business
12,3,16.2,1,1,11,3,1,30,5.2,-0.263,1,state last major many premiere public future major company major industry national,Entertainment
10,0,21.3,1,0,12,2,25,30,6.2,-0.142,5,development smartphone international president concerns public leader said research industry,Technology
11,3,20.2,2,1,22,1,23,267,7.8,0.247,1,local million next policy first FDA system company next recent report,Health
13,1,23.4,0,0,5,0,16,32,4.7,-0.198,1,would algorithm new impact people plan next public new technology market state said,Technology
13,1,27.9,1,1,0,0,77,435,5.0,0.059,2,system people future many could officials first last organization tournament global impact many,Sports
11,3,21.3,5,1,23,1,11,89,3.7,0.211,0,last premiere according policy system organization report company people officials called,Entertainment
11,1,16.7,2,1,4,3,1,46,7.2,-0.309,1,international decision report technology million president said officials championship security including,Sports
10,2,26.3,0,0,7,4,83,31,4.1,-0.07,1,market sector next program concerns could security expected including market,Business
16,6,24.1,0,1,18,2,46,35,5.9,-0.125,2,market economic tournament would development next would could president company recent many policy reported world development,Sports
18,2,19.0,1,0,22,0,55,12,5.6,0.026,2,tournament report announced country plan organization global decision people technology report industry expected new report called first industry,Sports
13,1,18.1,0,1,20,4,51,8,3.8,0.004,0,research year could group president impact policy system leader report including earnings government,Business
14,8,18.9,0,0,0,3,17,293,3.4,0.21,1,year research report said group celebrity new would system impact last including year national,Entertainment
12,2,22.6,1,0,8,2,20,8,5.4,0.085,2,could future global leader called athlete percent research industry development state public,Sports
18,0,15.1,0,0,19,3,17,237,5.2,-0.05,2,system health diplomat plan industry would state sector world percent security decision according industry also announced public security,World
17,3,17.3,1,1,21,3,7,148,5.4,0.083,1,decision growing premiere system major called percent year global future world report organization program growing recent would,Entertainment
14,3,16.6,1,0,4,0,1,12,6.4,-0.223,2,announced announced future company expected global growing president also security country said global report,Business
17,2,19.2,2,0,9,2,59,53,5.0,0.075,1,organization future also million security many economic group plan said national officials premiere global leader sector said,Entertainment
10,5,11.6,0,1,20,3,23,6,6.1,0.014,2,shareholders country people national said government major company market impact,Business
16,4,17.0,2,0,23,2,13,6,5.3,0.069,1,next national impact announced economic officials public growing program plan industry industry reported diagnosis expected people,Health
11,5,18.8,1,1,17,3,12,94,5.7,0.274,2,including health program would company industry health announced sanctions security growing,World
16,3,23.0,0,1,7,1,62,30,4.6,-0.064,5,decision program national public sanctions security market national including leader new economic major president could diplomat,World
14,1,24.8,0,1,10,1,19,2,4.9,-0.115,3,people would organization national vaccine year economic group many concerns industry said diagnosis national,Health
9,4,20.2,2,1,18,2,126,9,1.5,0.089,2,growing country international national world international company last legislation,Politics
15,3,17.9,0,1,2,4,12,142,2.0,-0.141,3,economic program development plan president first would telescope group officials security research world reported state,Science
10,5,11.7,0,0,5,2,5,42,5.8,0.368,2,market legislation recent major health would state development group development,Politics
10,5,18.4,1,1,20,2,69,696,4.9,0.033,4,economic including smartphone concerns development leader decision said called economic,Technology
13,4,18.6,3,0,21,2,117,11,3.4,-0.52,2,new global athlete plan growing championship research public people new expected future system,Sports
9,6,24.4,0,0,10,3,43,163,6.2,0.54,2,market impact last last also said refugees local system,World
15,3,20.6,2,0,16,2,4,12,4.7,0.237,2,expected many last would security million according clinical trial next government growing industry country development,Health
15,3,9.8,1,0,0,2,19,4,6.0,-0.085,1,concerns report earnings global expected future said future state million year national also impact next,Business
15,6,14.3,0,0,13,4,93,124,5.3,-0.426,4,diagnosis future research organization national new leader million president system group people announced company people,Health
13,2,19.9,1,1,8,1,60,36,4.7,-0.305,2,app future next development state algorithm called economic plan reported reported state according,Technology
10,3,23.5,1,0,4,0,11,205,3.3,-0.198,4,market last could expected could expected million country senator economic,Politics
18,3,14.0,0,1,5,1,1,680,3.3,-0.138,6,global economic international group growing security economic future future growing policy last market genome growing company many group,Science
16,1,25.4,0,0,14,3,13,189,6.1,0.064,1,year called new decision research called expected market world company sector organization international global earnings would,Business
9,1,17.8,0,1,20,0,42,81,2.4,-0.179,1,security genome future industry policy concerns local could world,Science
14,2,13.8,1,1,9,0,4,660,5.6,-0.377,2,said report sector industry celebrity people leader research new policy national many could national,Entertainment
15,5,30.1,1,1,4,3,38,15,6.4,-0.385,3,organization program local last percent country first concerns research celebrity local year system reported development,Entertainment
15,5,17.0,3,1,9,0,104,13,4.1,-0.232,5,million country merger leader last program said security said people global state many would growing,Business
15,5,15.0,2,1,21,0,14,15,4.3,0.088,1,year officials genome impact according development officials policy research research government next impact also world,Science
13,3,24.8,1,0,20,4,4,247,4.6,0.228,0,expected development health program would organization according plan diagnosis plan sector also local,Health
17,4,8.1,1,0,17,1,3,221,1.9,-0.028,2,last new first major could national growing global plan sector policy decision new also decision championship world,Sports
14,5,28.1,2,1,14,0,1,6,7.2,0.383,5,shareholders concerns government announced future national according local world people economic reported country plan,Business
9,2,24.2,3,0,19,4,21,9,4.3,-0.186,1,officials market decision government summit future report local year,World
13,2,18.3,0,0,13,1,10,117,4.2,-0.519,2,company reported also impact company new percent president policy plan also industry new,Technology
16,5,20.9,0,0,23,4,1,18,7.3,0.218,6,industry year national technology sector officials percent security health security health program including market government expected,Entertainment
17,6,21.4,0,1,11,4,41,104,6.0,-0.298,2,percent also year world president industry recent market international decision system development technology organization country premiere development,Entertainment
14,6,19.0,0,1,8,4,67,75,5.7,0.481,5,policy industry security policy plan also last including industry FDA program new plan plan,Health
9,3,13.2,0,1,6,0,96,120,7.9,-0.646,3,also people program group research growing quantum said public,Science
12,7,14.6,0,1,16,0,67,12,7.2,-0.217,4,celebrity including country president company expected national said market president state system,Entertainment
15,4,13.5,4,1,3,0,13,123,3.9,0.47,2,company sector technology premiere technology policy called growing national called percent also company first organization,Entertainment
18,4,23.9,1,0,21,2,159,2,3.6,0.268,0,program market economic algorithm president country industry development growing program year called state international next people market security,Technology
19,5,15.4,0,0,4,4,1,45,10.2,0.368,3,government impact also market could impact expected concerns app company major health government government algorithm state last health many,Technology
13,2,18.3,1,1,12,1,162,98,5.4,0.404,3,president new leader policy country said bipartisan world also country government year state,Politics
18,2,12.8,0,1,6,3,85,160,5.6,-0.328,2,would said also diagnosis organization international said next world leader impact according sector next major announced policy health,Health
16,2,22.0,1,1,12,3,98,3749,9.3,-0.283,3,many system national decision first impact research report industry global report country country organization earnings future,Business
16,2,13.0,0,1,17,2,41,84,1.0,0.399,3,research new impact called would including concerns tournament world new global also sector percent report last,Sports
17,3,18.3,0,1,9,4,1,684,1.3,0.086,2,research next national people last world development state could concerns said concerns president box office could international,Entertainment
