requested_loan_amount,annual_income,employment_length_months,credit_score,num_open_accounts,total_debt,debt_to_income,num_derogatory_marks,months_since_last_derogatory,home_ownership,purpose,application_hour,time_on_page_seconds,num_page_revisits,device_type,previous_applications,referral_source,verification_status,zip_risk_score,target
11569.35,57337.8,3.0,585.0,8.0,25122.93,0.4382,0.0,0.0,0.0,4.0,3.0,137.8,0.0,0.0,2.0,3.0,1.0,3.49,0
6115.8,96279.33,1.0,582.0,5.0,80568.7,0.8368,0.0,0.0,1.0,3.0,17.0,207.4,1.0,1.0,1.0,3.0,1.0,3.74,0
15090.8,114712.34,0.0,721.0,4.0,164626.13,1.4351,1.0,20.0,2.0,5.0,19.0,242.0,2.0,1.0,1.0,3.0,2.0,4.41,0
12420.66,80019.09,23.0,696.0,8.0,25642.47,0.3205,2.0,4.0,1.0,5.0,12.0,909.7,1.0,1.0,0.0,3.0,2.0,2.37,0
15522.01,114327.51,5.0,711.0,5.0,52380.71,0.4582,0.0,0.0,1.0,5.0,3.0,98.0,2.0,1.0,1.0,1.0,1.0,1.88,0
8050.65,53137.64,84.0,628.0,5.0,43486.19,0.8184,1.0,57.0,0.0,2.0,5.0,175.0,0.0,0.0,1.0,1.0,2.0,4.27,0
17825.17,83220.98,30.0,728.0,4.0,47046.16,0.5653,0.0,0.0,1.0,4.0,10.0,345.9,0.0,0.0,1.0,0.0,1.0,3.42,0
3228.88,67463.3,4.0,652.0,6.0,64381.8,0.9543,1.0,38.0,0.0,2.0,19.0,211.5,3.0,0.0,3.0,2.0,0.0,3.66,0
18746.69,59937.99,7.0,639.0,9.0,43990.31,0.7339,1.0,0.0,1.0,1.0,2.0,63.5,0.0,1.0,0.0,1.0,2.0,1.09,0
5431.96,76893.71,45.0,735.0,5.0,70187.5,0.9128,0.0,0.0,1.0,5.0,19.0,119.1,0.0,1.0,1.0,1.0,2.0,2.94,0
17356.57,50350.89,87.0,604.0,7.0,9475.89,0.1882,0.0,0.0,1.0,2.0,1.0,236.5,3.0,1.0,1.0,2.0,2.0,5.39,0
9383.92,74833.82,14.0,641.0,7.0,29999.69,0.4009,0.0,0.0,2.0,2.0,14.0,1462.6,3.0,1.0,1.0,0.0,1.0,1.94,0
18333.53,15000.0,79.0,574.0,5.0,11165.56,0.7444,0.0,0.0,1.0,4.0,17.0,341.9,0.0,0.0,0.0,1.0,1.0,4.83,1
16149.34,57169.11,147.0,658.0,6.0,18131.19,0.3172,0.0,0.0,0.0,2.0,22.0,842.4,0.0,0.0,0.0,2.0,0.0,0.67,0
6055.07,60378.51,6.0,586.0,6.0,54316.7,0.8996,0.0,0.0,1.0,3.0,7.0,198.9,3.0,1.0,3.0,0.0,1.0,3.84,1
7856.0,47513.96,48.0,608.0,6.0,48208.25,1.0146,0.0,0.0,0.0,0.0,20.0,518.9,0.0,0.0,2.0,0.0,2.0,2.6,1
5839.39,45840.76,76.0,659.0,7.0,17801.12,0.3883,0.0,0.0,2.0,4.0,6.0,2000.4,1.0,2.0,1.0,0.0,2.0,2.52,0
10494.64,53512.3,52.0,670.0,2.0,52487.26,0.9808,1.0,0.0,1.0,2.0,17.0,296.1,2.0,0.0,0.0,0.0,1.0,0.48,1
11737.98,56883.78,10.0,679.0,7.0,5454.91,0.0959,0.0,0.0,0.0,2.0,19.0,417.8,2.0,1.0,1.0,1.0,1.0,1.83,0
5043.39,118322.44,170.0,669.0,6.0,119919.82,1.0135,1.0,77.0,1.0,1.0,10.0,167.7,1.0,0.0,0.0,2.0,0.0,1.76,0
24676.14,55432.69,38.0,738.0,5.0,52034.71,0.9387,1.0,49.0,1.0,1.0,4.0,211.6,4.0,1.0,3.0,2.0,2.0,4.92,0
7332.66,66703.69,22.0,678.0,5.0,24761.54,0.3712,0.0,0.0,0.0,1.0,9.0,262.7,1.0,1.0,0.0,4.0,2.0,3.66,0
7965.7,39725.22,46.0,705.0,3.0,32927.73,0.8289,0.0,0.0,2.0,5.0,19.0,239.9,1.0,0.0,1.0,4.0,1.0,1.71,0
7521.33,47527.6,78.0,597.0,2.0,55268.81,1.1629,0.0,0.0,0.0,5.0,20.0,216.3,2.0,0.0,1.0,4.0,0.0,1.92,1
10146.06,47296.95,79.0,737.0,6.0,12500.45,0.2643,0.0,0.0,2.0,2.0,1.0,51.1,0.0,0.0,1.0,3.0,0.0,2.0,0
5326.79,58688.26,41.0,567.0,4.0,46464.92,0.7917,0.0,0.0,2.0,2.0,5.0,278.5,2.0,0.0,0.0,4.0,1.0,1.47,0
20457.33,47646.41,117.0,665.0,7.0,17665.32,0.3708,0.0,0.0,2.0,3.0,9.0,811.3,1.0,1.0,1.0,2.0,0.0,4.51,0
8202.81,69555.93,0.0,724.0,6.0,27673.47,0.3979,0.0,0.0,0.0,5.0,21.0,555.7,0.0,1.0,0.0,1.0,2.0,3.36,0
7456.93,30969.33,111.0,652.0,4.0,13939.41,0.4501,0.0,0.0,1.0,1.0,15.0,165.8,3.0,0.0,0.0,4.0,0.0,3.55,0
14035.24,37532.19,6.0,598.0,3.0,50641.9,1.3493,2.0,64.0,1.0,2.0,1.0,410.8,0.0,1.0,3.0,0.0,0.0,4.96,1
2151.5,64838.4,34.0,691.0,6.0,31288.24,0.4826,1.0,9.0,2.0,1.0,16.0,343.1,2.0,1.0,0.0,2.0,2.0,4.27,0
3754.99,37786.41,25.0,711.0,6.0,17412.63,0.4608,1.0,27.0,1.0,0.0,0.0,481.7,1.0,0.0,0.0,3.0,2.0,1.71,0
3425.03,46237.06,21.0,703.0,10.0,20834.17,0.4506,0.0,0.0,2.0,0.0,21.0,102.8,2.0,0.0,1.0,1.0,2.0,3.01,1
9637.99,35572.24,13.0,712.0,4.0,39395.44,1.1075,0.0,0.0,1.0,4.0,20.0,136.6,1.0,0.0,1.0,1.0,0.0,3.32,0
6781.67,36808.05,4.0,537.0,3.0,42976.52,1.1676,0.0,0.0,0.0,5.0,16.0,85.7,3.0,2.0,0.0,0.0,1.0,3.37,1
4442.07,46324.17,4.0,725.0,5.0,30437.62,0.6571,0.0,0.0,0.0,3.0,20.0,185.4,0.0,1.0,1.0,3.0,2.0,2.94,0
7261.47,24944.26,37.0,799.0,5.0,7159.32,0.287,1.0,24.0,1.0,0.0,20.0,169.6,3.0,0.0,0.0,0.0,1.0,2.31,0
3109.0,70753.27,15.0,736.0,3.0,63618.79,0.8992,1.0,4.0,0.0,1.0,9.0,173.5,1.0,1.0,0.0,0.0,2.0,1.69,0
9482.87,27048.9,19.0,662.0,6.0,4712.5,0.1742,0.0,0.0,1.0,0.0,13.0,79.3,0.0,0.0,0.0,0.0,0.0,3.1,0
2955.27,25464.32,114.0,716.0,3.0,10724.16,0.4211,1.0,4.0,1.0,4.0,12.0,195.7,2.0,1.0,0.0,1.0,2.0,2.61,0
5319.03,120530.82,15.0,699.0,4.0,21378.01,0.1774,1.0,36.0,2.0,3.0,23.0,162.0,3.0,0.0,0.0,0.0,1.0,5.74,0
8473.3,121765.9,7.0,740.0,3.0,37226.92,0.3057,0.0,0.0,1.0,0.0,12.0,150.7,4.0,1.0,0.0,1.0,1.0,1.42,0
35168.75,31502.71,10.0,632.0,6.0,32543.48,1.033,1.0,3.0,1.0,4.0,11.0,454.7,0.0,1.0,1.0,2.0,0.0,2.26,0
12580.15,30173.67,9.0,764.0,6.0,22195.95,0.7356,1.0,9.0,0.0,0.0,14.0,56.0,5.0,1.0,0.0,1.0,1.0,7.55,0
5986.66,48560.1,12.0,716.0,9.0,34493.68,0.7103,0.0,0.0,1.0,1.0,19.0,479.5,1.0,1.0,2.0,4.0,2.0,1.97,0
8771.81,37007.05,38.0,653.0,6.0,16569.82,0.4477,0.0,0.0,2.0,1.0,16.0,46.0,2.0,0.0,0.0,2.0,2.0,7.19,0
12264.01,54642.63,6.0,692.0,6.0,26640.05,0.4875,1.0,3.0,0.0,0.0,12.0,1228.0,2.0,0.0,1.0,1.0,1.0,2.29,0
8556.5,58534.05,28.0,768.0,7.0,13991.59,0.239,0.0,0.0,2.0,1.0,9.0,96.1,1.0,1.0,0.0,3.0,2.0,2.31,0
12873.09,38303.43,21.0,731.0,3.0,34174.3,0.8922,0.0,0.0,1.0,3.0,4.0,169.7,1.0,1.0,0.0,4.0,1.0,0.37,0
6194.76,56700.32,38.0,729.0,5.0,27730.46,0.4891,2.0,19.0,0.0,3.0,15.0,213.2,2.0,0.0,0.0,1.0,0.0,2.53,0
4502.79,124380.87,49.0,692.0,6.0,34761.44,0.2795,0.0,0.0,1.0,2.0,5.0,223.3,0.0,0.0,2.0,0.0,1.0,1.0,0
10182.69,23768.12,5.0,595.0,8.0,20592.18,0.8664,0.0,0.0,1.0,0.0,1.0,399.4,2.0,0.0,1.0,1.0,0.0,0.13,1
8241.1,45192.6,17.0,619.0,1.0,11082.25,0.2452,1.0,12.0,1.0,3.0,14.0,240.2,2.0,1.0,0.0,4.0,2.0,2.91,1
14919.99,41251.92,43.0,699.0,5.0,20342.7,0.4931,0.0,0.0,0.0,2.0,20.0,324.8,1.0,2.0,1.0,1.0,0.0,1.39,0
8296.86,34374.77,115.0,620.0,8.0,17499.62,0.5091,0.0,0.0,1.0,3.0,21.0,1461.7,2.0,0.0,1.0,0.0,2.0,6.52,1
9756.28,24970.67,33.0,729.0,4.0,11132.04,0.4458,0.0,0.0,2.0,3.0,1.0,206.1,2.0,1.0,3.0,3.0,1.0,5.61,0
5123.16,26939.48,27.0,758.0,6.0,11715.39,0.4349,0.0,0.0,1.0,5.0,12.0,602.9,0.0,0.0,0.0,4.0,2.0,3.56,0
14298.54,44890.5,26.0,726.0,5.0,1954.49,0.0435,1.0,53.0,1.0,4.0,10.0,102.4,0.0,0.0,0.0,3.0,0.0,4.83,0
5917.42,45932.06,31.0,692.0,13.0,48331.87,1.0522,0.0,0.0,2.0,5.0,21.0,235.9,5.0,2.0,3.0,2.0,2.0,0.77,1
15396.55,52407.77,168.0,678.0,6.0,35118.29,0.6701,0.0,0.0,2.0,2.0,17.0,180.6,2.0,2.0,2.0,0.0,0.0,5.4,0
6005.07,66560.45,21.0,651.0,4.0,28305.89,0.4253,1.0,55.0,1.0,4.0,2.0,198.8,4.0,0.0,1.0,2.0,1.0,4.13,0
6839.06,49886.28,13.0,800.0,4.0,12970.45,0.26,2.0,23.0,1.0,0.0,0.0,696.0,2.0,0.0,0.0,0.0,2.0,1.63,0
4354.5,64873.15,81.0,652.0,4.0,35552.95,0.548,0.0,0.0,0.0,5.0,1.0,1007.7,2.0,1.0,0.0,1.0,2.0,1.05,0
26007.55,70288.62,56.0,650.0,6.0,52093.87,0.7411,1.0,18.0,1.0,5.0,21.0,426.9,1.0,0.0,0.0,3.0,2.0,4.13,1
10758.88,40014.17,36.0,601.0,5.0,16301.42,0.4074,2.0,1.0,0.0,0.0,3.0,56.8,1.0,0.0,0.0,2.0,0.0,1.51,0
2610.22,83113.28,53.0,656.0,6.0,40529.45,0.4876,2.0,29.0,0.0,5.0,9.0,182.9,2.0,0.0,2.0,3.0,0.0,1.95,0
17630.54,63828.21,83.0,576.0,3.0,28649.1,0.4488,0.0,0.0,2.0,2.0,21.0,521.3,1.0,1.0,0.0,3.0,0.0,4.77,1
7470.22,52734.43,16.0,682.0,3.0,23783.85,0.451,0.0,0.0,2.0,0.0,10.0,136.8,3.0,2.0,3.0,1.0,1.0,1.25,0
7180.53,44987.74,34.0,701.0,6.0,34999.6,0.778,0.0,0.0,2.0,4.0,1.0,338.4,2.0,0.0,1.0,3.0,1.0,5.23,0
5635.33,29168.06,1.0,716.0,3.0,25808.7,0.8848,0.0,0.0,1.0,0.0,5.0,302.2,5.0,2.0,1.0,1.0,2.0,1.78,0
7154.39,61504.24,20.0,631.0,3.0,31097.77,0.5056,0.0,0.0,1.0,3.0,0.0,507.0,1.0,1.0,0.0,4.0,2.0,1.02,0
7395.92,73397.36,51.0,731.0,2.0,60420.23,0.8232,1.0,40.0,0.0,2.0,13.0,811.4,1.0,0.0,2.0,3.0,2.0,3.57,0
4650.05,56919.9,129.0,741.0,7.0,18750.73,0.3294,1.0,5.0,1.0,5.0,7.0,261.4,1.0,2.0,0.0,2.0,2.0,0.4,0
3444.55,88857.88,278.0,616.0,2.0,53458.81,0.6016,0.0,0.0,1.0,5.0,14.0,393.9,2.0,1.0,1.0,1.0,2.0,4.39,0
7592.03,68276.9,46.0,706.0,5.0,33970.21,0.4975,0.0,0.0,0.0,2.0,21.0,391.1,2.0,1.0,0.0,1.0,0.0,6.54,0
17989.23,29040.3,19.0,757.0,5.0,13040.91,0.4491,1.0,3.0,0.0,3.0,13.0,57.3,3.0,0.0,0.0,1.0,0.0,2.03,0
5847.01,24411.11,13.0,850.0,6.0,9702.51,0.3975,0.0,0.0,1.0,0.0,19.0,331.1,2.0,0.0,0.0,3.0,1.0,0.9,0
2805.79,43536.76,31.0,596.0,6.0,28840.78,0.6624,0.0,0.0,1.0,0.0,4.0,231.5,1.0,1.0,1.0,1.0,2.0,4.22,1
9660.33,246980.75,63.0,635.0,6.0,68297.34,0.2765,1.0,73.0,0.0,5.0,12.0,320.9,3.0,0.0,1.0,3.0,2.0,2.82,0
5332.97,58571.16,8.0,653.0,5.0,47731.71,0.8149,0.0,0.0,0.0,4.0,7.0,113.1,3.0,0.0,0.0,0.0,0.0,1.16,0
12986.81,35896.45,43.0,591.0,7.0,12344.53,0.3439,0.0,0.0,1.0,5.0,11.0,189.6,1.0,0.0,2.0,1.0,2.0,2.9,1
13213.87,38755.97,77.0,695.0,8.0,38500.26,0.9934,0.0,0.0,2.0,4.0,18.0,222.5,3.0,1.0,0.0,0.0,1.0,2.67,0
16960.33,88148.08,17.0,751.0,3.0,88618.94,1.0053,0.0,0.0,1.0,4.0,7.0,312.4,2.0,0.0,0.0,3.0,1.0,2.61,0
6211.55,42411.99,11.0,721.0,10.0,21283.04,0.5018,3.0,36.0,2.0,5.0,0.0,97.3,1.0,0.0,3.0,4.0,1.0,4.0,0
9161.91,16242.49,34.0,609.0,6.0,5072.11,0.3123,0.0,0.0,0.0,5.0,9.0,134.5,1.0,1.0,0.0,3.0,2.0,4.05,0
8126.73,46643.72,29.0,664.0,6.0,18009.12,0.3861,0.0,0.0,2.0,0.0,18.0,117.4,0.0,1.0,2.0,1.0,2.0,5.65,0
26663.57,81847.67,28.0,709.0,5.0,38915.51,0.4755,0.0,0.0,2.0,5.0,15.0,129.9,0.0,1.0,1.0,3.0,0.0,0.56,0
23479.09,110969.84,24.0,736.0,12.0,38439.45,0.3464,0.0,0.0,1.0,2.0,19.0,191.8,3.0,1.0,0.0,1.0,2.0,1.34,0
7643.87,100743.98,51.0,641.0,8.0,41071.53,0.4077,1.0,64.0,2.0,2.0,19.0,101.9,4.0,1.0,0.0,3.0,0.0,1.11,1
19947.47,41220.59,153.0,635.0,5.0,11110.5,0.2695,1.0,30.0,1.0,4.0,7.0,268.9,0.0,0.0,3.0,0.0,0.0,3.36,0
12130.73,86963.76,9.0,550.0,5.0,18340.06,0.2109,2.0,7.0,1.0,3.0,12.0,410.8,4.0,0.0,1.0,2.0,0.0,2.79,1
11709.5,148374.06,2.0,499.0,5.0,153105.26,1.0319,1.0,28.0,1.0,2.0,14.0,319.6,3.0,0.0,2.0,0.0,2.0,0.54,1
19145.97,37017.07,34.0,727.0,3.0,35264.84,0.9527,0.0,0.0,0.0,0.0,14.0,352.1,2.0,0.0,0.0,1.0,1.0,2.55,0
8470.43,27546.58,50.0,731.0,4.0,3295.11,0.1196,0.0,0.0,1.0,5.0,10.0,955.0,5.0,1.0,0.0,0.0,1.0,3.12,0
6142.43,107749.76,45.0,653.0,5.0,11987.08,0.1112,0.0,0.0,1.0,0.0,7.0,772.6,3.0,0.0,1.0,0.0,1.0,5.41,0
4583.91,38918.68,1.0,755.0,8.0,15875.39,0.4079,1.0,15.0,2.0,0.0,21.0,200.7,3.0,0.0,0.0,2.0,0.0,5.11,0
5055.87,133333.9,95.0,700.0,1.0,65137.19,0.4885,1.0,90.0,1.0,5.0,14.0,462.8,0.0,0.0,0.0,2.0,2.0,1.91,0
5197.5,134130.75,112.0,691.0,8.0,133061.66,0.992,0.0,0.0,1.0,0.0,18.0,408.6,3.0,0.0,2.0,4.0,1.0,2.87,0
2710.6,62624.98,8.0,690.0,4.0,82767.19,1.3216,0.0,0.0,2.0,1.0,7.0,321.5,0.0,0.0,1.0,3.0,2.0,3.31,0
10707.17,41976.29,30.0,702.0,5.0,54805.4,1.3056,0.0,0.0,2.0,2.0,15.0,310.5,2.0,0.0,2.0,4.0,0.0,0.53,1
6872.26,35384.38,34.0,655.0,8.0,45534.74,1.2869,0.0,0.0,0.0,4.0,4.0,361.3,0.0,0.0,0.0,3.0,2.0,2.37,1
13621.36,29946.54,29.0,679.0,3.0,26760.38,0.8936,0.0,0.0,0.0,3.0,16.0,184.8,1.0,0.0,1.0,3.0,1.0,0.55,0
8960.87,48649.04,164.0,629.0,4.0,31787.25,0.6534,0.0,0.0,0.0,0.0,2.0,224.7,0.0,1.0,0.0,3.0,0.0,4.93,0
5885.4,43136.92,110.0,752.0,7.0,41393.89,0.9596,0.0,0.0,1.0,3.0,23.0,62.0,0.0,1.0,0.0,2.0,1.0,3.84,0
9555.99,106026.78,31.0,704.0,1.0,33673.48,0.3176,0.0,0.0,1.0,1.0,18.0,301.1,1.0,1.0,0.0,2.0,1.0,3.55,0
6109.85,27683.79,12.0,629.0,6.0,10555.63,0.3813,0.0,0.0,1.0,3.0,1.0,633.6,3.0,0.0,0.0,1.0,2.0,5.0,0
12314.21,39441.56,136.0,706.0,5.0,15731.03,0.3988,0.0,0.0,0.0,2.0,1.0,197.5,2.0,0.0,0.0,2.0,2.0,0.77,0
5349.26,43554.08,7.0,734.0,6.0,10889.2,0.25,0.0,0.0,0.0,3.0,4.0,165.1,0.0,0.0,0.0,1.0,1.0,4.75,0
17714.75,75633.65,2.0,731.0,4.0,36328.53,0.4803,0.0,0.0,0.0,4.0,19.0,943.9,2.0,0.0,1.0,1.0,2.0,0.52,0
11283.71,45201.61,26.0,749.0,8.0,34759.65,0.769,2.0,11.0,1.0,4.0,12.0,280.4,1.0,1.0,0.0,2.0,0.0,3.04,0
6496.19,31257.99,15.0,701.0,4.0,25449.93,0.8142,3.0,69.0,2.0,1.0,7.0,503.9,3.0,0.0,1.0,3.0,0.0,1.16,0
18509.82,69706.59,45.0,701.0,8.0,54936.46,0.7881,1.0,91.0,2.0,0.0,12.0,267.7,5.0,2.0,1.0,1.0,1.0,3.48,0
7106.91,60673.34,33.0,646.0,6.0,14983.11,0.2469,0.0,0.0,0.0,4.0,4.0,522.0,1.0,0.0,0.0,0.0,2.0,2.49,0
12095.57,29554.71,52.0,770.0,6.0,7628.2,0.2581,0.0,0.0,1.0,5.0,3.0,56.8,2.0,1.0,0.0,4.0,2.0,4.15,0
6406.36,116235.33,125.0,735.0,5.0,44770.78,0.3852,1.0,36.0,0.0,0.0,4.0,1106.8,2.0,1.0,0.0,1.0,2.0,3.33,0
18378.52,53892.3,27.0,648.0,5.0,34101.45,0.6328,2.0,13.0,1.0,0.0,15.0,184.8,2.0,0.0,0.0,0.0,1.0,4.12,0
8350.57,33372.83,88.0,650.0,7.0,11241.01,0.3368,0.0,0.0,1.0,2.0,2.0,316.4,1.0,1.0,0.0,2.0,2.0,2.49,0
13375.53,42470.37,62.0,646.0,5.0,18793.7,0.4425,0.0,0.0,1.0,4.0,21.0,290.5,1.0,1.0,1.0,1.0,2.0,4.11,0
4943.99,33950.77,9.0,623.0,4.0,38108.56,1.1225,0.0,0.0,0.0,4.0,13.0,1158.0,0.0,0.0,2.0,3.0,2.0,1.83,1
5781.97,33396.51,27.0,595.0,7.0,29113.32,0.8717,0.0,0.0,1.0,3.0,5.0,486.2,1.0,0.0,1.0,0.0,1.0,0.71,1
10278.67,39052.93,66.0,707.0,2.0,16278.39,0.4168,0.0,0.0,1.0,3.0,9.0,197.6,0.0,0.0,1.0,1.0,1.0,3.33,0
3961.92,38199.31,73.0,635.0,4.0,19476.62,0.5099,0.0,0.0,0.0,5.0,21.0,245.3,2.0,0.0,3.0,0.0,1.0,0.82,0
10105.33,46048.38,39.0,659.0,7.0,8618.65,0.1872,1.0,11.0,0.0,2.0,13.0,84.6,0.0,1.0,1.0,0.0,2.0,3.77,0
15310.93,52921.94,34.0,766.0,7.0,16200.55,0.3061,0.0,0.0,1.0,3.0,6.0,834.3,0.0,0.0,0.0,0.0,1.0,1.77,0
8162.08,109627.4,63.0,700.0,3.0,58107.23,0.53,1.0,25.0,1.0,4.0,21.0,201.6,0.0,0.0,0.0,2.0,1.0,4.99,0
7657.71,38129.4,9.0,676.0,5.0,22513.35,0.5904,2.0,15.0,1.0,0.0,1.0,271.9,1.0,2.0,1.0,1.0,1.0,2.09,0
4216.63,169538.45,51.0,662.0,6.0,128801.4,0.7597,0.0,0.0,2.0,1.0,7.0,347.0,3.0,0.0,0.0,4.0,1.0,1.9,0
11627.72,31243.02,7.0,654.0,5.0,18126.27,0.5802,0.0,0.0,0.0,2.0,15.0,133.1,2.0,0.0,1.0,0.0,0.0,5.35,0
18033.54,47766.93,18.0,697.0,8.0,48082.16,1.0066,0.0,0.0,0.0,4.0,17.0,2899.9,3.0,2.0,1.0,3.0,1.0,3.4,0
3443.85,44832.57,6.0,657.0,7.0,23425.11,0.5225,1.0,8.0,1.0,4.0,13.0,338.2,2.0,1.0,0.0,4.0,1.0,0.77,0
5864.6,41105.58,4.0,686.0,7.0,28008.01,0.6814,1.0,40.0,2.0,4.0,23.0,98.4,1.0,0.0,0.0,4.0,0.0,4.16,0
14626.42,76814.96,105.0,730.0,2.0,50137.91,0.6527,0.0,0.0,0.0,1.0,1.0,953.7,2.0,2.0,3.0,2.0,2.0,3.84,0
11130.45,46862.39,20.0,586.0,5.0,18119.99,0.3867,1.0,37.0,1.0,5.0,14.0,256.3,2.0,0.0,0.0,0.0,1.0,0.89,1
10188.4,93339.01,105.0,622.0,5.0,29762.47,0.3189,4.0,19.0,2.0,5.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,1.93,0
6030.6,50297.92,1.0,662.0,7.0,33603.48,0.6681,2.0,6.0,1.0,3.0,15.0,664.0,1.0,0.0,0.0,4.0,1.0,0.54,0
17237.39,37289.65,49.0,644.0,3.0,23938.28,0.642,2.0,11.0,0.0,0.0,7.0,288.2,1.0,1.0,0.0,0.0,2.0,2.7,0
10109.92,81681.51,4.0,688.0,5.0,44354.95,0.543,1.0,22.0,1.0,5.0,6.0,344.3,0.0,0.0,1.0,3.0,0.0,7.91,0
5695.17,66506.58,1.0,612.0,8.0,8461.84,0.1272,0.0,0.0,2.0,4.0,4.0,359.7,1.0,0.0,1.0,1.0,2.0,0.67,0
7358.14,50435.47,31.0,595.0,7.0,40497.68,0.803,0.0,0.0,1.0,1.0,6.0,172.4,0.0,0.0,1.0,4.0,2.0,1.79,1
5501.9,58043.91,50.0,636.0,8.0,12094.15,0.2084,0.0,0.0,2.0,3.0,2.0,465.8,0.0,0.0,1.0,2.0,0.0,2.07,0
3004.73,57332.57,6.0,791.0,5.0,37292.07,0.6505,0.0,0.0,0.0,3.0,16.0,299.5,1.0,2.0,3.0,3.0,2.0,3.06,0
6271.9,58952.67,47.0,703.0,5.0,20953.23,0.3554,0.0,0.0,0.0,0.0,10.0,383.8,1.0,0.0,2.0,1.0,2.0,4.66,0
21253.59,30797.17,8.0,734.0,5.0,26446.08,0.8587,0.0,0.0,1.0,1.0,3.0,280.9,0.0,2.0,0.0,0.0,0.0,2.62,1
11339.57,96861.26,68.0,763.0,2.0,66793.45,0.6896,0.0,0.0,1.0,2.0,17.0,601.1,4.0,1.0,2.0,1.0,0.0,4.49,0
4105.38,40785.49,18.0,613.0,6.0,13741.03,0.3369,1.0,5.0,0.0,3.0,9.0,165.2,1.0,1.0,1.0,0.0,1.0,1.03,0
9900.43,31560.62,24.0,605.0,4.0,30846.65,0.9774,0.0,0.0,2.0,2.0,13.0,1110.8,1.0,0.0,0.0,4.0,2.0,3.09,1
17141.74,37575.2,23.0,629.0,5.0,10080.89,0.2683,0.0,0.0,2.0,0.0,16.0,1082.3,3.0,1.0,1.0,0.0,2.0,2.52,0
2531.04,52734.51,15.0,824.0,5.0,51052.45,0.9681,1.0,21.0,2.0,3.0,8.0,194.4,1.0,0.0,0.0,0.0,2.0,0.83,0
6825.73,39022.86,44.0,682.0,5.0,23531.91,0.603,0.0,0.0,0.0,5.0,3.0,133.7,0.0,0.0,0.0,1.0,1.0,1.31,0
14363.34,57432.15,139.0,705.0,7.0,11657.64,0.203,1.0,40.0,1.0,2.0,16.0,436.4,0.0,0.0,1.0,3.0,2.0,1.44,0
11463.91,21228.89,7.0,778.0,5.0,4182.54,0.197,0.0,0.0,0.0,0.0,14.0,624.9,3.0,0.0,3.0,0.0,0.0,5.95,0
5635.63,82132.02,44.0,651.0,5.0,24147.79,0.294,0.0,0.0,0.0,3.0,3.0,459.3,2.0,1.0,1.0,0.0,1.0,3.83,0
3391.66,147710.75,77.0,598.0,6.0,144097.65,0.9755,0.0,0.0,1.0,5.0,19.0,201.5,2.0,1.0,0.0,3.0,2.0,3.14,0
4626.18,54221.41,60.0,715.0,2.0,8381.61,0.1546,0.0,0.0,1.0,5.0,0.0,126.9,2.0,1.0,3.0,1.0,1.0,7.37,0
12575.54,52107.17,154.0,734.0,5.0,45591.52,0.875,0.0,0.0,1.0,1.0,18.0,1983.7,0.0,1.0,3.0,0.0,2.0,5.37,0
20249.59,50951.12,21.0,635.0,5.0,26164.08,0.5135,1.0,3.0,1.0,3.0,7.0,134.9,0.0,0.0,0.0,4.0,0.0,4.98,1
34683.55,49612.49,33.0,656.0,7.0,8524.78,0.1718,0.0,0.0,1.0,2.0,9.0,217.7,1.0,0.0,4.0,0.0,1.0,0.45,0
5885.89,24456.69,17.0,671.0,6.0,7333.69,0.2999,0.0,0.0,0.0,4.0,9.0,376.1,2.0,0.0,0.0,4.0,1.0,1.4,0
8003.9,73610.62,55.0,647.0,7.0,38940.05,0.529,1.0,65.0,0.0,5.0,14.0,469.0,0.0,0.0,1.0,3.0,1.0,4.08,0
4135.29,26823.72,70.0,667.0,5.0,29521.34,1.1006,0.0,0.0,1.0,0.0,22.0,140.3,2.0,1.0,0.0,1.0,1.0,5.65,0
14792.88,80707.32,70.0,705.0,8.0,74717.39,0.9258,1.0,10.0,0.0,2.0,12.0,396.3,0.0,0.0,0.0,2.0,1.0,2.99,1
3789.18,43414.49,27.0,713.0,3.0,19439.29,0.4478,0.0,0.0,2.0,1.0,12.0,515.1,4.0,1.0,0.0,0.0,2.0,3.13,0
13726.29,68211.09,58.0,618.0,3.0,71214.8,1.044,0.0,0.0,0.0,3.0,23.0,471.6,5.0,0.0,0.0,3.0,2.0,1.51,1
19591.37,69564.11,31.0,711.0,3.0,21929.2,0.3152,0.0,0.0,2.0,3.0,20.0,216.0,3.0,1.0,2.0,4.0,1.0,2.76,0
6385.58,36964.23,12.0,685.0,7.0,36158.02,0.9782,1.0,11.0,1.0,1.0,9.0,71.8,2.0,2.0,1.0,2.0,0.0,0.68,0
2054.11,43713.82,32.0,734.0,4.0,20052.9,0.4587,0.0,0.0,1.0,5.0,3.0,266.1,2.0,0.0,0.0,2.0,1.0,4.35,0
8576.07,32223.33,40.0,531.0,11.0,19111.73,0.5931,2.0,3.0,1.0,2.0,1.0,200.8,2.0,0.0,2.0,3.0,1.0,5.58,1
8160.24,34170.59,107.0,648.0,11.0,6497.11,0.1901,1.0,51.0,2.0,3.0,13.0,533.0,2.0,1.0,0.0,2.0,2.0,5.5,0
26218.41,52897.8,2.0,717.0,3.0,47600.56,0.8999,0.0,0.0,2.0,3.0,19.0,369.7,3.0,1.0,0.0,1.0,2.0,2.66,0
